drift,unbalance,type,alg,F1_0,F1_1
sea_P(x_y),4,incremental,OOB,0.16941651284616968,0.34158231545270384
sea_P(x_y),4,incremental,improved_UOB,0.17834743269551329,0.10230061181022748
sea_P(x_y),4,incremental,WEOB2,-0.4925804491288927,-0.6584176845472962
sea_P(x_y),4,incremental,UOB,-0.5877732607417853,-0.3005558756113431
sea_P(x_y),4,sudden,improved_OOB,0.33485136326063664,0.19164190057261918
sea_P(x_y),4,sudden,WEOB1,0.22700918223408093,0.13786929610973098
sea_P(x_y),4,sudden,OOB,0.2591705685953708,0.5881644609741272
sea_P(x_y),4,sudden,improved_UOB,-0.0016806111877768724,-0.10839631251327843
sea_P(x_y),4,sudden,WEOB2,-0.15420186616292147,-0.3974438061173088
sea_P(x_y),4,sudden,UOB,-0.6651486367393633,-0.4118355390258728
sine_P(y),4,incremental,improved_OOB,0.46714149964460167,0.4805860361734725
sine_P(y),4,incremental,WEOB1,0.3280023425041443,0.33309021314868736
sine_P(y),4,incremental,OOB,0.09525666103153047,0.06845581612939879
sine_P(y),4,incremental,improved_UOB,-0.4527986638565317,-0.43117391775477926
sine_P(y),4,incremental,WEOB2,-0.5328585003553983,-0.5194139638265275
sine_P(y),4,incremental,UOB,0.09525666103153047,0.06845581612939879
sine_P(y),4,sudden,improved_OOB,0.39105721620814243,0.44540145924860947
sine_P(y),4,sudden,WEOB1,0.35782126796215896,0.33670282484527575
sine_P(y),4,sudden,OOB,0.1253100506212791,0.087969128602755
sine_P(y),4,sudden,improved_UOB,-0.39055580162056963,-0.4034440005481519
sine_P(y),4,sudden,WEOB2,-0.6089427837918576,-0.5545985407513906
sine_P(y),4,sudden,UOB,0.1253100506212791,0.087969128602755
sine_P(y),3,sudden,improved_OOB,0.3971244161213093,0.3894008535499436
sine_P(y),3,sudden,WEOB1,0.2836859401817458,0.21051560218141294
sine_P(y),3,sudden,OOB,0.19211925739135846,0.23104082220039052
sine_P(y),3,sudden,improved_UOB,-0.46217328720713186,-0.4513989536820182
sine_P(y),3,sudden,WEOB2,-0.6028755838786908,-0.6105991464500564
sine_P(y),3,sudden,UOB,0.19211925739135846,0.23104082220039052
sine_P(y),3,incremental,improved_OOB,0.36892016760358676,0.3810520501236968
sine_P(y),3,incremental,WEOB1,0.27843223631285136,0.21373269789435329
sine_P(y),3,incremental,OOB,0.23129101792036716,0.23977161377093503
sine_P(y),3,incremental,improved_UOB,-0.47885460736075924,-0.45538002568348596
sine_P(y),3,incremental,WEOB2,-0.6310798323964132,-0.6189479498763032
sine_P(y),3,incremental,UOB,0.23129101792036716,0.23977161377093503
sine_P(y),1,sudden,improved_OOB,0.3340817679073929,0.4613363668025398
sine_P(y),1,sudden,WEOB1,0.3390994485067786,0.4093414039930876
sine_P(y),1,sudden,OOB,0.4124208754508252,0.3549350521893233
sine_P(y),1,sudden,improved_UOB,-0.4623781361086324,-0.5248015297395501
sine_P(y),1,sudden,WEOB2,-0.5875791245491748,-0.5386636331974602
sine_P(y),1,sudden,UOB,-0.03564483120721154,-0.16214766004795625
sine_P(y),1,incremental,improved_OOB,0.2957705468505772,0.45446928720690927
sine_P(y),1,incremental,WEOB1,0.2926906432618828,0.39822928715750583
sine_P(y),1,incremental,OOB,0.39113733934330286,0.34804362680036977
sine_P(y),1,incremental,improved_UOB,-0.30603876547710884,-0.509251116429066
sine_P(y),1,incremental,WEOB2,-0.6088626606566971,-0.5455307127930907
sine_P(y),1,incremental,UOB,-0.06469710332193244,-0.14596037194262818
sine_P(y),2,incremental,improved_OOB,0.42162872885392133,0.45834864014052085
sine_P(y),2,incremental,WEOB1,0.3222922620089346,0.29872430755633217
sine_P(y),2,incremental,OOB,0.45810213739820493,0.46710309002944916
sine_P(y),2,incremental,improved_UOB,-0.3279536486824816,-0.30919465679500335
sine_P(y),2,incremental,WEOB2,-0.5418978626017951,-0.5328969099705508
sine_P(y),2,incremental,UOB,-0.3321716169768857,-0.3820844709607826
sine_P(y),2,sudden,improved_OOB,0.3590184006950918,0.4497326917507346
sine_P(y),2,sudden,WEOB1,0.331098645068712,0.2964608875884947
sine_P(y),2,sudden,OOB,0.43511993225966594,0.46431635423664674
sine_P(y),2,sudden,improved_UOB,-0.2556856468579205,-0.2996223177773646
sine_P(y),2,sudden,WEOB2,-0.5648800677403341,-0.5356836457633533
sine_P(y),2,sudden,UOB,-0.3046712634251865,-0.37520397003512534
sine_P(y_x),4,incremental,improved_OOB,0.18376876566515457,0.17832319589032317
sine_P(y_x),4,incremental,WEOB1,0.18183146685953738,0.1805922665155493
sine_P(y_x),4,incremental,OOB,0.16063603350307262,0.17139085139085422
sine_P(y_x),4,incremental,improved_UOB,0.16624591313973788,0.16565850225029066
sine_P(y_x),4,incremental,WEOB2,-0.8162312343348455,-0.8194077334844507
sine_P(y_x),4,incremental,UOB,0.12374905516734416,0.12344291743742958
sine_P(y_x),4,sudden,improved_OOB,0.1837904089038132,0.18671436934579466
sine_P(y_x),4,sudden,WEOB1,0.17945019710074003,0.1824622715544731
sine_P(y_x),4,sudden,OOB,0.15999845830928258,0.15692354683923665
sine_P(y_x),4,sudden,improved_UOB,0.13297206847306628,0.130261896075466
sine_P(y_x),4,sudden,WEOB2,-0.8162095910961868,-0.8132856306542053
sine_P(y_x),4,sudden,UOB,0.15999845830928258,0.15692354683923665
sine_P(y_x),3,sudden,improved_OOB,0.1919511393004294,0.19824096256624754
sine_P(y_x),3,sudden,WEOB1,0.17250416102857655,0.17384411136231345
sine_P(y_x),3,sudden,OOB,0.1987097080766408,0.206741121836152
sine_P(y_x),3,sudden,improved_UOB,0.12389695208597877,0.11333822590379837
sine_P(y_x),3,sudden,WEOB2,-0.8012902919233592,-0.793258878163848
sine_P(y_x),3,sudden,UOB,0.11422833143174219,0.10109445649533662
sine_P(y_x),3,incremental,improved_OOB,0.19820147378704642,0.19740436035498057
sine_P(y_x),3,incremental,WEOB1,0.18357771643695223,0.18628114516459676
sine_P(y_x),3,incremental,OOB,0.16468350467252918,0.17996008578146044
sine_P(y_x),3,incremental,improved_UOB,0.14451817792342725,0.1386760824124395
sine_P(y_x),3,incremental,WEOB2,-0.8017985262129536,-0.8025956396450195
sine_P(y_x),3,incremental,UOB,0.11081765339299848,0.10027396593154267
sine_P(y_x),1,sudden,improved_OOB,0.24993688992029117,0.3322971916430212
sine_P(y_x),1,sudden,WEOB1,0.24513897783558927,0.31570389493043766
sine_P(y_x),1,sudden,OOB,0.2491906992599299,0.3284500872807335
sine_P(y_x),1,sudden,improved_UOB,0.06335635385482564,-0.11267158586969751
sine_P(y_x),1,sudden,WEOB2,-0.7500631100797088,-0.6677028083569788
sine_P(y_x),1,sudden,UOB,-0.057559810790932156,-0.1960767796275157
sine_P(y_x),1,incremental,improved_OOB,0.2340875132554375,0.3103203209106088
sine_P(y_x),1,incremental,WEOB1,0.20170256653897806,0.28880210444621424
sine_P(y_x),1,incremental,OOB,0.22519403971760096,0.29625569041722427
sine_P(y_x),1,incremental,improved_UOB,0.0783021342156838,-0.07661007645144337
sine_P(y_x),1,incremental,WEOB2,-0.7659124867445625,-0.6896796790893912
sine_P(y_x),1,incremental,UOB,0.026626233016862674,-0.12908836023321354
sine_P(y_x),2,incremental,improved_OOB,0.2046497248217602,0.2096102260719247
sine_P(y_x),2,incremental,WEOB1,0.18162427911006765,0.1896030903301092
sine_P(y_x),2,incremental,OOB,0.18636925529607798,0.2020117068217155
sine_P(y_x),2,incremental,improved_UOB,0.1258776100888521,0.11206927719091457
sine_P(y_x),2,incremental,WEOB2,-0.7953502751782399,-0.7903897739280753
sine_P(y_x),2,incremental,UOB,0.09682940586148062,0.07709547351341194
sine_P(y_x),2,sudden,improved_OOB,0.20121066779949665,0.2308774852936556
sine_P(y_x),2,sudden,WEOB1,0.1937921995716869,0.21527054702440465
sine_P(y_x),2,sudden,OOB,0.20504668572019003,0.24038767343483236
sine_P(y_x),2,sudden,improved_UOB,0.11289600278365741,0.059938439242055955
sine_P(y_x),2,sudden,WEOB2,-0.79495331427981,-0.7596123265651676
sine_P(y_x),2,sudden,UOB,0.08200775840478144,0.013138181570217388
sine_P(x_y),4,incremental,improved_OOB,0.26873547834950284,0.2740631876623289
sine_P(x_y),4,incremental,WEOB1,0.13151814104819276,0.13926265830068943
sine_P(x_y),4,incremental,OOB,0.33679522732907335,0.33012533779699027
sine_P(x_y),4,incremental,improved_UOB,-0.41063930138502375,-0.4037018593539323
sine_P(x_y),4,incremental,WEOB2,-0.6632047726709267,-0.6698746622030097
sine_P(x_y),4,incremental,UOB,0.33679522732907335,0.33012533779699027
sine_P(x_y),4,sudden,improved_OOB,0.28543224231540126,0.29217687428340156
sine_P(x_y),4,sudden,WEOB1,0.09855922674260624,0.10599953482110964
sine_P(x_y),4,sudden,OOB,0.37760468898055416,0.37178641909366306
sine_P(x_y),4,sudden,improved_UOB,-0.5168055359997025,-0.5135356663854546
sine_P(x_y),4,sudden,WEOB2,-0.6223953110194458,-0.6282135809063369
sine_P(x_y),4,sudden,UOB,0.37760468898055416,0.37178641909366306
sine_P(x_y),3,sudden,improved_OOB,0.36620405211625023,0.37059311843656606
sine_P(x_y),3,sudden,WEOB1,0.33437020103668313,0.34014713396270063
sine_P(x_y),3,sudden,OOB,0.2900963133454956,0.30000918337383903
sine_P(x_y),3,sudden,improved_UOB,-0.1189600803616673,-0.12773030677772404
sine_P(x_y),3,sudden,WEOB2,-0.2379145382529227,-0.25361224743193944
sine_P(x_y),3,sudden,UOB,-0.6337959478837498,-0.6294068815634339
sine_P(x_y),3,incremental,improved_OOB,0.3300190741572653,0.32978581177815736
sine_P(x_y),3,incremental,WEOB1,0.3531084220461631,0.3593719519543656
sine_P(x_y),3,incremental,OOB,0.28865269106976493,0.2967587979049019
sine_P(x_y),3,incremental,improved_UOB,-0.09064898682509692,-0.09617669602369065
sine_P(x_y),3,incremental,WEOB2,-0.23423962249415703,-0.24911181756810774
sine_P(x_y),3,incremental,UOB,-0.6468915779538369,-0.6406280480456344
sine_P(x_y),1,sudden,improved_OOB,0.4344794181455943,0.43962878316922577
sine_P(x_y),1,sudden,WEOB1,0.3843439074441256,0.38629109204733175
sine_P(x_y),1,sudden,OOB,0.3730212977289782,0.37339112114981843
sine_P(x_y),1,sudden,improved_UOB,-0.13883724449127346,-0.1571320952140757
sine_P(x_y),1,sudden,WEOB2,-0.5655205818544057,-0.5603712168307743
sine_P(x_y),1,sudden,UOB,-0.4874867969730307,-0.48180768432152443
sine_P(x_y),1,incremental,improved_OOB,0.4286889644022032,0.43119707920625866
sine_P(x_y),1,incremental,WEOB1,0.4116785491003968,0.4163341835091656
sine_P(x_y),1,incremental,OOB,0.3567738549338145,0.35540503131698364
sine_P(x_y),1,incremental,improved_UOB,-0.10337881843486156,-0.12038258390833775
sine_P(x_y),1,incremental,WEOB2,-0.5713110355977968,-0.5688029207937414
sine_P(x_y),1,incremental,UOB,-0.5224515144039028,-0.5137507893303195
sine_P(x_y),2,incremental,improved_OOB,0.38124539173246735,0.39025902667720325
sine_P(x_y),2,incremental,WEOB1,0.31696902217112,0.3227103348536924
sine_P(x_y),2,incremental,OOB,0.33317582344020613,0.34206013622460996
sine_P(x_y),2,incremental,improved_UOB,-0.14236357790764487,-0.15979851154328217
sine_P(x_y),2,incremental,WEOB2,-0.2702720511686295,-0.28549001288942666
sine_P(x_y),2,incremental,UOB,-0.6187546082675326,-0.6097409733227968
sine_P(x_y),2,sudden,improved_OOB,0.3926697228337381,0.4021392406798258
sine_P(x_y),2,sudden,WEOB1,0.33509018971846194,0.3420730092803647
sine_P(x_y),2,sudden,OOB,0.3489666430092886,0.3583825172226154
sine_P(x_y),2,sudden,improved_UOB,-0.17732506810387053,-0.19618297923065947
sine_P(x_y),2,sudden,WEOB2,-0.2920712102914664,-0.3085510286319643
sine_P(x_y),2,sudden,UOB,-0.6073302771662619,-0.5978607593201742
jitter,1,incremental,improved_OOB,0.5351484715386612,0.5510633268403469
jitter,1,incremental,WEOB1,0.28448973308080305,0.28698422285590086
jitter,1,incremental,OOB,0.3690587143350191,0.3722214634263164
jitter,1,incremental,improved_UOB,-0.3745602791256466,-0.3807510483272265
jitter,1,incremental,WEOB2,-0.4648515284613388,-0.4489366731596532
jitter,1,incremental,UOB,-0.3492851113674961,-0.3805812916356829
jitter,1,sudden,improved_OOB,0.453603692975819,0.4500381858234475
jitter,1,sudden,WEOB1,0.350427955808812,0.35510887120245255
jitter,1,sudden,OOB,0.35247683991176754,0.38028433483001073
jitter,1,sudden,improved_UOB,-0.2650658512604459,-0.2568765475743146
jitter,1,sudden,WEOB2,-0.546396307024181,-0.5499618141765525
jitter,1,sudden,UOB,-0.3450463304117642,-0.3785930301050439
jitter,1,periodic,improved_OOB,0.5351484715386612,0.5510633268403469
jitter,1,periodic,WEOB1,0.28448973308080305,0.28698422285590086
jitter,1,periodic,OOB,0.3690587143350191,0.3722214634263164
jitter,1,periodic,improved_UOB,-0.3745602791256466,-0.3807510483272265
jitter,1,periodic,WEOB2,-0.4648515284613388,-0.4489366731596532
jitter,1,periodic,UOB,-0.3492851113674961,-0.3805812916356829
jitter,2,incremental,improved_OOB,0.4342974127799548,0.4452910822179543
jitter,2,incremental,WEOB1,0.31238327855051207,0.32708214046191786
jitter,2,incremental,OOB,0.35481453822154646,0.42520016854466536
jitter,2,incremental,improved_UOB,-0.5657025872200452,-0.5547089177820457
jitter,2,incremental,WEOB2,-0.11699184053744084,-0.22124360522375333
jitter,2,incremental,UOB,-0.41880080179452217,-0.4216208682187335
jitter,2,sudden,improved_OOB,0.4367313634712284,0.39342246035654566
jitter,2,sudden,WEOB1,0.33424613622009064,0.30314430300910694
jitter,2,sudden,OOB,0.3866245949184907,0.3952071502044684
jitter,2,sudden,improved_UOB,-0.1947206631078693,-0.17730840468739992
jitter,2,sudden,WEOB2,-0.5632686365287716,-0.6047928497955316
jitter,2,sudden,UOB,-0.3996127949731554,-0.30967265908718844
jitter,2,periodic,improved_OOB,0.4342974127799548,0.4452910822179543
jitter,2,periodic,WEOB1,0.31238327855051207,0.32708214046191786
jitter,2,periodic,OOB,0.35481453822154646,0.42520016854466536
jitter,2,periodic,improved_UOB,-0.5657025872200452,-0.5547089177820457
jitter,2,periodic,WEOB2,-0.11699184053744084,-0.22124360522375333
jitter,2,periodic,UOB,-0.41880080179452217,-0.4216208682187335
jitter,3,incremental,improved_OOB,0.4551607866572791,0.43183186138915214
jitter,3,incremental,WEOB1,0.293069652697498,0.28377980606430364
jitter,3,incremental,OOB,0.27863279264285895,0.34777617050743165
jitter,3,incremental,improved_UOB,-0.05856916476981536,-0.07279869761495433
jitter,3,incremental,WEOB2,-0.4234548538850814,-0.5681681386108478
jitter,3,incremental,UOB,-0.5448392133427209,-0.42242100173506975
jitter,3,sudden,improved_OOB,0.36855383670283987,0.3246107921363183
jitter,3,sudden,WEOB1,0.2631224254477747,0.236045836911481
jitter,3,sudden,OOB,0.29950326147362966,0.3122485546871558
jitter,3,sudden,improved_UOB,-0.0006345646285274409,-0.005087536603346687
jitter,3,sudden,WEOB2,-0.6314461632971601,-0.6753892078636816
jitter,3,sudden,UOB,-0.2990987956985702,-0.19242843926792982
jitter,3,periodic,improved_OOB,0.4551607866572791,0.43183186138915214
jitter,3,periodic,WEOB1,0.293069652697498,0.28377980606430364
jitter,3,periodic,OOB,0.27863279264285895,0.34777617050743165
jitter,3,periodic,improved_UOB,-0.05856916476981536,-0.07279869761495433
jitter,3,periodic,WEOB2,-0.4234548538850814,-0.5681681386108478
jitter,3,periodic,UOB,-0.5448392133427209,-0.42242100173506975
jitter,4,incremental,improved_OOB,0.41247582668553406,0.43303820790161446
jitter,4,incremental,WEOB1,0.2056480480592761,0.27189953748031465
jitter,4,incremental,OOB,0.27761162379864096,0.13210304358250832
jitter,4,incremental,improved_UOB,-0.5875241733144659,-0.4021820404485639
jitter,4,incremental,WEOB2,-0.5858229490276348,-0.5669617920983856
jitter,4,incremental,UOB,0.27761162379864096,0.13210304358250832
jitter,4,sudden,improved_OOB,0.20335802141090356,0.21957755303524784
jitter,4,sudden,WEOB1,0.15060481936699283,0.17934775923711602
jitter,4,sudden,OOB,0.2135408305401,0.1703346792949081
jitter,4,sudden,improved_UOB,0.005414667601799184,0.040827776102578386
jitter,4,sudden,WEOB2,-0.7864591694599,-0.7804224469647522
jitter,4,sudden,UOB,0.2135408305401,0.1703346792949081
jitter,4,periodic,improved_OOB,0.41247582668553406,0.43303820790161446
jitter,4,periodic,WEOB1,0.2056480480592761,0.27189953748031465
jitter,4,periodic,OOB,0.27761162379864096,0.13210304358250832
jitter,4,periodic,improved_UOB,-0.5875241733144659,-0.4021820404485639
jitter,4,periodic,WEOB2,-0.5858229490276348,-0.5669617920983856
jitter,4,periodic,UOB,0.27761162379864096,0.13210304358250832
disappearing-minority,1,incremental,improved_OOB,0.5160757110468616,0.5708377490847917
disappearing-minority,1,incremental,WEOB1,0.3973407296310158,0.30640188458456236
disappearing-minority,1,incremental,OOB,0.44767023874876793,0.3665796358618117
disappearing-minority,1,incremental,improved_UOB,-0.426134712910965,-0.4291622509152083
disappearing-minority,1,incremental,WEOB2,-0.48392428895313844,-0.4262810474680865
disappearing-minority,1,incremental,UOB,-0.4510276775625429,-0.3883759711478705
disappearing-minority,1,sudden,improved_OOB,0.5069133643541859,0.5648289410216587
disappearing-minority,1,sudden,WEOB1,0.43978615230128276,0.35566502184005194
