ds,alg,avg_mem
y_x_sea_4_6,ESOS_ELM,7154448793.6
y_x_sea_4_6,improved_UOB,409284198.4
y_x_sea_4_6,WEOB1,778944921.6
y_x_sea_4_6,improved_OOB,603064320.0
y_x_sea_4_6,UOB,314089099.6363636
y_x_sea_4_6,RebalanceStream,2840503500.8
y_x_sea_4_6,WEOB2,497567334.4
y_x_sea_4_6,OOB,605442457.6
