ds,alg,avg_mem
disappearing-minority_sudden_3,improved_UOB,255776085.33333334
disappearing-minority_sudden_3,ESOS_ELM,4655113452.307693
disappearing-minority_sudden_3,WEOB1,516751360.0
disappearing-minority_sudden_3,improved_OOB,377389056.0
disappearing-minority_sudden_3,UOB,320496025.6
disappearing-minority_sudden_3,OOB,464688742.4
disappearing-minority_sudden_3,WEOB2,335783936.0
disappearing-minority_sudden_3,RebalanceStream,1438652229.8181818
disappearing-minority_sudden_3,CSMOTE,976378042.1818181
