ds,alg,avg_mem
x_y_seaG_1_9,ESOS_ELM,6690243788.8
x_y_seaG_1_9,improved_UOB,304295116.8
x_y_seaG_1_9,WEOB1,520889958.4
x_y_seaG_1_9,improved_OOB,550691188.3636364
x_y_seaG_1_9,UOB,305515373.71428573
x_y_seaG_1_9,WEOB2,354312192.0
x_y_seaG_1_9,OOB,569594265.6
x_y_seaG_1_9,RebalanceStream,2847774310.4
