ds,alg,avg_mem
x_y_sea_4_6,ESOS_ELM,5584397926.4
x_y_sea_4_6,improved_UOB,435236864.0
x_y_sea_4_6,WEOB1,635767193.6
x_y_sea_4_6,improved_OOB,568326963.2
x_y_sea_4_6,UOB,562361548.8
x_y_sea_4_6,WEOB2,499958579.2
x_y_sea_4_6,OOB,545035729.4545455
x_y_sea_4_6,RebalanceStream,2791911014.4
