learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),F1 Score for class 0 (percent),F1 Score for class 1 (percent),Recall for class 0 (percent),Recall for class 1 (percent),GMean (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
5000.0,0.424744,1.5972385969426897E-9,5000.0,79.54,47.94066925806446,51.40142517814728,31.75450300200132,86.05697151424287,61.58467893353361,90.17423593259069,54.70313542361575,60.182508122420096,5000.0,14536.0,7.0,4.0,4.0,3.0,0.0,0.0,1.0
10000.0,0.63853,3.1006929692294864E-9,10000.0,80.74,54.11268732732994,53.058737509139654,34.68972533062056,86.25071387778412,67.85714285714285,85.67579066799036,68.93862326212276,62.17202223068531,10000.0,27184.0,13.0,7.0,7.0,5.0,0.0,0.0,1.0
15000.0,0.786272,4.592839289042685E-9,15000.0,81.04,56.332570569319486,54.28387719016236,36.04677310546436,86.11192499267507,70.13232514177693,83.54970150668056,75.08432651225544,62.97500059923302,15000.0,39040.0,19.0,10.0,10.0,7.0,0.0,0.0,1.0
20000.0,0.951537,6.790403816848994E-9,20000.0,81.565,58.116742440867185,55.74891982717234,37.89792824658917,86.34899477951794,71.61881302440152,82.9197184100121,78.35607209028129,63.49720279277926,20000.0,51400.0,25.0,13.0,13.0,9.0,0.0,0.0,1.0
25000.0,1.129544,9.744637943804263E-9,25000.0,81.92,59.449004557393614,56.812535830307674,39.385811988735426,86.46625546439905,72.77436453439344,82.3063330103175,81.01113048142685,63.897860584636234,25000.0,64152.0,31.0,16.0,16.0,10.0,0.0,0.0,1.0
30000.0,1.310218,1.3231852646503182E-8,30000.0,82.58666666666666,61.17568507871981,58.43411839592616,41.94265392309402,86.89478701520245,74.05899294865428,82.4635748976288,82.8739719937764,64.29182430360123,30000.0,74608.0,39.0,20.0,20.0,11.0,0.0,0.0,1.0
35000.0,1.455761,1.6673553809523583E-8,35000.0,83.05714285714285,62.26794015098647,59.48623351779735,43.432223600114455,87.23798045883011,74.80241352936177,82.66916833217766,83.96451397500715,64.54333472698495,35000.0,91408.0,47.0,24.0,24.0,12.0,0.0,0.0,1.0
40000.0,1.589323,2.039085910552078E-8,40000.0,83.63000000000001,63.38737828959208,60.87943601386069,45.41513837945985,87.71251641959091,75.48483713964806,83.45593486644765,84.03634544848283,64.7094043232764,40000.0,107584.0,53.0,27.0,27.0,14.0,0.0,0.0,1.0
45000.0,1.718047,2.4141349900099968E-8,45000.0,84.16666666666667,64.43850824080077,62.34740791629234,47.34313797945459,88.15481039384217,76.1298535964354,84.25116781594585,83.97014263542975,64.8500791154829,45000.0,112624.0,53.0,27.0,27.0,14.0,0.0,0.0,1.0
50000.0,1.84263,2.7868651540742982E-8,50000.0,84.512,65.08169907553636,63.072814839540314,48.37677488167454,88.45144356955382,76.4934434191355,84.73384953855825,83.99440037330844,64.9477193425348,50000.0,115648.0,53.0,27.0,27.0,14.0,0.0,0.0,1.0
55000.0,1.932713,2.8092375091380546E-8,55000.0,82.14,61.671056110483505,58.32944470368643,42.16321243523316,86.04905483518202,75.18755209780494,79.6875,87.62953367875647,64.67554284247572,55000.0,9600.0,59.0,30.0,30.0,2.0,0.0,0.0,1.0
60000.0,2.013542,2.850673795781202E-8,60000.0,83.86,65.2295318382664,61.617122473246134,46.50314882333444,87.47477882973769,77.31234186111891,80.71029643419733,91.15014915478953,65.54777753459435,60000.0,19816.0,63.0,32.0,32.0,3.0,0.0,0.0,1.0
65000.0,2.095168,2.9116250518709422E-8,65000.0,84.66,66.55812566912816,63.64354558382052,49.13793103448276,88.22234734094283,78.0082194399312,82.26422298587246,90.2077807250221,65.66429846402355,65000.0,28864.0,67.0,34.0,34.0,5.0,0.0,0.0,1.0
70000.0,2.178664,2.992428108428915E-8,70000.0,84.875,66.67932888885883,63.94087495529861,49.36391027787077,88.5046551396542,77.89550602849836,83.0243832881791,89.219953130231,65.62094490679216,70000.0,37408.0,71.0,36.0,36.0,7.0,0.0,0.0,1.0
75000.0,2.260344,3.077153660563959E-8,75000.0,84.956,66.57884310567368,64.13996948893974,49.84664621949592,88.64329498444908,77.72315346798555,83.86949317181876,87.49166555540738,65.45249397983741,75000.0,40096.0,71.0,36.0,36.0,7.0,0.0,0.0,1.0
80000.0,2.338017,3.174216011125181E-8,80000.0,85.26,66.95821661006617,64.8014009392661,50.542444916676,88.96210873146623,77.82124586217274,84.61940263070422,86.76881780561459,65.45766197251449,80000.0,48304.0,75.0,38.0,38.0,9.0,0.0,0.0,1.0
