instances,drift,unbalance,type,alg,KappaT
60000,appearing-minority,3,sudden,CSMOTE,59.97635933806147
65000,appearing-minority,3,sudden,CSMOTE,62.15530903328049
70000,appearing-minority,3,sudden,CSMOTE,64.09340004765308
75000,appearing-minority,3,sudden,CSMOTE,65.31351248332383
80000,appearing-minority,3,sudden,CSMOTE,66.18676423798915
85000,appearing-minority,3,sudden,CSMOTE,66.82096664397547
90000,appearing-minority,3,sudden,CSMOTE,67.14234535466922
95000,appearing-minority,3,sudden,CSMOTE,67.45308026720389
100000,appearing-minority,3,sudden,CSMOTE,67.83564261825131
5000,appearing-minority,3,sudden,OOB,54.93244146529969
10000,appearing-minority,3,sudden,OOB,57.986885931379064
15000,appearing-minority,3,sudden,OOB,59.382748029859314
20000,appearing-minority,3,sudden,OOB,60.25369959283474
25000,appearing-minority,3,sudden,OOB,60.60368363247378
30000,appearing-minority,3,sudden,OOB,60.66379006673354
35000,appearing-minority,3,sudden,OOB,60.66706562880196
40000,appearing-minority,3,sudden,OOB,60.860121097858304
45000,appearing-minority,3,sudden,OOB,60.96441899571172
50000,appearing-minority,3,sudden,OOB,61.0377638647225
55000,appearing-minority,3,sudden,OOB,2.9790565984282873
60000,appearing-minority,3,sudden,OOB,8.10338461293951
65000,appearing-minority,3,sudden,OOB,14.821948332991715
70000,appearing-minority,3,sudden,OOB,18.698684189081476
75000,appearing-minority,3,sudden,OOB,20.87594755641386
80000,appearing-minority,3,sudden,OOB,22.68156264155608
85000,appearing-minority,3,sudden,OOB,23.85802253962236
90000,appearing-minority,3,sudden,OOB,25.019496542237825
95000,appearing-minority,3,sudden,OOB,25.57869790823125
100000,appearing-minority,3,sudden,OOB,26.314015803298396
5000,appearing-minority,3,sudden,ESOS_ELM,0.0
10000,appearing-minority,3,sudden,ESOS_ELM,0.0
15000,appearing-minority,3,sudden,ESOS_ELM,0.0
20000,appearing-minority,3,sudden,ESOS_ELM,0.0
25000,appearing-minority,3,sudden,ESOS_ELM,0.0
30000,appearing-minority,3,sudden,ESOS_ELM,0.0
35000,appearing-minority,3,sudden,ESOS_ELM,0.0
40000,appearing-minority,3,sudden,ESOS_ELM,0.0
45000,appearing-minority,3,sudden,ESOS_ELM,0.0
50000,appearing-minority,3,sudden,ESOS_ELM,0.0
55000,appearing-minority,3,sudden,ESOS_ELM,27.038834951456316
60000,appearing-minority,3,sudden,ESOS_ELM,27.47044917257685
65000,appearing-minority,3,sudden,ESOS_ELM,27.876386687797144
70000,appearing-minority,3,sudden,ESOS_ELM,27.746009054086237
75000,appearing-minority,3,sudden,ESOS_ELM,27.892128835525078
80000,appearing-minority,3,sudden,ESOS_ELM,27.593063951638563
85000,appearing-minority,3,sudden,ESOS_ELM,27.862491490810072
90000,appearing-minority,3,sudden,ESOS_ELM,28.069023166945307
95000,appearing-minority,3,sudden,ESOS_ELM,28.173046336549653
100000,appearing-minority,3,sudden,ESOS_ELM,28.098423315814607
5000,appearing-minority,3,sudden,improved_UOB,45.28812786893171
10000,appearing-minority,3,sudden,improved_UOB,44.50683574103741
15000,appearing-minority,3,sudden,improved_UOB,43.3588585140465
20000,appearing-minority,3,sudden,improved_UOB,43.61319409936756
25000,appearing-minority,3,sudden,improved_UOB,43.43110745769328
30000,appearing-minority,3,sudden,improved_UOB,43.47759896937568
35000,appearing-minority,3,sudden,improved_UOB,43.54985912793822
40000,appearing-minority,3,sudden,improved_UOB,44.16194970216689
45000,appearing-minority,3,sudden,improved_UOB,44.61250082345964
50000,appearing-minority,3,sudden,improved_UOB,45.04294988159594
55000,appearing-minority,3,sudden,improved_UOB,-29.987546132844216
60000,appearing-minority,3,sudden,improved_UOB,-41.481954718413554
65000,appearing-minority,3,sudden,improved_UOB,-42.19153330240216
70000,appearing-minority,3,sudden,improved_UOB,-46.582252002972574
75000,appearing-minority,3,sudden,improved_UOB,-48.94041248591479
80000,appearing-minority,3,sudden,improved_UOB,-49.651724425435816
85000,appearing-minority,3,sudden,improved_UOB,-49.84623183989457
90000,appearing-minority,3,sudden,improved_UOB,-48.769423888579205
95000,appearing-minority,3,sudden,improved_UOB,-47.92495843223939
100000,appearing-minority,3,sudden,improved_UOB,-46.09859652379385
5000,appearing-minority,3,sudden,WEOB2,45.28812786893171
10000,appearing-minority,3,sudden,WEOB2,44.50683574103741
15000,appearing-minority,3,sudden,WEOB2,43.3588585140465
20000,appearing-minority,3,sudden,WEOB2,43.61319409936756
25000,appearing-minority,3,sudden,WEOB2,43.43110745769328
30000,appearing-minority,3,sudden,WEOB2,43.47759896937568
35000,appearing-minority,3,sudden,WEOB2,43.54985912793822
40000,appearing-minority,3,sudden,WEOB2,44.16194970216689
45000,appearing-minority,3,sudden,WEOB2,44.61250082345964
50000,appearing-minority,3,sudden,WEOB2,45.04294988159594
55000,appearing-minority,3,sudden,WEOB2,-29.987546132844216
60000,appearing-minority,3,sudden,WEOB2,-41.481954718413554
65000,appearing-minority,3,sudden,WEOB2,-42.19153330240216
70000,appearing-minority,3,sudden,WEOB2,-46.582252002972574
75000,appearing-minority,3,sudden,WEOB2,-48.94041248591479
80000,appearing-minority,3,sudden,WEOB2,-49.651724425435816
85000,appearing-minority,3,sudden,WEOB2,-49.84623183989457
90000,appearing-minority,3,sudden,WEOB2,-48.769423888579205
95000,appearing-minority,3,sudden,WEOB2,-47.92495843223939
100000,appearing-minority,3,sudden,WEOB2,-46.09859652379385
5000,appearing-minority,3,sudden,UOB,47.99766870600179
10000,appearing-minority,3,sudden,UOB,44.235755769098475
15000,appearing-minority,3,sudden,UOB,42.62989467535304
20000,appearing-minority,3,sudden,UOB,42.29316448463932
25000,appearing-minority,3,sudden,UOB,41.76746213257095
30000,appearing-minority,3,sudden,UOB,41.594273306142824
35000,appearing-minority,3,sudden,UOB,41.717079770320666
40000,appearing-minority,3,sudden,UOB,42.33901651143192
45000,appearing-minority,3,sudden,UOB,42.868528035721276
50000,appearing-minority,3,sudden,UOB,43.33444462044217
55000,appearing-minority,3,sudden,UOB,-35.633808445790955
60000,appearing-minority,3,sudden,UOB,-50.106210164587665
65000,appearing-minority,3,sudden,UOB,-51.82015822154648
70000,appearing-minority,3,sudden,UOB,-55.98581612574925
75000,appearing-minority,3,sudden,UOB,-59.137977344206874
80000,appearing-minority,3,sudden,UOB,-59.970446309650114
85000,appearing-minority,3,sudden,UOB,-60.388455977571994
90000,appearing-minority,3,sudden,UOB,-59.686316233048515
95000,appearing-minority,3,sudden,UOB,-58.93463080420412
100000,appearing-minority,3,sudden,UOB,-57.37299760165504
5000,appearing-minority,3,sudden,RebalanceStream,69.36726410761098
10000,appearing-minority,3,sudden,RebalanceStream,71.73004933251067
15000,appearing-minority,3,sudden,RebalanceStream,72.47872158182133
20000,appearing-minority,3,sudden,RebalanceStream,72.99639312291825
25000,appearing-minority,3,sudden,RebalanceStream,73.5585646803659
30000,appearing-minority,3,sudden,RebalanceStream,73.47577915982211
35000,appearing-minority,3,sudden,RebalanceStream,73.38702155952964
40000,appearing-minority,3,sudden,RebalanceStream,73.38083297742759
45000,appearing-minority,3,sudden,RebalanceStream,73.4266089915421
50000,appearing-minority,3,sudden,RebalanceStream,73.61787724423263
55000,appearing-minority,3,sudden,RebalanceStream,38.52622539572318
60000,appearing-minority,3,sudden,RebalanceStream,42.9798710861174
65000,appearing-minority,3,sudden,RebalanceStream,44.34791927956236
70000,appearing-minority,3,sudden,RebalanceStream,45.375087082141384
75000,appearing-minority,3,sudden,RebalanceStream,46.84423286409141
80000,appearing-minority,3,sudden,RebalanceStream,48.24603717726124
85000,appearing-minority,3,sudden,RebalanceStream,49.62037198319713
90000,appearing-minority,3,sudden,RebalanceStream,50.94201213087294
95000,appearing-minority,3,sudden,RebalanceStream,52.257192336254356
100000,appearing-minority,3,sudden,RebalanceStream,53.596614896658465
5000,appearing-minority,3,periodic,improved_OOB,57.86735542597088
10000,appearing-minority,3,periodic,improved_OOB,60.09922473812935
15000,appearing-minority,3,periodic,improved_OOB,61.50209858979592
20000,appearing-minority,3,periodic,improved_OOB,62.39187218289186
25000,appearing-minority,3,periodic,improved_OOB,62.70652743214163
30000,appearing-minority,3,periodic,improved_OOB,62.67970447467659
35000,appearing-minority,3,periodic,improved_OOB,62.562381075107815
40000,appearing-minority,3,periodic,improved_OOB,62.67175693777442
45000,appearing-minority,3,periodic,improved_OOB,62.74386600231615
50000,appearing-minority,3,periodic,improved_OOB,62.767902987676436
55000,appearing-minority,3,periodic,improved_OOB,36.52756341536732
60000,appearing-minority,3,periodic,improved_OOB,18.831900412410775
65000,appearing-minority,3,periodic,improved_OOB,23.65812870731133
70000,appearing-minority,3,periodic,improved_OOB,26.476480342146395
75000,appearing-minority,3,periodic,improved_OOB,28.153158771721348
80000,appearing-minority,3,periodic,improved_OOB,29.66359794635983
85000,appearing-minority,3,periodic,improved_OOB,30.6139081235744
90000,appearing-minority,3,periodic,improved_OOB,31.587829397413696
95000,appearing-minority,3,periodic,improved_OOB,31.84828031192422
100000,appearing-minority,3,periodic,improved_OOB,32.36981821621606
5000,appearing-minority,3,periodic,WEOB1,52.580692618104635
10000,appearing-minority,3,periodic,WEOB1,54.3661938044742
15000,appearing-minority,3,periodic,WEOB1,55.52585712851999
20000,appearing-minority,3,periodic,WEOB1,56.409668681997665
25000,appearing-minority,3,periodic,WEOB1,56.6807159833891
30000,appearing-minority,3,periodic,WEOB1,56.614515468871254
35000,appearing-minority,3,periodic,WEOB1,56.38441066777208
40000,appearing-minority,3,periodic,WEOB1,56.485490882100706
45000,appearing-minority,3,periodic,WEOB1,56.544539165555285
50000,appearing-minority,3,periodic,WEOB1,57.053647189872095
55000,appearing-minority,3,periodic,WEOB1,30.11533363197219
60000,appearing-minority,3,periodic,WEOB1,-1.026094646169901
65000,appearing-minority,3,periodic,WEOB1,7.286618297740982
70000,appearing-minority,3,periodic,WEOB1,10.360038070854072
75000,appearing-minority,3,periodic,WEOB1,12.173125974615488
80000,appearing-minority,3,periodic,WEOB1,14.014018292357239
85000,appearing-minority,3,periodic,WEOB1,15.369708942270663
90000,appearing-minority,3,periodic,WEOB1,16.726970212220728
95000,appearing-minority,3,periodic,WEOB1,17.309294177961
100000,appearing-minority,3,periodic,WEOB1,18.148737575497506
5000,appearing-minority,3,periodic,CSMOTE,0.0
10000,appearing-minority,3,periodic,CSMOTE,0.0
15000,appearing-minority,3,periodic,CSMOTE,0.0
20000,appearing-minority,3,periodic,CSMOTE,0.0
25000,appearing-minority,3,periodic,CSMOTE,0.0
30000,appearing-minority,3,periodic,CSMOTE,0.0
35000,appearing-minority,3,periodic,CSMOTE,0.0
40000,appearing-minority,3,periodic,CSMOTE,0.0
45000,appearing-minority,3,periodic,CSMOTE,0.0
50000,appearing-minority,3,periodic,CSMOTE,46.90635451505016
55000,appearing-minority,3,periodic,CSMOTE,45.02595155709343
60000,appearing-minority,3,periodic,CSMOTE,-inf
65000,appearing-minority,3,periodic,CSMOTE,-inf
70000,appearing-minority,3,periodic,CSMOTE,-inf
75000,appearing-minority,3,periodic,CSMOTE,-inf
80000,appearing-minority,3,periodic,CSMOTE,-inf
85000,appearing-minority,3,periodic,CSMOTE,-inf
90000,appearing-minority,3,periodic,CSMOTE,-inf
95000,appearing-minority,3,periodic,CSMOTE,-inf
100000,appearing-minority,3,periodic,CSMOTE,-inf
5000,appearing-minority,3,periodic,OOB,54.93244146529969
10000,appearing-minority,3,periodic,OOB,57.986885931379064
15000,appearing-minority,3,periodic,OOB,59.382748029859314
20000,appearing-minority,3,periodic,OOB,60.25369959283474
25000,appearing-minority,3,periodic,OOB,60.60368363247376
30000,appearing-minority,3,periodic,OOB,60.66379006673354
35000,appearing-minority,3,periodic,OOB,60.66706562880195
40000,appearing-minority,3,periodic,OOB,60.86012109785829
45000,appearing-minority,3,periodic,OOB,60.96441899571172
50000,appearing-minority,3,periodic,OOB,61.62414026179615
55000,appearing-minority,3,periodic,OOB,32.260870393668064
60000,appearing-minority,3,periodic,OOB,13.409069173282955
65000,appearing-minority,3,periodic,OOB,20.806924416630622
70000,appearing-minority,3,periodic,OOB,23.97126395107199
75000,appearing-minority,3,periodic,OOB,25.38849894033653
80000,appearing-minority,3,periodic,OOB,26.64888879903392
85000,appearing-minority,3,periodic,OOB,27.355399789846178
90000,appearing-minority,3,periodic,OOB,28.17873952643252
95000,appearing-minority,3,periodic,OOB,28.41606544900832
100000,appearing-minority,3,periodic,OOB,28.914376060200198
5000,appearing-minority,3,periodic,ESOS_ELM,0.0
10000,appearing-minority,3,periodic,ESOS_ELM,0.0
15000,appearing-minority,3,periodic,ESOS_ELM,0.0
20000,appearing-minority,3,periodic,ESOS_ELM,0.0
25000,appearing-minority,3,periodic,ESOS_ELM,0.0
30000,appearing-minority,3,periodic,ESOS_ELM,0.0
35000,appearing-minority,3,periodic,ESOS_ELM,0.0
40000,appearing-minority,3,periodic,ESOS_ELM,0.0
45000,appearing-minority,3,periodic,ESOS_ELM,0.0
50000,appearing-minority,3,periodic,ESOS_ELM,36.37123745819397
55000,appearing-minority,3,periodic,ESOS_ELM,36.20242214532873
60000,appearing-minority,3,periodic,ESOS_ELM,0.0
65000,appearing-minority,3,periodic,ESOS_ELM,0.0
70000,appearing-minority,3,periodic,ESOS_ELM,0.0
75000,appearing-minority,3,periodic,ESOS_ELM,0.0
80000,appearing-minority,3,periodic,ESOS_ELM,0.0
85000,appearing-minority,3,periodic,ESOS_ELM,0.0
90000,appearing-minority,3,periodic,ESOS_ELM,0.0
95000,appearing-minority,3,periodic,ESOS_ELM,0.0
100000,appearing-minority,3,periodic,ESOS_ELM,0.0
5000,appearing-minority,3,periodic,improved_UOB,45.28812786893171
10000,appearing-minority,3,periodic,improved_UOB,44.506835741037406
15000,appearing-minority,3,periodic,improved_UOB,43.3588585140465
20000,appearing-minority,3,periodic,improved_UOB,43.61319409936757
25000,appearing-minority,3,periodic,improved_UOB,43.43110745769328
30000,appearing-minority,3,periodic,improved_UOB,43.47759896937568
35000,appearing-minority,3,periodic,improved_UOB,43.54985912793822
40000,appearing-minority,3,periodic,improved_UOB,44.16194970216689
45000,appearing-minority,3,periodic,improved_UOB,44.612500823459634
50000,appearing-minority,3,periodic,improved_UOB,48.8739149784866
55000,appearing-minority,3,periodic,improved_UOB,9.381347795152658
60000,appearing-minority,3,periodic,improved_UOB,-53.532059415979894
65000,appearing-minority,3,periodic,improved_UOB,-48.35283501466005
70000,appearing-minority,3,periodic,improved_UOB,-52.124579565729995
75000,appearing-minority,3,periodic,improved_UOB,-53.69325397882667
80000,appearing-minority,3,periodic,improved_UOB,-53.58662545651379
85000,appearing-minority,3,periodic,improved_UOB,-53.158078819417184
90000,appearing-minority,3,periodic,improved_UOB,-51.452438264891114
95000,appearing-minority,3,periodic,improved_UOB,-50.17463730849844
100000,appearing-minority,3,periodic,improved_UOB,-47.89169630216064
5000,appearing-minority,3,periodic,WEOB2,45.28812786893171
10000,appearing-minority,3,periodic,WEOB2,44.506835741037406
15000,appearing-minority,3,periodic,WEOB2,43.3588585140465
20000,appearing-minority,3,periodic,WEOB2,43.61319409936757
25000,appearing-minority,3,periodic,WEOB2,43.43110745769328
30000,appearing-minority,3,periodic,WEOB2,43.47759896937568
35000,appearing-minority,3,periodic,WEOB2,43.54985912793822
40000,appearing-minority,3,periodic,WEOB2,44.16194970216689
45000,appearing-minority,3,periodic,WEOB2,44.612500823459634
50000,appearing-minority,3,periodic,WEOB2,48.8739149784866
55000,appearing-minority,3,periodic,WEOB2,9.381347795152658
60000,appearing-minority,3,periodic,WEOB2,-53.532059415979894
65000,appearing-minority,3,periodic,WEOB2,-48.35283501466005
70000,appearing-minority,3,periodic,WEOB2,-52.124579565729995
75000,appearing-minority,3,periodic,WEOB2,-53.69325397882667
80000,appearing-minority,3,periodic,WEOB2,-53.58662545651379
85000,appearing-minority,3,periodic,WEOB2,-53.158078819417184
90000,appearing-minority,3,periodic,WEOB2,-51.452438264891114
95000,appearing-minority,3,periodic,WEOB2,-50.17463730849844
100000,appearing-minority,3,periodic,WEOB2,-47.89169630216064
5000,appearing-minority,3,periodic,UOB,47.99766870600178
10000,appearing-minority,3,periodic,UOB,44.235755769098475
15000,appearing-minority,3,periodic,UOB,42.62989467535304
20000,appearing-minority,3,periodic,UOB,42.29316448463932
25000,appearing-minority,3,periodic,UOB,41.76746213257096
30000,appearing-minority,3,periodic,UOB,41.594273306142824
35000,appearing-minority,3,periodic,UOB,41.717079770320666
40000,appearing-minority,3,periodic,UOB,42.33901651143192
45000,appearing-minority,3,periodic,UOB,42.868528035721276
50000,appearing-minority,3,periodic,UOB,47.45602765810963
55000,appearing-minority,3,periodic,UOB,5.845899735820555
60000,appearing-minority,3,periodic,UOB,-65.33906446153726
65000,appearing-minority,3,periodic,UOB,-60.04033943806273
70000,appearing-minority,3,periodic,UOB,-62.80255649101501
75000,appearing-minority,3,periodic,UOB,-65.0570002299731
80000,appearing-minority,3,periodic,UOB,-64.86300071322611
85000,appearing-minority,3,periodic,UOB,-64.53102138075846
90000,appearing-minority,3,periodic,UOB,-63.13419877665238
95000,appearing-minority,3,periodic,UOB,-61.86561412815799
100000,appearing-minority,3,periodic,UOB,-59.80142213616057
5000,appearing-minority,3,periodic,RebalanceStream,69.36726410761099
10000,appearing-minority,3,periodic,RebalanceStream,71.73004933251067
15000,appearing-minority,3,periodic,RebalanceStream,72.47872158182133
20000,appearing-minority,3,periodic,RebalanceStream,72.99639312291825
25000,appearing-minority,3,periodic,RebalanceStream,73.55856468036588
30000,appearing-minority,3,periodic,RebalanceStream,73.47577915982208
35000,appearing-minority,3,periodic,RebalanceStream,73.38702155952963
40000,appearing-minority,3,periodic,RebalanceStream,73.38083297742759
45000,appearing-minority,3,periodic,RebalanceStream,73.4266089915421
50000,appearing-minority,3,periodic,RebalanceStream,75.2945452828814
55000,appearing-minority,3,periodic,RebalanceStream,56.85346848384886
60000,appearing-minority,3,periodic,RebalanceStream,47.61799143424862
65000,appearing-minority,3,periodic,RebalanceStream,47.29985810627052
70000,appearing-minority,3,periodic,RebalanceStream,47.67377612376975
75000,appearing-minority,3,periodic,RebalanceStream,48.94896182068896
80000,appearing-minority,3,periodic,RebalanceStream,50.21064553781744
85000,appearing-minority,3,periodic,RebalanceStream,51.486547211548256
90000,appearing-minority,3,periodic,RebalanceStream,52.727462163119675
95000,appearing-minority,3,periodic,RebalanceStream,53.9871360712516
100000,appearing-minority,3,periodic,RebalanceStream,55.279558926165656
5000,appearing-minority,4,incremental,improved_OOB,57.86735542597089
10000,appearing-minority,4,incremental,improved_OOB,60.09922473812935
15000,appearing-minority,4,incremental,improved_OOB,61.50209858979592
20000,appearing-minority,4,incremental,improved_OOB,62.39187218289186
25000,appearing-minority,4,incremental,improved_OOB,62.70652743214161
30000,appearing-minority,4,incremental,improved_OOB,62.679704474676576
35000,appearing-minority,4,incremental,improved_OOB,62.56238107510783
40000,appearing-minority,4,incremental,improved_OOB,62.67175693777442
45000,appearing-minority,4,incremental,improved_OOB,62.74386600231617
50000,appearing-minority,4,incremental,improved_OOB,62.767902987676436
55000,appearing-minority,4,incremental,improved_OOB,36.527563415367325
60000,appearing-minority,4,incremental,improved_OOB,18.831900412410775
65000,appearing-minority,4,incremental,improved_OOB,23.658128707311334
70000,appearing-minority,4,incremental,improved_OOB,26.476480342146395
75000,appearing-minority,4,incremental,improved_OOB,28.153158771721348
80000,appearing-minority,4,incremental,improved_OOB,29.66359794635983
85000,appearing-minority,4,incremental,improved_OOB,30.6139081235744
90000,appearing-minority,4,incremental,improved_OOB,31.587829397413696
95000,appearing-minority,4,incremental,improved_OOB,31.848280311924213
100000,appearing-minority,4,incremental,improved_OOB,32.36981821621605
5000,appearing-minority,4,incremental,WEOB1,52.580692618104635
10000,appearing-minority,4,incremental,WEOB1,54.3661938044742
15000,appearing-minority,4,incremental,WEOB1,55.52585712851999
20000,appearing-minority,4,incremental,WEOB1,56.409668681997665
25000,appearing-minority,4,incremental,WEOB1,56.680715983389085
30000,appearing-minority,4,incremental,WEOB1,56.61451546887126
35000,appearing-minority,4,incremental,WEOB1,56.384410667772066
40000,appearing-minority,4,incremental,WEOB1,56.485490882100706
45000,appearing-minority,4,incremental,WEOB1,56.544539165555285
50000,appearing-minority,4,incremental,WEOB1,57.05364718987208
55000,appearing-minority,4,incremental,WEOB1,30.11533363197219
60000,appearing-minority,4,incremental,WEOB1,-1.0260946461699008
65000,appearing-minority,4,incremental,WEOB1,7.286618297740984
70000,appearing-minority,4,incremental,WEOB1,10.360038070854072
75000,appearing-minority,4,incremental,WEOB1,12.173125974615488
80000,appearing-minority,4,incremental,WEOB1,14.014018292357235
85000,appearing-minority,4,incremental,WEOB1,15.369708942270663
90000,appearing-minority,4,incremental,WEOB1,16.726970212220728
95000,appearing-minority,4,incremental,WEOB1,17.309294177961
100000,appearing-minority,4,incremental,WEOB1,18.14873757549751
5000,appearing-minority,4,incremental,CSMOTE,0.0
10000,appearing-minority,4,incremental,CSMOTE,0.0
15000,appearing-minority,4,incremental,CSMOTE,0.0
20000,appearing-minority,4,incremental,CSMOTE,0.0
25000,appearing-minority,4,incremental,CSMOTE,0.0
30000,appearing-minority,4,incremental,CSMOTE,0.0
35000,appearing-minority,4,incremental,CSMOTE,0.0
40000,appearing-minority,4,incremental,CSMOTE,0.0
45000,appearing-minority,4,incremental,CSMOTE,0.0
50000,appearing-minority,4,incremental,CSMOTE,67.23744292237443
55000,appearing-minority,4,incremental,CSMOTE,58.79709643968202
60000,appearing-minority,4,incremental,CSMOTE,56.083572306431776
65000,appearing-minority,4,incremental,CSMOTE,61.84455958549222
70000,appearing-minority,4,incremental,CSMOTE,65.92705588683954
75000,appearing-minority,4,incremental,CSMOTE,68.26713678315876
80000,appearing-minority,4,incremental,CSMOTE,69.78244685251052
85000,appearing-minority,4,incremental,CSMOTE,71.15344791882377
90000,appearing-minority,4,incremental,CSMOTE,72.3597896105431
95000,appearing-minority,4,incremental,CSMOTE,73.22435466349386
100000,appearing-minority,4,incremental,CSMOTE,73.54448497160536
5000,appearing-minority,4,incremental,OOB,54.93244146529969
10000,appearing-minority,4,incremental,OOB,57.98688593137905
15000,appearing-minority,4,incremental,OOB,59.38274802985933
20000,appearing-minority,4,incremental,OOB,60.25369959283474
25000,appearing-minority,4,incremental,OOB,60.60368363247377
30000,appearing-minority,4,incremental,OOB,60.66379006673354
35000,appearing-minority,4,incremental,OOB,60.66706562880196
40000,appearing-minority,4,incremental,OOB,60.86012109785829
45000,appearing-minority,4,incremental,OOB,60.96441899571172
50000,appearing-minority,4,incremental,OOB,61.62414026179615
55000,appearing-minority,4,incremental,OOB,32.26087039366806
60000,appearing-minority,4,incremental,OOB,13.409069173282958
65000,appearing-minority,4,incremental,OOB,20.80692441663062
70000,appearing-minority,4,incremental,OOB,23.971263951071993
75000,appearing-minority,4,incremental,OOB,25.38849894033653
80000,appearing-minority,4,incremental,OOB,26.64888879903392
85000,appearing-minority,4,incremental,OOB,27.35539978984618
90000,appearing-minority,4,incremental,OOB,28.17873952643252
95000,appearing-minority,4,incremental,OOB,28.41606544900832
100000,appearing-minority,4,incremental,OOB,28.914376060200205
5000,appearing-minority,4,incremental,ESOS_ELM,0.0
10000,appearing-minority,4,incremental,ESOS_ELM,0.0
15000,appearing-minority,4,incremental,ESOS_ELM,0.0
20000,appearing-minority,4,incremental,ESOS_ELM,0.0
25000,appearing-minority,4,incremental,ESOS_ELM,0.0
30000,appearing-minority,4,incremental,ESOS_ELM,0.0
35000,appearing-minority,4,incremental,ESOS_ELM,0.0
40000,appearing-minority,4,incremental,ESOS_ELM,0.0
45000,appearing-minority,4,incremental,ESOS_ELM,0.0
50000,appearing-minority,4,incremental,ESOS_ELM,43.26484018264839
55000,appearing-minority,4,incremental,ESOS_ELM,31.282405807120647
60000,appearing-minority,4,incremental,ESOS_ELM,18.517001229004496
65000,appearing-minority,4,incremental,ESOS_ELM,18.196891191709845
70000,appearing-minority,4,incremental,ESOS_ELM,17.306892247954526
75000,appearing-minority,4,incremental,ESOS_ELM,17.121227833661724
80000,appearing-minority,4,incremental,ESOS_ELM,16.924476797088264
85000,appearing-minority,4,incremental,ESOS_ELM,16.70463173880031
90000,appearing-minority,4,incremental,ESOS_ELM,16.57112463802375
95000,appearing-minority,4,incremental,ESOS_ELM,16.770989602193364
100000,appearing-minority,4,incremental,ESOS_ELM,16.6812872247103
5000,appearing-minority,4,incremental,improved_UOB,45.28812786893171
10000,appearing-minority,4,incremental,improved_UOB,44.50683574103742
15000,appearing-minority,4,incremental,improved_UOB,43.358858514046496
20000,appearing-minority,4,incremental,improved_UOB,43.61319409936756
25000,appearing-minority,4,incremental,improved_UOB,43.43110745769327
30000,appearing-minority,4,incremental,improved_UOB,43.47759896937567
35000,appearing-minority,4,incremental,improved_UOB,43.54985912793822
40000,appearing-minority,4,incremental,improved_UOB,44.16194970216691
45000,appearing-minority,4,incremental,improved_UOB,44.61250082345964
50000,appearing-minority,4,incremental,improved_UOB,48.87391497848661
55000,appearing-minority,4,incremental,improved_UOB,9.38134779515266
60000,appearing-minority,4,incremental,improved_UOB,-53.53205941597988
65000,appearing-minority,4,incremental,improved_UOB,-48.352835014660045
70000,appearing-minority,4,incremental,improved_UOB,-52.12457956572998
75000,appearing-minority,4,incremental,improved_UOB,-53.69325397882667
80000,appearing-minority,4,incremental,improved_UOB,-53.58662545651379
85000,appearing-minority,4,incremental,improved_UOB,-53.158078819417184
90000,appearing-minority,4,incremental,improved_UOB,-51.452438264891114
95000,appearing-minority,4,incremental,improved_UOB,-50.17463730849843
100000,appearing-minority,4,incremental,improved_UOB,-47.89169630216063
5000,appearing-minority,4,incremental,WEOB2,45.28812786893171
10000,appearing-minority,4,incremental,WEOB2,44.50683574103742
15000,appearing-minority,4,incremental,WEOB2,43.358858514046496
20000,appearing-minority,4,incremental,WEOB2,43.61319409936756
25000,appearing-minority,4,incremental,WEOB2,43.43110745769327
30000,appearing-minority,4,incremental,WEOB2,43.47759896937567
35000,appearing-minority,4,incremental,WEOB2,43.54985912793822
40000,appearing-minority,4,incremental,WEOB2,44.16194970216691
45000,appearing-minority,4,incremental,WEOB2,44.61250082345964
50000,appearing-minority,4,incremental,WEOB2,48.87391497848661
55000,appearing-minority,4,incremental,WEOB2,9.38134779515266
60000,appearing-minority,4,incremental,WEOB2,-53.53205941597988
65000,appearing-minority,4,incremental,WEOB2,-48.352835014660045
70000,appearing-minority,4,incremental,WEOB2,-52.12457956572998
75000,appearing-minority,4,incremental,WEOB2,-53.69325397882667
80000,appearing-minority,4,incremental,WEOB2,-53.58662545651379
85000,appearing-minority,4,incremental,WEOB2,-53.158078819417184
90000,appearing-minority,4,incremental,WEOB2,-51.452438264891114
95000,appearing-minority,4,incremental,WEOB2,-50.17463730849843
100000,appearing-minority,4,incremental,WEOB2,-47.89169630216063
5000,appearing-minority,4,incremental,UOB,47.99766870600178
10000,appearing-minority,4,incremental,UOB,44.23575576909848
15000,appearing-minority,4,incremental,UOB,42.62989467535304
20000,appearing-minority,4,incremental,UOB,42.29316448463933
25000,appearing-minority,4,incremental,UOB,41.767462132570955
30000,appearing-minority,4,incremental,UOB,41.594273306142824
35000,appearing-minority,4,incremental,UOB,41.717079770320666
40000,appearing-minority,4,incremental,UOB,42.33901651143192
45000,appearing-minority,4,incremental,UOB,42.86852803572128
50000,appearing-minority,4,incremental,UOB,47.45602765810965
55000,appearing-minority,4,incremental,UOB,5.845899735820556
60000,appearing-minority,4,incremental,UOB,-65.33906446153726
65000,appearing-minority,4,incremental,UOB,-60.04033943806273
70000,appearing-minority,4,incremental,UOB,-62.802556491015025
75000,appearing-minority,4,incremental,UOB,-65.05700022997311
80000,appearing-minority,4,incremental,UOB,-64.86300071322611
