instances,drift,unbalance,type,alg,KappaT
100000,sine_P(y_x),3,sudden,OOB,96.81011450381678
5000,sine_P(y_x),3,sudden,ESOS_ELM,28.755760368663594
10000,sine_P(y_x),3,sudden,ESOS_ELM,28.698919680601215
15000,sine_P(y_x),3,sudden,ESOS_ELM,50.9447697420478
20000,sine_P(y_x),3,sudden,ESOS_ELM,61.35235139651469
25000,sine_P(y_x),3,sudden,ESOS_ELM,68.04609793420045
30000,sine_P(y_x),3,sudden,ESOS_ELM,72.53769242977305
35000,sine_P(y_x),3,sudden,ESOS_ELM,75.78976109215017
40000,sine_P(y_x),3,sudden,ESOS_ELM,78.11057979677227
45000,sine_P(y_x),3,sudden,ESOS_ELM,79.92569790892688
50000,sine_P(y_x),3,sudden,ESOS_ELM,81.51669847328245
55000,sine_P(y_x),3,sudden,ESOS_ELM,28.585253456221203
60000,sine_P(y_x),3,sudden,ESOS_ELM,61.11319868482856
65000,sine_P(y_x),3,sudden,ESOS_ELM,71.70596613388194
70000,sine_P(y_x),3,sudden,ESOS_ELM,77.4301742659346
75000,sine_P(y_x),3,sudden,ESOS_ELM,81.05107115531752
80000,sine_P(y_x),3,sudden,ESOS_ELM,83.51293445484845
85000,sine_P(y_x),3,sudden,ESOS_ELM,85.21911262798635
90000,sine_P(y_x),3,sudden,ESOS_ELM,86.59234907352064
95000,sine_P(y_x),3,sudden,ESOS_ELM,87.71574142872308
100000,sine_P(y_x),3,sudden,ESOS_ELM,88.58301526717557
5000,sine_P(y_x),3,sudden,improved_UOB,89.92626728110598
10000,sine_P(y_x),3,sudden,improved_UOB,93.15406294034759
15000,sine_P(y_x),3,sudden,improved_UOB,94.29498338344675
20000,sine_P(y_x),3,sudden,improved_UOB,94.94509429458105
25000,sine_P(y_x),3,sudden,improved_UOB,95.438026013772
30000,sine_P(y_x),3,sudden,improved_UOB,95.95461037930487
35000,sine_P(y_x),3,sudden,improved_UOB,96.20068259385665
40000,sine_P(y_x),3,sudden,improved_UOB,96.43634190077704
45000,sine_P(y_x),3,sudden,improved_UOB,96.58741110285533
50000,sine_P(y_x),3,sudden,improved_UOB,96.77242366412213
55000,sine_P(y_x),3,sudden,improved_UOB,66.47465437788019
60000,sine_P(y_x),3,sudden,improved_UOB,81.08501643964301
65000,sine_P(y_x),3,sudden,improved_UOB,86.33169805348948
70000,sine_P(y_x),3,sudden,improved_UOB,89.02840773454284
75000,sine_P(y_x),3,sudden,improved_UOB,90.68477429227235
80000,sine_P(y_x),3,sudden,improved_UOB,91.96952864624663
85000,sine_P(y_x),3,sudden,improved_UOB,92.93788395904434
90000,sine_P(y_x),3,sudden,improved_UOB,93.64435146443516
95000,sine_P(y_x),3,sudden,improved_UOB,94.209744188515
100000,sine_P(y_x),3,sudden,improved_UOB,94.66746183206106
5000,sine_P(y_x),3,sudden,WEOB2,89.92626728110598
10000,sine_P(y_x),3,sudden,WEOB2,93.15406294034759
15000,sine_P(y_x),3,sudden,WEOB2,94.29498338344675
20000,sine_P(y_x),3,sudden,WEOB2,94.94509429458105
25000,sine_P(y_x),3,sudden,WEOB2,95.438026013772
30000,sine_P(y_x),3,sudden,WEOB2,95.95461037930487
35000,sine_P(y_x),3,sudden,WEOB2,96.20068259385665
40000,sine_P(y_x),3,sudden,WEOB2,96.43634190077704
45000,sine_P(y_x),3,sudden,WEOB2,96.58741110285533
50000,sine_P(y_x),3,sudden,WEOB2,96.77242366412213
55000,sine_P(y_x),3,sudden,WEOB2,66.47465437788019
60000,sine_P(y_x),3,sudden,WEOB2,81.08501643964301
65000,sine_P(y_x),3,sudden,WEOB2,86.33169805348948
70000,sine_P(y_x),3,sudden,WEOB2,89.02840773454284
75000,sine_P(y_x),3,sudden,WEOB2,90.68477429227235
80000,sine_P(y_x),3,sudden,WEOB2,91.96952864624663
85000,sine_P(y_x),3,sudden,WEOB2,92.93788395904434
90000,sine_P(y_x),3,sudden,WEOB2,93.64435146443516
95000,sine_P(y_x),3,sudden,WEOB2,94.209744188515
100000,sine_P(y_x),3,sudden,WEOB2,94.66746183206106
5000,sine_P(y_x),3,sudden,UOB,90.7557603686636
10000,sine_P(y_x),3,sudden,UOB,93.44527947393144
15000,sine_P(y_x),3,sudden,UOB,94.50862478240228
20000,sine_P(y_x),3,sudden,UOB,95.3127238004297
25000,sine_P(y_x),3,sudden,UOB,95.78806426931907
30000,sine_P(y_x),3,sudden,UOB,96.20457070306301
35000,sine_P(y_x),3,sudden,UOB,96.46484641638226
40000,sine_P(y_x),3,sudden,UOB,96.66527196652721
45000,sine_P(y_x),3,sudden,UOB,96.86179811060398
50000,sine_P(y_x),3,sudden,UOB,97.05057251908397
55000,sine_P(y_x),3,sudden,UOB,68.94009216589862
60000,sine_P(y_x),3,sudden,UOB,81.26115547205261
65000,sine_P(y_x),3,sudden,UOB,85.910745371103
70000,sine_P(y_x),3,sudden,UOB,88.3910241107663
75000,sine_P(y_x),3,sudden,UOB,89.92157612853865
80000,sine_P(y_x),3,sudden,UOB,91.10538009839708
85000,sine_P(y_x),3,sudden,UOB,92.079180887372
90000,sine_P(y_x),3,sudden,UOB,92.78302450687389
95000,sine_P(y_x),3,sudden,UOB,93.32820295085449
100000,sine_P(y_x),3,sudden,UOB,93.7719465648855
5000,sine_P(y_x),3,sudden,CSMOTE,92.07373271889401
10000,sine_P(y_x),3,sudden,CSMOTE,93.72945044621886
15000,sine_P(y_x),3,sudden,CSMOTE,94.80930526982115
20000,sine_P(y_x),3,sudden,CSMOTE,95.36882310814039
25000,sine_P(y_x),3,sudden,CSMOTE,95.8205814843152
30000,sine_P(y_x),3,sudden,CSMOTE,96.1752102840819
35000,sine_P(y_x),3,sudden,CSMOTE,96.44368600682594
40000,sine_P(y_x),3,sudden,CSMOTE,96.68260609683205
45000,sine_P(y_x),3,sudden,CSMOTE,96.87931217492836
50000,sine_P(y_x),3,sudden,CSMOTE,97.05152671755722
55000,sine_P(y_x),3,sudden,CSMOTE,65.57603686635946
60000,sine_P(y_x),3,sudden,CSMOTE,76.02160638797558
65000,sine_P(y_x),3,sudden,CSMOTE,77.44896344358285
70000,sine_P(y_x),3,sudden,CSMOTE,78.64645500119357
75000,sine_P(y_x),3,sudden,CSMOTE,80.95830145371076
80000,sine_P(y_x),3,sudden,CSMOTE,81.93143945405494
85000,sine_P(y_x),3,sudden,CSMOTE,83.69965870307169
90000,sine_P(y_x),3,sudden,CSMOTE,84.99103407053198
95000,sine_P(y_x),3,sudden,CSMOTE,85.83483706612888
100000,sine_P(y_x),3,sudden,CSMOTE,86.25477099236642
5000,sine_P(y_x),3,sudden,RebalanceStream,91.1520737327189
10000,sine_P(y_x),3,sudden,RebalanceStream,93.18929074682947
15000,sine_P(y_x),3,sudden,RebalanceStream,94.3820224719101
20000,sine_P(y_x),3,sudden,RebalanceStream,95.15397469563142
25000,sine_P(y_x),3,sudden,RebalanceStream,95.70581484315224
30000,sine_P(y_x),3,sudden,RebalanceStream,96.02444056498966
35000,sine_P(y_x),3,sudden,RebalanceStream,96.30034129692831
40000,sine_P(y_x),3,sudden,RebalanceStream,96.49133293484759
45000,sine_P(y_x),3,sudden,RebalanceStream,96.66171319392846
50000,sine_P(y_x),3,sudden,RebalanceStream,96.85114503816794
55000,sine_P(y_x),3,sudden,RebalanceStream,79.12442396313362
60000,sine_P(y_x),3,sudden,RebalanceStream,86.89525598872709
65000,sine_P(y_x),3,sudden,RebalanceStream,90.09336920398799
70000,sine_P(y_x),3,sudden,RebalanceStream,91.58510384339937
75000,sine_P(y_x),3,sudden,RebalanceStream,92.74100994644222
80000,sine_P(y_x),3,sudden,RebalanceStream,93.55657832090142
85000,sine_P(y_x),3,sudden,RebalanceStream,94.16382252559728
90000,sine_P(y_x),3,sudden,RebalanceStream,94.50687387925882
95000,sine_P(y_x),3,sudden,RebalanceStream,94.78823904044158
100000,sine_P(y_x),3,sudden,RebalanceStream,95.06202290076335
5000,sine_P(y_x),3,incremental,improved_OOB,92.88018433179724
10000,sine_P(y_x),3,incremental,improved_OOB,95.12212306247065
15000,sine_P(y_x),3,incremental,improved_OOB,96.02152239278367
20000,sine_P(y_x),3,incremental,improved_OOB,96.66507519694439
25000,sine_P(y_x),3,incremental,improved_OOB,96.99942627653472
30000,sine_P(y_x),3,incremental,improved_OOB,97.27943509996825
35000,sine_P(y_x),3,incremental,improved_OOB,97.46587496587497
40000,sine_P(y_x),3,incremental,improved_OOB,97.38132249192873
45000,sine_P(y_x),3,incremental,improved_OOB,95.80554375531013
50000,sine_P(y_x),3,incremental,improved_OOB,33.54389224338133
55000,sine_P(y_x),3,incremental,improved_OOB,30.32000000000001
60000,sine_P(y_x),3,incremental,improved_OOB,81.7697431018078
65000,sine_P(y_x),3,incremental,improved_OOB,88.23062108810782
70000,sine_P(y_x),3,incremental,improved_OOB,91.20695204377213
75000,sine_P(y_x),3,incremental,improved_OOB,92.95416164053077
80000,sine_P(y_x),3,incremental,improved_OOB,94.14047527788424
85000,sine_P(y_x),3,incremental,improved_OOB,94.9699639567481
90000,sine_P(y_x),3,incremental,improved_OOB,95.54449327107936
95000,sine_P(y_x),3,incremental,improved_OOB,95.99496372684214
100000,sine_P(y_x),3,incremental,improved_OOB,96.34230687380293
5000,sine_P(y_x),3,incremental,WEOB1,92.19354838709677
10000,sine_P(y_x),3,incremental,WEOB1,94.75810239549085
15000,sine_P(y_x),3,incremental,WEOB1,95.7493274252255
20000,sine_P(y_x),3,incremental,WEOB1,96.40248269276678
25000,sine_P(y_x),3,incremental,WEOB1,96.7823675655001
30000,sine_P(y_x),3,incremental,WEOB1,97.13503649635037
35000,sine_P(y_x),3,incremental,WEOB1,97.32323232323232
40000,sine_P(y_x),3,incremental,WEOB1,97.26892263541791
45000,sine_P(y_x),3,incremental,WEOB1,95.82625318606627
50000,sine_P(y_x),3,incremental,WEOB1,32.38736646539712
55000,sine_P(y_x),3,incremental,WEOB1,23.705882352941185
60000,sine_P(y_x),3,incremental,WEOB1,81.87916270218838
65000,sine_P(y_x),3,incremental,WEOB1,88.175252768416
70000,sine_P(y_x),3,incremental,WEOB1,91.10234953331187
75000,sine_P(y_x),3,incremental,WEOB1,92.8335343787696
80000,sine_P(y_x),3,incremental,WEOB1,94.02357224990418
85000,sine_P(y_x),3,incremental,WEOB1,94.86263516219462
90000,sine_P(y_x),3,incremental,WEOB1,95.45179895633068
95000,sine_P(y_x),3,incremental,WEOB1,95.90383116493794
100000,sine_P(y_x),3,incremental,WEOB1,96.23058097467546
5000,sine_P(y_x),3,incremental,OOB,91.54838709677419
10000,sine_P(y_x),3,incremental,OOB,94.14748708313763
15000,sine_P(y_x),3,incremental,OOB,95.14480139262541
20000,sine_P(y_x),3,incremental,OOB,95.92742898066365
25000,sine_P(y_x),3,incremental,OOB,96.35876840696118
30000,sine_P(y_x),3,incremental,OOB,96.725642653126
35000,sine_P(y_x),3,incremental,OOB,96.95195195195195
40000,sine_P(y_x),3,incremental,OOB,96.89644864283152
45000,sine_P(y_x),3,incremental,OOB,95.2644435004248
50000,sine_P(y_x),3,incremental,OOB,29.54017649790989
55000,sine_P(y_x),3,incremental,OOB,16.81411764705883
60000,sine_P(y_x),3,incremental,OOB,80.7849666983825
65000,sine_P(y_x),3,incremental,OOB,87.61916225324987
70000,sine_P(y_x),3,incremental,OOB,90.68876729964595
75000,sine_P(y_x),3,incremental,OOB,92.45355850422195
80000,sine_P(y_x),3,incremental,OOB,93.6738213875048
85000,sine_P(y_x),3,incremental,OOB,94.56307569082898
90000,sine_P(y_x),3,incremental,OOB,95.1963746223565
95000,sine_P(y_x),3,incremental,OOB,95.67599976017748
100000,sine_P(y_x),3,incremental,OOB,96.0582038731645
5000,sine_P(y_x),3,incremental,ESOS_ELM,28.755760368663594
10000,sine_P(y_x),3,incremental,ESOS_ELM,28.698919680601215
15000,sine_P(y_x),3,incremental,ESOS_ELM,51.03813894603577
20000,sine_P(y_x),3,incremental,ESOS_ELM,61.49916447839581
25000,sine_P(y_x),3,incremental,ESOS_ELM,68.18607764390894
30000,sine_P(y_x),3,incremental,ESOS_ELM,72.64519200253888
35000,sine_P(y_x),3,incremental,ESOS_ELM,75.95277095277096
40000,sine_P(y_x),3,incremental,ESOS_ELM,78.01626210689943
45000,sine_P(y_x),3,incremental,ESOS_ELM,78.3782922684792
50000,sine_P(y_x),3,incremental,ESOS_ELM,28.536925220622386
55000,sine_P(y_x),3,incremental,ESOS_ELM,23.04705882352942
60000,sine_P(y_x),3,incremental,ESOS_ELM,62.83539486203615
65000,sine_P(y_x),3,incremental,ESOS_ELM,76.91141068849302
70000,sine_P(y_x),3,incremental,ESOS_ELM,82.68587061474089
75000,sine_P(y_x),3,incremental,ESOS_ELM,85.84197828709289
80000,sine_P(y_x),3,incremental,ESOS_ELM,87.8027980068992
85000,sine_P(y_x),3,incremental,ESOS_ELM,89.06848217861435
90000,sine_P(y_x),3,incremental,ESOS_ELM,90.0810216973359
95000,sine_P(y_x),3,incremental,ESOS_ELM,90.88494514059596
100000,sine_P(y_x),3,incremental,ESOS_ELM,91.4859544583954
5000,sine_P(y_x),3,incremental,improved_UOB,89.92626728110598
10000,sine_P(y_x),3,incremental,improved_UOB,93.15406294034759
15000,sine_P(y_x),3,incremental,improved_UOB,94.29498338344675
20000,sine_P(y_x),3,incremental,improved_UOB,94.94509429458105
25000,sine_P(y_x),3,incremental,improved_UOB,95.4302925989673
30000,sine_P(y_x),3,incremental,improved_UOB,95.92748333862264
35000,sine_P(y_x),3,incremental,improved_UOB,96.17048867048868
40000,sine_P(y_x),3,incremental,improved_UOB,96.16764319024273
45000,sine_P(y_x),3,incremental,improved_UOB,94.82264231096006
50000,sine_P(y_x),3,incremental,improved_UOB,30.5387830933581
55000,sine_P(y_x),3,incremental,improved_UOB,12.689411764705891
60000,sine_P(y_x),3,incremental,improved_UOB,79.5765937202664
65000,sine_P(y_x),3,incremental,improved_UOB,86.14347616754934
70000,sine_P(y_x),3,incremental,improved_UOB,89.36433859028001
75000,sine_P(y_x),3,incremental,improved_UOB,91.22436670687576
80000,sine_P(y_x),3,incremental,improved_UOB,92.5517439632043
85000,sine_P(y_x),3,incremental,improved_UOB,93.54185022026431
90000,sine_P(y_x),3,incremental,improved_UOB,94.24814611370502
95000,sine_P(y_x),3,incremental,improved_UOB,94.74908567659932
100000,sine_P(y_x),3,incremental,improved_UOB,95.13460310704406
5000,sine_P(y_x),3,incremental,WEOB2,89.92626728110598
10000,sine_P(y_x),3,incremental,WEOB2,93.15406294034759
15000,sine_P(y_x),3,incremental,WEOB2,94.29498338344675
20000,sine_P(y_x),3,incremental,WEOB2,94.94509429458105
25000,sine_P(y_x),3,incremental,WEOB2,95.4302925989673
30000,sine_P(y_x),3,incremental,WEOB2,95.92748333862264
35000,sine_P(y_x),3,incremental,WEOB2,96.17048867048868
40000,sine_P(y_x),3,incremental,WEOB2,96.16764319024273
45000,sine_P(y_x),3,incremental,WEOB2,94.82264231096006
50000,sine_P(y_x),3,incremental,WEOB2,30.5387830933581
55000,sine_P(y_x),3,incremental,WEOB2,12.689411764705891
60000,sine_P(y_x),3,incremental,WEOB2,79.5765937202664
65000,sine_P(y_x),3,incremental,WEOB2,86.14347616754934
70000,sine_P(y_x),3,incremental,WEOB2,89.36433859028001
75000,sine_P(y_x),3,incremental,WEOB2,91.22436670687576
80000,sine_P(y_x),3,incremental,WEOB2,92.5517439632043
85000,sine_P(y_x),3,incremental,WEOB2,93.54185022026431
90000,sine_P(y_x),3,incremental,WEOB2,94.24814611370502
95000,sine_P(y_x),3,incremental,WEOB2,94.74908567659932
100000,sine_P(y_x),3,incremental,WEOB2,95.13460310704406
5000,sine_P(y_x),3,incremental,UOB,90.7557603686636
10000,sine_P(y_x),3,incremental,UOB,93.44527947393144
15000,sine_P(y_x),3,incremental,UOB,94.50862478240228
20000,sine_P(y_x),3,incremental,UOB,95.3127238004297
25000,sine_P(y_x),3,incremental,UOB,95.77930770701855
30000,sine_P(y_x),3,incremental,UOB,96.18692478578228
35000,sine_P(y_x),3,incremental,UOB,96.43598143598143
40000,sine_P(y_x),3,incremental,UOB,96.3954322611503
45000,sine_P(y_x),3,incremental,UOB,94.88477060322855
50000,sine_P(y_x),3,incremental,UOB,31.031119368323267
55000,sine_P(y_x),3,incremental,UOB,2.8094117647058914
60000,sine_P(y_x),3,incremental,UOB,67.25023786869647
65000,sine_P(y_x),3,incremental,UOB,78.44727973038034
70000,sine_P(y_x),3,incremental,UOB,83.48728677180561
75000,sine_P(y_x),3,incremental,UOB,86.2279855247286
80000,sine_P(y_x),3,incremental,UOB,88.1688386354925
85000,sine_P(y_x),3,incremental,UOB,89.70204245094115
90000,sine_P(y_x),3,incremental,UOB,90.79236473496292
95000,sine_P(y_x),3,incremental,UOB,91.6002158402782
100000,sine_P(y_x),3,incremental,UOB,92.2281336454565
5000,sine_P(y_x),3,incremental,CSMOTE,92.07373271889401
10000,sine_P(y_x),3,incremental,CSMOTE,93.72945044621886
15000,sine_P(y_x),3,incremental,CSMOTE,94.80930526982115
20000,sine_P(y_x),3,incremental,CSMOTE,95.36882310814039
25000,sine_P(y_x),3,incremental,CSMOTE,95.81181870338494
30000,sine_P(y_x),3,incremental,CSMOTE,96.1996191685179
35000,sine_P(y_x),3,incremental,CSMOTE,96.37592137592138
40000,sine_P(y_x),3,incremental,CSMOTE,96.36494081071386
45000,sine_P(y_x),3,incremental,CSMOTE,94.73768054375532
50000,sine_P(y_x),3,incremental,CSMOTE,27.264282396655823
55000,sine_P(y_x),3,incremental,CSMOTE,21.741176470588247
60000,sine_P(y_x),3,incremental,CSMOTE,62.13130352045671
65000,sine_P(y_x),3,incremental,CSMOTE,71.97881559942223
70000,sine_P(y_x),3,incremental,CSMOTE,74.91149018345672
75000,sine_P(y_x),3,incremental,CSMOTE,75.6453558504222
80000,sine_P(y_x),3,incremental,CSMOTE,78.34419317746259
85000,sine_P(y_x),3,incremental,CSMOTE,80.80897076491793
90000,sine_P(y_x),3,incremental,CSMOTE,82.31941774237843
95000,sine_P(y_x),3,incremental,CSMOTE,83.8479525151388
100000,sine_P(y_x),3,incremental,CSMOTE,85.11917429240268
5000,sine_P(y_x),3,incremental,RebalanceStream,91.1520737327189
10000,sine_P(y_x),3,incremental,RebalanceStream,93.18929074682947
15000,sine_P(y_x),3,incremental,RebalanceStream,94.3820224719101
20000,sine_P(y_x),3,incremental,RebalanceStream,95.15397469563142
25000,sine_P(y_x),3,incremental,RebalanceStream,95.69707401032701
30000,sine_P(y_x),3,incremental,RebalanceStream,95.99333544906379
35000,sine_P(y_x),3,incremental,RebalanceStream,96.26672126672125
40000,sine_P(y_x),3,incremental,RebalanceStream,96.20351548487385
45000,sine_P(y_x),3,incremental,RebalanceStream,93.87744265080713
50000,sine_P(y_x),3,incremental,RebalanceStream,33.34881560613098
55000,sine_P(y_x),3,incremental,RebalanceStream,33.31764705882353
60000,sine_P(y_x),3,incremental,RebalanceStream,78.25880114176972
65000,sine_P(y_x),3,incremental,RebalanceStream,84.30428502648051
70000,sine_P(y_x),3,incremental,RebalanceStream,87.44769874476988
75000,sine_P(y_x),3,incremental,RebalanceStream,89.66224366706875
80000,sine_P(y_x),3,incremental,RebalanceStream,91.20352625527025
85000,sine_P(y_x),3,incremental,RebalanceStream,92.2466960352423
90000,sine_P(y_x),3,incremental,RebalanceStream,92.97583081570998
95000,sine_P(y_x),3,incremental,RebalanceStream,93.60273397685714
100000,sine_P(y_x),3,incremental,RebalanceStream,94.0678867844222
5000,sine_P(y_x),1,sudden,improved_OOB,87.5512528473804
10000,sine_P(y_x),1,sudden,improved_OOB,91.67420814479638
15000,sine_P(y_x),1,sudden,improved_OOB,93.58654572940289
20000,sine_P(y_x),1,sudden,improved_OOB,94.65702947845804
25000,sine_P(y_x),1,sudden,improved_OOB,95.26424632352942
30000,sine_P(y_x),1,sudden,improved_OOB,95.84385763490242
35000,sine_P(y_x),1,sudden,improved_OOB,96.11476487997368
40000,sine_P(y_x),1,sudden,improved_OOB,96.3988603988604
45000,sine_P(y_x),1,sudden,improved_OOB,96.5872020075282
50000,sine_P(y_x),1,sudden,improved_OOB,96.79805737519764
55000,sine_P(y_x),1,sudden,improved_OOB,68.16628701594531
60000,sine_P(y_x),1,sudden,improved_OOB,82.84502262443438
65000,sine_P(y_x),1,sudden,improved_OOB,87.61904761904762
70000,sine_P(y_x),1,sudden,improved_OOB,90.26077097505667
75000,sine_P(y_x),1,sudden,improved_OOB,91.76470588235296
80000,sine_P(y_x),1,sudden,improved_OOB,92.8243398392652
85000,sine_P(y_x),1,sudden,improved_OOB,93.67148964156526
90000,sine_P(y_x),1,sudden,improved_OOB,94.31481481481481
95000,sine_P(y_x),1,sudden,improved_OOB,94.9146800501882
100000,sine_P(y_x),1,sudden,improved_OOB,95.28009939010617
5000,sine_P(y_x),1,sudden,WEOB1,87.26651480637813
10000,sine_P(y_x),1,sudden,WEOB1,90.83144796380093
15000,sine_P(y_x),1,sudden,WEOB1,92.54724111866969
20000,sine_P(y_x),1,sudden,WEOB1,93.71031746031747
25000,sine_P(y_x),1,sudden,WEOB1,94.4439338235294
30000,sine_P(y_x),1,sudden,WEOB1,95.12629161882894
35000,sine_P(y_x),1,sudden,WEOB1,95.40447221308781
40000,sine_P(y_x),1,sudden,WEOB1,95.73076923076921
45000,sine_P(y_x),1,sudden,WEOB1,95.93475533249689
50000,sine_P(y_x),1,sudden,WEOB1,96.13733905579399
55000,sine_P(y_x),1,sudden,WEOB1,64.69248291571753
60000,sine_P(y_x),1,sudden,WEOB1,80.03393665158369
65000,sine_P(y_x),1,sudden,WEOB1,85.06046863189721
70000,sine_P(y_x),1,sudden,WEOB1,88.10374149659864
75000,sine_P(y_x),1,sudden,WEOB1,89.98391544117648
80000,sine_P(y_x),1,sudden,WEOB1,91.26291618828931
85000,sine_P(y_x),1,sudden,WEOB1,92.245971719829
90000,sine_P(y_x),1,sudden,WEOB1,93.011396011396
95000,sine_P(y_x),1,sudden,WEOB1,93.72145545796738
100000,sine_P(y_x),1,sudden,WEOB1,94.14501920036142
5000,sine_P(y_x),1,sudden,OOB,86.67425968109339
10000,sine_P(y_x),1,sudden,OOB,90.57692307692307
15000,sine_P(y_x),1,sudden,OOB,92.64550264550263
20000,sine_P(y_x),1,sudden,OOB,93.88888888888889
25000,sine_P(y_x),1,sudden,OOB,94.5818014705882
30000,sine_P(y_x),1,sudden,OOB,95.25832376578646
35000,sine_P(y_x),1,sudden,OOB,95.63465965143044
40000,sine_P(y_x),1,sudden,OOB,96.0
45000,sine_P(y_x),1,sudden,OOB,96.24843161856963
50000,sine_P(y_x),1,sudden,OOB,96.45245086966342
55000,sine_P(y_x),1,sudden,OOB,66.5261958997722
60000,sine_P(y_x),1,sudden,OOB,81.6742081447964
65000,sine_P(y_x),1,sudden,OOB,86.74603174603176
70000,sine_P(y_x),1,sudden,OOB,89.62868480725623
75000,sine_P(y_x),1,sudden,OOB,91.24080882352942
80000,sine_P(y_x),1,sudden,OOB,92.43015690776886
85000,sine_P(y_x),1,sudden,OOB,93.3393620519566
90000,sine_P(y_x),1,sudden,OOB,94.05413105413105
95000,sine_P(y_x),1,sudden,OOB,94.67879548306148
100000,sine_P(y_x),1,sudden,OOB,95.07906031172351
5000,sine_P(y_x),1,sudden,ESOS_ELM,43.50797266514808
10000,sine_P(y_x),1,sudden,ESOS_ELM,44.11764705882352
15000,sine_P(y_x),1,sudden,ESOS_ELM,58.36356764928193
20000,sine_P(y_x),1,sudden,ESOS_ELM,64.14682539682539
25000,sine_P(y_x),1,sudden,ESOS_ELM,67.05422794117646
30000,sine_P(y_x),1,sudden,ESOS_ELM,69.77037887485649
35000,sine_P(y_x),1,sudden,ESOS_ELM,71.23643538309764
40000,sine_P(y_x),1,sudden,ESOS_ELM,72.74501424501423
45000,sine_P(y_x),1,sudden,ESOS_ELM,73.69385194479298
50000,sine_P(y_x),1,sudden,ESOS_ELM,73.94398012197878
55000,sine_P(y_x),1,sudden,ESOS_ELM,-20.649202733485208
60000,sine_P(y_x),1,sudden,ESOS_ELM,35.220588235294095
65000,sine_P(y_x),1,sudden,ESOS_ELM,53.12925170068028
70000,sine_P(y_x),1,sudden,ESOS_ELM,63.07823129251701
75000,sine_P(y_x),1,sudden,ESOS_ELM,68.00091911764709
80000,sine_P(y_x),1,sudden,ESOS_ELM,71.93073096058171
85000,sine_P(y_x),1,sudden,ESOS_ELM,74.41137783623806
90000,sine_P(y_x),1,sudden,ESOS_ELM,76.8133903133903
95000,sine_P(y_x),1,sudden,ESOS_ELM,78.66373902132999
100000,sine_P(y_x),1,sudden,ESOS_ELM,79.85656200587304
5000,sine_P(y_x),1,sudden,improved_UOB,72.89293849658314
10000,sine_P(y_x),1,sudden,improved_UOB,75.33936651583711
15000,sine_P(y_x),1,sudden,improved_UOB,78.44293272864701
20000,sine_P(y_x),1,sudden,improved_UOB,81.15362811791383
25000,sine_P(y_x),1,sudden,improved_UOB,83.16176470588235
30000,sine_P(y_x),1,sudden,improved_UOB,84.82778415614236
35000,sine_P(y_x),1,sudden,improved_UOB,85.75468595856626
40000,sine_P(y_x),1,sudden,improved_UOB,86.62393162393161
45000,sine_P(y_x),1,sudden,improved_UOB,87.0439146800502
50000,sine_P(y_x),1,sudden,improved_UOB,87.36051502145924
55000,sine_P(y_x),1,sudden,improved_UOB,-134.5330296127563
60000,sine_P(y_x),1,sudden,improved_UOB,-24.73416289592763
65000,sine_P(y_x),1,sudden,improved_UOB,11.65910808767952
70000,sine_P(y_x),1,sudden,improved_UOB,31.252834467120174
75000,sine_P(y_x),1,sudden,improved_UOB,42.649356617647044
80000,sine_P(y_x),1,sudden,improved_UOB,50.96058170685036
85000,sine_P(y_x),1,sudden,improved_UOB,56.72640578756987
90000,sine_P(y_x),1,sudden,improved_UOB,61.72792022792023
95000,sine_P(y_x),1,sudden,improved_UOB,65.67001254705144
100000,sine_P(y_x),1,sudden,improved_UOB,68.42218206460358
5000,sine_P(y_x),1,sudden,WEOB2,72.89293849658314
10000,sine_P(y_x),1,sudden,WEOB2,75.33936651583711
15000,sine_P(y_x),1,sudden,WEOB2,78.44293272864701
20000,sine_P(y_x),1,sudden,WEOB2,81.15362811791383
25000,sine_P(y_x),1,sudden,WEOB2,83.16176470588235
30000,sine_P(y_x),1,sudden,WEOB2,84.82778415614236
35000,sine_P(y_x),1,sudden,WEOB2,85.75468595856626
40000,sine_P(y_x),1,sudden,WEOB2,86.62393162393161
45000,sine_P(y_x),1,sudden,WEOB2,87.0439146800502
50000,sine_P(y_x),1,sudden,WEOB2,87.36051502145924
55000,sine_P(y_x),1,sudden,WEOB2,-134.5330296127563
60000,sine_P(y_x),1,sudden,WEOB2,-24.73416289592763
65000,sine_P(y_x),1,sudden,WEOB2,11.65910808767952
70000,sine_P(y_x),1,sudden,WEOB2,31.252834467120174
75000,sine_P(y_x),1,sudden,WEOB2,42.649356617647044
80000,sine_P(y_x),1,sudden,WEOB2,50.96058170685036
85000,sine_P(y_x),1,sudden,WEOB2,56.72640578756987
90000,sine_P(y_x),1,sudden,WEOB2,61.72792022792023
95000,sine_P(y_x),1,sudden,WEOB2,65.67001254705144
100000,sine_P(y_x),1,sudden,WEOB2,68.42218206460358
5000,sine_P(y_x),1,sudden,UOB,77.64236902050114
10000,sine_P(y_x),1,sudden,UOB,77.54524886877826
15000,sine_P(y_x),1,sudden,UOB,78.89644746787604
20000,sine_P(y_x),1,sudden,UOB,81.0374149659864
25000,sine_P(y_x),1,sudden,UOB,82.58042279411765
30000,sine_P(y_x),1,sudden,UOB,84.07577497129736
35000,sine_P(y_x),1,sudden,UOB,84.80105228543242
40000,sine_P(y_x),1,sudden,UOB,85.70797720797721
45000,sine_P(y_x),1,sudden,UOB,86.27603513174405
