instances,drift,unbalance,type,alg,Gmean
45000,sea_P(x_y),4,incremental,ESOS_ELM,61.06835396707417
50000,sea_P(x_y),4,incremental,ESOS_ELM,63.8431044480768
55000,sea_P(x_y),4,incremental,ESOS_ELM,63.651178780748104
60000,sea_P(x_y),4,incremental,ESOS_ELM,64.65601124589868
65000,sea_P(x_y),4,incremental,ESOS_ELM,65.03206849810441
70000,sea_P(x_y),4,incremental,ESOS_ELM,65.18696621088165
75000,sea_P(x_y),4,incremental,ESOS_ELM,65.24566673362908
80000,sea_P(x_y),4,incremental,ESOS_ELM,65.35936449497919
85000,sea_P(x_y),4,incremental,ESOS_ELM,65.37281567869697
90000,sea_P(x_y),4,incremental,ESOS_ELM,65.42253739868963
95000,sea_P(x_y),4,incremental,ESOS_ELM,65.45192378189641
100000,sea_P(x_y),4,incremental,ESOS_ELM,65.50096298952758
5000,sea_P(x_y),4,incremental,improved_UOB,62.22857027011021
10000,sea_P(x_y),4,incremental,improved_UOB,62.69903372390529
15000,sea_P(x_y),4,incremental,improved_UOB,63.245869467287285
20000,sea_P(x_y),4,incremental,improved_UOB,63.61172874396679
25000,sea_P(x_y),4,incremental,improved_UOB,63.88830721772729
30000,sea_P(x_y),4,incremental,improved_UOB,64.08355744289246
35000,sea_P(x_y),4,incremental,improved_UOB,64.180638649474
40000,sea_P(x_y),4,incremental,improved_UOB,64.24920340815638
45000,sea_P(x_y),4,incremental,improved_UOB,64.34073774781933
50000,sea_P(x_y),4,incremental,improved_UOB,64.33611480968986
55000,sea_P(x_y),4,incremental,improved_UOB,63.686156811543455
60000,sea_P(x_y),4,incremental,improved_UOB,64.38342579463551
65000,sea_P(x_y),4,incremental,improved_UOB,64.88534137320626
70000,sea_P(x_y),4,incremental,improved_UOB,65.07611064403554
75000,sea_P(x_y),4,incremental,improved_UOB,65.1998124125071
80000,sea_P(x_y),4,incremental,improved_UOB,65.33702303330696
85000,sea_P(x_y),4,incremental,improved_UOB,65.36716424872535
90000,sea_P(x_y),4,incremental,improved_UOB,65.43098200537607
95000,sea_P(x_y),4,incremental,improved_UOB,65.48858846689706
100000,sea_P(x_y),4,incremental,improved_UOB,65.55391743805414
5000,sea_P(x_y),4,incremental,WEOB2,62.22857027011021
10000,sea_P(x_y),4,incremental,WEOB2,62.69903372390529
15000,sea_P(x_y),4,incremental,WEOB2,63.245869467287285
20000,sea_P(x_y),4,incremental,WEOB2,63.61172874396679
25000,sea_P(x_y),4,incremental,WEOB2,63.88830721772729
30000,sea_P(x_y),4,incremental,WEOB2,64.08355744289246
35000,sea_P(x_y),4,incremental,WEOB2,64.180638649474
40000,sea_P(x_y),4,incremental,WEOB2,64.24920340815638
45000,sea_P(x_y),4,incremental,WEOB2,64.34073774781933
50000,sea_P(x_y),4,incremental,WEOB2,64.33611480968986
55000,sea_P(x_y),4,incremental,WEOB2,63.686156811543455
60000,sea_P(x_y),4,incremental,WEOB2,64.38342579463551
65000,sea_P(x_y),4,incremental,WEOB2,64.88534137320626
70000,sea_P(x_y),4,incremental,WEOB2,65.07611064403554
75000,sea_P(x_y),4,incremental,WEOB2,65.1998124125071
80000,sea_P(x_y),4,incremental,WEOB2,65.33702303330696
85000,sea_P(x_y),4,incremental,WEOB2,65.36716424872535
90000,sea_P(x_y),4,incremental,WEOB2,65.43098200537607
95000,sea_P(x_y),4,incremental,WEOB2,65.48858846689706
100000,sea_P(x_y),4,incremental,WEOB2,65.55391743805414
5000,sea_P(x_y),4,incremental,UOB,62.09541425483195
10000,sea_P(x_y),4,incremental,UOB,62.43995046463183
15000,sea_P(x_y),4,incremental,UOB,62.74322128555984
20000,sea_P(x_y),4,incremental,UOB,63.01799835229916
25000,sea_P(x_y),4,incremental,UOB,63.294027589592915
30000,sea_P(x_y),4,incremental,UOB,63.529203398511754
35000,sea_P(x_y),4,incremental,UOB,63.6705333304138
40000,sea_P(x_y),4,incremental,UOB,63.78526308045895
45000,sea_P(x_y),4,incremental,UOB,63.91853426231895
50000,sea_P(x_y),4,incremental,UOB,64.17673740408182
55000,sea_P(x_y),4,incremental,UOB,62.72095912505521
60000,sea_P(x_y),4,incremental,UOB,63.349559610640526
65000,sea_P(x_y),4,incremental,UOB,64.11060886632293
70000,sea_P(x_y),4,incremental,UOB,64.47144146631922
75000,sea_P(x_y),4,incremental,UOB,64.68558507313585
80000,sea_P(x_y),4,incremental,UOB,64.90351431918658
85000,sea_P(x_y),4,incremental,UOB,64.98105235819463
90000,sea_P(x_y),4,incremental,UOB,65.07281519071606
95000,sea_P(x_y),4,incremental,UOB,65.15034045343539
100000,sea_P(x_y),4,incremental,UOB,65.25430186280704
5000,sea_P(x_y),4,incremental,CSMOTE,62.109965290139144
10000,sea_P(x_y),4,incremental,CSMOTE,63.240125133192194
15000,sea_P(x_y),4,incremental,CSMOTE,63.591974284817255
20000,sea_P(x_y),4,incremental,CSMOTE,63.89813507212192
25000,sea_P(x_y),4,incremental,CSMOTE,64.1754991343387
30000,sea_P(x_y),4,incremental,CSMOTE,64.38030490725131
35000,sea_P(x_y),4,incremental,CSMOTE,64.46802713556839
40000,sea_P(x_y),4,incremental,CSMOTE,64.5464408956846
45000,sea_P(x_y),4,incremental,CSMOTE,64.64415946990097
50000,sea_P(x_y),4,incremental,CSMOTE,64.67548229552823
55000,sea_P(x_y),4,incremental,CSMOTE,63.76040839447104
60000,sea_P(x_y),4,incremental,CSMOTE,64.31996276876463
65000,sea_P(x_y),4,incremental,CSMOTE,64.93809950466711
70000,sea_P(x_y),4,incremental,CSMOTE,65.04812066716761
75000,sea_P(x_y),4,incremental,CSMOTE,65.1025634829533
80000,sea_P(x_y),4,incremental,CSMOTE,65.25592462317641
85000,sea_P(x_y),4,incremental,CSMOTE,65.27155004206087
90000,sea_P(x_y),4,incremental,CSMOTE,65.23306794428095
95000,sea_P(x_y),4,incremental,CSMOTE,65.27631937480638
100000,sea_P(x_y),4,incremental,CSMOTE,65.32531899792104
5000,sea_P(x_y),4,incremental,RebalanceStream,62.440215308764564
10000,sea_P(x_y),4,incremental,RebalanceStream,63.14872425705882
15000,sea_P(x_y),4,incremental,RebalanceStream,63.274456001432135
20000,sea_P(x_y),4,incremental,RebalanceStream,63.5160989145099
25000,sea_P(x_y),4,incremental,RebalanceStream,63.68473963780529
30000,sea_P(x_y),4,incremental,RebalanceStream,63.81777153552271
35000,sea_P(x_y),4,incremental,RebalanceStream,63.84331846319359
40000,sea_P(x_y),4,incremental,RebalanceStream,63.88150550064624
45000,sea_P(x_y),4,incremental,RebalanceStream,63.92832318882101
50000,sea_P(x_y),4,incremental,RebalanceStream,64.39008818845662
55000,sea_P(x_y),4,incremental,RebalanceStream,63.94064007642625
60000,sea_P(x_y),4,incremental,RebalanceStream,64.21858447169515
65000,sea_P(x_y),4,incremental,RebalanceStream,64.65925715170489
70000,sea_P(x_y),4,incremental,RebalanceStream,64.87255662658681
75000,sea_P(x_y),4,incremental,RebalanceStream,65.02109020315234
80000,sea_P(x_y),4,incremental,RebalanceStream,65.18600575148128
85000,sea_P(x_y),4,incremental,RebalanceStream,65.24899149851149
90000,sea_P(x_y),4,incremental,RebalanceStream,65.33098959195885
95000,sea_P(x_y),4,incremental,RebalanceStream,65.39440151046473
100000,sea_P(x_y),4,incremental,RebalanceStream,65.46603657848786
5000,sea_P(x_y),4,sudden,improved_OOB,62.20039659047711
10000,sea_P(x_y),4,sudden,improved_OOB,63.23531081974293
15000,sea_P(x_y),4,sudden,improved_OOB,63.60539906902543
20000,sea_P(x_y),4,sudden,improved_OOB,63.896269968522844
25000,sea_P(x_y),4,sudden,improved_OOB,64.13715457905737
30000,sea_P(x_y),4,sudden,improved_OOB,64.31175318603225
35000,sea_P(x_y),4,sudden,improved_OOB,64.39965642127873
40000,sea_P(x_y),4,sudden,improved_OOB,64.47046063081031
45000,sea_P(x_y),4,sudden,improved_OOB,64.56381819038695
50000,sea_P(x_y),4,sudden,improved_OOB,64.65455979920361
55000,sea_P(x_y),4,sudden,improved_OOB,65.15639126950325
60000,sea_P(x_y),4,sudden,improved_OOB,65.2432356754406
65000,sea_P(x_y),4,sudden,improved_OOB,65.13229841883233
70000,sea_P(x_y),4,sudden,improved_OOB,65.15934848815031
75000,sea_P(x_y),4,sudden,improved_OOB,65.24058032007191
80000,sea_P(x_y),4,sudden,improved_OOB,65.29511551607548
85000,sea_P(x_y),4,sudden,improved_OOB,65.29256323801162
90000,sea_P(x_y),4,sudden,improved_OOB,65.29876271440529
95000,sea_P(x_y),4,sudden,improved_OOB,65.33868787653196
100000,sea_P(x_y),4,sudden,improved_OOB,65.37262297562712
5000,sea_P(x_y),4,sudden,WEOB1,62.24561253984551
10000,sea_P(x_y),4,sudden,WEOB1,62.990881277385185
15000,sea_P(x_y),4,sudden,WEOB1,63.48100014435529
20000,sea_P(x_y),4,sudden,WEOB1,63.81348796295232
25000,sea_P(x_y),4,sudden,WEOB1,64.0754990942761
30000,sea_P(x_y),4,sudden,WEOB1,64.26160145039907
35000,sea_P(x_y),4,sudden,WEOB1,64.34850353695268
40000,sea_P(x_y),4,sudden,WEOB1,64.42128795019705
45000,sea_P(x_y),4,sudden,WEOB1,64.51395006442968
50000,sea_P(x_y),4,sudden,WEOB1,64.60244483005364
55000,sea_P(x_y),4,sudden,WEOB1,65.16886220120817
60000,sea_P(x_y),4,sudden,WEOB1,65.20485147492901
65000,sea_P(x_y),4,sudden,WEOB1,65.11060960794656
70000,sea_P(x_y),4,sudden,WEOB1,65.13413236885215
75000,sea_P(x_y),4,sudden,WEOB1,65.21506922210625
80000,sea_P(x_y),4,sudden,WEOB1,65.27392559459898
85000,sea_P(x_y),4,sudden,WEOB1,65.27098067003658
90000,sea_P(x_y),4,sudden,WEOB1,65.2751477142107
95000,sea_P(x_y),4,sudden,WEOB1,65.31258907690129
100000,sea_P(x_y),4,sudden,WEOB1,65.34954072899951
5000,sea_P(x_y),4,sudden,OOB,62.559111410039144
10000,sea_P(x_y),4,sudden,OOB,63.43150894229984
15000,sea_P(x_y),4,sudden,OOB,63.7855708023292
20000,sea_P(x_y),4,sudden,OOB,64.05418543074333
25000,sea_P(x_y),4,sudden,OOB,64.29765147029556
30000,sea_P(x_y),4,sudden,OOB,64.4679731917764
35000,sea_P(x_y),4,sudden,OOB,64.56166977833153
40000,sea_P(x_y),4,sudden,OOB,64.63394735540656
45000,sea_P(x_y),4,sudden,OOB,64.72731004467502
50000,sea_P(x_y),4,sudden,OOB,64.80427157891505
55000,sea_P(x_y),4,sudden,OOB,65.36358306385607
60000,sea_P(x_y),4,sudden,OOB,65.36393712240881
65000,sea_P(x_y),4,sudden,OOB,65.25565590961007
70000,sea_P(x_y),4,sudden,OOB,65.2672353566182
75000,sea_P(x_y),4,sudden,OOB,65.34514479383944
80000,sea_P(x_y),4,sudden,OOB,65.39792870076923
85000,sea_P(x_y),4,sudden,OOB,65.40159617735318
90000,sea_P(x_y),4,sudden,OOB,65.40158468091853
95000,sea_P(x_y),4,sudden,OOB,65.43367814067082
100000,sea_P(x_y),4,sudden,OOB,65.45730643693898
5000,sea_P(x_y),4,sudden,ESOS_ELM,0.0
10000,sea_P(x_y),4,sudden,ESOS_ELM,0.0
15000,sea_P(x_y),4,sudden,ESOS_ELM,54.792512313195274
20000,sea_P(x_y),4,sudden,ESOS_ELM,57.1867779609218
25000,sea_P(x_y),4,sudden,ESOS_ELM,58.69861932297387
30000,sea_P(x_y),4,sudden,ESOS_ELM,59.62308557359366
35000,sea_P(x_y),4,sudden,ESOS_ELM,60.23391394724164
40000,sea_P(x_y),4,sudden,ESOS_ELM,60.65711081175086
45000,sea_P(x_y),4,sudden,ESOS_ELM,61.0289458263105
50000,sea_P(x_y),4,sudden,ESOS_ELM,61.3582824976459
55000,sea_P(x_y),4,sudden,ESOS_ELM,63.889311654529834
60000,sea_P(x_y),4,sudden,ESOS_ELM,63.963048082946294
65000,sea_P(x_y),4,sudden,ESOS_ELM,63.806111494989615
70000,sea_P(x_y),4,sudden,ESOS_ELM,63.868871525423266
75000,sea_P(x_y),4,sudden,ESOS_ELM,63.968426519981186
80000,sea_P(x_y),4,sudden,ESOS_ELM,63.98970252976706
85000,sea_P(x_y),4,sudden,ESOS_ELM,63.97829063119779
90000,sea_P(x_y),4,sudden,ESOS_ELM,63.93619828672469
95000,sea_P(x_y),4,sudden,ESOS_ELM,63.95289080681906
100000,sea_P(x_y),4,sudden,ESOS_ELM,63.989162745988075
5000,sea_P(x_y),4,sudden,improved_UOB,62.22857027011021
10000,sea_P(x_y),4,sudden,improved_UOB,62.69903372390529
15000,sea_P(x_y),4,sudden,improved_UOB,63.245869467287285
20000,sea_P(x_y),4,sudden,improved_UOB,63.61172874396679
25000,sea_P(x_y),4,sudden,improved_UOB,63.88839147814137
30000,sea_P(x_y),4,sudden,improved_UOB,64.08102526705105
35000,sea_P(x_y),4,sudden,improved_UOB,64.17295269742252
40000,sea_P(x_y),4,sudden,improved_UOB,64.24574673976795
45000,sea_P(x_y),4,sudden,improved_UOB,64.34001498752781
50000,sea_P(x_y),4,sudden,improved_UOB,64.42059410172298
55000,sea_P(x_y),4,sudden,improved_UOB,64.97609724444717
60000,sea_P(x_y),4,sudden,improved_UOB,65.00774247501549
65000,sea_P(x_y),4,sudden,improved_UOB,64.9346670989758
70000,sea_P(x_y),4,sudden,improved_UOB,64.96800931243138
75000,sea_P(x_y),4,sudden,improved_UOB,65.05763760483691
80000,sea_P(x_y),4,sudden,improved_UOB,65.12883490171585
85000,sea_P(x_y),4,sudden,improved_UOB,65.13446776329037
90000,sea_P(x_y),4,sudden,improved_UOB,65.14373126706082
95000,sea_P(x_y),4,sudden,improved_UOB,65.1822554477209
100000,sea_P(x_y),4,sudden,improved_UOB,65.22175380233318
5000,sea_P(x_y),4,sudden,WEOB2,62.22857027011021
10000,sea_P(x_y),4,sudden,WEOB2,62.69903372390529
15000,sea_P(x_y),4,sudden,WEOB2,63.245869467287285
20000,sea_P(x_y),4,sudden,WEOB2,63.61172874396679
25000,sea_P(x_y),4,sudden,WEOB2,63.88839147814137
30000,sea_P(x_y),4,sudden,WEOB2,64.08102526705105
35000,sea_P(x_y),4,sudden,WEOB2,64.17295269742252
40000,sea_P(x_y),4,sudden,WEOB2,64.24574673976795
45000,sea_P(x_y),4,sudden,WEOB2,64.34001498752781
50000,sea_P(x_y),4,sudden,WEOB2,64.42059410172298
55000,sea_P(x_y),4,sudden,WEOB2,64.97609724444717
60000,sea_P(x_y),4,sudden,WEOB2,65.00774247501549
65000,sea_P(x_y),4,sudden,WEOB2,64.9346670989758
70000,sea_P(x_y),4,sudden,WEOB2,64.96800931243138
75000,sea_P(x_y),4,sudden,WEOB2,65.05763760483691
80000,sea_P(x_y),4,sudden,WEOB2,65.12883490171585
85000,sea_P(x_y),4,sudden,WEOB2,65.13446776329037
90000,sea_P(x_y),4,sudden,WEOB2,65.14373126706082
95000,sea_P(x_y),4,sudden,WEOB2,65.1822554477209
100000,sea_P(x_y),4,sudden,WEOB2,65.22175380233318
5000,sea_P(x_y),4,sudden,UOB,62.09541425483195
10000,sea_P(x_y),4,sudden,UOB,62.43995046463183
15000,sea_P(x_y),4,sudden,UOB,62.74322128555984
20000,sea_P(x_y),4,sudden,UOB,63.01799835229916
25000,sea_P(x_y),4,sudden,UOB,63.293641052877696
30000,sea_P(x_y),4,sudden,UOB,63.5254084237125
35000,sea_P(x_y),4,sudden,UOB,63.66273125014899
40000,sea_P(x_y),4,sudden,UOB,63.78280307289488
45000,sea_P(x_y),4,sudden,UOB,63.9187749378716
50000,sea_P(x_y),4,sudden,UOB,64.02343134101639
55000,sea_P(x_y),4,sudden,UOB,64.92996360090991
60000,sea_P(x_y),4,sudden,UOB,64.93292201846626
65000,sea_P(x_y),4,sudden,UOB,64.81604999880224
70000,sea_P(x_y),4,sudden,UOB,64.83027682326534
75000,sea_P(x_y),4,sudden,UOB,64.90308163124914
80000,sea_P(x_y),4,sudden,UOB,64.96083743622212
85000,sea_P(x_y),4,sudden,UOB,64.97366893613011
90000,sea_P(x_y),4,sudden,UOB,64.98070726298411
95000,sea_P(x_y),4,sudden,UOB,65.0220091901546
100000,sea_P(x_y),4,sudden,UOB,65.04847891679017
5000,sea_P(x_y),4,sudden,CSMOTE,62.109965290139144
10000,sea_P(x_y),4,sudden,CSMOTE,63.240125133192194
15000,sea_P(x_y),4,sudden,CSMOTE,63.591974284817255
20000,sea_P(x_y),4,sudden,CSMOTE,63.89813507212192
25000,sea_P(x_y),4,sudden,CSMOTE,64.17541236626505
30000,sea_P(x_y),4,sudden,CSMOTE,64.37000050151721
35000,sea_P(x_y),4,sudden,CSMOTE,64.46196369396075
40000,sea_P(x_y),4,sudden,CSMOTE,64.54854750232269
45000,sea_P(x_y),4,sudden,CSMOTE,64.64495318890191
50000,sea_P(x_y),4,sudden,CSMOTE,64.71826933220588
55000,sea_P(x_y),4,sudden,CSMOTE,64.97256711148665
60000,sea_P(x_y),4,sudden,CSMOTE,65.1145218967748
65000,sea_P(x_y),4,sudden,CSMOTE,65.02423301289706
70000,sea_P(x_y),4,sudden,CSMOTE,65.08880926329245
75000,sea_P(x_y),4,sudden,CSMOTE,65.18804444882153
80000,sea_P(x_y),4,sudden,CSMOTE,65.25275300100373
85000,sea_P(x_y),4,sudden,CSMOTE,65.11066616902438
90000,sea_P(x_y),4,sudden,CSMOTE,64.79961101288083
95000,sea_P(x_y),4,sudden,CSMOTE,64.71321036513372
100000,sea_P(x_y),4,sudden,CSMOTE,64.72565052758658
5000,sea_P(x_y),4,sudden,RebalanceStream,62.440215308764564
10000,sea_P(x_y),4,sudden,RebalanceStream,63.14872425705882
15000,sea_P(x_y),4,sudden,RebalanceStream,63.274456001432135
20000,sea_P(x_y),4,sudden,RebalanceStream,63.5160989145099
25000,sea_P(x_y),4,sudden,RebalanceStream,63.68457171215208
30000,sea_P(x_y),4,sudden,RebalanceStream,63.82362132302707
35000,sea_P(x_y),4,sudden,RebalanceStream,63.84879737512004
40000,sea_P(x_y),4,sudden,RebalanceStream,63.889371866576425
45000,sea_P(x_y),4,sudden,RebalanceStream,63.923873884709295
50000,sea_P(x_y),4,sudden,RebalanceStream,64.01430504448011
55000,sea_P(x_y),4,sudden,RebalanceStream,64.53733965700891
60000,sea_P(x_y),4,sudden,RebalanceStream,64.58641787598249
65000,sea_P(x_y),4,sudden,RebalanceStream,64.46550424453424
70000,sea_P(x_y),4,sudden,RebalanceStream,64.5388039827227
75000,sea_P(x_y),4,sudden,RebalanceStream,64.62289563843663
80000,sea_P(x_y),4,sudden,RebalanceStream,64.6542711478886
85000,sea_P(x_y),4,sudden,RebalanceStream,64.64856836148451
90000,sea_P(x_y),4,sudden,RebalanceStream,64.66578609317989
95000,sea_P(x_y),4,sudden,RebalanceStream,64.71784492124335
100000,sea_P(x_y),4,sudden,RebalanceStream,64.76169670069034
5000,sine_P(y),4,incremental,improved_OOB,69.46045406619187
10000,sine_P(y),4,incremental,improved_OOB,69.81519853408994
15000,sine_P(y),4,incremental,improved_OOB,70.00560713914501
20000,sine_P(y),4,incremental,improved_OOB,70.1126448452429
25000,sine_P(y),4,incremental,improved_OOB,70.18501143046919
30000,sine_P(y),4,incremental,improved_OOB,70.23149970762555
35000,sine_P(y),4,incremental,improved_OOB,70.27262501701593
40000,sine_P(y),4,incremental,improved_OOB,70.30212293568162
45000,sine_P(y),4,incremental,improved_OOB,70.32577146769978
50000,sine_P(y),4,incremental,improved_OOB,70.54485663805704
55000,sine_P(y),4,incremental,improved_OOB,70.54834037846345
60000,sine_P(y),4,incremental,improved_OOB,70.57682383835056
65000,sine_P(y),4,incremental,improved_OOB,70.58937806388843
70000,sine_P(y),4,incremental,improved_OOB,70.57942188017788
75000,sine_P(y),4,incremental,improved_OOB,70.59290768884827
80000,sine_P(y),4,incremental,improved_OOB,70.59679613167341
85000,sine_P(y),4,incremental,improved_OOB,70.59783598811627
90000,sine_P(y),4,incremental,improved_OOB,70.60274891175331
95000,sine_P(y),4,incremental,improved_OOB,70.60564500447573
100000,sine_P(y),4,incremental,improved_OOB,70.60666882080076
5000,sine_P(y),4,incremental,WEOB1,69.45506532492578
10000,sine_P(y),4,incremental,WEOB1,69.8485968189473
15000,sine_P(y),4,incremental,WEOB1,70.01901119110248
20000,sine_P(y),4,incremental,WEOB1,70.118089456085
25000,sine_P(y),4,incremental,WEOB1,70.18903101756304
30000,sine_P(y),4,incremental,WEOB1,70.23652156765858
35000,sine_P(y),4,incremental,WEOB1,70.28259384202056
40000,sine_P(y),4,incremental,WEOB1,70.30971014601627
45000,sine_P(y),4,incremental,WEOB1,70.3366019754206
50000,sine_P(y),4,incremental,WEOB1,70.5435531007314
55000,sine_P(y),4,incremental,WEOB1,70.54536266335415
60000,sine_P(y),4,incremental,WEOB1,70.58174826208017
65000,sine_P(y),4,incremental,WEOB1,70.58948105225953
70000,sine_P(y),4,incremental,WEOB1,70.57737681794046
75000,sine_P(y),4,incremental,WEOB1,70.59123662366065
80000,sine_P(y),4,incremental,WEOB1,70.5986858942392
85000,sine_P(y),4,incremental,WEOB1,70.59899013129791
90000,sine_P(y),4,incremental,WEOB1,70.60383192057343
95000,sine_P(y),4,incremental,WEOB1,70.60834461622213
100000,sine_P(y),4,incremental,WEOB1,70.60892450176505
5000,sine_P(y),4,incremental,OOB,69.30430729601679
10000,sine_P(y),4,incremental,OOB,69.75035784582948
15000,sine_P(y),4,incremental,OOB,69.93606464568659
20000,sine_P(y),4,incremental,OOB,70.05765013239952
25000,sine_P(y),4,incremental,OOB,70.13932790873073
30000,sine_P(y),4,incremental,OOB,70.19020896725492
35000,sine_P(y),4,incremental,OOB,70.23589758653057
40000,sine_P(y),4,incremental,OOB,70.26690595662296
45000,sine_P(y),4,incremental,OOB,70.29512166531464
50000,sine_P(y),4,incremental,OOB,70.51284032675628
55000,sine_P(y),4,incremental,OOB,70.52850843786082
60000,sine_P(y),4,incremental,OOB,70.57430933675388
65000,sine_P(y),4,incremental,OOB,70.58085633705886
70000,sine_P(y),4,incremental,OOB,70.56666335965426
75000,sine_P(y),4,incremental,OOB,70.58065737812987
80000,sine_P(y),4,incremental,OOB,70.5879589912377
85000,sine_P(y),4,incremental,OOB,70.58757827088108
90000,sine_P(y),4,incremental,OOB,70.59229118321049
95000,sine_P(y),4,incremental,OOB,70.59759701682967
100000,sine_P(y),4,incremental,OOB,70.59851620967761
5000,sine_P(y),4,incremental,ESOS_ELM,0.0
10000,sine_P(y),4,incremental,ESOS_ELM,0.0
15000,sine_P(y),4,incremental,ESOS_ELM,57.40953231097376
20000,sine_P(y),4,incremental,ESOS_ELM,60.75045621083241
25000,sine_P(y),4,incremental,ESOS_ELM,62.699303274548946
30000,sine_P(y),4,incremental,ESOS_ELM,63.99726736422167
35000,sine_P(y),4,incremental,ESOS_ELM,64.90624432234014
40000,sine_P(y),4,incremental,ESOS_ELM,65.570542570746
45000,sine_P(y),4,incremental,ESOS_ELM,66.0941499111713
50000,sine_P(y),4,incremental,ESOS_ELM,70.17914420677513
55000,sine_P(y),4,incremental,ESOS_ELM,70.1839205890241
60000,sine_P(y),4,incremental,ESOS_ELM,70.14864076463846
65000,sine_P(y),4,incremental,ESOS_ELM,70.16896296882389
70000,sine_P(y),4,incremental,ESOS_ELM,70.14826361723266
75000,sine_P(y),4,incremental,ESOS_ELM,70.18506404534936
80000,sine_P(y),4,incremental,ESOS_ELM,70.18140012587108
85000,sine_P(y),4,incremental,ESOS_ELM,70.16734056119618
90000,sine_P(y),4,incremental,ESOS_ELM,70.17375399432058
95000,sine_P(y),4,incremental,ESOS_ELM,70.16090788834109
100000,sine_P(y),4,incremental,ESOS_ELM,70.1695950528973
5000,sine_P(y),4,incremental,improved_UOB,69.3304869143369
10000,sine_P(y),4,incremental,improved_UOB,69.76158031621412
15000,sine_P(y),4,incremental,improved_UOB,69.92491964252551
20000,sine_P(y),4,incremental,improved_UOB,70.02988542788592
25000,sine_P(y),4,incremental,improved_UOB,70.10739695572695
30000,sine_P(y),4,incremental,improved_UOB,70.1636027057983
35000,sine_P(y),4,incremental,improved_UOB,70.21626074836178
40000,sine_P(y),4,incremental,improved_UOB,70.2459522551175
45000,sine_P(y),4,incremental,improved_UOB,70.27350746792116
50000,sine_P(y),4,incremental,improved_UOB,70.5153628168994
55000,sine_P(y),4,incremental,improved_UOB,70.50695142419258
60000,sine_P(y),4,incremental,improved_UOB,70.54161607234498
65000,sine_P(y),4,incremental,improved_UOB,70.54044467515618
70000,sine_P(y),4,incremental,improved_UOB,70.53014977269925
75000,sine_P(y),4,incremental,improved_UOB,70.54717051629187
80000,sine_P(y),4,incremental,improved_UOB,70.55692538797129
85000,sine_P(y),4,incremental,improved_UOB,70.55941953295822
90000,sine_P(y),4,incremental,improved_UOB,70.56373909585126
95000,sine_P(y),4,incremental,improved_UOB,70.57010489943113
100000,sine_P(y),4,incremental,improved_UOB,70.57026556870787
5000,sine_P(y),4,incremental,WEOB2,69.3304869143369
10000,sine_P(y),4,incremental,WEOB2,69.76158031621412
15000,sine_P(y),4,incremental,WEOB2,69.92491964252551
20000,sine_P(y),4,incremental,WEOB2,70.02988542788592
25000,sine_P(y),4,incremental,WEOB2,70.10739695572695
30000,sine_P(y),4,incremental,WEOB2,70.1636027057983
35000,sine_P(y),4,incremental,WEOB2,70.21626074836178
40000,sine_P(y),4,incremental,WEOB2,70.2459522551175
45000,sine_P(y),4,incremental,WEOB2,70.27350746792116
50000,sine_P(y),4,incremental,WEOB2,70.5153628168994
55000,sine_P(y),4,incremental,WEOB2,70.50695142419258
60000,sine_P(y),4,incremental,WEOB2,70.54161607234498
65000,sine_P(y),4,incremental,WEOB2,70.54044467515618
70000,sine_P(y),4,incremental,WEOB2,70.53014977269925
75000,sine_P(y),4,incremental,WEOB2,70.54717051629187
80000,sine_P(y),4,incremental,WEOB2,70.55692538797129
85000,sine_P(y),4,incremental,WEOB2,70.55941953295822
90000,sine_P(y),4,incremental,WEOB2,70.56373909585126
95000,sine_P(y),4,incremental,WEOB2,70.57010489943113
100000,sine_P(y),4,incremental,WEOB2,70.57026556870787
5000,sine_P(y),4,incremental,UOB,69.30430729601679
10000,sine_P(y),4,incremental,UOB,69.75035784582948
15000,sine_P(y),4,incremental,UOB,69.93606464568659
20000,sine_P(y),4,incremental,UOB,70.05765013239952
25000,sine_P(y),4,incremental,UOB,70.13932790873073
30000,sine_P(y),4,incremental,UOB,70.19020896725492
35000,sine_P(y),4,incremental,UOB,70.23589758653057
40000,sine_P(y),4,incremental,UOB,70.26690595662296
45000,sine_P(y),4,incremental,UOB,70.29512166531464
50000,sine_P(y),4,incremental,UOB,70.51284032675628
55000,sine_P(y),4,incremental,UOB,70.52850843786082
60000,sine_P(y),4,incremental,UOB,70.57430933675388
65000,sine_P(y),4,incremental,UOB,70.58085633705886
70000,sine_P(y),4,incremental,UOB,70.56666335965426
75000,sine_P(y),4,incremental,UOB,70.58065737812987
80000,sine_P(y),4,incremental,UOB,70.5879589912377
85000,sine_P(y),4,incremental,UOB,70.58757827088108
90000,sine_P(y),4,incremental,UOB,70.59229118321049
95000,sine_P(y),4,incremental,UOB,70.59759701682967
100000,sine_P(y),4,incremental,UOB,70.59851620967761
5000,sine_P(y),4,incremental,CSMOTE,69.30380780260542
10000,sine_P(y),4,incremental,CSMOTE,69.65117163756814
15000,sine_P(y),4,incremental,CSMOTE,69.8465304345349
20000,sine_P(y),4,incremental,CSMOTE,69.95308046160402
25000,sine_P(y),4,incremental,CSMOTE,70.0296918064271
30000,sine_P(y),4,incremental,CSMOTE,70.08678509403578
35000,sine_P(y),4,incremental,CSMOTE,70.13709642171538
40000,sine_P(y),4,incremental,CSMOTE,70.15581164612034
45000,sine_P(y),4,incremental,CSMOTE,70.18772678647282
