instances,drift,unbalance,type,alg,Gmean
20000,disappearing-minority,1,sudden,RebalanceStream,63.70507226294261
25000,disappearing-minority,1,sudden,RebalanceStream,64.01683191420213
30000,disappearing-minority,1,sudden,RebalanceStream,64.24347817159384
35000,disappearing-minority,1,sudden,RebalanceStream,64.43114991234349
40000,disappearing-minority,1,sudden,RebalanceStream,64.60076004135165
45000,disappearing-minority,1,sudden,RebalanceStream,64.7358318946364
50000,disappearing-minority,1,sudden,RebalanceStream,64.8152143790498
55000,disappearing-minority,1,sudden,RebalanceStream,50.78530472213096
60000,disappearing-minority,1,sudden,RebalanceStream,50.97908527498768
65000,disappearing-minority,1,sudden,RebalanceStream,51.221020131734555
70000,disappearing-minority,1,sudden,RebalanceStream,51.59177104736216
75000,disappearing-minority,1,sudden,RebalanceStream,52.29839042744559
80000,disappearing-minority,1,sudden,RebalanceStream,52.91895236343562
85000,disappearing-minority,1,sudden,RebalanceStream,53.58526992697559
90000,disappearing-minority,1,sudden,RebalanceStream,54.21222769313899
95000,disappearing-minority,1,sudden,RebalanceStream,54.88353745478024
100000,disappearing-minority,1,sudden,RebalanceStream,55.52535165490366
5000,disappearing-minority,1,periodic,improved_OOB,67.85914629707283
10000,disappearing-minority,1,periodic,improved_OOB,68.29908541031054
15000,disappearing-minority,1,periodic,improved_OOB,68.4719229412118
20000,disappearing-minority,1,periodic,improved_OOB,68.55120544533628
25000,disappearing-minority,1,periodic,improved_OOB,68.6150337054182
30000,disappearing-minority,1,periodic,improved_OOB,68.66101320816848
35000,disappearing-minority,1,periodic,improved_OOB,68.70476240273396
40000,disappearing-minority,1,periodic,improved_OOB,68.7416498192824
45000,disappearing-minority,1,periodic,improved_OOB,68.77403905020441
50000,disappearing-minority,1,periodic,improved_OOB,68.95222126737403
55000,disappearing-minority,1,periodic,improved_OOB,65.36257305189562
60000,disappearing-minority,1,periodic,improved_OOB,65.50233595535862
65000,disappearing-minority,1,periodic,improved_OOB,66.06805664710733
70000,disappearing-minority,1,periodic,improved_OOB,66.31236808437481
75000,disappearing-minority,1,periodic,improved_OOB,66.48294644859479
80000,disappearing-minority,1,periodic,improved_OOB,66.57735152340317
85000,disappearing-minority,1,periodic,improved_OOB,66.66803906675418
90000,disappearing-minority,1,periodic,improved_OOB,66.77846979171348
95000,disappearing-minority,1,periodic,improved_OOB,66.82849625548076
100000,disappearing-minority,1,periodic,improved_OOB,66.88627455504346
5000,disappearing-minority,1,periodic,WEOB1,68.12189013127407
10000,disappearing-minority,1,periodic,WEOB1,68.4730544273375
15000,disappearing-minority,1,periodic,WEOB1,68.64579116665232
20000,disappearing-minority,1,periodic,WEOB1,68.7294124014941
25000,disappearing-minority,1,periodic,WEOB1,68.78999409062155
30000,disappearing-minority,1,periodic,WEOB1,68.82494411545052
35000,disappearing-minority,1,periodic,WEOB1,68.85669223617529
40000,disappearing-minority,1,periodic,WEOB1,68.88371225140382
45000,disappearing-minority,1,periodic,WEOB1,68.90846127831036
50000,disappearing-minority,1,periodic,WEOB1,69.04186041093237
55000,disappearing-minority,1,periodic,WEOB1,65.13413767528914
60000,disappearing-minority,1,periodic,WEOB1,65.38823475675348
65000,disappearing-minority,1,periodic,WEOB1,65.93786696862178
70000,disappearing-minority,1,periodic,WEOB1,66.24579123806339
75000,disappearing-minority,1,periodic,WEOB1,66.48838034355275
80000,disappearing-minority,1,periodic,WEOB1,66.66417103117435
85000,disappearing-minority,1,periodic,WEOB1,66.81310665387376
90000,disappearing-minority,1,periodic,WEOB1,66.94609893965902
95000,disappearing-minority,1,periodic,WEOB1,67.03202635186258
100000,disappearing-minority,1,periodic,WEOB1,67.10933911047678
5000,disappearing-minority,1,periodic,CSMOTE,60.59484985468457
10000,disappearing-minority,1,periodic,CSMOTE,62.519559250466536
15000,disappearing-minority,1,periodic,CSMOTE,63.580595315486605
20000,disappearing-minority,1,periodic,CSMOTE,63.596225087530925
25000,disappearing-minority,1,periodic,CSMOTE,63.968677712252614
30000,disappearing-minority,1,periodic,CSMOTE,64.13921916845842
35000,disappearing-minority,1,periodic,CSMOTE,64.1934619594082
40000,disappearing-minority,1,periodic,CSMOTE,64.18643692436011
45000,disappearing-minority,1,periodic,CSMOTE,64.35237925674973
50000,disappearing-minority,1,periodic,CSMOTE,64.9151085475837
55000,disappearing-minority,1,periodic,CSMOTE,63.28712490921339
60000,disappearing-minority,1,periodic,CSMOTE,64.00551919769985
65000,disappearing-minority,1,periodic,CSMOTE,64.23520394437024
70000,disappearing-minority,1,periodic,CSMOTE,64.82858413008566
75000,disappearing-minority,1,periodic,CSMOTE,65.1987289811275
80000,disappearing-minority,1,periodic,CSMOTE,65.09406865291108
85000,disappearing-minority,1,periodic,CSMOTE,65.15790055091394
90000,disappearing-minority,1,periodic,CSMOTE,65.14706638866676
95000,disappearing-minority,1,periodic,CSMOTE,65.24182217435178
100000,disappearing-minority,1,periodic,CSMOTE,65.3345153195613
5000,disappearing-minority,1,periodic,OOB,67.79989983344463
10000,disappearing-minority,1,periodic,OOB,68.30034602550475
15000,disappearing-minority,1,periodic,OOB,68.48863324684346
20000,disappearing-minority,1,periodic,OOB,68.58024341586196
25000,disappearing-minority,1,periodic,OOB,68.66421497641551
30000,disappearing-minority,1,periodic,OOB,68.72151687029844
35000,disappearing-minority,1,periodic,OOB,68.7671326893109
40000,disappearing-minority,1,periodic,OOB,68.80581476965304
45000,disappearing-minority,1,periodic,OOB,68.84251899015985
50000,disappearing-minority,1,periodic,OOB,69.06589713285845
55000,disappearing-minority,1,periodic,OOB,65.84073444816863
60000,disappearing-minority,1,periodic,OOB,66.03074510658209
65000,disappearing-minority,1,periodic,OOB,66.53027715526324
70000,disappearing-minority,1,periodic,OOB,66.78928727584557
75000,disappearing-minority,1,periodic,OOB,66.94080055103339
80000,disappearing-minority,1,periodic,OOB,67.04262320544285
85000,disappearing-minority,1,periodic,OOB,67.10273561287232
90000,disappearing-minority,1,periodic,OOB,67.1852521310003
95000,disappearing-minority,1,periodic,OOB,67.23680010850492
100000,disappearing-minority,1,periodic,OOB,67.27799829463262
5000,disappearing-minority,1,periodic,ESOS_ELM,0.0
10000,disappearing-minority,1,periodic,ESOS_ELM,0.0
15000,disappearing-minority,1,periodic,ESOS_ELM,55.31532817613847
20000,disappearing-minority,1,periodic,ESOS_ELM,57.692905222049795
25000,disappearing-minority,1,periodic,ESOS_ELM,59.09604995057306
30000,disappearing-minority,1,periodic,ESOS_ELM,59.95984397427524
35000,disappearing-minority,1,periodic,ESOS_ELM,60.54577807978295
40000,disappearing-minority,1,periodic,ESOS_ELM,61.00760224680035
45000,disappearing-minority,1,periodic,ESOS_ELM,61.37198116925833
50000,disappearing-minority,1,periodic,ESOS_ELM,64.24910788775476
55000,disappearing-minority,1,periodic,ESOS_ELM,64.72586427824544
60000,disappearing-minority,1,periodic,ESOS_ELM,63.53738783508938
65000,disappearing-minority,1,periodic,ESOS_ELM,63.86758634139659
70000,disappearing-minority,1,periodic,ESOS_ELM,64.04931600527473
75000,disappearing-minority,1,periodic,ESOS_ELM,64.12929128737659
80000,disappearing-minority,1,periodic,ESOS_ELM,64.09090365217608
85000,disappearing-minority,1,periodic,ESOS_ELM,64.10011747675128
90000,disappearing-minority,1,periodic,ESOS_ELM,64.10757252381259
95000,disappearing-minority,1,periodic,ESOS_ELM,64.03812702342444
100000,disappearing-minority,1,periodic,ESOS_ELM,64.0593132934879
5000,disappearing-minority,1,periodic,improved_UOB,68.15600060494958
10000,disappearing-minority,1,periodic,improved_UOB,68.30399858136074
15000,disappearing-minority,1,periodic,improved_UOB,68.37496922330085
20000,disappearing-minority,1,periodic,improved_UOB,68.41903626303024
25000,disappearing-minority,1,periodic,improved_UOB,68.45357150573199
30000,disappearing-minority,1,periodic,improved_UOB,68.48496838932977
35000,disappearing-minority,1,periodic,improved_UOB,68.5184721660024
40000,disappearing-minority,1,periodic,improved_UOB,68.55488306873731
45000,disappearing-minority,1,periodic,improved_UOB,68.58896086687862
50000,disappearing-minority,1,periodic,improved_UOB,68.82032187133741
55000,disappearing-minority,1,periodic,improved_UOB,62.730360573015105
60000,disappearing-minority,1,periodic,improved_UOB,63.78845777866869
65000,disappearing-minority,1,periodic,improved_UOB,63.871088047747
70000,disappearing-minority,1,periodic,improved_UOB,63.945053242930406
75000,disappearing-minority,1,periodic,improved_UOB,64.0777669378465
80000,disappearing-minority,1,periodic,improved_UOB,64.20943147923614
85000,disappearing-minority,1,periodic,improved_UOB,64.334676049184
90000,disappearing-minority,1,periodic,improved_UOB,64.48154164207952
95000,disappearing-minority,1,periodic,improved_UOB,64.60683570222633
100000,disappearing-minority,1,periodic,improved_UOB,64.73584973866727
5000,disappearing-minority,1,periodic,WEOB2,68.15600060494958
10000,disappearing-minority,1,periodic,WEOB2,68.30399858136074
15000,disappearing-minority,1,periodic,WEOB2,68.37496922330085
20000,disappearing-minority,1,periodic,WEOB2,68.41903626303024
25000,disappearing-minority,1,periodic,WEOB2,68.45357150573199
30000,disappearing-minority,1,periodic,WEOB2,68.48496838932977
35000,disappearing-minority,1,periodic,WEOB2,68.5184721660024
40000,disappearing-minority,1,periodic,WEOB2,68.55488306873731
45000,disappearing-minority,1,periodic,WEOB2,68.58896086687862
50000,disappearing-minority,1,periodic,WEOB2,68.82032187133741
55000,disappearing-minority,1,periodic,WEOB2,62.730360573015105
60000,disappearing-minority,1,periodic,WEOB2,63.78845777866869
65000,disappearing-minority,1,periodic,WEOB2,63.871088047747
70000,disappearing-minority,1,periodic,WEOB2,63.945053242930406
75000,disappearing-minority,1,periodic,WEOB2,64.0777669378465
80000,disappearing-minority,1,periodic,WEOB2,64.20943147923614
85000,disappearing-minority,1,periodic,WEOB2,64.334676049184
90000,disappearing-minority,1,periodic,WEOB2,64.48154164207952
95000,disappearing-minority,1,periodic,WEOB2,64.60683570222633
100000,disappearing-minority,1,periodic,WEOB2,64.73584973866727
5000,disappearing-minority,1,periodic,UOB,67.93001430421734
10000,disappearing-minority,1,periodic,UOB,68.17604019177523
15000,disappearing-minority,1,periodic,UOB,68.27569689295287
20000,disappearing-minority,1,periodic,UOB,68.314964674294
25000,disappearing-minority,1,periodic,UOB,68.35030311218722
30000,disappearing-minority,1,periodic,UOB,68.38348264113631
35000,disappearing-minority,1,periodic,UOB,68.42325646192418
40000,disappearing-minority,1,periodic,UOB,68.4615865392762
45000,disappearing-minority,1,periodic,UOB,68.50295349284163
50000,disappearing-minority,1,periodic,UOB,68.78990386861622
55000,disappearing-minority,1,periodic,UOB,62.43127259906447
60000,disappearing-minority,1,periodic,UOB,63.64127391904145
65000,disappearing-minority,1,periodic,UOB,63.786309623307204
70000,disappearing-minority,1,periodic,UOB,63.820417162967985
75000,disappearing-minority,1,periodic,UOB,63.90705088399578
80000,disappearing-minority,1,periodic,UOB,64.02028515409158
85000,disappearing-minority,1,periodic,UOB,64.11180428652192
90000,disappearing-minority,1,periodic,UOB,64.21911858652487
95000,disappearing-minority,1,periodic,UOB,64.32879205058941
100000,disappearing-minority,1,periodic,UOB,64.43545577461785
5000,disappearing-minority,1,periodic,RebalanceStream,61.72363283907343
10000,disappearing-minority,1,periodic,RebalanceStream,62.766102473104866
15000,disappearing-minority,1,periodic,RebalanceStream,63.24131659327202
20000,disappearing-minority,1,periodic,RebalanceStream,63.70507226294261
25000,disappearing-minority,1,periodic,RebalanceStream,64.01683191420213
30000,disappearing-minority,1,periodic,RebalanceStream,64.24347817159385
35000,disappearing-minority,1,periodic,RebalanceStream,64.43114991234347
40000,disappearing-minority,1,periodic,RebalanceStream,64.60076004135165
45000,disappearing-minority,1,periodic,RebalanceStream,64.73583189463639
50000,disappearing-minority,1,periodic,RebalanceStream,65.51117872918317
55000,disappearing-minority,1,periodic,RebalanceStream,58.61808328451271
60000,disappearing-minority,1,periodic,RebalanceStream,51.166301088458916
65000,disappearing-minority,1,periodic,RebalanceStream,51.436236929833555
70000,disappearing-minority,1,periodic,RebalanceStream,51.857786039366644
75000,disappearing-minority,1,periodic,RebalanceStream,52.67179497562053
80000,disappearing-minority,1,periodic,RebalanceStream,53.335769474894924
85000,disappearing-minority,1,periodic,RebalanceStream,54.03700143433925
90000,disappearing-minority,1,periodic,RebalanceStream,54.68278514387943
95000,disappearing-minority,1,periodic,RebalanceStream,55.374122128996625
100000,disappearing-minority,1,periodic,RebalanceStream,56.02647171678409
5000,disappearing-minority,2,incremental,improved_OOB,67.85914629707283
10000,disappearing-minority,2,incremental,improved_OOB,68.29908541031054
15000,disappearing-minority,2,incremental,improved_OOB,68.47192294121179
20000,disappearing-minority,2,incremental,improved_OOB,68.55120544533628
25000,disappearing-minority,2,incremental,improved_OOB,68.61503370541821
30000,disappearing-minority,2,incremental,improved_OOB,68.6610132081685
35000,disappearing-minority,2,incremental,improved_OOB,68.70476240273396
40000,disappearing-minority,2,incremental,improved_OOB,68.7416498192824
45000,disappearing-minority,2,incremental,improved_OOB,68.77403905020441
50000,disappearing-minority,2,incremental,improved_OOB,68.95222126737403
55000,disappearing-minority,2,incremental,improved_OOB,65.36257305189561
60000,disappearing-minority,2,incremental,improved_OOB,65.5023359553586
65000,disappearing-minority,2,incremental,improved_OOB,66.06805664710734
70000,disappearing-minority,2,incremental,improved_OOB,66.31236808437481
75000,disappearing-minority,2,incremental,improved_OOB,66.48294644859479
80000,disappearing-minority,2,incremental,improved_OOB,66.57735152340315
85000,disappearing-minority,2,incremental,improved_OOB,66.66803906675418
90000,disappearing-minority,2,incremental,improved_OOB,66.77846979171349
95000,disappearing-minority,2,incremental,improved_OOB,66.82849625548077
100000,disappearing-minority,2,incremental,improved_OOB,66.88627455504346
5000,disappearing-minority,2,incremental,WEOB1,68.12189013127409
10000,disappearing-minority,2,incremental,WEOB1,68.47305442733749
15000,disappearing-minority,2,incremental,WEOB1,68.64579116665232
20000,disappearing-minority,2,incremental,WEOB1,68.72941240149412
25000,disappearing-minority,2,incremental,WEOB1,68.78999409062153
30000,disappearing-minority,2,incremental,WEOB1,68.82494411545053
35000,disappearing-minority,2,incremental,WEOB1,68.85669223617529
40000,disappearing-minority,2,incremental,WEOB1,68.88371225140381
45000,disappearing-minority,2,incremental,WEOB1,68.90846127831034
50000,disappearing-minority,2,incremental,WEOB1,69.04186041093237
55000,disappearing-minority,2,incremental,WEOB1,65.13413767528914
60000,disappearing-minority,2,incremental,WEOB1,65.38823475675348
65000,disappearing-minority,2,incremental,WEOB1,65.93786696862178
70000,disappearing-minority,2,incremental,WEOB1,66.24579123806339
75000,disappearing-minority,2,incremental,WEOB1,66.48838034355275
80000,disappearing-minority,2,incremental,WEOB1,66.66417103117435
85000,disappearing-minority,2,incremental,WEOB1,66.81310665387375
90000,disappearing-minority,2,incremental,WEOB1,66.94609893965901
95000,disappearing-minority,2,incremental,WEOB1,67.03202635186258
100000,disappearing-minority,2,incremental,WEOB1,67.10933911047678
5000,disappearing-minority,2,incremental,CSMOTE,62.44051018069557
10000,disappearing-minority,2,incremental,CSMOTE,64.0320851673017
15000,disappearing-minority,2,incremental,CSMOTE,64.89145456160328
20000,disappearing-minority,2,incremental,CSMOTE,65.44427438141577
25000,disappearing-minority,2,incremental,CSMOTE,65.65225577832179
30000,disappearing-minority,2,incremental,CSMOTE,65.85310067437375
35000,disappearing-minority,2,incremental,CSMOTE,66.01643084492812
40000,disappearing-minority,2,incremental,CSMOTE,66.13636389315195
45000,disappearing-minority,2,incremental,CSMOTE,66.23120239724946
50000,disappearing-minority,2,incremental,CSMOTE,63.872170846180225
55000,disappearing-minority,2,incremental,CSMOTE,63.32048336765756
60000,disappearing-minority,2,incremental,CSMOTE,0.0
65000,disappearing-minority,2,incremental,CSMOTE,0.0
70000,disappearing-minority,2,incremental,CSMOTE,0.0
75000,disappearing-minority,2,incremental,CSMOTE,0.0
80000,disappearing-minority,2,incremental,CSMOTE,0.0
85000,disappearing-minority,2,incremental,CSMOTE,0.0
90000,disappearing-minority,2,incremental,CSMOTE,0.0
95000,disappearing-minority,2,incremental,CSMOTE,0.0
100000,disappearing-minority,2,incremental,CSMOTE,0.0
5000,disappearing-minority,2,incremental,OOB,67.7998998334446
10000,disappearing-minority,2,incremental,OOB,68.30034602550475
15000,disappearing-minority,2,incremental,OOB,68.48863324684345
20000,disappearing-minority,2,incremental,OOB,68.58024341586194
25000,disappearing-minority,2,incremental,OOB,68.66421497641551
30000,disappearing-minority,2,incremental,OOB,68.72151687029843
35000,disappearing-minority,2,incremental,OOB,68.76713268931091
40000,disappearing-minority,2,incremental,OOB,68.80581476965304
45000,disappearing-minority,2,incremental,OOB,68.84251899015985
50000,disappearing-minority,2,incremental,OOB,69.06589713285844
55000,disappearing-minority,2,incremental,OOB,65.84073444816863
60000,disappearing-minority,2,incremental,OOB,66.03074510658209
65000,disappearing-minority,2,incremental,OOB,66.53027715526324
70000,disappearing-minority,2,incremental,OOB,66.78928727584555
75000,disappearing-minority,2,incremental,OOB,66.94080055103339
80000,disappearing-minority,2,incremental,OOB,67.04262320544284
85000,disappearing-minority,2,incremental,OOB,67.10273561287232
90000,disappearing-minority,2,incremental,OOB,67.1852521310003
95000,disappearing-minority,2,incremental,OOB,67.23680010850492
100000,disappearing-minority,2,incremental,OOB,67.27799829463262
5000,disappearing-minority,2,incremental,ESOS_ELM,0.0
10000,disappearing-minority,2,incremental,ESOS_ELM,0.0
15000,disappearing-minority,2,incremental,ESOS_ELM,55.17697294784142
20000,disappearing-minority,2,incremental,ESOS_ELM,57.54991673660811
25000,disappearing-minority,2,incremental,ESOS_ELM,58.78634062418488
30000,disappearing-minority,2,incremental,ESOS_ELM,59.758936563888845
35000,disappearing-minority,2,incremental,ESOS_ELM,60.38618398959468
40000,disappearing-minority,2,incremental,ESOS_ELM,60.87212779054105
45000,disappearing-minority,2,incremental,ESOS_ELM,61.25995636640634
50000,disappearing-minority,2,incremental,ESOS_ELM,64.80521414473517
55000,disappearing-minority,2,incremental,ESOS_ELM,64.80203797895503
60000,disappearing-minority,2,incremental,ESOS_ELM,0.0
65000,disappearing-minority,2,incremental,ESOS_ELM,0.0
70000,disappearing-minority,2,incremental,ESOS_ELM,0.0
75000,disappearing-minority,2,incremental,ESOS_ELM,0.0
80000,disappearing-minority,2,incremental,ESOS_ELM,0.0
85000,disappearing-minority,2,incremental,ESOS_ELM,0.0
90000,disappearing-minority,2,incremental,ESOS_ELM,0.0
95000,disappearing-minority,2,incremental,ESOS_ELM,0.0
100000,disappearing-minority,2,incremental,ESOS_ELM,0.0
5000,disappearing-minority,2,incremental,improved_UOB,68.15600060494958
10000,disappearing-minority,2,incremental,improved_UOB,68.30399858136074
15000,disappearing-minority,2,incremental,improved_UOB,68.37496922330085
20000,disappearing-minority,2,incremental,improved_UOB,68.41903626303024
25000,disappearing-minority,2,incremental,improved_UOB,68.45357150573197
30000,disappearing-minority,2,incremental,improved_UOB,68.48496838932977
35000,disappearing-minority,2,incremental,improved_UOB,68.51847216600241
40000,disappearing-minority,2,incremental,improved_UOB,68.55488306873731
45000,disappearing-minority,2,incremental,improved_UOB,68.58896086687864
50000,disappearing-minority,2,incremental,improved_UOB,68.82032187133743
55000,disappearing-minority,2,incremental,improved_UOB,62.730360573015105
60000,disappearing-minority,2,incremental,improved_UOB,63.78845777866869
65000,disappearing-minority,2,incremental,improved_UOB,63.871088047747
70000,disappearing-minority,2,incremental,improved_UOB,63.945053242930406
75000,disappearing-minority,2,incremental,improved_UOB,64.07776693784652
80000,disappearing-minority,2,incremental,improved_UOB,64.20943147923614
85000,disappearing-minority,2,incremental,improved_UOB,64.33467604918401
90000,disappearing-minority,2,incremental,improved_UOB,64.48154164207952
95000,disappearing-minority,2,incremental,improved_UOB,64.60683570222633
100000,disappearing-minority,2,incremental,improved_UOB,64.73584973866727
5000,disappearing-minority,2,incremental,WEOB2,68.15600060494958
10000,disappearing-minority,2,incremental,WEOB2,68.30399858136074
15000,disappearing-minority,2,incremental,WEOB2,68.37496922330085
20000,disappearing-minority,2,incremental,WEOB2,68.41903626303024
25000,disappearing-minority,2,incremental,WEOB2,68.45357150573197
30000,disappearing-minority,2,incremental,WEOB2,68.48496838932977
35000,disappearing-minority,2,incremental,WEOB2,68.51847216600241
40000,disappearing-minority,2,incremental,WEOB2,68.55488306873731
45000,disappearing-minority,2,incremental,WEOB2,68.58896086687864
50000,disappearing-minority,2,incremental,WEOB2,68.82032187133743
55000,disappearing-minority,2,incremental,WEOB2,62.730360573015105
60000,disappearing-minority,2,incremental,WEOB2,63.78845777866869
65000,disappearing-minority,2,incremental,WEOB2,63.871088047747
70000,disappearing-minority,2,incremental,WEOB2,63.945053242930406
75000,disappearing-minority,2,incremental,WEOB2,64.07776693784652
80000,disappearing-minority,2,incremental,WEOB2,64.20943147923614
85000,disappearing-minority,2,incremental,WEOB2,64.33467604918401
90000,disappearing-minority,2,incremental,WEOB2,64.48154164207952
95000,disappearing-minority,2,incremental,WEOB2,64.60683570222633
100000,disappearing-minority,2,incremental,WEOB2,64.73584973866727
5000,disappearing-minority,2,incremental,UOB,67.93001430421734
10000,disappearing-minority,2,incremental,UOB,68.17604019177523
15000,disappearing-minority,2,incremental,UOB,68.27569689295287
20000,disappearing-minority,2,incremental,UOB,68.31496467429399
25000,disappearing-minority,2,incremental,UOB,68.35030311218722
30000,disappearing-minority,2,incremental,UOB,68.3834826411363
35000,disappearing-minority,2,incremental,UOB,68.42325646192418
40000,disappearing-minority,2,incremental,UOB,68.4615865392762
45000,disappearing-minority,2,incremental,UOB,68.50295349284163
50000,disappearing-minority,2,incremental,UOB,68.78990386861622
55000,disappearing-minority,2,incremental,UOB,62.431272599064485
60000,disappearing-minority,2,incremental,UOB,63.64127391904144
65000,disappearing-minority,2,incremental,UOB,63.78630962330719
70000,disappearing-minority,2,incremental,UOB,63.820417162967985
75000,disappearing-minority,2,incremental,UOB,63.90705088399578
80000,disappearing-minority,2,incremental,UOB,64.02028515409157
85000,disappearing-minority,2,incremental,UOB,64.1118042865219
90000,disappearing-minority,2,incremental,UOB,64.21911858652487
95000,disappearing-minority,2,incremental,UOB,64.32879205058941
100000,disappearing-minority,2,incremental,UOB,64.43545577461785
5000,disappearing-minority,2,incremental,RebalanceStream,61.72363283907343
10000,disappearing-minority,2,incremental,RebalanceStream,62.766102473104866
15000,disappearing-minority,2,incremental,RebalanceStream,63.24131659327204
20000,disappearing-minority,2,incremental,RebalanceStream,63.70507226294261
25000,disappearing-minority,2,incremental,RebalanceStream,64.01683191420213
30000,disappearing-minority,2,incremental,RebalanceStream,64.24347817159384
35000,disappearing-minority,2,incremental,RebalanceStream,64.43114991234349
40000,disappearing-minority,2,incremental,RebalanceStream,64.60076004135165
45000,disappearing-minority,2,incremental,RebalanceStream,64.7358318946364
50000,disappearing-minority,2,incremental,RebalanceStream,65.51117872918317
55000,disappearing-minority,2,incremental,RebalanceStream,58.61808328451271
60000,disappearing-minority,2,incremental,RebalanceStream,51.16630108845892
65000,disappearing-minority,2,incremental,RebalanceStream,51.436236929833555
70000,disappearing-minority,2,incremental,RebalanceStream,51.85778603936666
75000,disappearing-minority,2,incremental,RebalanceStream,52.67179497562053
80000,disappearing-minority,2,incremental,RebalanceStream,53.335769474894924
85000,disappearing-minority,2,incremental,RebalanceStream,54.037001434339246
90000,disappearing-minority,2,incremental,RebalanceStream,54.68278514387943
95000,disappearing-minority,2,incremental,RebalanceStream,55.37412212899661
100000,disappearing-minority,2,incremental,RebalanceStream,56.02647171678409
5000,disappearing-minority,2,sudden,improved_OOB,67.85914629707284
10000,disappearing-minority,2,sudden,improved_OOB,68.29908541031055
15000,disappearing-minority,2,sudden,improved_OOB,68.4719229412118
20000,disappearing-minority,2,sudden,improved_OOB,68.55120544533628
25000,disappearing-minority,2,sudden,improved_OOB,68.6150337054182
30000,disappearing-minority,2,sudden,improved_OOB,68.6610132081685
35000,disappearing-minority,2,sudden,improved_OOB,68.70476240273396
40000,disappearing-minority,2,sudden,improved_OOB,68.74164981928242
45000,disappearing-minority,2,sudden,improved_OOB,68.77403905020442
50000,disappearing-minority,2,sudden,improved_OOB,68.79208645494597
55000,disappearing-minority,2,sudden,improved_OOB,61.57965801129634
60000,disappearing-minority,2,sudden,improved_OOB,63.51671416435623
65000,disappearing-minority,2,sudden,improved_OOB,64.59400992216078
70000,disappearing-minority,2,sudden,improved_OOB,65.15914366309424
75000,disappearing-minority,2,sudden,improved_OOB,65.52740046959293
80000,disappearing-minority,2,sudden,improved_OOB,65.7687954924921
85000,disappearing-minority,2,sudden,improved_OOB,65.96495383897292
90000,disappearing-minority,2,sudden,improved_OOB,66.1513384883181
95000,disappearing-minority,2,sudden,improved_OOB,66.2651108782344
100000,disappearing-minority,2,sudden,improved_OOB,66.37507840207783
5000,disappearing-minority,2,sudden,WEOB1,68.12189013127409
10000,disappearing-minority,2,sudden,WEOB1,68.47305442733749
15000,disappearing-minority,2,sudden,WEOB1,68.64579116665232
20000,disappearing-minority,2,sudden,WEOB1,68.7294124014941
25000,disappearing-minority,2,sudden,WEOB1,68.78999409062155
30000,disappearing-minority,2,sudden,WEOB1,68.82494411545053
35000,disappearing-minority,2,sudden,WEOB1,68.85669223617529
40000,disappearing-minority,2,sudden,WEOB1,68.88371225140382
45000,disappearing-minority,2,sudden,WEOB1,68.90846127831034
50000,disappearing-minority,2,sudden,WEOB1,68.92163331882577
55000,disappearing-minority,2,sudden,WEOB1,60.98649574035645
60000,disappearing-minority,2,sudden,WEOB1,63.15746608971349
65000,disappearing-minority,2,sudden,WEOB1,64.31603995660717
70000,disappearing-minority,2,sudden,WEOB1,64.96952908926056
75000,disappearing-minority,2,sudden,WEOB1,65.42097460685316
80000,disappearing-minority,2,sudden,WEOB1,65.7506998251676
85000,disappearing-minority,2,sudden,WEOB1,66.01292415401686
90000,disappearing-minority,2,sudden,WEOB1,66.23177120247692
95000,disappearing-minority,2,sudden,WEOB1,66.38738045684102
100000,disappearing-minority,2,sudden,WEOB1,66.52348864977405
5000,disappearing-minority,2,sudden,CSMOTE,62.44051018069557
10000,disappearing-minority,2,sudden,CSMOTE,64.0320851673017
15000,disappearing-minority,2,sudden,CSMOTE,64.89145456160328
20000,disappearing-minority,2,sudden,CSMOTE,65.44427438141577
25000,disappearing-minority,2,sudden,CSMOTE,65.65225577832179
30000,disappearing-minority,2,sudden,CSMOTE,65.85310067437375
35000,disappearing-minority,2,sudden,CSMOTE,66.01643084492812
40000,disappearing-minority,2,sudden,CSMOTE,66.13636389315195
45000,disappearing-minority,2,sudden,CSMOTE,66.23120239724946
50000,disappearing-minority,2,sudden,CSMOTE,66.28359559654335
55000,disappearing-minority,2,sudden,CSMOTE,0.0
60000,disappearing-minority,2,sudden,CSMOTE,0.0
65000,disappearing-minority,2,sudden,CSMOTE,0.0
70000,disappearing-minority,2,sudden,CSMOTE,0.0
75000,disappearing-minority,2,sudden,CSMOTE,0.0
80000,disappearing-minority,2,sudden,CSMOTE,0.0
85000,disappearing-minority,2,sudden,CSMOTE,0.0
90000,disappearing-minority,2,sudden,CSMOTE,0.0
95000,disappearing-minority,2,sudden,CSMOTE,0.0
100000,disappearing-minority,2,sudden,CSMOTE,0.0
5000,disappearing-minority,2,sudden,OOB,67.7998998334446
10000,disappearing-minority,2,sudden,OOB,68.30034602550477
15000,disappearing-minority,2,sudden,OOB,68.48863324684345
20000,disappearing-minority,2,sudden,OOB,68.58024341586194
25000,disappearing-minority,2,sudden,OOB,68.66421497641552
30000,disappearing-minority,2,sudden,OOB,68.72151687029843
35000,disappearing-minority,2,sudden,OOB,68.76713268931093
40000,disappearing-minority,2,sudden,OOB,68.80581476965304
45000,disappearing-minority,2,sudden,OOB,68.84251899015986
50000,disappearing-minority,2,sudden,OOB,68.86489419048732
55000,disappearing-minority,2,sudden,OOB,62.45390741621965
