drift,unbalance,type,alg,exp,gmean
shapeshift,1,incremental,RebalanceStream,9,58.14107887455899
shapeshift,1,sudden,improved_OOB,0,67.07772900338739
shapeshift,1,sudden,improved_OOB,1,66.96378011457821
shapeshift,1,sudden,improved_OOB,2,66.61372519280663
shapeshift,1,sudden,improved_OOB,3,67.25038130225906
shapeshift,1,sudden,improved_OOB,4,66.78115905433356
shapeshift,1,sudden,improved_OOB,5,65.88853337448076
shapeshift,1,sudden,improved_OOB,6,67.14138624801915
shapeshift,1,sudden,improved_OOB,7,67.53715759232831
shapeshift,1,sudden,improved_OOB,8,66.77829041147021
shapeshift,1,sudden,improved_OOB,9,66.15393173897715
shapeshift,1,sudden,WEOB1,0,67.16100185898783
shapeshift,1,sudden,WEOB1,1,66.71951335256516
shapeshift,1,sudden,WEOB1,2,66.70257437078432
shapeshift,1,sudden,WEOB1,3,67.32205262865526
shapeshift,1,sudden,WEOB1,4,66.87939394200632
shapeshift,1,sudden,WEOB1,5,65.93503655149286
shapeshift,1,sudden,WEOB1,6,67.32525113655387
shapeshift,1,sudden,WEOB1,7,67.53492578994891
shapeshift,1,sudden,WEOB1,8,66.68635262347954
shapeshift,1,sudden,WEOB1,9,66.19007533983219
shapeshift,1,sudden,CSMOTE,0,63.43493209263637
shapeshift,1,sudden,CSMOTE,1,63.43493209263637
shapeshift,1,sudden,CSMOTE,2,63.43493209263637
shapeshift,1,sudden,CSMOTE,3,63.43493209263637
shapeshift,1,sudden,CSMOTE,4,63.43493209263637
shapeshift,1,sudden,CSMOTE,5,63.43493209263637
shapeshift,1,sudden,CSMOTE,6,63.43493209263637
shapeshift,1,sudden,CSMOTE,7,63.43493209263637
shapeshift,1,sudden,CSMOTE,8,63.43493209263637
shapeshift,1,sudden,CSMOTE,9,63.43493209263637
shapeshift,1,sudden,OOB,0,67.23784749219949
shapeshift,1,sudden,OOB,1,67.10839229702523
shapeshift,1,sudden,OOB,2,66.82208705736505
shapeshift,1,sudden,OOB,3,67.31669586849776
shapeshift,1,sudden,OOB,4,67.15664484474416
shapeshift,1,sudden,OOB,5,66.63918218632101
shapeshift,1,sudden,OOB,6,67.53241278929161
shapeshift,1,sudden,OOB,7,67.6497286304448
shapeshift,1,sudden,OOB,8,67.0582293277653
shapeshift,1,sudden,OOB,9,66.67562002870997
shapeshift,1,sudden,ESOS_ELM,0,61.11493187488808
shapeshift,1,sudden,ESOS_ELM,1,60.94932674371599
shapeshift,1,sudden,ESOS_ELM,2,61.07499758800444
shapeshift,1,sudden,ESOS_ELM,3,60.98732987266851
shapeshift,1,sudden,ESOS_ELM,4,61.03395033566553
shapeshift,1,sudden,ESOS_ELM,5,60.859808417537195
shapeshift,1,sudden,ESOS_ELM,6,60.94343337422291
shapeshift,1,sudden,ESOS_ELM,7,61.09345667603916
shapeshift,1,sudden,ESOS_ELM,8,60.92016681398926
shapeshift,1,sudden,ESOS_ELM,9,61.12885719122802
shapeshift,1,sudden,improved_UOB,0,65.19422607200558
shapeshift,1,sudden,improved_UOB,1,64.88502251763728
shapeshift,1,sudden,improved_UOB,2,64.8104736787562
shapeshift,1,sudden,improved_UOB,3,65.63058808753917
shapeshift,1,sudden,improved_UOB,4,65.39254509375087
shapeshift,1,sudden,improved_UOB,5,64.16290634075577
shapeshift,1,sudden,improved_UOB,6,65.76515031993816
shapeshift,1,sudden,improved_UOB,7,66.31536763893817
shapeshift,1,sudden,improved_UOB,8,64.62536883220153
shapeshift,1,sudden,improved_UOB,9,64.9428327345464
shapeshift,1,sudden,WEOB2,0,65.19422607200558
shapeshift,1,sudden,WEOB2,1,64.88502251763728
shapeshift,1,sudden,WEOB2,2,64.8104736787562
shapeshift,1,sudden,WEOB2,3,65.63058808753917
shapeshift,1,sudden,WEOB2,4,65.39254509375087
shapeshift,1,sudden,WEOB2,5,64.16290634075577
shapeshift,1,sudden,WEOB2,6,65.76515031993816
shapeshift,1,sudden,WEOB2,7,66.31536763893817
shapeshift,1,sudden,WEOB2,8,64.62536883220153
shapeshift,1,sudden,WEOB2,9,64.9428327345464
shapeshift,1,sudden,UOB,0,64.88653933359494
shapeshift,1,sudden,UOB,1,64.69064436420909
shapeshift,1,sudden,UOB,2,64.57495611657473
shapeshift,1,sudden,UOB,3,65.36924836448674
shapeshift,1,sudden,UOB,4,65.126854972591
shapeshift,1,sudden,UOB,5,64.15384657824116
shapeshift,1,sudden,UOB,6,65.67988449078571
shapeshift,1,sudden,UOB,7,66.26548282372929
shapeshift,1,sudden,UOB,8,64.41682341347597
shapeshift,1,sudden,UOB,9,64.38628209299394
shapeshift,1,sudden,RebalanceStream,0,57.56364831419661
shapeshift,1,sudden,RebalanceStream,1,59.128026236609344
shapeshift,1,sudden,RebalanceStream,2,57.961498194366904
shapeshift,1,sudden,RebalanceStream,3,58.42878902900973
shapeshift,1,sudden,RebalanceStream,4,57.37542518332092
shapeshift,1,sudden,RebalanceStream,5,57.1533873673295
shapeshift,1,sudden,RebalanceStream,6,57.31502121547243
shapeshift,1,sudden,RebalanceStream,7,62.23660581157873
shapeshift,1,sudden,RebalanceStream,8,57.441916851489374
shapeshift,1,sudden,RebalanceStream,9,58.53583238585912
shapeshift,1,periodic,improved_OOB,0,67.51817419662258
shapeshift,1,periodic,improved_OOB,1,66.93259322933744
shapeshift,1,periodic,improved_OOB,2,66.64261076131109
shapeshift,1,periodic,improved_OOB,3,67.98059289879406
shapeshift,1,periodic,improved_OOB,4,67.65468322581451
shapeshift,1,periodic,improved_OOB,5,67.89096509497097
shapeshift,1,periodic,improved_OOB,6,67.44884311972123
shapeshift,1,periodic,improved_OOB,7,67.57131409033568
shapeshift,1,periodic,improved_OOB,8,67.21429267182506
shapeshift,1,periodic,improved_OOB,9,67.69442617468692
shapeshift,1,periodic,WEOB1,0,67.54881681055724
shapeshift,1,periodic,WEOB1,1,67.05618330396649
shapeshift,1,periodic,WEOB1,2,66.78998827849858
shapeshift,1,periodic,WEOB1,3,68.07723807445089
shapeshift,1,periodic,WEOB1,4,67.86549069069156
shapeshift,1,periodic,WEOB1,5,68.06157941445944
shapeshift,1,periodic,WEOB1,6,67.48176153425104
shapeshift,1,periodic,WEOB1,7,67.6803147933937
shapeshift,1,periodic,WEOB1,8,67.36883814780352
shapeshift,1,periodic,WEOB1,9,67.58727174141696
shapeshift,1,periodic,CSMOTE,0,64.27287032024918
shapeshift,1,periodic,CSMOTE,1,64.27287032024918
shapeshift,1,periodic,CSMOTE,2,64.27287032024918
shapeshift,1,periodic,CSMOTE,3,64.27287032024918
shapeshift,1,periodic,CSMOTE,4,64.27287032024918
shapeshift,1,periodic,CSMOTE,5,64.27287032024918
shapeshift,1,periodic,CSMOTE,6,64.27287032024918
shapeshift,1,periodic,CSMOTE,7,64.27287032024918
shapeshift,1,periodic,CSMOTE,8,64.27287032024918
shapeshift,1,periodic,CSMOTE,9,64.27287032024918
shapeshift,1,periodic,OOB,0,67.76158753169332
shapeshift,1,periodic,OOB,1,67.33600595345462
shapeshift,1,periodic,OOB,2,67.26248428827972
shapeshift,1,periodic,OOB,3,68.06721688191809
shapeshift,1,periodic,OOB,4,68.00504877211257
shapeshift,1,periodic,OOB,5,67.90691180545775
shapeshift,1,periodic,OOB,6,67.67627434064596
shapeshift,1,periodic,OOB,7,67.69299680350153
shapeshift,1,periodic,OOB,8,67.50831445520853
shapeshift,1,periodic,OOB,9,67.78989508757631
shapeshift,1,periodic,ESOS_ELM,0,60.61424868117153
shapeshift,1,periodic,ESOS_ELM,1,60.4853891336334
shapeshift,1,periodic,ESOS_ELM,2,60.19049335692078
shapeshift,1,periodic,ESOS_ELM,3,60.39204609411926
shapeshift,1,periodic,ESOS_ELM,4,60.70128033051827
shapeshift,1,periodic,ESOS_ELM,5,60.65489429702298
shapeshift,1,periodic,ESOS_ELM,6,61.0835660222588
shapeshift,1,periodic,ESOS_ELM,7,60.681346658721694
shapeshift,1,periodic,ESOS_ELM,8,60.462196141530264
shapeshift,1,periodic,ESOS_ELM,9,60.53010568079244
shapeshift,1,periodic,improved_UOB,0,65.79387652377011
shapeshift,1,periodic,improved_UOB,1,65.73305153296626
shapeshift,1,periodic,improved_UOB,2,65.33325364952765
shapeshift,1,periodic,improved_UOB,3,67.24410210672731
shapeshift,1,periodic,improved_UOB,4,66.75350214228729
shapeshift,1,periodic,improved_UOB,5,66.74094496170021
shapeshift,1,periodic,improved_UOB,6,66.44109560979442
shapeshift,1,periodic,improved_UOB,7,66.42607514855717
shapeshift,1,periodic,improved_UOB,8,66.11993928283412
shapeshift,1,periodic,improved_UOB,9,66.14228090796544
shapeshift,1,periodic,WEOB2,0,65.79387652377011
shapeshift,1,periodic,WEOB2,1,65.73305153296626
shapeshift,1,periodic,WEOB2,2,65.33325364952765
shapeshift,1,periodic,WEOB2,3,67.24410210672731
shapeshift,1,periodic,WEOB2,4,66.75350214228729
shapeshift,1,periodic,WEOB2,5,66.74094496170021
shapeshift,1,periodic,WEOB2,6,66.44109560979442
shapeshift,1,periodic,WEOB2,7,66.42607514855717
shapeshift,1,periodic,WEOB2,8,66.11993928283412
shapeshift,1,periodic,WEOB2,9,66.14228090796544
shapeshift,1,periodic,UOB,0,65.5980406486207
shapeshift,1,periodic,UOB,1,65.52645628292404
shapeshift,1,periodic,UOB,2,65.24149409761473
shapeshift,1,periodic,UOB,3,67.19087336053744
shapeshift,1,periodic,UOB,4,66.83184532857395
shapeshift,1,periodic,UOB,5,66.64925717090571
shapeshift,1,periodic,UOB,6,66.13122139324454
shapeshift,1,periodic,UOB,7,66.15161184206855
shapeshift,1,periodic,UOB,8,65.908117507694
shapeshift,1,periodic,UOB,9,65.9260734777882
shapeshift,1,periodic,RebalanceStream,0,58.14107887455899
shapeshift,1,periodic,RebalanceStream,1,59.152675876135696
shapeshift,1,periodic,RebalanceStream,2,57.66884150531816
shapeshift,1,periodic,RebalanceStream,3,62.72776870877808
shapeshift,1,periodic,RebalanceStream,4,57.81127538386751
shapeshift,1,periodic,RebalanceStream,5,59.1609181519173
shapeshift,1,periodic,RebalanceStream,6,57.94385730803451
shapeshift,1,periodic,RebalanceStream,7,58.006388578801804
shapeshift,1,periodic,RebalanceStream,8,58.664854269836134
shapeshift,1,periodic,RebalanceStream,9,59.813194866946944
shapeshift,2,incremental,improved_OOB,0,67.69442617468692
shapeshift,2,incremental,improved_OOB,1,67.21429267182506
shapeshift,2,incremental,improved_OOB,2,67.57131409033568
shapeshift,2,incremental,improved_OOB,3,67.44884311972123
shapeshift,2,incremental,improved_OOB,4,67.89096509497097
shapeshift,2,incremental,improved_OOB,5,67.65468322581451
shapeshift,2,incremental,improved_OOB,6,67.98059289879406
shapeshift,2,incremental,improved_OOB,7,66.64261076131109
shapeshift,2,incremental,improved_OOB,8,66.93259322933744
shapeshift,2,incremental,improved_OOB,9,67.51817419662258
shapeshift,2,incremental,WEOB1,0,67.58727174141696
shapeshift,2,incremental,WEOB1,1,67.36883814780352
shapeshift,2,incremental,WEOB1,2,67.6803147933937
shapeshift,2,incremental,WEOB1,3,67.48176153425104
shapeshift,2,incremental,WEOB1,4,68.06157941445944
shapeshift,2,incremental,WEOB1,5,67.86549069069156
shapeshift,2,incremental,WEOB1,6,68.07723807445089
shapeshift,2,incremental,WEOB1,7,66.78998827849858
shapeshift,2,incremental,WEOB1,8,67.05618330396649
shapeshift,2,incremental,WEOB1,9,67.54881681055724
shapeshift,2,incremental,CSMOTE,0,65.29479509160862
shapeshift,2,incremental,CSMOTE,1,65.29479509160862
shapeshift,2,incremental,CSMOTE,2,65.29479509160862
shapeshift,2,incremental,CSMOTE,3,65.29479509160862
shapeshift,2,incremental,CSMOTE,4,65.29479509160862
shapeshift,2,incremental,CSMOTE,5,65.29479509160862
shapeshift,2,incremental,CSMOTE,6,65.29479509160862
shapeshift,2,incremental,CSMOTE,7,65.29479509160862
shapeshift,2,incremental,CSMOTE,8,65.29479509160862
shapeshift,2,incremental,CSMOTE,9,65.29479509160862
shapeshift,2,incremental,OOB,0,67.78989508757631
shapeshift,2,incremental,OOB,1,67.50831445520853
shapeshift,2,incremental,OOB,2,67.69299680350153
shapeshift,2,incremental,OOB,3,67.67627434064596
shapeshift,2,incremental,OOB,4,67.90691180545775
shapeshift,2,incremental,OOB,5,68.00504877211257
shapeshift,2,incremental,OOB,6,68.06721688191809
shapeshift,2,incremental,OOB,7,67.26248428827972
shapeshift,2,incremental,OOB,8,67.33600595345462
shapeshift,2,incremental,OOB,9,67.76158753169332
shapeshift,2,incremental,ESOS_ELM,0,61.06225090516129
shapeshift,2,incremental,ESOS_ELM,1,61.066342405929674
shapeshift,2,incremental,ESOS_ELM,2,61.22786337917521
shapeshift,2,incremental,ESOS_ELM,3,61.157463461780296
shapeshift,2,incremental,ESOS_ELM,4,61.06659518994063
shapeshift,2,incremental,ESOS_ELM,5,61.22398833792772
shapeshift,2,incremental,ESOS_ELM,6,61.185414641635056
shapeshift,2,incremental,ESOS_ELM,7,61.10164789832868
shapeshift,2,incremental,ESOS_ELM,8,61.16942240005792
shapeshift,2,incremental,ESOS_ELM,9,61.075503373306276
shapeshift,2,incremental,improved_UOB,0,66.14228090796544
shapeshift,2,incremental,improved_UOB,1,66.11993928283412
shapeshift,2,incremental,improved_UOB,2,66.42607514855717
shapeshift,2,incremental,improved_UOB,3,66.44109560979442
shapeshift,2,incremental,improved_UOB,4,66.74094496170021
shapeshift,2,incremental,improved_UOB,5,66.75350214228729
shapeshift,2,incremental,improved_UOB,6,67.24410210672731
shapeshift,2,incremental,improved_UOB,7,65.33325364952765
shapeshift,2,incremental,improved_UOB,8,65.73305153296626
shapeshift,2,incremental,improved_UOB,9,65.79387652377011
shapeshift,2,incremental,WEOB2,0,66.14228090796544
shapeshift,2,incremental,WEOB2,1,66.11993928283412
shapeshift,2,incremental,WEOB2,2,66.42607514855717
shapeshift,2,incremental,WEOB2,3,66.44109560979442
shapeshift,2,incremental,WEOB2,4,66.74094496170021
shapeshift,2,incremental,WEOB2,5,66.75350214228729
shapeshift,2,incremental,WEOB2,6,67.24410210672731
shapeshift,2,incremental,WEOB2,7,65.33325364952765
shapeshift,2,incremental,WEOB2,8,65.73305153296626
shapeshift,2,incremental,WEOB2,9,65.79387652377011
shapeshift,2,incremental,UOB,0,65.9260734777882
shapeshift,2,incremental,UOB,1,65.908117507694
shapeshift,2,incremental,UOB,2,66.15161184206855
shapeshift,2,incremental,UOB,3,66.13122139324454
shapeshift,2,incremental,UOB,4,66.64925717090571
shapeshift,2,incremental,UOB,5,66.83184532857395
shapeshift,2,incremental,UOB,6,67.19087336053744
shapeshift,2,incremental,UOB,7,65.24149409761473
shapeshift,2,incremental,UOB,8,65.52645628292404
shapeshift,2,incremental,UOB,9,65.5980406486207
shapeshift,2,incremental,RebalanceStream,0,59.813194866946944
shapeshift,2,incremental,RebalanceStream,1,58.664854269836134
shapeshift,2,incremental,RebalanceStream,2,58.006388578801804
shapeshift,2,incremental,RebalanceStream,3,57.94385730803451
shapeshift,2,incremental,RebalanceStream,4,59.1609181519173
shapeshift,2,incremental,RebalanceStream,5,57.81127538386751
shapeshift,2,incremental,RebalanceStream,6,62.72776870877808
shapeshift,2,incremental,RebalanceStream,7,57.66884150531816
shapeshift,2,incremental,RebalanceStream,8,59.152675876135696
shapeshift,2,incremental,RebalanceStream,9,58.14107887455899
shapeshift,2,sudden,improved_OOB,0,67.07772900338739
shapeshift,2,sudden,improved_OOB,1,66.96378011457821
shapeshift,2,sudden,improved_OOB,2,66.61372519280663
shapeshift,2,sudden,improved_OOB,3,67.25038130225906
shapeshift,2,sudden,improved_OOB,4,66.78115905433356
shapeshift,2,sudden,improved_OOB,5,65.88853337448076
shapeshift,2,sudden,improved_OOB,6,67.14138624801915
shapeshift,2,sudden,improved_OOB,7,67.53715759232831
shapeshift,2,sudden,improved_OOB,8,66.77829041147021
shapeshift,2,sudden,improved_OOB,9,66.15393173897715
shapeshift,2,sudden,WEOB1,0,67.16100185898783
shapeshift,2,sudden,WEOB1,1,66.71951335256516
shapeshift,2,sudden,WEOB1,2,66.70257437078432
shapeshift,2,sudden,WEOB1,3,67.32205262865526
shapeshift,2,sudden,WEOB1,4,66.87939394200632
shapeshift,2,sudden,WEOB1,5,65.93503655149286
shapeshift,2,sudden,WEOB1,6,67.32525113655387
shapeshift,2,sudden,WEOB1,7,67.53492578994891
shapeshift,2,sudden,WEOB1,8,66.68635262347954
shapeshift,2,sudden,WEOB1,9,66.19007533983219
shapeshift,2,sudden,CSMOTE,0,65.255539328357
shapeshift,2,sudden,CSMOTE,1,65.255539328357
shapeshift,2,sudden,CSMOTE,2,65.255539328357
shapeshift,2,sudden,CSMOTE,3,65.255539328357
shapeshift,2,sudden,CSMOTE,4,65.255539328357
shapeshift,2,sudden,CSMOTE,5,65.255539328357
shapeshift,2,sudden,CSMOTE,6,65.255539328357
shapeshift,2,sudden,CSMOTE,7,65.255539328357
shapeshift,2,sudden,CSMOTE,8,65.255539328357
shapeshift,2,sudden,CSMOTE,9,65.255539328357
shapeshift,2,sudden,OOB,0,67.23784749219949
shapeshift,2,sudden,OOB,1,67.10839229702523
shapeshift,2,sudden,OOB,2,66.82208705736505
shapeshift,2,sudden,OOB,3,67.31669586849776
shapeshift,2,sudden,OOB,4,67.15664484474416
shapeshift,2,sudden,OOB,5,66.63918218632101
shapeshift,2,sudden,OOB,6,67.53241278929161
shapeshift,2,sudden,OOB,7,67.6497286304448
shapeshift,2,sudden,OOB,8,67.0582293277653
shapeshift,2,sudden,OOB,9,66.67562002870997
shapeshift,2,sudden,ESOS_ELM,0,60.982204296097734
shapeshift,2,sudden,ESOS_ELM,1,61.105172920469116
shapeshift,2,sudden,ESOS_ELM,2,60.87125550483984
shapeshift,2,sudden,ESOS_ELM,3,60.94874863350809
shapeshift,2,sudden,ESOS_ELM,4,61.03108670245291
shapeshift,2,sudden,ESOS_ELM,5,60.95644624045027
shapeshift,2,sudden,ESOS_ELM,6,60.74496362245367
shapeshift,2,sudden,ESOS_ELM,7,60.83079653253742
shapeshift,2,sudden,ESOS_ELM,8,60.86641019654104
shapeshift,2,sudden,ESOS_ELM,9,60.911856106912694
shapeshift,2,sudden,improved_UOB,0,65.19422607200558
shapeshift,2,sudden,improved_UOB,1,64.88502251763728
shapeshift,2,sudden,improved_UOB,2,64.8104736787562
shapeshift,2,sudden,improved_UOB,3,65.63058808753917
shapeshift,2,sudden,improved_UOB,4,65.39254509375087
shapeshift,2,sudden,improved_UOB,5,64.16290634075577
shapeshift,2,sudden,improved_UOB,6,65.76515031993816
shapeshift,2,sudden,improved_UOB,7,66.31536763893817
shapeshift,2,sudden,improved_UOB,8,64.62536883220153
shapeshift,2,sudden,improved_UOB,9,64.9428327345464
shapeshift,2,sudden,WEOB2,0,65.19422607200558
shapeshift,2,sudden,WEOB2,1,64.88502251763728
shapeshift,2,sudden,WEOB2,2,64.8104736787562
shapeshift,2,sudden,WEOB2,3,65.63058808753917
shapeshift,2,sudden,WEOB2,4,65.39254509375087
shapeshift,2,sudden,WEOB2,5,64.16290634075577
shapeshift,2,sudden,WEOB2,6,65.76515031993816
shapeshift,2,sudden,WEOB2,7,66.31536763893817
shapeshift,2,sudden,WEOB2,8,64.62536883220153
shapeshift,2,sudden,WEOB2,9,64.9428327345464
shapeshift,2,sudden,UOB,0,64.88653933359494
shapeshift,2,sudden,UOB,1,64.69064436420909
shapeshift,2,sudden,UOB,2,64.57495611657473
shapeshift,2,sudden,UOB,3,65.36924836448674
shapeshift,2,sudden,UOB,4,65.126854972591
shapeshift,2,sudden,UOB,5,64.15384657824116
shapeshift,2,sudden,UOB,6,65.67988449078571
shapeshift,2,sudden,UOB,7,66.26548282372929
shapeshift,2,sudden,UOB,8,64.41682341347597
shapeshift,2,sudden,UOB,9,64.38628209299394
shapeshift,2,sudden,RebalanceStream,0,57.56364831419661
shapeshift,2,sudden,RebalanceStream,1,59.128026236609344
shapeshift,2,sudden,RebalanceStream,2,57.961498194366904
shapeshift,2,sudden,RebalanceStream,3,58.42878902900973
shapeshift,2,sudden,RebalanceStream,4,57.37542518332092
shapeshift,2,sudden,RebalanceStream,5,57.1533873673295
shapeshift,2,sudden,RebalanceStream,6,57.31502121547243
shapeshift,2,sudden,RebalanceStream,7,62.23660581157873
shapeshift,2,sudden,RebalanceStream,8,57.441916851489374
shapeshift,2,sudden,RebalanceStream,9,58.53583238585912
shapeshift,2,periodic,improved_OOB,0,67.51817419662258
shapeshift,2,periodic,improved_OOB,1,66.93259322933744
shapeshift,2,periodic,improved_OOB,2,66.64261076131109
shapeshift,2,periodic,improved_OOB,3,67.98059289879406
shapeshift,2,periodic,improved_OOB,4,67.65468322581451
shapeshift,2,periodic,improved_OOB,5,67.89096509497097
shapeshift,2,periodic,improved_OOB,6,67.44884311972123
shapeshift,2,periodic,improved_OOB,7,67.57131409033568
shapeshift,2,periodic,improved_OOB,8,67.21429267182506
shapeshift,2,periodic,improved_OOB,9,67.69442617468692
shapeshift,2,periodic,WEOB1,0,67.54881681055724
shapeshift,2,periodic,WEOB1,1,67.05618330396649
shapeshift,2,periodic,WEOB1,2,66.78998827849858
shapeshift,2,periodic,WEOB1,3,68.07723807445089
shapeshift,2,periodic,WEOB1,4,67.86549069069156
shapeshift,2,periodic,WEOB1,5,68.06157941445944
shapeshift,2,periodic,WEOB1,6,67.48176153425104
shapeshift,2,periodic,WEOB1,7,67.6803147933937
shapeshift,2,periodic,WEOB1,8,67.36883814780352
shapeshift,2,periodic,WEOB1,9,67.58727174141696
shapeshift,2,periodic,CSMOTE,0,65.18830062261095
shapeshift,2,periodic,CSMOTE,1,65.18830062261095
shapeshift,2,periodic,CSMOTE,2,65.18830062261095
shapeshift,2,periodic,CSMOTE,3,65.18830062261095
shapeshift,2,periodic,CSMOTE,4,65.18830062261095
shapeshift,2,periodic,CSMOTE,5,65.18830062261095
shapeshift,2,periodic,CSMOTE,6,65.18830062261095
shapeshift,2,periodic,CSMOTE,7,65.18830062261095
shapeshift,2,periodic,CSMOTE,8,65.18830062261095
shapeshift,2,periodic,CSMOTE,9,65.18830062261095
shapeshift,2,periodic,OOB,0,67.76158753169332
shapeshift,2,periodic,OOB,1,67.33600595345462
shapeshift,2,periodic,OOB,2,67.26248428827972
shapeshift,2,periodic,OOB,3,68.06721688191809
shapeshift,2,periodic,OOB,4,68.00504877211257
shapeshift,2,periodic,OOB,5,67.90691180545775
shapeshift,2,periodic,OOB,6,67.67627434064596
shapeshift,2,periodic,OOB,7,67.69299680350153
shapeshift,2,periodic,OOB,8,67.50831445520853
shapeshift,2,periodic,OOB,9,67.78989508757631
shapeshift,2,periodic,ESOS_ELM,0,60.70871216855346
shapeshift,2,periodic,ESOS_ELM,1,60.63609014218092
shapeshift,2,periodic,ESOS_ELM,2,60.34935720437262
shapeshift,2,periodic,ESOS_ELM,3,60.37696557874544
shapeshift,2,periodic,ESOS_ELM,4,60.35912721738838
shapeshift,2,periodic,ESOS_ELM,5,60.38109657492804
shapeshift,2,periodic,ESOS_ELM,6,60.35828379523973
shapeshift,2,periodic,ESOS_ELM,7,60.47266028458408
shapeshift,2,periodic,ESOS_ELM,8,60.37624279067004
shapeshift,2,periodic,ESOS_ELM,9,60.52622803842736
shapeshift,2,periodic,improved_UOB,0,65.79387652377011
shapeshift,2,periodic,improved_UOB,1,65.73305153296626
shapeshift,2,periodic,improved_UOB,2,65.33325364952765
shapeshift,2,periodic,improved_UOB,3,67.24410210672731
shapeshift,2,periodic,improved_UOB,4,66.75350214228729
shapeshift,2,periodic,improved_UOB,5,66.74094496170021
shapeshift,2,periodic,improved_UOB,6,66.44109560979442
shapeshift,2,periodic,improved_UOB,7,66.42607514855717
shapeshift,2,periodic,improved_UOB,8,66.11993928283412
shapeshift,2,periodic,improved_UOB,9,66.14228090796544
shapeshift,2,periodic,WEOB2,0,65.79387652377011
shapeshift,2,periodic,WEOB2,1,65.73305153296626
shapeshift,2,periodic,WEOB2,2,65.33325364952765
shapeshift,2,periodic,WEOB2,3,67.24410210672731
shapeshift,2,periodic,WEOB2,4,66.75350214228729
shapeshift,2,periodic,WEOB2,5,66.74094496170021
shapeshift,2,periodic,WEOB2,6,66.44109560979442
shapeshift,2,periodic,WEOB2,7,66.42607514855717
shapeshift,2,periodic,WEOB2,8,66.11993928283412
shapeshift,2,periodic,WEOB2,9,66.14228090796544
shapeshift,2,periodic,UOB,0,65.5980406486207
shapeshift,2,periodic,UOB,1,65.52645628292404
shapeshift,2,periodic,UOB,2,65.24149409761473
shapeshift,2,periodic,UOB,3,67.19087336053744
shapeshift,2,periodic,UOB,4,66.83184532857395
shapeshift,2,periodic,UOB,5,66.64925717090571
shapeshift,2,periodic,UOB,6,66.13122139324454
shapeshift,2,periodic,UOB,7,66.15161184206855
shapeshift,2,periodic,UOB,8,65.908117507694
shapeshift,2,periodic,UOB,9,65.9260734777882
shapeshift,2,periodic,RebalanceStream,0,58.14107887455899
shapeshift,2,periodic,RebalanceStream,1,59.152675876135696
shapeshift,2,periodic,RebalanceStream,2,57.66884150531816
shapeshift,2,periodic,RebalanceStream,3,62.72776870877808
shapeshift,2,periodic,RebalanceStream,4,57.81127538386751
shapeshift,2,periodic,RebalanceStream,5,59.1609181519173
shapeshift,2,periodic,RebalanceStream,6,57.94385730803451
shapeshift,2,periodic,RebalanceStream,7,58.006388578801804
shapeshift,2,periodic,RebalanceStream,8,58.664854269836134
shapeshift,2,periodic,RebalanceStream,9,59.813194866946944
shapeshift,3,incremental,improved_OOB,0,67.69442617468692
shapeshift,3,incremental,improved_OOB,1,67.21429267182506
shapeshift,3,incremental,improved_OOB,2,67.57131409033568
shapeshift,3,incremental,improved_OOB,3,67.44884311972123
shapeshift,3,incremental,improved_OOB,4,67.89096509497097
shapeshift,3,incremental,improved_OOB,5,67.65468322581451
shapeshift,3,incremental,improved_OOB,6,67.98059289879406
shapeshift,3,incremental,improved_OOB,7,66.64261076131109
shapeshift,3,incremental,improved_OOB,8,66.93259322933744
shapeshift,3,incremental,improved_OOB,9,67.51817419662258
shapeshift,3,incremental,WEOB1,0,67.58727174141696
shapeshift,3,incremental,WEOB1,1,67.36883814780352
shapeshift,3,incremental,WEOB1,2,67.6803147933937
shapeshift,3,incremental,WEOB1,3,67.48176153425104
shapeshift,3,incremental,WEOB1,4,68.06157941445944
shapeshift,3,incremental,WEOB1,5,67.86549069069156
shapeshift,3,incremental,WEOB1,6,68.07723807445089
shapeshift,3,incremental,WEOB1,7,66.78998827849858
shapeshift,3,incremental,WEOB1,8,67.05618330396649
shapeshift,3,incremental,WEOB1,9,67.54881681055724
shapeshift,3,incremental,CSMOTE,0,65.57592286119389
shapeshift,3,incremental,CSMOTE,1,65.57592286119389
shapeshift,3,incremental,CSMOTE,2,65.57592286119389
shapeshift,3,incremental,CSMOTE,3,65.57592286119389
shapeshift,3,incremental,CSMOTE,4,65.57592286119389
shapeshift,3,incremental,CSMOTE,5,65.57592286119389
shapeshift,3,incremental,CSMOTE,6,65.57592286119389
shapeshift,3,incremental,CSMOTE,7,65.57592286119389
shapeshift,3,incremental,CSMOTE,8,65.57592286119389
shapeshift,3,incremental,CSMOTE,9,65.57592286119389
shapeshift,3,incremental,OOB,0,67.78989508757631
shapeshift,3,incremental,OOB,1,67.50831445520853
shapeshift,3,incremental,OOB,2,67.69299680350153
shapeshift,3,incremental,OOB,3,67.67627434064596
shapeshift,3,incremental,OOB,4,67.90691180545775
shapeshift,3,incremental,OOB,5,68.00504877211257
shapeshift,3,incremental,OOB,6,68.06721688191809
shapeshift,3,incremental,OOB,7,67.26248428827972
shapeshift,3,incremental,OOB,8,67.33600595345462
shapeshift,3,incremental,OOB,9,67.76158753169332
shapeshift,3,incremental,ESOS_ELM,0,61.18149271366333
