drift,unbalance,type,alg,exp,gmean
sine_P(x_y),2,incremental,improved_UOB,5,70.21958324886569
sine_P(x_y),2,incremental,improved_UOB,6,70.26730211387509
sine_P(x_y),2,incremental,improved_UOB,7,70.20380878383085
sine_P(x_y),2,incremental,improved_UOB,8,70.17275161507216
sine_P(x_y),2,incremental,improved_UOB,9,70.24129737498228
sine_P(x_y),2,incremental,WEOB2,0,70.22312606680221
sine_P(x_y),2,incremental,WEOB2,1,70.22804495820351
sine_P(x_y),2,incremental,WEOB2,2,70.21327836395358
sine_P(x_y),2,incremental,WEOB2,3,70.1804816729322
sine_P(x_y),2,incremental,WEOB2,4,70.2032148854025
sine_P(x_y),2,incremental,WEOB2,5,70.21958324886569
sine_P(x_y),2,incremental,WEOB2,6,70.26730211387509
sine_P(x_y),2,incremental,WEOB2,7,70.20380878383085
sine_P(x_y),2,incremental,WEOB2,8,70.17275161507216
sine_P(x_y),2,incremental,WEOB2,9,70.24129737498228
sine_P(x_y),2,incremental,UOB,0,70.16213148556258
sine_P(x_y),2,incremental,UOB,1,70.1292215923235
sine_P(x_y),2,incremental,UOB,2,70.12740581698377
sine_P(x_y),2,incremental,UOB,3,70.14229681435323
sine_P(x_y),2,incremental,UOB,4,70.13141701510942
sine_P(x_y),2,incremental,UOB,5,70.15063272589364
sine_P(x_y),2,incremental,UOB,6,70.0895329457852
sine_P(x_y),2,incremental,UOB,7,70.13747290782452
sine_P(x_y),2,incremental,UOB,8,70.12215940629541
sine_P(x_y),2,incremental,UOB,9,70.16244180636343
sine_P(x_y),2,incremental,CSMOTE,0,69.70861750472655
sine_P(x_y),2,incremental,CSMOTE,1,69.70861750472655
sine_P(x_y),2,incremental,CSMOTE,2,69.70861750472655
sine_P(x_y),2,incremental,CSMOTE,3,69.70861750472655
sine_P(x_y),2,incremental,CSMOTE,4,69.70861750472655
sine_P(x_y),2,incremental,CSMOTE,5,69.70861750472655
sine_P(x_y),2,incremental,CSMOTE,6,69.70861750472655
sine_P(x_y),2,incremental,CSMOTE,7,69.70861750472655
sine_P(x_y),2,incremental,CSMOTE,8,69.70861750472655
sine_P(x_y),2,incremental,CSMOTE,9,69.70861750472655
sine_P(x_y),2,incremental,RebalanceStream,0,69.84485577272508
sine_P(x_y),2,incremental,RebalanceStream,1,69.84485577272508
sine_P(x_y),2,incremental,RebalanceStream,2,69.84485577272508
sine_P(x_y),2,incremental,RebalanceStream,3,69.84485577272508
sine_P(x_y),2,incremental,RebalanceStream,4,69.84485577272508
sine_P(x_y),2,incremental,RebalanceStream,5,69.84485577272508
sine_P(x_y),2,incremental,RebalanceStream,6,69.84485577272508
sine_P(x_y),2,incremental,RebalanceStream,7,69.84485577272508
sine_P(x_y),2,incremental,RebalanceStream,8,69.84485577272508
sine_P(x_y),2,incremental,RebalanceStream,9,69.84485577272508
sine_P(x_y),2,sudden,improved_OOB,0,70.36282426337037
sine_P(x_y),2,sudden,improved_OOB,1,70.36140827476605
sine_P(x_y),2,sudden,improved_OOB,2,70.33176443998357
sine_P(x_y),2,sudden,improved_OOB,3,70.31493130882401
sine_P(x_y),2,sudden,improved_OOB,4,70.352527110572
sine_P(x_y),2,sudden,improved_OOB,5,70.36547033509592
sine_P(x_y),2,sudden,improved_OOB,6,70.317389289266
sine_P(x_y),2,sudden,improved_OOB,7,70.31896594394004
sine_P(x_y),2,sudden,improved_OOB,8,70.34812732479884
sine_P(x_y),2,sudden,improved_OOB,9,70.32602772010662
sine_P(x_y),2,sudden,WEOB1,0,70.36332706194877
sine_P(x_y),2,sudden,WEOB1,1,70.37299367222377
sine_P(x_y),2,sudden,WEOB1,2,70.36268586373474
sine_P(x_y),2,sudden,WEOB1,3,70.33477598612765
sine_P(x_y),2,sudden,WEOB1,4,70.37492674791005
sine_P(x_y),2,sudden,WEOB1,5,70.3726431175545
sine_P(x_y),2,sudden,WEOB1,6,70.34031102444246
sine_P(x_y),2,sudden,WEOB1,7,70.34000242562678
sine_P(x_y),2,sudden,WEOB1,8,70.36073932633299
sine_P(x_y),2,sudden,WEOB1,9,70.35215090319866
sine_P(x_y),2,sudden,OOB,0,70.39578488523235
sine_P(x_y),2,sudden,OOB,1,70.38855728758475
sine_P(x_y),2,sudden,OOB,2,70.3715841378872
sine_P(x_y),2,sudden,OOB,3,70.36342941244699
sine_P(x_y),2,sudden,OOB,4,70.38656143998404
sine_P(x_y),2,sudden,OOB,5,70.37988915773224
sine_P(x_y),2,sudden,OOB,6,70.39301193881876
sine_P(x_y),2,sudden,OOB,7,70.365945769533
sine_P(x_y),2,sudden,OOB,8,70.36787308299829
sine_P(x_y),2,sudden,OOB,9,70.3844093264189
sine_P(x_y),2,sudden,ESOS_ELM,0,65.41337989451725
sine_P(x_y),2,sudden,ESOS_ELM,1,65.38773008950344
sine_P(x_y),2,sudden,ESOS_ELM,2,65.42191944799139
sine_P(x_y),2,sudden,ESOS_ELM,3,65.35518335452028
sine_P(x_y),2,sudden,ESOS_ELM,4,65.39255018739048
sine_P(x_y),2,sudden,ESOS_ELM,5,65.40642636676833
sine_P(x_y),2,sudden,ESOS_ELM,6,65.38096788088875
sine_P(x_y),2,sudden,ESOS_ELM,7,65.39787999850472
sine_P(x_y),2,sudden,ESOS_ELM,8,65.4293689667876
sine_P(x_y),2,sudden,ESOS_ELM,9,65.39278796269673
sine_P(x_y),2,sudden,improved_UOB,0,70.22944564137374
sine_P(x_y),2,sudden,improved_UOB,1,70.2424979358723
sine_P(x_y),2,sudden,improved_UOB,2,70.21912094446016
sine_P(x_y),2,sudden,improved_UOB,3,70.18283165527687
sine_P(x_y),2,sudden,improved_UOB,4,70.200200902182
sine_P(x_y),2,sudden,improved_UOB,5,70.21490167870529
sine_P(x_y),2,sudden,improved_UOB,6,70.28193533621912
sine_P(x_y),2,sudden,improved_UOB,7,70.23175694154119
sine_P(x_y),2,sudden,improved_UOB,8,70.17020537089277
sine_P(x_y),2,sudden,improved_UOB,9,70.2117656580156
sine_P(x_y),2,sudden,WEOB2,0,70.22944564137374
sine_P(x_y),2,sudden,WEOB2,1,70.2424979358723
sine_P(x_y),2,sudden,WEOB2,2,70.21912094446016
sine_P(x_y),2,sudden,WEOB2,3,70.18283165527687
sine_P(x_y),2,sudden,WEOB2,4,70.200200902182
sine_P(x_y),2,sudden,WEOB2,5,70.21490167870529
sine_P(x_y),2,sudden,WEOB2,6,70.28193533621912
sine_P(x_y),2,sudden,WEOB2,7,70.23175694154119
sine_P(x_y),2,sudden,WEOB2,8,70.17020537089277
sine_P(x_y),2,sudden,WEOB2,9,70.2117656580156
sine_P(x_y),2,sudden,UOB,0,70.17584865115137
sine_P(x_y),2,sudden,UOB,1,70.11905557654194
sine_P(x_y),2,sudden,UOB,2,70.12850547564899
sine_P(x_y),2,sudden,UOB,3,70.14478177760745
sine_P(x_y),2,sudden,UOB,4,70.13775237360501
sine_P(x_y),2,sudden,UOB,5,70.15415896163759
sine_P(x_y),2,sudden,UOB,6,70.12851633771433
sine_P(x_y),2,sudden,UOB,7,70.1611388741711
sine_P(x_y),2,sudden,UOB,8,70.13423388178394
sine_P(x_y),2,sudden,UOB,9,70.16620312590553
sine_P(x_y),2,sudden,CSMOTE,0,69.87705728340052
sine_P(x_y),2,sudden,CSMOTE,1,69.87705728340052
sine_P(x_y),2,sudden,CSMOTE,2,69.87705728340052
sine_P(x_y),2,sudden,CSMOTE,3,69.87705728340052
sine_P(x_y),2,sudden,CSMOTE,4,69.87705728340052
sine_P(x_y),2,sudden,CSMOTE,5,69.87705728340052
sine_P(x_y),2,sudden,CSMOTE,6,69.87705728340052
sine_P(x_y),2,sudden,CSMOTE,7,69.87705728340052
sine_P(x_y),2,sudden,CSMOTE,8,69.87705728340052
sine_P(x_y),2,sudden,CSMOTE,9,69.87705728340052
sine_P(x_y),2,sudden,RebalanceStream,0,69.85589122620468
sine_P(x_y),2,sudden,RebalanceStream,1,69.85589122620468
sine_P(x_y),2,sudden,RebalanceStream,2,69.85589122620468
sine_P(x_y),2,sudden,RebalanceStream,3,69.85589122620468
sine_P(x_y),2,sudden,RebalanceStream,4,69.85589122620468
sine_P(x_y),2,sudden,RebalanceStream,5,69.85589122620468
sine_P(x_y),2,sudden,RebalanceStream,6,69.85589122620468
sine_P(x_y),2,sudden,RebalanceStream,7,69.85589122620468
sine_P(x_y),2,sudden,RebalanceStream,8,69.85589122620468
sine_P(x_y),2,sudden,RebalanceStream,9,69.85589122620468
jitter,1,incremental,improved_OOB,0,67.69442617468692
jitter,1,incremental,improved_OOB,1,67.21429267182506
jitter,1,incremental,improved_OOB,2,67.57131409033568
jitter,1,incremental,improved_OOB,3,67.44884311972123
jitter,1,incremental,improved_OOB,4,67.89096509497097
jitter,1,incremental,improved_OOB,5,67.65468322581451
jitter,1,incremental,improved_OOB,6,67.98059289879406
jitter,1,incremental,improved_OOB,7,66.64261076131109
jitter,1,incremental,improved_OOB,8,66.93259322933744
jitter,1,incremental,improved_OOB,9,67.51817419662258
jitter,1,incremental,WEOB1,0,67.58727174141696
jitter,1,incremental,WEOB1,1,67.36883814780352
jitter,1,incremental,WEOB1,2,67.6803147933937
jitter,1,incremental,WEOB1,3,67.48176153425104
jitter,1,incremental,WEOB1,4,68.06157941445944
jitter,1,incremental,WEOB1,5,67.86549069069156
jitter,1,incremental,WEOB1,6,68.07723807445089
jitter,1,incremental,WEOB1,7,66.78998827849858
jitter,1,incremental,WEOB1,8,67.05618330396649
jitter,1,incremental,WEOB1,9,67.54881681055724
jitter,1,incremental,CSMOTE,0,63.12492595289929
jitter,1,incremental,CSMOTE,1,63.12492595289929
jitter,1,incremental,CSMOTE,2,63.12492595289929
jitter,1,incremental,CSMOTE,3,63.12492595289929
jitter,1,incremental,CSMOTE,4,63.12492595289929
jitter,1,incremental,CSMOTE,5,63.12492595289929
jitter,1,incremental,CSMOTE,6,63.12492595289929
jitter,1,incremental,CSMOTE,7,63.12492595289929
jitter,1,incremental,CSMOTE,8,63.12492595289929
jitter,1,incremental,CSMOTE,9,63.12492595289929
jitter,1,incremental,OOB,0,67.78989508757631
jitter,1,incremental,OOB,1,67.50831445520853
jitter,1,incremental,OOB,2,67.69299680350153
jitter,1,incremental,OOB,3,67.67627434064596
jitter,1,incremental,OOB,4,67.90691180545775
jitter,1,incremental,OOB,5,68.00504877211257
jitter,1,incremental,OOB,6,68.06721688191809
jitter,1,incremental,OOB,7,67.26248428827972
jitter,1,incremental,OOB,8,67.33600595345462
jitter,1,incremental,OOB,9,67.76158753169332
jitter,1,incremental,ESOS_ELM,0,60.67069030797758
jitter,1,incremental,ESOS_ELM,1,60.169434456903765
jitter,1,incremental,ESOS_ELM,2,60.19937988523983
jitter,1,incremental,ESOS_ELM,3,60.64367726161099
jitter,1,incremental,ESOS_ELM,4,61.094361237198974
jitter,1,incremental,ESOS_ELM,5,60.95992514384045
jitter,1,incremental,ESOS_ELM,6,60.28058450375752
jitter,1,incremental,ESOS_ELM,7,60.69637502422163
jitter,1,incremental,ESOS_ELM,8,60.4788345810073
jitter,1,incremental,ESOS_ELM,9,61.08660100420195
jitter,1,incremental,improved_UOB,0,66.14228090796544
jitter,1,incremental,improved_UOB,1,66.11993928283412
jitter,1,incremental,improved_UOB,2,66.42607514855717
jitter,1,incremental,improved_UOB,3,66.44109560979442
jitter,1,incremental,improved_UOB,4,66.74094496170021
jitter,1,incremental,improved_UOB,5,66.75350214228729
jitter,1,incremental,improved_UOB,6,67.24410210672731
jitter,1,incremental,improved_UOB,7,65.33325364952765
jitter,1,incremental,improved_UOB,8,65.73305153296626
jitter,1,incremental,improved_UOB,9,65.79387652377011
jitter,1,incremental,WEOB2,0,66.14228090796544
jitter,1,incremental,WEOB2,1,66.11993928283412
jitter,1,incremental,WEOB2,2,66.42607514855717
jitter,1,incremental,WEOB2,3,66.44109560979442
jitter,1,incremental,WEOB2,4,66.74094496170021
jitter,1,incremental,WEOB2,5,66.75350214228729
jitter,1,incremental,WEOB2,6,67.24410210672731
jitter,1,incremental,WEOB2,7,65.33325364952765
jitter,1,incremental,WEOB2,8,65.73305153296626
jitter,1,incremental,WEOB2,9,65.79387652377011
jitter,1,incremental,UOB,0,65.9260734777882
jitter,1,incremental,UOB,1,65.908117507694
jitter,1,incremental,UOB,2,66.15161184206855
jitter,1,incremental,UOB,3,66.13122139324454
jitter,1,incremental,UOB,4,66.64925717090571
jitter,1,incremental,UOB,5,66.83184532857395
jitter,1,incremental,UOB,6,67.19087336053744
jitter,1,incremental,UOB,7,65.24149409761473
jitter,1,incremental,UOB,8,65.52645628292404
jitter,1,incremental,UOB,9,65.5980406486207
jitter,1,incremental,RebalanceStream,0,59.813194866946944
jitter,1,incremental,RebalanceStream,1,58.664854269836134
jitter,1,incremental,RebalanceStream,2,58.006388578801804
jitter,1,incremental,RebalanceStream,3,57.94385730803451
jitter,1,incremental,RebalanceStream,4,59.1609181519173
jitter,1,incremental,RebalanceStream,5,57.81127538386751
jitter,1,incremental,RebalanceStream,6,62.72776870877808
jitter,1,incremental,RebalanceStream,7,57.66884150531816
jitter,1,incremental,RebalanceStream,8,59.152675876135696
jitter,1,incremental,RebalanceStream,9,58.14107887455899
jitter,1,sudden,improved_OOB,0,67.07772900338739
jitter,1,sudden,improved_OOB,1,66.96378011457821
jitter,1,sudden,improved_OOB,2,66.61372519280663
jitter,1,sudden,improved_OOB,3,67.25038130225906
jitter,1,sudden,improved_OOB,4,66.78115905433356
jitter,1,sudden,improved_OOB,5,65.88853337448076
jitter,1,sudden,improved_OOB,6,67.14138624801915
jitter,1,sudden,improved_OOB,7,67.53715759232831
jitter,1,sudden,improved_OOB,8,66.77829041147021
jitter,1,sudden,improved_OOB,9,66.15393173897715
jitter,1,sudden,WEOB1,0,67.16100185898783
jitter,1,sudden,WEOB1,1,66.71951335256516
jitter,1,sudden,WEOB1,2,66.70257437078432
jitter,1,sudden,WEOB1,3,67.32205262865526
jitter,1,sudden,WEOB1,4,66.87939394200632
jitter,1,sudden,WEOB1,5,65.93503655149286
jitter,1,sudden,WEOB1,6,67.32525113655387
jitter,1,sudden,WEOB1,7,67.53492578994891
jitter,1,sudden,WEOB1,8,66.68635262347954
jitter,1,sudden,WEOB1,9,66.19007533983219
jitter,1,sudden,CSMOTE,0,65.08266301936467
jitter,1,sudden,CSMOTE,1,65.08266301936467
jitter,1,sudden,CSMOTE,2,65.08266301936467
jitter,1,sudden,CSMOTE,3,65.08266301936467
jitter,1,sudden,CSMOTE,4,65.08266301936467
jitter,1,sudden,CSMOTE,5,65.08266301936467
jitter,1,sudden,CSMOTE,6,65.08266301936467
jitter,1,sudden,CSMOTE,7,65.08266301936467
jitter,1,sudden,CSMOTE,8,65.08266301936467
jitter,1,sudden,CSMOTE,9,65.08266301936467
jitter,1,sudden,OOB,0,67.23784749219949
jitter,1,sudden,OOB,1,67.10839229702523
jitter,1,sudden,OOB,2,66.82208705736505
jitter,1,sudden,OOB,3,67.31669586849776
jitter,1,sudden,OOB,4,67.15664484474416
jitter,1,sudden,OOB,5,66.63918218632101
jitter,1,sudden,OOB,6,67.53241278929161
jitter,1,sudden,OOB,7,67.6497286304448
jitter,1,sudden,OOB,8,67.0582293277653
jitter,1,sudden,OOB,9,66.67562002870997
jitter,1,sudden,ESOS_ELM,0,63.40848303018579
jitter,1,sudden,ESOS_ELM,1,63.567143422673006
jitter,1,sudden,ESOS_ELM,2,63.47888834095788
jitter,1,sudden,ESOS_ELM,3,63.69817315702007
jitter,1,sudden,ESOS_ELM,4,63.54682032497806
jitter,1,sudden,ESOS_ELM,5,63.461755121367375
jitter,1,sudden,ESOS_ELM,6,63.651803063516944
jitter,1,sudden,ESOS_ELM,7,63.19579899074618
jitter,1,sudden,ESOS_ELM,8,63.55155120808247
jitter,1,sudden,ESOS_ELM,9,63.44712509752914
jitter,1,sudden,improved_UOB,0,65.19422607200558
jitter,1,sudden,improved_UOB,1,64.88502251763728
jitter,1,sudden,improved_UOB,2,64.8104736787562
jitter,1,sudden,improved_UOB,3,65.63058808753917
jitter,1,sudden,improved_UOB,4,65.39254509375087
jitter,1,sudden,improved_UOB,5,64.16290634075577
jitter,1,sudden,improved_UOB,6,65.76515031993816
jitter,1,sudden,improved_UOB,7,66.31536763893817
jitter,1,sudden,improved_UOB,8,64.62536883220153
jitter,1,sudden,improved_UOB,9,64.9428327345464
jitter,1,sudden,WEOB2,0,65.19422607200558
jitter,1,sudden,WEOB2,1,64.88502251763728
jitter,1,sudden,WEOB2,2,64.8104736787562
jitter,1,sudden,WEOB2,3,65.63058808753917
jitter,1,sudden,WEOB2,4,65.39254509375087
jitter,1,sudden,WEOB2,5,64.16290634075577
jitter,1,sudden,WEOB2,6,65.76515031993816
jitter,1,sudden,WEOB2,7,66.31536763893817
jitter,1,sudden,WEOB2,8,64.62536883220153
jitter,1,sudden,WEOB2,9,64.9428327345464
jitter,1,sudden,UOB,0,64.88653933359494
jitter,1,sudden,UOB,1,64.69064436420909
jitter,1,sudden,UOB,2,64.57495611657473
jitter,1,sudden,UOB,3,65.36924836448674
jitter,1,sudden,UOB,4,65.126854972591
jitter,1,sudden,UOB,5,64.15384657824116
jitter,1,sudden,UOB,6,65.67988449078571
jitter,1,sudden,UOB,7,66.26548282372929
jitter,1,sudden,UOB,8,64.41682341347597
jitter,1,sudden,UOB,9,64.38628209299394
jitter,1,sudden,RebalanceStream,0,57.56364831419661
jitter,1,sudden,RebalanceStream,1,59.128026236609344
jitter,1,sudden,RebalanceStream,2,57.961498194366904
jitter,1,sudden,RebalanceStream,3,58.42878902900973
jitter,1,sudden,RebalanceStream,4,57.37542518332092
jitter,1,sudden,RebalanceStream,5,57.1533873673295
jitter,1,sudden,RebalanceStream,6,57.31502121547243
jitter,1,sudden,RebalanceStream,7,62.23660581157873
jitter,1,sudden,RebalanceStream,8,57.441916851489374
jitter,1,sudden,RebalanceStream,9,58.53583238585912
jitter,1,periodic,improved_OOB,0,67.51817419662258
jitter,1,periodic,improved_OOB,1,66.93259322933744
jitter,1,periodic,improved_OOB,2,66.64261076131109
jitter,1,periodic,improved_OOB,3,67.98059289879406
jitter,1,periodic,improved_OOB,4,67.65468322581451
jitter,1,periodic,improved_OOB,5,67.89096509497097
jitter,1,periodic,improved_OOB,6,67.44884311972123
jitter,1,periodic,improved_OOB,7,67.57131409033568
jitter,1,periodic,improved_OOB,8,67.21429267182506
jitter,1,periodic,improved_OOB,9,67.69442617468692
jitter,1,periodic,WEOB1,0,67.54881681055724
jitter,1,periodic,WEOB1,1,67.05618330396649
jitter,1,periodic,WEOB1,2,66.78998827849858
jitter,1,periodic,WEOB1,3,68.07723807445089
jitter,1,periodic,WEOB1,4,67.86549069069156
jitter,1,periodic,WEOB1,5,68.06157941445944
jitter,1,periodic,WEOB1,6,67.48176153425104
jitter,1,periodic,WEOB1,7,67.6803147933937
jitter,1,periodic,WEOB1,8,67.36883814780352
jitter,1,periodic,WEOB1,9,67.58727174141696
jitter,1,periodic,CSMOTE,0,63.12492595289929
jitter,1,periodic,CSMOTE,1,63.12492595289929
jitter,1,periodic,CSMOTE,2,63.12492595289929
jitter,1,periodic,CSMOTE,3,63.12492595289929
jitter,1,periodic,CSMOTE,4,63.12492595289929
jitter,1,periodic,CSMOTE,5,63.12492595289929
jitter,1,periodic,CSMOTE,6,63.12492595289929
jitter,1,periodic,CSMOTE,7,63.12492595289929
jitter,1,periodic,CSMOTE,8,63.12492595289929
jitter,1,periodic,CSMOTE,9,63.12492595289929
jitter,1,periodic,OOB,0,67.76158753169332
jitter,1,periodic,OOB,1,67.33600595345462
jitter,1,periodic,OOB,2,67.26248428827972
jitter,1,periodic,OOB,3,68.06721688191809
jitter,1,periodic,OOB,4,68.00504877211257
jitter,1,periodic,OOB,5,67.90691180545775
jitter,1,periodic,OOB,6,67.67627434064596
jitter,1,periodic,OOB,7,67.69299680350153
jitter,1,periodic,OOB,8,67.50831445520853
jitter,1,periodic,OOB,9,67.78989508757631
jitter,1,periodic,ESOS_ELM,0,60.96786615541345
jitter,1,periodic,ESOS_ELM,1,60.486262583778625
jitter,1,periodic,ESOS_ELM,2,60.30340713070306
jitter,1,periodic,ESOS_ELM,3,59.62657246201671
jitter,1,periodic,ESOS_ELM,4,61.12284016107983
jitter,1,periodic,ESOS_ELM,5,59.71105151574712
jitter,1,periodic,ESOS_ELM,6,60.405097551885774
jitter,1,periodic,ESOS_ELM,7,59.95183322763678
jitter,1,periodic,ESOS_ELM,8,60.24600144078191
jitter,1,periodic,ESOS_ELM,9,60.78534221359204
jitter,1,periodic,improved_UOB,0,65.79387652377011
jitter,1,periodic,improved_UOB,1,65.73305153296626
jitter,1,periodic,improved_UOB,2,65.33325364952765
jitter,1,periodic,improved_UOB,3,67.24410210672731
jitter,1,periodic,improved_UOB,4,66.75350214228729
jitter,1,periodic,improved_UOB,5,66.74094496170021
jitter,1,periodic,improved_UOB,6,66.44109560979442
jitter,1,periodic,improved_UOB,7,66.42607514855717
jitter,1,periodic,improved_UOB,8,66.11993928283412
jitter,1,periodic,improved_UOB,9,66.14228090796544
jitter,1,periodic,WEOB2,0,65.79387652377011
jitter,1,periodic,WEOB2,1,65.73305153296626
jitter,1,periodic,WEOB2,2,65.33325364952765
jitter,1,periodic,WEOB2,3,67.24410210672731
jitter,1,periodic,WEOB2,4,66.75350214228729
jitter,1,periodic,WEOB2,5,66.74094496170021
jitter,1,periodic,WEOB2,6,66.44109560979442
jitter,1,periodic,WEOB2,7,66.42607514855717
jitter,1,periodic,WEOB2,8,66.11993928283412
jitter,1,periodic,WEOB2,9,66.14228090796544
jitter,1,periodic,UOB,0,65.5980406486207
jitter,1,periodic,UOB,1,65.52645628292404
jitter,1,periodic,UOB,2,65.24149409761473
jitter,1,periodic,UOB,3,67.19087336053744
jitter,1,periodic,UOB,4,66.83184532857395
jitter,1,periodic,UOB,5,66.64925717090571
jitter,1,periodic,UOB,6,66.13122139324454
jitter,1,periodic,UOB,7,66.15161184206855
jitter,1,periodic,UOB,8,65.908117507694
jitter,1,periodic,UOB,9,65.9260734777882
jitter,1,periodic,RebalanceStream,0,58.14107887455899
jitter,1,periodic,RebalanceStream,1,59.152675876135696
jitter,1,periodic,RebalanceStream,2,57.66884150531816
jitter,1,periodic,RebalanceStream,3,62.72776870877808
jitter,1,periodic,RebalanceStream,4,57.81127538386751
jitter,1,periodic,RebalanceStream,5,59.1609181519173
jitter,1,periodic,RebalanceStream,6,57.94385730803451
jitter,1,periodic,RebalanceStream,7,58.006388578801804
jitter,1,periodic,RebalanceStream,8,58.664854269836134
jitter,1,periodic,RebalanceStream,9,59.813194866946944
jitter,2,incremental,improved_OOB,0,67.69442617468692
jitter,2,incremental,improved_OOB,1,67.21429267182506
jitter,2,incremental,improved_OOB,2,67.57131409033568
jitter,2,incremental,improved_OOB,3,67.44884311972123
jitter,2,incremental,improved_OOB,4,67.89096509497097
jitter,2,incremental,improved_OOB,5,67.65468322581451
jitter,2,incremental,improved_OOB,6,67.98059289879406
jitter,2,incremental,improved_OOB,7,66.64261076131109
jitter,2,incremental,improved_OOB,8,66.93259322933744
jitter,2,incremental,improved_OOB,9,67.51817419662258
jitter,2,incremental,WEOB1,0,67.58727174141696
jitter,2,incremental,WEOB1,1,67.36883814780352
jitter,2,incremental,WEOB1,2,67.6803147933937
jitter,2,incremental,WEOB1,3,67.48176153425104
jitter,2,incremental,WEOB1,4,68.06157941445944
jitter,2,incremental,WEOB1,5,67.86549069069156
jitter,2,incremental,WEOB1,6,68.07723807445089
jitter,2,incremental,WEOB1,7,66.78998827849858
jitter,2,incremental,WEOB1,8,67.05618330396649
jitter,2,incremental,WEOB1,9,67.54881681055724
jitter,2,incremental,CSMOTE,0,64.31770050017467
jitter,2,incremental,CSMOTE,1,64.31770050017467
jitter,2,incremental,CSMOTE,2,64.31770050017467
jitter,2,incremental,CSMOTE,3,64.31770050017467
jitter,2,incremental,CSMOTE,4,64.31770050017467
jitter,2,incremental,CSMOTE,5,64.31770050017467
jitter,2,incremental,CSMOTE,6,64.31770050017467
jitter,2,incremental,CSMOTE,7,64.31770050017467
jitter,2,incremental,CSMOTE,8,64.31770050017467
jitter,2,incremental,CSMOTE,9,64.31770050017467
jitter,2,incremental,OOB,0,67.78989508757631
jitter,2,incremental,OOB,1,67.50831445520853
jitter,2,incremental,OOB,2,67.69299680350153
jitter,2,incremental,OOB,3,67.67627434064596
jitter,2,incremental,OOB,4,67.90691180545775
jitter,2,incremental,OOB,5,68.00504877211257
jitter,2,incremental,OOB,6,68.06721688191809
jitter,2,incremental,OOB,7,67.26248428827972
jitter,2,incremental,OOB,8,67.33600595345462
jitter,2,incremental,OOB,9,67.76158753169332
jitter,2,incremental,ESOS_ELM,0,61.16571941551158
jitter,2,incremental,ESOS_ELM,1,60.781091821157396
jitter,2,incremental,ESOS_ELM,2,60.67893500693045
jitter,2,incremental,ESOS_ELM,3,59.96419358081896
jitter,2,incremental,ESOS_ELM,4,60.59122856671976
jitter,2,incremental,ESOS_ELM,5,61.06189187507174
jitter,2,incremental,ESOS_ELM,6,60.70972730656639
jitter,2,incremental,ESOS_ELM,7,61.15221839937461
jitter,2,incremental,ESOS_ELM,8,61.26516221004241
jitter,2,incremental,ESOS_ELM,9,60.793199151322575
jitter,2,incremental,improved_UOB,0,66.14228090796544
jitter,2,incremental,improved_UOB,1,66.11993928283412
jitter,2,incremental,improved_UOB,2,66.42607514855717
jitter,2,incremental,improved_UOB,3,66.44109560979442
jitter,2,incremental,improved_UOB,4,66.74094496170021
jitter,2,incremental,improved_UOB,5,66.75350214228729
jitter,2,incremental,improved_UOB,6,67.24410210672731
jitter,2,incremental,improved_UOB,7,65.33325364952765
jitter,2,incremental,improved_UOB,8,65.73305153296626
jitter,2,incremental,improved_UOB,9,65.79387652377011
jitter,2,incremental,WEOB2,0,66.14228090796544
jitter,2,incremental,WEOB2,1,66.11993928283412
jitter,2,incremental,WEOB2,2,66.42607514855717
jitter,2,incremental,WEOB2,3,66.44109560979442
jitter,2,incremental,WEOB2,4,66.74094496170021
jitter,2,incremental,WEOB2,5,66.75350214228729
jitter,2,incremental,WEOB2,6,67.24410210672731
jitter,2,incremental,WEOB2,7,65.33325364952765
jitter,2,incremental,WEOB2,8,65.73305153296626
jitter,2,incremental,WEOB2,9,65.79387652377011
jitter,2,incremental,UOB,0,65.9260734777882
jitter,2,incremental,UOB,1,65.908117507694
jitter,2,incremental,UOB,2,66.15161184206855
jitter,2,incremental,UOB,3,66.13122139324454
jitter,2,incremental,UOB,4,66.64925717090571
jitter,2,incremental,UOB,5,66.83184532857395
jitter,2,incremental,UOB,6,67.19087336053744
jitter,2,incremental,UOB,7,65.24149409761473
jitter,2,incremental,UOB,8,65.52645628292404
jitter,2,incremental,UOB,9,65.5980406486207
jitter,2,incremental,RebalanceStream,0,59.813194866946944
jitter,2,incremental,RebalanceStream,1,58.664854269836134
jitter,2,incremental,RebalanceStream,2,58.006388578801804
jitter,2,incremental,RebalanceStream,3,57.94385730803451
jitter,2,incremental,RebalanceStream,4,59.1609181519173
jitter,2,incremental,RebalanceStream,5,57.81127538386751
jitter,2,incremental,RebalanceStream,6,62.72776870877808
jitter,2,incremental,RebalanceStream,7,57.66884150531816
jitter,2,incremental,RebalanceStream,8,59.152675876135696
jitter,2,incremental,RebalanceStream,9,58.14107887455899
jitter,2,sudden,improved_OOB,0,67.07772900338739
jitter,2,sudden,improved_OOB,1,66.96378011457821
jitter,2,sudden,improved_OOB,2,66.61372519280663
jitter,2,sudden,improved_OOB,3,67.25038130225906
jitter,2,sudden,improved_OOB,4,66.78115905433356
jitter,2,sudden,improved_OOB,5,65.88853337448076
jitter,2,sudden,improved_OOB,6,67.14138624801915
jitter,2,sudden,improved_OOB,7,67.53715759232831
