instances,drift,unbalance,type,alg,Fscore_0,Fscore_1
50000,minority-share,4,sudden,CSMOTE,88.39179302884176,86.07377752359163
55000,minority-share,4,sudden,CSMOTE,90.1187214611872,88.04419889502763
60000,minority-share,4,sudden,CSMOTE,90.1217614208551,88.11281260328303
65000,minority-share,4,sudden,CSMOTE,90.51843804695518,88.30317921227014
70000,minority-share,4,sudden,CSMOTE,90.43824701195219,88.20902188477
75000,minority-share,4,sudden,CSMOTE,90.4592871631411,88.23687031082531
80000,minority-share,4,sudden,CSMOTE,90.43619615280411,88.13711213173518
85000,minority-share,4,sudden,CSMOTE,90.55095779513753,88.25809758754363
90000,minority-share,4,sudden,CSMOTE,90.55658375840744,88.27814198464728
95000,minority-share,4,sudden,CSMOTE,90.42893661560761,88.20655274188347
100000,minority-share,4,sudden,CSMOTE,90.44740902078229,88.27970159225029
5000,minority-share,4,sudden,OOB,95.40761561785094,69.8392597861725
10000,minority-share,4,sudden,OOB,95.62550133700724,71.62316289401029
15000,minority-share,4,sudden,OOB,95.79081814336739,72.32655707700516
20000,minority-share,4,sudden,OOB,95.84001704081737,72.90609489630069
25000,minority-share,4,sudden,OOB,95.88673402687606,73.08382757056967
30000,minority-share,4,sudden,OOB,95.90189802768495,73.17680271164082
35000,minority-share,4,sudden,OOB,95.92053411443857,73.2272261897486
40000,minority-share,4,sudden,OOB,95.93353195638704,73.37500822295343
45000,minority-share,4,sudden,OOB,95.95819927793627,73.47431477749733
50000,minority-share,4,sudden,OOB,95.96639491367216,73.52523721008238
55000,minority-share,4,sudden,OOB,89.54972491780208,45.26538437460094
60000,minority-share,4,sudden,OOB,90.31928373099804,49.25428430728659
65000,minority-share,4,sudden,OOB,90.90569596685779,52.55835841326882
70000,minority-share,4,sudden,OOB,91.28037159362154,54.44908957914301
75000,minority-share,4,sudden,OOB,91.55426357179127,55.5158064463328
80000,minority-share,4,sudden,OOB,91.74395359679473,56.3674902916883
85000,minority-share,4,sudden,OOB,91.86167507489219,56.96958010945038
90000,minority-share,4,sudden,OOB,91.97423247182329,57.50812404513147
95000,minority-share,4,sudden,OOB,92.04467182999767,57.82106067523087
100000,minority-share,4,sudden,OOB,92.10925483428909,58.16174151220006
5000,minority-share,4,sudden,ESOS_ELM,74.62387161484455,0.0
10000,minority-share,4,sudden,ESOS_ELM,74.8513860208998,0.0
15000,minority-share,4,sudden,ESOS_ELM,76.86937963251212,41.54145872248773
20000,minority-share,4,sudden,ESOS_ELM,77.93710303526757,54.84209844238681
25000,minority-share,4,sudden,ESOS_ELM,78.53928689643456,61.18721056323852
30000,minority-share,4,sudden,ESOS_ELM,79.00167762575728,64.51425798533992
35000,minority-share,4,sudden,ESOS_ELM,79.36699619570773,66.78831762044705
40000,minority-share,4,sudden,ESOS_ELM,79.83163011327682,68.7381659429793
45000,minority-share,4,sudden,ESOS_ELM,80.03505948020468,69.9783421473896
50000,minority-share,4,sudden,ESOS_ELM,80.1183090985359,70.9771773484301
55000,minority-share,4,sudden,ESOS_ELM,82.19715497563911,79.11232619127813
60000,minority-share,4,sudden,ESOS_ELM,81.70941451193106,79.12687119146383
65000,minority-share,4,sudden,ESOS_ELM,81.88252112525768,78.89277971025561
70000,minority-share,4,sudden,ESOS_ELM,81.93068522105509,79.01065557146369
75000,minority-share,4,sudden,ESOS_ELM,82.01772420109853,78.99822593301943
80000,minority-share,4,sudden,ESOS_ELM,82.08803033535554,78.9169822340648
85000,minority-share,4,sudden,ESOS_ELM,81.93690025960623,78.76403886677295
90000,minority-share,4,sudden,ESOS_ELM,81.96542406775824,78.77690905801698
95000,minority-share,4,sudden,ESOS_ELM,81.92890812204634,78.81806792276059
100000,minority-share,4,sudden,ESOS_ELM,81.94543870203482,78.93707378176055
5000,minority-share,4,sudden,improved_UOB,94.33584941317055,66.64655895789892
10000,minority-share,4,sudden,improved_UOB,94.1171695071915,66.38267933037385
15000,minority-share,4,sudden,improved_UOB,94.00818635311911,65.92492133622397
20000,minority-share,4,sudden,improved_UOB,93.97293272666747,66.15849290252694
25000,minority-share,4,sudden,improved_UOB,93.9659957119674,66.04278119961532
30000,minority-share,4,sudden,improved_UOB,93.98414601697306,66.08186705841302
35000,minority-share,4,sudden,improved_UOB,94.01981247469743,66.13550923728606
40000,minority-share,4,sudden,improved_UOB,94.07781567466134,66.40856083615492
45000,minority-share,4,sudden,improved_UOB,94.14957292166591,66.61269537466062
50000,minority-share,4,sudden,improved_UOB,94.1983668804015,66.78011932376982
55000,minority-share,4,sudden,improved_UOB,85.96378355597624,27.815865454675684
60000,minority-share,4,sudden,improved_UOB,84.52163898414213,34.52843720644752
65000,minority-share,4,sudden,improved_UOB,83.99921398806985,37.22015001356482
70000,minority-share,4,sudden,improved_UOB,83.21159608856802,38.13671792712025
75000,minority-share,4,sudden,improved_UOB,82.88717523993095,38.65502111383297
80000,minority-share,4,sudden,improved_UOB,82.70755812139085,39.213156322684206
85000,minority-share,4,sudden,improved_UOB,82.61478656823064,39.711568771617586
90000,minority-share,4,sudden,improved_UOB,82.69794536468629,40.22818614038779
95000,minority-share,4,sudden,improved_UOB,82.82025361090797,40.643272756405025
100000,minority-share,4,sudden,improved_UOB,83.00984083592613,41.153529858137624
5000,minority-share,4,sudden,WEOB2,94.33584941317055,66.64655895789892
10000,minority-share,4,sudden,WEOB2,94.1171695071915,66.38267933037385
15000,minority-share,4,sudden,WEOB2,94.00818635311911,65.92492133622397
20000,minority-share,4,sudden,WEOB2,93.97293272666747,66.15849290252694
25000,minority-share,4,sudden,WEOB2,93.9659957119674,66.04278119961532
30000,minority-share,4,sudden,WEOB2,93.98414601697306,66.08186705841302
35000,minority-share,4,sudden,WEOB2,94.01981247469743,66.13550923728606
40000,minority-share,4,sudden,WEOB2,94.07781567466134,66.40856083615492
45000,minority-share,4,sudden,WEOB2,94.14957292166591,66.61269537466062
50000,minority-share,4,sudden,WEOB2,94.1983668804015,66.78011932376982
55000,minority-share,4,sudden,WEOB2,85.96378355597624,27.815865454675684
60000,minority-share,4,sudden,WEOB2,84.52163898414213,34.52843720644752
65000,minority-share,4,sudden,WEOB2,83.99921398806985,37.22015001356482
70000,minority-share,4,sudden,WEOB2,83.21159608856802,38.13671792712025
75000,minority-share,4,sudden,WEOB2,82.88717523993095,38.65502111383297
80000,minority-share,4,sudden,WEOB2,82.70755812139085,39.213156322684206
85000,minority-share,4,sudden,WEOB2,82.61478656823064,39.711568771617586
90000,minority-share,4,sudden,WEOB2,82.69794536468629,40.22818614038779
95000,minority-share,4,sudden,WEOB2,82.82025361090797,40.643272756405025
100000,minority-share,4,sudden,WEOB2,83.00984083592613,41.153529858137624
5000,minority-share,4,sudden,UOB,94.64591634272463,67.27865571127037
10000,minority-share,4,sudden,UOB,94.09590851267706,66.10284805169348
15000,minority-share,4,sudden,UOB,93.93283559245178,65.52825857540891
20000,minority-share,4,sudden,UOB,93.82747555362533,65.56222108747086
25000,minority-share,4,sudden,UOB,93.78150545904164,65.32520510932699
30000,minority-share,4,sudden,UOB,93.77401796871324,65.29642130058599
35000,minority-share,4,sudden,UOB,93.81481867206196,65.37619669933045
40000,minority-share,4,sudden,UOB,93.873900242808,65.64992654539034
45000,minority-share,4,sudden,UOB,93.95473686977758,65.89144286453448
50000,minority-share,4,sudden,UOB,94.00756085082007,66.07452722859516
55000,minority-share,4,sudden,UOB,85.28876837531513,26.24960450553406
60000,minority-share,4,sudden,UOB,83.40876626154409,33.22393171138707
65000,minority-share,4,sudden,UOB,82.69179059831535,36.003743706590555
70000,minority-share,4,sudden,UOB,81.89339884835708,36.98970292666078
75000,minority-share,4,sudden,UOB,81.44547976390581,37.42635132455483
80000,minority-share,4,sudden,UOB,81.23594816518772,37.96865879100723
85000,minority-share,4,sudden,UOB,81.10230096943275,38.41468165439984
90000,minority-share,4,sudden,UOB,81.12448261728858,38.85584950828692
95000,minority-share,4,sudden,UOB,81.24108661783075,39.23212214815698
100000,minority-share,4,sudden,UOB,81.39712382433478,39.67163101541286
5000,minority-share,4,sudden,RebalanceStream,97.06565779722305,66.12075276932083
10000,minority-share,4,sudden,RebalanceStream,97.22021202519603,69.84282129320373
15000,minority-share,4,sudden,RebalanceStream,97.29664771178473,71.12897850789436
20000,minority-share,4,sudden,RebalanceStream,97.31375179608054,72.41532059239671
25000,minority-share,4,sudden,RebalanceStream,97.37268212713052,73.27645091447803
30000,minority-share,4,sudden,RebalanceStream,97.36582113395102,73.60047908051662
35000,minority-share,4,sudden,RebalanceStream,97.36412613631832,73.85412519034622
40000,minority-share,4,sudden,RebalanceStream,97.35583813212406,74.14502578732495
45000,minority-share,4,sudden,RebalanceStream,97.36683315572076,74.406004281569
50000,minority-share,4,sudden,RebalanceStream,97.38477719463492,74.64751749162272
55000,minority-share,4,sudden,RebalanceStream,94.08656351753135,6.978647378540053
60000,minority-share,4,sudden,RebalanceStream,94.6627206942701,7.092977382607771
65000,minority-share,4,sudden,RebalanceStream,94.72264270365191,8.246310517460616
70000,minority-share,4,sudden,RebalanceStream,94.79346701487853,10.728876098615968
75000,minority-share,4,sudden,RebalanceStream,94.94250910179665,15.5097104431341
80000,minority-share,4,sudden,RebalanceStream,95.06342271979733,19.557916426037632
85000,minority-share,4,sudden,RebalanceStream,95.18081987128343,23.841583015552022
90000,minority-share,4,sudden,RebalanceStream,95.29168048613323,27.78583433910353
95000,minority-share,4,sudden,RebalanceStream,95.41479116980841,31.8236662049426
100000,minority-share,4,sudden,RebalanceStream,95.52704468665229,35.58248449815574
5000,minority-share,4,periodic,improved_OOB,95.70694771018121,71.25690047466927
10000,minority-share,4,periodic,improved_OOB,95.84920436867307,72.60496824895127
15000,minority-share,4,periodic,improved_OOB,96.01640930110877,73.29604805904548
20000,minority-share,4,periodic,improved_OOB,96.07292693941613,73.86337886432443
25000,minority-share,4,periodic,improved_OOB,96.11628390665189,73.99717973048664
30000,minority-share,4,periodic,improved_OOB,96.12253206971002,74.02998335896963
35000,minority-share,4,periodic,improved_OOB,96.12783713708305,74.01710903695854
40000,minority-share,4,periodic,improved_OOB,96.13282146648095,74.12296186614637
45000,minority-share,4,periodic,improved_OOB,96.15359075007412,74.20276327175436
50000,minority-share,4,periodic,improved_OOB,96.16363095778483,74.34394177998493
55000,minority-share,4,periodic,improved_OOB,93.36069462802533,58.75608474181854
60000,minority-share,4,periodic,improved_OOB,91.73717109726635,53.57130630899481
65000,minority-share,4,periodic,improved_OOB,91.93770869602689,56.143224462398805
70000,minority-share,4,periodic,improved_OOB,92.17619642235391,57.39384512756787
75000,minority-share,4,periodic,improved_OOB,92.40013770971208,58.098389823639046
80000,minority-share,4,periodic,improved_OOB,92.55624210126578,58.68718752008615
85000,minority-share,4,periodic,improved_OOB,92.64816505105955,59.14563348336095
90000,minority-share,4,periodic,improved_OOB,92.73949384594005,59.586093592391265
95000,minority-share,4,periodic,improved_OOB,92.77706052282477,59.730897906850636
100000,minority-share,4,periodic,improved_OOB,92.81694541394226,59.97523818175489
5000,minority-share,4,periodic,WEOB1,95.12915416948991,69.38501064221455
10000,minority-share,4,periodic,WEOB1,95.21562831177852,70.35472068914076
15000,minority-share,4,periodic,WEOB1,95.35920300610759,70.88420911320603
20000,minority-share,4,periodic,WEOB1,95.40801039767403,71.43193912465749
25000,minority-share,4,periodic,WEOB1,95.44811113990941,71.5282083028767
30000,minority-share,4,periodic,WEOB1,95.45154082799506,71.53346301037422
35000,minority-share,4,periodic,WEOB1,95.44732515319913,71.4684183318632
40000,minority-share,4,periodic,WEOB1,95.45009385012793,71.55867520412156
45000,minority-share,4,periodic,WEOB1,95.47201765484546,71.62162980304927
50000,minority-share,4,periodic,WEOB1,95.53761676525843,71.92402627061965
55000,minority-share,4,periodic,WEOB1,92.6411424048217,56.46308848116887
60000,minority-share,4,periodic,WEOB1,89.44482646378228,49.139173910320906
65000,minority-share,4,periodic,WEOB1,89.99710806011625,52.12024783040042
70000,minority-share,4,periodic,WEOB1,90.25096346192416,53.41668952294335
75000,minority-share,4,periodic,WEOB1,90.5024009242508,54.164330516068375
80000,minority-share,4,periodic,WEOB1,90.69671461720301,54.867950623157284
85000,minority-share,4,periodic,WEOB1,90.8345419275685,55.456586480002954
90000,minority-share,4,periodic,WEOB1,90.96875035795242,55.963068967190836
95000,minority-share,4,periodic,WEOB1,91.04732704163511,56.22020533991004
100000,minority-share,4,periodic,WEOB1,91.12084593721309,56.54054257353457
5000,minority-share,4,periodic,CSMOTE,81.17845749671608,78.52708199529012
10000,minority-share,4,periodic,CSMOTE,83.7918215613383,81.12554112554112
15000,minority-share,4,periodic,CSMOTE,85.5770415075748,82.98212469117858
20000,minority-share,4,periodic,CSMOTE,86.5364186411713,84.11357567169874
25000,minority-share,4,periodic,CSMOTE,86.9990007771733,84.7121284651203
30000,minority-share,4,periodic,CSMOTE,87.38334970530454,85.01312718786463
35000,minority-share,4,periodic,CSMOTE,87.66024380652775,85.22366975357089
40000,minority-share,4,periodic,CSMOTE,88.03974540958835,85.61753207422498
45000,minority-share,4,periodic,CSMOTE,88.26340729291657,85.8654387812584
50000,minority-share,4,periodic,CSMOTE,87.4248366013072,59.06382978723404
55000,minority-share,4,periodic,CSMOTE,87.15194908512332,60.57770545158665
60000,minority-share,4,periodic,CSMOTE,100.0,0.0
65000,minority-share,4,periodic,CSMOTE,100.0,0.0
70000,minority-share,4,periodic,CSMOTE,100.0,0.0
75000,minority-share,4,periodic,CSMOTE,100.0,0.0
80000,minority-share,4,periodic,CSMOTE,100.0,0.0
85000,minority-share,4,periodic,CSMOTE,100.0,0.0
90000,minority-share,4,periodic,CSMOTE,100.0,0.0
95000,minority-share,4,periodic,CSMOTE,100.0,0.0
100000,minority-share,4,periodic,CSMOTE,100.0,0.0
5000,minority-share,4,periodic,OOB,95.40761561785091,69.8392597861725
10000,minority-share,4,periodic,OOB,95.62550133700724,71.6231628940103
15000,minority-share,4,periodic,OOB,95.79081814336742,72.32655707700516
20000,minority-share,4,periodic,OOB,95.84001704081737,72.90609489630069
25000,minority-share,4,periodic,OOB,95.88673402687604,73.08382757056967
30000,minority-share,4,periodic,OOB,95.90189802768495,73.17680271164082
35000,minority-share,4,periodic,OOB,95.9205341144386,73.22722618974862
40000,minority-share,4,periodic,OOB,95.93353195638706,73.37500822295343
45000,minority-share,4,periodic,OOB,95.95819927793626,73.47431477749734
50000,minority-share,4,periodic,OOB,96.03951474407354,73.98498870252698
55000,minority-share,4,periodic,OOB,92.85111915382416,58.261248401298396
60000,minority-share,4,periodic,OOB,91.08276442018725,53.273743234981985
65000,minority-share,4,periodic,OOB,91.58151523176255,56.184225469178706
70000,minority-share,4,periodic,OOB,91.85540686721495,57.498592837555236
75000,minority-share,4,periodic,OOB,92.05323985415414,58.09035251358701
80000,minority-share,4,periodic,OOB,92.18074889129242,58.60382997760688
85000,minority-share,4,periodic,OOB,92.2452278393894,58.93493889673164
90000,minority-share,4,periodic,OOB,92.31898874972367,59.27202873779845
95000,minority-share,4,periodic,OOB,92.35504131421344,59.40631825426202
100000,minority-share,4,periodic,OOB,92.39229065046419,59.60847464883102
5000,minority-share,4,periodic,ESOS_ELM,74.62387161484455,0.0
10000,minority-share,4,periodic,ESOS_ELM,74.8513860208998,0.0
15000,minority-share,4,periodic,ESOS_ELM,76.84994747391532,41.53817106669494
20000,minority-share,4,periodic,ESOS_ELM,77.9365456671002,54.74400847865441
25000,minority-share,4,periodic,ESOS_ELM,78.49760877528487,60.98644395837707
30000,minority-share,4,periodic,ESOS_ELM,78.83871170201436,64.2380495163903
35000,minority-share,4,periodic,ESOS_ELM,79.35553619985511,66.59880699975497
40000,minority-share,4,periodic,ESOS_ELM,79.8776673093189,68.6474031588859
45000,minority-share,4,periodic,ESOS_ELM,80.08475002914781,69.91659098731341
50000,minority-share,4,periodic,ESOS_ELM,83.13493980922381,60.187781194478056
55000,minority-share,4,periodic,ESOS_ELM,83.53685981063101,59.97349878230112
60000,minority-share,4,periodic,ESOS_ELM,97.12870257905125,0.0
65000,minority-share,4,periodic,ESOS_ELM,98.5854919430787,0.0
70000,minority-share,4,periodic,ESOS_ELM,99.06159786647297,0.0
75000,minority-share,4,periodic,ESOS_ELM,99.29791160734548,0.0
80000,minority-share,4,periodic,ESOS_ELM,99.43914832655646,0.0
85000,minority-share,4,periodic,ESOS_ELM,99.53307748848452,0.0
90000,minority-share,4,periodic,ESOS_ELM,99.60005811513193,0.0
95000,minority-share,4,periodic,ESOS_ELM,99.65023267387052,0.0
100000,minority-share,4,periodic,ESOS_ELM,99.68922129527607,0.0
5000,minority-share,4,periodic,improved_UOB,94.33584941317054,66.6465589578989
10000,minority-share,4,periodic,improved_UOB,94.11716950719152,66.38267933037386
15000,minority-share,4,periodic,improved_UOB,94.00818635311911,65.92492133622397
20000,minority-share,4,periodic,improved_UOB,93.97293272666747,66.15849290252694
25000,minority-share,4,periodic,improved_UOB,93.96599571196741,66.0427811996153
30000,minority-share,4,periodic,improved_UOB,93.98414601697307,66.08186705841304
35000,minority-share,4,periodic,improved_UOB,94.01981247469743,66.13550923728604
40000,minority-share,4,periodic,improved_UOB,94.07781567466134,66.40856083615492
45000,minority-share,4,periodic,improved_UOB,94.14957292166594,66.6126953746606
50000,minority-share,4,periodic,improved_UOB,94.63314791877447,68.35140995658512
55000,minority-share,4,periodic,improved_UOB,90.34612521449489,46.95014049506257
60000,minority-share,4,periodic,improved_UOB,82.95326955578653,39.48818608700288
65000,minority-share,4,periodic,improved_UOB,82.92709250479372,40.64273000135154
70000,minority-share,4,periodic,improved_UOB,82.20246830499867,40.567439298677186
75000,minority-share,4,periodic,improved_UOB,82.03895817938186,40.55703447975372
80000,minority-share,4,periodic,improved_UOB,81.98794297669798,40.80714467081641
85000,minority-share,4,periodic,improved_UOB,81.99816765708425,41.09369318122028
90000,minority-share,4,periodic,improved_UOB,82.18349510818686,41.466890681379944
95000,minority-share,4,periodic,improved_UOB,82.3878794210566,41.768310317965735
100000,minority-share,4,periodic,improved_UOB,82.64947456160245,42.19947045052273
5000,minority-share,4,periodic,WEOB2,94.33584941317054,66.6465589578989
10000,minority-share,4,periodic,WEOB2,94.11716950719152,66.38267933037386
15000,minority-share,4,periodic,WEOB2,94.00818635311911,65.92492133622397
20000,minority-share,4,periodic,WEOB2,93.97293272666747,66.15849290252694
25000,minority-share,4,periodic,WEOB2,93.96599571196741,66.0427811996153
30000,minority-share,4,periodic,WEOB2,93.98414601697307,66.08186705841304
35000,minority-share,4,periodic,WEOB2,94.01981247469743,66.13550923728604
40000,minority-share,4,periodic,WEOB2,94.07781567466134,66.40856083615492
45000,minority-share,4,periodic,WEOB2,94.14957292166594,66.6126953746606
50000,minority-share,4,periodic,WEOB2,94.63314791877447,68.35140995658512
55000,minority-share,4,periodic,WEOB2,90.34612521449489,46.95014049506257
60000,minority-share,4,periodic,WEOB2,82.95326955578653,39.48818608700288
65000,minority-share,4,periodic,WEOB2,82.92709250479372,40.64273000135154
70000,minority-share,4,periodic,WEOB2,82.20246830499867,40.567439298677186
75000,minority-share,4,periodic,WEOB2,82.03895817938186,40.55703447975372
80000,minority-share,4,periodic,WEOB2,81.98794297669798,40.80714467081641
85000,minority-share,4,periodic,WEOB2,81.99816765708425,41.09369318122028
90000,minority-share,4,periodic,WEOB2,82.18349510818686,41.466890681379944
95000,minority-share,4,periodic,WEOB2,82.3878794210566,41.768310317965735
100000,minority-share,4,periodic,WEOB2,82.64947456160245,42.19947045052273
5000,minority-share,4,periodic,UOB,94.64591634272465,67.27865571127037
10000,minority-share,4,periodic,UOB,94.09590851267704,66.1028480516935
15000,minority-share,4,periodic,UOB,93.93283559245178,65.52825857540891
20000,minority-share,4,periodic,UOB,93.82747555362532,65.56222108747085
25000,minority-share,4,periodic,UOB,93.78150545904163,65.32520510932699
30000,minority-share,4,periodic,UOB,93.77401796871322,65.29642130058599
35000,minority-share,4,periodic,UOB,93.81481867206195,65.37619669933045
40000,minority-share,4,periodic,UOB,93.873900242808,65.64992654539034
45000,minority-share,4,periodic,UOB,93.95473686977756,65.8914428645345
50000,minority-share,4,periodic,UOB,94.47853584496093,67.78877031339348
55000,minority-share,4,periodic,UOB,89.9406620985998,45.730408943203386
60000,minority-share,4,periodic,UOB,81.34465127723001,38.25099726042685
65000,minority-share,4,periodic,UOB,81.25655485595709,39.46205895144113
70000,minority-share,4,periodic,UOB,80.63417004063886,39.46896219796911
75000,minority-share,4,periodic,UOB,80.37400312387264,39.34430324086163
80000,minority-share,4,periodic,UOB,80.33082967198749,39.57169652450271
85000,minority-share,4,periodic,UOB,80.32263468343139,39.797049146364095
90000,minority-share,4,periodic,UOB,80.4600473886693,40.08709076608533
95000,minority-share,4,periodic,UOB,80.67718258306314,40.346526118880796
100000,minority-share,4,periodic,UOB,80.91599285091047,40.70095277408661
5000,minority-share,4,periodic,RebalanceStream,97.06565779722305,66.12075276932083
10000,minority-share,4,periodic,RebalanceStream,97.22021202519602,69.84282129320373
15000,minority-share,4,periodic,RebalanceStream,97.29664771178473,71.12897850789437
20000,minority-share,4,periodic,RebalanceStream,97.31375179608054,72.41532059239672
25000,minority-share,4,periodic,RebalanceStream,97.37268212713052,73.27645091447803
30000,minority-share,4,periodic,RebalanceStream,97.36582113395102,73.60047908051662
35000,minority-share,4,periodic,RebalanceStream,97.36412613631833,73.85412519034622
40000,minority-share,4,periodic,RebalanceStream,97.35583813212403,74.14502578732495
45000,minority-share,4,periodic,RebalanceStream,97.36683315572074,74.406004281569
50000,minority-share,4,periodic,RebalanceStream,97.5464010055635,76.71043935045505
55000,minority-share,4,periodic,RebalanceStream,95.78358687539675,50.05279370728991
60000,minority-share,4,periodic,RebalanceStream,95.23221694809742,7.069712591235711
65000,minority-share,4,periodic,RebalanceStream,95.03807557970141,8.835232545122306
70000,minority-share,4,periodic,RebalanceStream,95.02771530826112,11.999678139634307
75000,minority-share,4,periodic,RebalanceStream,95.15575620710682,17.670605203074466
80000,minority-share,4,periodic,RebalanceStream,95.25854477779569,22.03049374515345
85000,minority-share,4,periodic,RebalanceStream,95.36340513057347,26.53094877694999
90000,minority-share,4,periodic,RebalanceStream,95.46437269672643,30.564673163629692
95000,minority-share,4,periodic,RebalanceStream,95.58163379247137,34.664423677013076
100000,minority-share,4,periodic,RebalanceStream,95.68818459140579,38.42412411837514
5000,splitting-clusters,1,incremental,improved_OOB,95.70694771018121,71.25690047466927
10000,splitting-clusters,1,incremental,improved_OOB,95.84920436867307,72.60496824895127
15000,splitting-clusters,1,incremental,improved_OOB,96.01640930110877,73.29604805904549
20000,splitting-clusters,1,incremental,improved_OOB,96.07292693941613,73.86337886432445
25000,splitting-clusters,1,incremental,improved_OOB,96.11628390665189,73.99717973048664
30000,splitting-clusters,1,incremental,improved_OOB,96.12253206971002,74.02998335896962
35000,splitting-clusters,1,incremental,improved_OOB,96.12783713708305,74.01710903695854
40000,splitting-clusters,1,incremental,improved_OOB,96.13282146648096,74.12296186614637
45000,splitting-clusters,1,incremental,improved_OOB,96.15359075007412,74.20276327175438
50000,splitting-clusters,1,incremental,improved_OOB,96.16363095778482,74.34394177998493
55000,splitting-clusters,1,incremental,improved_OOB,93.36069462802531,58.75608474181854
60000,splitting-clusters,1,incremental,improved_OOB,91.73717109726634,53.57130630899481
65000,splitting-clusters,1,incremental,improved_OOB,91.93770869602686,56.14322446239881
70000,splitting-clusters,1,incremental,improved_OOB,92.1761964223539,57.393845127567886
75000,splitting-clusters,1,incremental,improved_OOB,92.40013770971208,58.09838982363906
80000,splitting-clusters,1,incremental,improved_OOB,92.55624210126578,58.68718752008614
85000,splitting-clusters,1,incremental,improved_OOB,92.64816505105954,59.14563348336095
90000,splitting-clusters,1,incremental,improved_OOB,92.73949384594005,59.586093592391265
95000,splitting-clusters,1,incremental,improved_OOB,92.77706052282478,59.73089790685064
100000,splitting-clusters,1,incremental,improved_OOB,92.81694541394225,59.975238181754875
5000,splitting-clusters,1,incremental,WEOB1,95.12915416948991,69.38501064221455
10000,splitting-clusters,1,incremental,WEOB1,95.21562831177854,70.35472068914076
15000,splitting-clusters,1,incremental,WEOB1,95.35920300610759,70.88420911320603
20000,splitting-clusters,1,incremental,WEOB1,95.40801039767402,71.4319391246575
25000,splitting-clusters,1,incremental,WEOB1,95.4481111399094,71.5282083028767
30000,splitting-clusters,1,incremental,WEOB1,95.45154082799507,71.5334630103742
35000,splitting-clusters,1,incremental,WEOB1,95.44732515319913,71.4684183318632
40000,splitting-clusters,1,incremental,WEOB1,95.45009385012794,71.55867520412156
45000,splitting-clusters,1,incremental,WEOB1,95.47201765484546,71.62162980304927
50000,splitting-clusters,1,incremental,WEOB1,95.53761676525843,71.92402627061966
55000,splitting-clusters,1,incremental,WEOB1,92.6411424048217,56.46308848116886
60000,splitting-clusters,1,incremental,WEOB1,89.44482646378228,49.139173910320906
65000,splitting-clusters,1,incremental,WEOB1,89.99710806011626,52.12024783040042
70000,splitting-clusters,1,incremental,WEOB1,90.25096346192416,53.41668952294335
75000,splitting-clusters,1,incremental,WEOB1,90.50240092425078,54.16433051606839
80000,splitting-clusters,1,incremental,WEOB1,90.69671461720301,54.867950623157284
85000,splitting-clusters,1,incremental,WEOB1,90.83454192756851,55.456586480002954
90000,splitting-clusters,1,incremental,WEOB1,90.96875035795242,55.963068967190836
95000,splitting-clusters,1,incremental,WEOB1,91.0473270416351,56.22020533991004
100000,splitting-clusters,1,incremental,WEOB1,91.12084593721309,56.54054257353457
5000,splitting-clusters,1,incremental,CSMOTE,95.4432101564271,65.87436332767402
10000,splitting-clusters,1,incremental,CSMOTE,95.42961608775136,67.94871794871797
15000,splitting-clusters,1,incremental,CSMOTE,95.32074317608381,68.141592920354
20000,splitting-clusters,1,incremental,CSMOTE,95.18821227120985,68.16450875856818
25000,splitting-clusters,1,incremental,CSMOTE,95.35600865282827,69.17201344332418
30000,splitting-clusters,1,incremental,CSMOTE,95.37392506142508,69.50910931174089
35000,splitting-clusters,1,incremental,CSMOTE,95.2178708413584,68.60477682913651
40000,splitting-clusters,1,incremental,CSMOTE,95.22794996185237,68.52748504699515
45000,splitting-clusters,1,incremental,CSMOTE,95.24370414943606,68.76313798032457
50000,splitting-clusters,1,incremental,CSMOTE,94.84131563762263,66.51685393258425
55000,splitting-clusters,1,incremental,CSMOTE,93.599489351825,60.13733285146369
60000,splitting-clusters,1,incremental,CSMOTE,91.67718976007347,43.75484871993795
65000,splitting-clusters,1,incremental,CSMOTE,90.38013059701494,42.06460674157303
70000,splitting-clusters,1,incremental,CSMOTE,90.18287191134435,43.827022182388525
75000,splitting-clusters,1,incremental,CSMOTE,89.80305049607581,44.77947072975142
80000,splitting-clusters,1,incremental,CSMOTE,89.68592845621028,44.56909739928608
85000,splitting-clusters,1,incremental,CSMOTE,89.22362467254108,43.508114856429465
90000,splitting-clusters,1,incremental,CSMOTE,89.16487784933045,43.72677402229693
95000,splitting-clusters,1,incremental,CSMOTE,88.96901509597691,43.97842109262215
100000,splitting-clusters,1,incremental,CSMOTE,89.0990727702649,44.260290721369365
5000,splitting-clusters,1,incremental,OOB,95.40761561785092,69.8392597861725
10000,splitting-clusters,1,incremental,OOB,95.62550133700724,71.62316289401029
15000,splitting-clusters,1,incremental,OOB,95.79081814336742,72.32655707700518
20000,splitting-clusters,1,incremental,OOB,95.84001704081737,72.90609489630069
25000,splitting-clusters,1,incremental,OOB,95.88673402687607,73.08382757056965
30000,splitting-clusters,1,incremental,OOB,95.90189802768495,73.17680271164082
35000,splitting-clusters,1,incremental,OOB,95.92053411443857,73.2272261897486
40000,splitting-clusters,1,incremental,OOB,95.93353195638706,73.37500822295343
45000,splitting-clusters,1,incremental,OOB,95.95819927793627,73.47431477749733
50000,splitting-clusters,1,incremental,OOB,96.03951474407353,73.98498870252698
