instances,drift,unbalance,type,alg,Fscore_0,Fscore_1
75000,sine_P(y_x),4,incremental,WEOB2,96.94316269370418,95.39971397949412
80000,sine_P(y_x),4,incremental,WEOB2,97.39921885375571,96.09674461695538
85000,sine_P(y_x),4,incremental,WEOB2,97.71785882840653,96.56499188643329
90000,sine_P(y_x),4,incremental,WEOB2,97.96903381142775,96.93027372486718
95000,sine_P(y_x),4,incremental,WEOB2,98.16583164272966,97.22044902762408
100000,sine_P(y_x),4,incremental,WEOB2,98.30835826464853,97.43869413598665
5000,sine_P(y_x),4,incremental,UOB,96.95553977826093,95.52387782018097
10000,sine_P(y_x),4,incremental,UOB,97.92472646189485,96.91297220096469
15000,sine_P(y_x),4,incremental,UOB,98.31645399311519,97.47338864949083
20000,sine_P(y_x),4,incremental,UOB,98.58566191554861,97.8634426268456
25000,sine_P(y_x),4,incremental,UOB,98.75809956299602,98.12421939231021
30000,sine_P(y_x),4,incremental,UOB,98.86627160198731,98.29148988651103
35000,sine_P(y_x),4,incremental,UOB,98.96704349269712,98.43928052026003
40000,sine_P(y_x),4,incremental,UOB,98.95216034539062,98.4122284471195
45000,sine_P(y_x),4,incremental,UOB,98.463779065348,97.66740061372059
50000,sine_P(y_x),4,incremental,UOB,74.24592943240856,64.13120242792182
55000,sine_P(y_x),4,incremental,UOB,61.84022635165634,57.654372589738955
60000,sine_P(y_x),4,incremental,UOB,88.44622786989535,85.41317622747884
65000,sine_P(y_x),4,incremental,UOB,92.5402385190725,89.94753395535847
70000,sine_P(y_x),4,incremental,UOB,94.32511846435338,92.10656958189588
75000,sine_P(y_x),4,incremental,UOB,95.43378639226853,93.55866546716786
80000,sine_P(y_x),4,incremental,UOB,96.11254779090457,94.48478695878723
85000,sine_P(y_x),4,incremental,UOB,96.54917538605977,95.06662557282695
90000,sine_P(y_x),4,incremental,UOB,96.92865711527458,95.56970523731663
95000,sine_P(y_x),4,incremental,UOB,97.22434153303882,95.96917420629772
100000,sine_P(y_x),4,incremental,UOB,97.43329908545125,96.26530211828423
5000,sine_P(y_x),4,incremental,CSMOTE,96.66098807495744,95.25423728813557
10000,sine_P(y_x),4,incremental,CSMOTE,97.4636455867433,96.32892804698973
15000,sine_P(y_x),4,incremental,CSMOTE,97.93929891365214,96.96919782572887
20000,sine_P(y_x),4,incremental,CSMOTE,98.1872985305815,97.31272885247937
25000,sine_P(y_x),4,incremental,CSMOTE,98.37414692894421,97.58305152178238
30000,sine_P(y_x),4,incremental,CSMOTE,98.51095867492052,97.78772060651258
35000,sine_P(y_x),4,incremental,CSMOTE,98.63000620554682,97.95744075154794
40000,sine_P(y_x),4,incremental,CSMOTE,98.60500031278022,97.91218050744314
45000,sine_P(y_x),4,incremental,CSMOTE,98.0102731470321,97.0254761178721
50000,sine_P(y_x),4,incremental,CSMOTE,73.03861611043159,63.92331073182137
55000,sine_P(y_x),4,incremental,CSMOTE,70.53327457029526,61.37492778740612
60000,sine_P(y_x),4,incremental,CSMOTE,91.82643794147327,88.01184015786882
65000,sine_P(y_x),4,incremental,CSMOTE,94.0285954583684,91.24537607891492
70000,sine_P(y_x),4,incremental,CSMOTE,94.01680859353259,91.06623452173194
75000,sine_P(y_x),4,incremental,CSMOTE,94.6837343118042,92.03970781045143
80000,sine_P(y_x),4,incremental,CSMOTE,95.11454963817654,92.67975815719784
85000,sine_P(y_x),4,incremental,CSMOTE,95.43437257295021,93.12677467847001
90000,sine_P(y_x),4,incremental,CSMOTE,95.85380325145364,93.73048627310244
95000,sine_P(y_x),4,incremental,CSMOTE,95.96750797795185,93.86932140381829
100000,sine_P(y_x),4,incremental,CSMOTE,96.0118004978335,93.95218789319166
5000,sine_P(y_x),4,incremental,RebalanceStream,96.98094113678529,95.60304593465979
10000,sine_P(y_x),4,incremental,RebalanceStream,97.6190476190476,96.4816650148662
15000,sine_P(y_x),4,incremental,RebalanceStream,97.9850829344317,96.99185640684723
20000,sine_P(y_x),4,incremental,RebalanceStream,98.28138654238275,97.41373911954409
25000,sine_P(y_x),4,incremental,RebalanceStream,98.439008154435,97.64971185166623
30000,sine_P(y_x),4,incremental,RebalanceStream,98.53181982182011,97.79298260252826
35000,sine_P(y_x),4,incremental,RebalanceStream,98.62903034191082,97.93286282377389
40000,sine_P(y_x),4,incremental,RebalanceStream,98.62535819593838,97.92098486275987
45000,sine_P(y_x),4,incremental,RebalanceStream,98.04781831253342,97.03801079629682
50000,sine_P(y_x),4,incremental,RebalanceStream,75.75660012878302,60.242872228088686
55000,sine_P(y_x),4,incremental,RebalanceStream,74.36988027725265,55.44906900328586
60000,sine_P(y_x),4,incremental,RebalanceStream,91.6291049581455,86.27243928194297
65000,sine_P(y_x),4,incremental,RebalanceStream,94.51675886755616,91.2558380902958
70000,sine_P(y_x),4,incremental,RebalanceStream,95.81972566949706,93.3952528379773
75000,sine_P(y_x),4,incremental,RebalanceStream,96.52262953102603,94.55245428296438
80000,sine_P(y_x),4,incremental,RebalanceStream,96.94480946123521,95.24539877300616
85000,sine_P(y_x),4,incremental,RebalanceStream,97.26132442350878,95.74214425615261
90000,sine_P(y_x),4,incremental,RebalanceStream,97.55708351911389,96.19892649797349
95000,sine_P(y_x),4,incremental,RebalanceStream,97.78881885560598,96.55833573003545
100000,sine_P(y_x),4,incremental,RebalanceStream,97.93405790483148,96.79194440504895
5000,sine_P(y_x),4,sudden,improved_OOB,97.0978230231165,95.8372024038414
10000,sine_P(y_x),4,sudden,improved_OOB,97.91901922246726,96.95905149750868
15000,sine_P(y_x),4,sudden,improved_OOB,98.35765949015585,97.56793489447165
20000,sine_P(y_x),4,sudden,improved_OOB,98.61183092394971,97.92648100564445
25000,sine_P(y_x),4,sudden,improved_OOB,98.7782620204782,98.17264990546755
30000,sine_P(y_x),4,sudden,improved_OOB,98.89298177818767,98.34598277383544
35000,sine_P(y_x),4,sudden,improved_OOB,98.98982891955994,98.48538395647046
40000,sine_P(y_x),4,sudden,improved_OOB,99.05392671182642,98.57631183678424
45000,sine_P(y_x),4,sudden,improved_OOB,99.11382448877549,98.6626148480297
50000,sine_P(y_x),4,sudden,improved_OOB,99.15743818513809,98.72886364460943
55000,sine_P(y_x),4,sudden,improved_OOB,93.21553586620428,90.400761944962
60000,sine_P(y_x),4,sudden,improved_OOB,96.15785777651334,94.39525781826003
65000,sine_P(y_x),4,sudden,improved_OOB,97.19029271666129,95.82988055316919
70000,sine_P(y_x),4,sudden,improved_OOB,97.72893900947118,96.59737678791865
75000,sine_P(y_x),4,sudden,improved_OOB,98.09802196948569,97.14694539411646
80000,sine_P(y_x),4,sudden,improved_OOB,98.3391348484564,97.51090021388994
85000,sine_P(y_x),4,sudden,improved_OOB,98.51949196726012,97.7739904702157
90000,sine_P(y_x),4,sudden,improved_OOB,98.65647239060377,97.97131967122905
95000,sine_P(y_x),4,sudden,improved_OOB,98.77469613891988,98.14503289800244
100000,sine_P(y_x),4,sudden,improved_OOB,98.86124439009356,98.27712315920321
5000,sine_P(y_x),4,sudden,WEOB1,97.05635627451807,95.79211088138445
10000,sine_P(y_x),4,sudden,WEOB1,97.9584328196955,97.02933739944316
15000,sine_P(y_x),4,sudden,WEOB1,98.35086047245765,97.5684546540852
20000,sine_P(y_x),4,sudden,WEOB1,98.59083664341307,97.90334240696492
25000,sine_P(y_x),4,sudden,WEOB1,98.75710724565573,98.14770923063489
30000,sine_P(y_x),4,sudden,WEOB1,98.87643371390394,98.32692676344018
35000,sine_P(y_x),4,sudden,WEOB1,98.99026126601089,98.4906500114678
40000,sine_P(y_x),4,sudden,WEOB1,99.0555037225217,98.58292823733947
45000,sine_P(y_x),4,sudden,WEOB1,99.11874977938524,98.67377595157834
50000,sine_P(y_x),4,sudden,WEOB1,99.16416713104485,98.74249163041284
55000,sine_P(y_x),4,sudden,WEOB1,92.64053918464897,89.69083352987428
60000,sine_P(y_x),4,sudden,WEOB1,95.91822869272457,94.07984556234078
65000,sine_P(y_x),4,sudden,WEOB1,97.04552305567988,95.63446001376373
70000,sine_P(y_x),4,sudden,WEOB1,97.62362878143183,96.45302451665586
75000,sine_P(y_x),4,sudden,WEOB1,98.01044189653106,97.02647686099496
80000,sine_P(y_x),4,sudden,WEOB1,98.27352253697461,97.42100249938811
85000,sine_P(y_x),4,sudden,WEOB1,98.46722746354631,97.70230678671737
90000,sine_P(y_x),4,sudden,WEOB1,98.6133828387367,97.91205589334614
95000,sine_P(y_x),4,sudden,WEOB1,98.7372637931858,98.09318767211421
100000,sine_P(y_x),4,sudden,WEOB1,98.8318955269254,98.23694368043981
5000,sine_P(y_x),4,sudden,OOB,96.95553977826093,95.52387782018097
10000,sine_P(y_x),4,sudden,OOB,97.92472646189485,96.91297220096469
15000,sine_P(y_x),4,sudden,OOB,98.31645399311519,97.47338864949083
20000,sine_P(y_x),4,sudden,OOB,98.58566191554861,97.8634426268456
25000,sine_P(y_x),4,sudden,OOB,98.7604711969059,98.12763183431653
30000,sine_P(y_x),4,sudden,OOB,98.87166759301006,98.29913775759148
35000,sine_P(y_x),4,sudden,OOB,98.97835789653094,98.4557826390575
40000,sine_P(y_x),4,sudden,OOB,99.04602306879912,98.55337626938156
45000,sine_P(y_x),4,sudden,OOB,99.1100535135144,98.64737808113703
50000,sine_P(y_x),4,sudden,OOB,99.15208707452214,98.71205756296908
55000,sine_P(y_x),4,sudden,OOB,92.54531185916872,89.3327871672785
60000,sine_P(y_x),4,sudden,OOB,95.73199060656181,93.70169435537754
65000,sine_P(y_x),4,sudden,OOB,96.87518546063161,95.3181610372154
70000,sine_P(y_x),4,sudden,OOB,97.47236421175798,96.18384698763587
75000,sine_P(y_x),4,sudden,OOB,97.87575012470964,96.79315576191087
80000,sine_P(y_x),4,sudden,OOB,98.13944357609361,97.19552306404454
85000,sine_P(y_x),4,sudden,OOB,98.34159309641686,97.49287966551327
90000,sine_P(y_x),4,sudden,OOB,98.48978907006588,97.70789910079762
95000,sine_P(y_x),4,sudden,OOB,98.61966836434875,97.89990319924517
100000,sine_P(y_x),4,sudden,OOB,98.71853145470865,98.05181460223517
5000,sine_P(y_x),4,sudden,ESOS_ELM,74.21383647798744,0.0
10000,sine_P(y_x),4,sudden,ESOS_ELM,74.60028841933662,0.0
15000,sine_P(y_x),4,sudden,ESOS_ELM,81.28858633931327,48.576920211276864
20000,sine_P(y_x),4,sudden,ESOS_ELM,84.91381262213878,64.80811822249916
25000,sine_P(y_x),4,sudden,ESOS_ELM,87.25379059730423,72.97496179687519
30000,sine_P(y_x),4,sudden,ESOS_ELM,88.89951672624998,77.9734674751817
35000,sine_P(y_x),4,sudden,ESOS_ELM,90.14078105119992,81.2499271085877
40000,sine_P(y_x),4,sudden,ESOS_ELM,91.13573975352902,83.6152279790509
45000,sine_P(y_x),4,sudden,ESOS_ELM,91.89277987535068,85.35638802231028
50000,sine_P(y_x),4,sudden,ESOS_ELM,92.49133053484202,86.70086219891547
55000,sine_P(y_x),4,sudden,ESOS_ELM,60.40391042850452,54.35051605523164
60000,sine_P(y_x),4,sudden,ESOS_ELM,80.35084049380293,73.78990717868587
65000,sine_P(y_x),4,sudden,ESOS_ELM,86.43381241615215,80.91499990692834
70000,sine_P(y_x),4,sudden,ESOS_ELM,89.41322614578789,84.68399428894602
75000,sine_P(y_x),4,sudden,ESOS_ELM,91.2334134042178,87.1455000120261
80000,sine_P(y_x),4,sudden,ESOS_ELM,92.40204079024898,88.78012283028889
85000,sine_P(y_x),4,sudden,ESOS_ELM,93.26719835758746,89.98025698421677
90000,sine_P(y_x),4,sudden,ESOS_ELM,93.88923090877914,90.81888190029721
95000,sine_P(y_x),4,sudden,ESOS_ELM,94.40398542330904,91.53475677829097
100000,sine_P(y_x),4,sudden,ESOS_ELM,94.80503090690462,92.11664082704694
5000,sine_P(y_x),4,sudden,improved_UOB,96.72608346169724,95.34544206171259
10000,sine_P(y_x),4,sudden,improved_UOB,97.70039535401757,96.67747320301046
15000,sine_P(y_x),4,sudden,improved_UOB,98.08973461217478,97.19928036828072
20000,sine_P(y_x),4,sudden,improved_UOB,98.3474434143375,97.55392076391232
25000,sine_P(y_x),4,sudden,improved_UOB,98.5316481658631,97.82236724859558
30000,sine_P(y_x),4,sudden,improved_UOB,98.66809603875575,98.02577870121293
35000,sine_P(y_x),4,sudden,improved_UOB,98.7950381411238,98.20663165092571
40000,sine_P(y_x),4,sudden,improved_UOB,98.86383469698504,98.30244823101846
45000,sine_P(y_x),4,sudden,improved_UOB,98.93396341572979,98.40205286107968
50000,sine_P(y_x),4,sudden,improved_UOB,98.98697816582454,98.48179724965159
55000,sine_P(y_x),4,sudden,improved_UOB,90.11556451178011,86.33167255146631
60000,sine_P(y_x),4,sudden,improved_UOB,94.63059916837216,92.26987414671055
65000,sine_P(y_x),4,sudden,improved_UOB,96.11317859010964,94.29166414673948
70000,sine_P(y_x),4,sudden,improved_UOB,96.88635608299481,95.37725175186613
75000,sine_P(y_x),4,sudden,improved_UOB,97.39784628418352,96.1296615596039
80000,sine_P(y_x),4,sudden,improved_UOB,97.73968346766131,96.63867420304189
85000,sine_P(y_x),4,sudden,improved_UOB,97.99454226508837,97.00598005163266
90000,sine_P(y_x),4,sudden,improved_UOB,98.19311174392199,97.28971026399253
95000,sine_P(y_x),4,sudden,improved_UOB,98.3550551272763,97.5247167811836
100000,sine_P(y_x),4,sudden,improved_UOB,98.47763239061948,97.70968613382124
5000,sine_P(y_x),4,sudden,WEOB2,96.72608346169724,95.34544206171259
10000,sine_P(y_x),4,sudden,WEOB2,97.70039535401757,96.67747320301046
15000,sine_P(y_x),4,sudden,WEOB2,98.08973461217478,97.19928036828072
20000,sine_P(y_x),4,sudden,WEOB2,98.3474434143375,97.55392076391232
25000,sine_P(y_x),4,sudden,WEOB2,98.5316481658631,97.82236724859558
30000,sine_P(y_x),4,sudden,WEOB2,98.66809603875575,98.02577870121293
35000,sine_P(y_x),4,sudden,WEOB2,98.7950381411238,98.20663165092571
40000,sine_P(y_x),4,sudden,WEOB2,98.86383469698504,98.30244823101846
45000,sine_P(y_x),4,sudden,WEOB2,98.93396341572979,98.40205286107968
50000,sine_P(y_x),4,sudden,WEOB2,98.98697816582454,98.48179724965159
55000,sine_P(y_x),4,sudden,WEOB2,90.11556451178011,86.33167255146631
60000,sine_P(y_x),4,sudden,WEOB2,94.63059916837216,92.26987414671055
65000,sine_P(y_x),4,sudden,WEOB2,96.11317859010964,94.29166414673948
70000,sine_P(y_x),4,sudden,WEOB2,96.88635608299481,95.37725175186613
75000,sine_P(y_x),4,sudden,WEOB2,97.39784628418352,96.1296615596039
80000,sine_P(y_x),4,sudden,WEOB2,97.73968346766131,96.63867420304189
85000,sine_P(y_x),4,sudden,WEOB2,97.99454226508837,97.00598005163266
90000,sine_P(y_x),4,sudden,WEOB2,98.19311174392199,97.28971026399253
95000,sine_P(y_x),4,sudden,WEOB2,98.3550551272763,97.5247167811836
100000,sine_P(y_x),4,sudden,WEOB2,98.47763239061948,97.70968613382124
5000,sine_P(y_x),4,sudden,UOB,96.95553977826093,95.52387782018097
10000,sine_P(y_x),4,sudden,UOB,97.92472646189485,96.91297220096469
15000,sine_P(y_x),4,sudden,UOB,98.31645399311519,97.47338864949083
20000,sine_P(y_x),4,sudden,UOB,98.58566191554861,97.8634426268456
25000,sine_P(y_x),4,sudden,UOB,98.7604711969059,98.12763183431653
30000,sine_P(y_x),4,sudden,UOB,98.87166759301006,98.29913775759148
35000,sine_P(y_x),4,sudden,UOB,98.97835789653094,98.4557826390575
40000,sine_P(y_x),4,sudden,UOB,99.04602306879912,98.55337626938156
45000,sine_P(y_x),4,sudden,UOB,99.1100535135144,98.64737808113703
50000,sine_P(y_x),4,sudden,UOB,99.15208707452214,98.71205756296908
55000,sine_P(y_x),4,sudden,UOB,92.41736026154015,89.20270304010504
60000,sine_P(y_x),4,sudden,UOB,95.61774658357238,93.56309438491402
65000,sine_P(y_x),4,sudden,UOB,96.76922225679884,95.18073886675194
70000,sine_P(y_x),4,sudden,UOB,97.37971191554264,96.05911709817832
75000,sine_P(y_x),4,sudden,UOB,97.79551121728906,96.68344112955133
80000,sine_P(y_x),4,sudden,UOB,98.0653529569928,97.09326783955541
85000,sine_P(y_x),4,sudden,UOB,98.26951394293762,97.39240746248406
90000,sine_P(y_x),4,sudden,UOB,98.42251388258947,97.61308608139817
95000,sine_P(y_x),4,sudden,UOB,98.55572509490811,97.8089994666062
100000,sine_P(y_x),4,sudden,UOB,98.65934536055227,97.96743785865756
5000,sine_P(y_x),4,sudden,CSMOTE,96.66098807495744,95.25423728813557
10000,sine_P(y_x),4,sudden,CSMOTE,97.4636455867433,96.32892804698973
15000,sine_P(y_x),4,sudden,CSMOTE,97.93929891365214,96.96919782572887
20000,sine_P(y_x),4,sudden,CSMOTE,98.1872985305815,97.31272885247937
25000,sine_P(y_x),4,sudden,CSMOTE,98.37754658281206,97.58790470980259
30000,sine_P(y_x),4,sudden,CSMOTE,98.51936536263,97.80005800223721
35000,sine_P(y_x),4,sudden,CSMOTE,98.6421668058704,97.97472859939491
40000,sine_P(y_x),4,sudden,CSMOTE,98.69534408736607,98.04484977200322
45000,sine_P(y_x),4,sudden,CSMOTE,98.77890841813134,98.16411682892908
50000,sine_P(y_x),4,sudden,CSMOTE,98.83132449890125,98.24201141941303
55000,sine_P(y_x),4,sudden,CSMOTE,91.76631363170478,88.37433671008196
60000,sine_P(y_x),4,sudden,CSMOTE,94.00689249390601,91.20078983092684
65000,sine_P(y_x),4,sudden,CSMOTE,94.72622316874963,92.25960352060541
70000,sine_P(y_x),4,sudden,CSMOTE,95.21013337807231,92.93229360069314
75000,sine_P(y_x),4,sudden,CSMOTE,95.62592244733663,93.54071725777689
80000,sine_P(y_x),4,sudden,CSMOTE,95.61766349916158,93.52601156069365
85000,sine_P(y_x),4,sudden,CSMOTE,95.64092118191185,93.56584485868913
90000,sine_P(y_x),4,sudden,CSMOTE,95.705495793395,93.63088956483953
95000,sine_P(y_x),4,sudden,CSMOTE,95.79226757243349,93.7242200260222
100000,sine_P(y_x),4,sudden,CSMOTE,95.87873520957284,93.860173289513
5000,sine_P(y_x),4,sudden,RebalanceStream,96.98094113678529,95.60304593465979
10000,sine_P(y_x),4,sudden,RebalanceStream,97.6190476190476,96.4816650148662
15000,sine_P(y_x),4,sudden,RebalanceStream,97.9850829344317,96.99185640684723
20000,sine_P(y_x),4,sudden,RebalanceStream,98.28138654238275,97.41373911954409
25000,sine_P(y_x),4,sudden,RebalanceStream,98.4423883378819,97.65460559286359
30000,sine_P(y_x),4,sudden,RebalanceStream,98.5430022479394,97.80948804606332
35000,sine_P(y_x),4,sudden,RebalanceStream,98.64335099432154,97.95421160116085
40000,sine_P(y_x),4,sudden,RebalanceStream,98.73780361220678,98.08985234055922
45000,sine_P(y_x),4,sudden,RebalanceStream,98.79056047197639,98.165548098434
50000,sine_P(y_x),4,sudden,RebalanceStream,98.82153764440315,98.21392634332861
55000,sine_P(y_x),4,sudden,RebalanceStream,94.3421493136927,91.60457029309488
60000,sine_P(y_x),4,sudden,RebalanceStream,96.43570952698201,94.64464464464463
65000,sine_P(y_x),4,sudden,RebalanceStream,97.17795484727755,95.72434607645873
70000,sine_P(y_x),4,sudden,RebalanceStream,97.63818679042015,96.40741207613767
75000,sine_P(y_x),4,sudden,RebalanceStream,97.95309026971437,96.89278340131943
80000,sine_P(y_x),4,sudden,RebalanceStream,98.10454080079693,97.12920665521143
85000,sine_P(y_x),4,sudden,RebalanceStream,98.25608947019238,97.35213699812924
90000,sine_P(y_x),4,sudden,RebalanceStream,98.36242055358879,97.50449569359877
95000,sine_P(y_x),4,sudden,RebalanceStream,98.47239838967629,97.66579590460944
100000,sine_P(y_x),4,sudden,RebalanceStream,98.54679069151577,97.78182001920064
5000,sine_P(y_x),3,sudden,improved_OOB,97.7549330373758,95.04523743505987
10000,sine_P(y_x),3,sudden,improved_OOB,98.50427653024217,96.60272036762194
15000,sine_P(y_x),3,sudden,improved_OOB,98.80005022509172,97.2218231809083
20000,sine_P(y_x),3,sudden,improved_OOB,99.00093946881293,97.67818762929684
25000,sine_P(y_x),3,sudden,improved_OOB,99.10745411094396,97.91050913502235
30000,sine_P(y_x),3,sudden,improved_OOB,99.19099251300614,98.11014819559712
35000,sine_P(y_x),3,sudden,improved_OOB,99.2495678431784,98.24599850997356
40000,sine_P(y_x),3,sudden,improved_OOB,99.29788723311546,98.35453501462176
45000,sine_P(y_x),3,sudden,improved_OOB,99.3369646671778,98.44563651331154
50000,sine_P(y_x),3,sudden,improved_OOB,99.37764447554392,98.54057598004017
55000,sine_P(y_x),3,sudden,improved_OOB,94.76374245040905,88.75110006844828
60000,sine_P(y_x),3,sudden,improved_OOB,97.0024089327903,93.23156917355661
65000,sine_P(y_x),3,sudden,improved_OOB,97.86827712616312,95.07603834777638
70000,sine_P(y_x),3,sudden,improved_OOB,98.26686826404728,95.96923077839406
75000,sine_P(y_x),3,sudden,improved_OOB,98.53369879219261,96.560902122487
80000,sine_P(y_x),3,sudden,improved_OOB,98.72031647888682,97.00417613378441
85000,sine_P(y_x),3,sudden,improved_OOB,98.87384215387053,97.36142905114261
90000,sine_P(y_x),3,sudden,improved_OOB,98.98216641768413,97.6081194675287
95000,sine_P(y_x),3,sudden,improved_OOB,99.06623972179013,97.80345669030058
100000,sine_P(y_x),3,sudden,improved_OOB,99.13177631704863,97.9568921781953
5000,sine_P(y_x),3,sudden,WEOB1,97.53060118964102,94.6050444520308
10000,sine_P(y_x),3,sudden,WEOB1,98.38890243566485,96.36840256413126
15000,sine_P(y_x),3,sudden,WEOB1,98.71538664767675,97.04541527887957
20000,sine_P(y_x),3,sudden,WEOB1,98.92039995269249,97.50542795221861
25000,sine_P(y_x),3,sudden,WEOB1,99.04054426215258,97.7659156482523
30000,sine_P(y_x),3,sudden,WEOB1,99.14546708801689,98.0135466725425
35000,sine_P(y_x),3,sudden,WEOB1,99.20887301333975,98.15961442240601
40000,sine_P(y_x),3,sudden,WEOB1,99.26478670562129,98.2847711006346
45000,sine_P(y_x),3,sudden,WEOB1,99.30292703647552,98.37295173865706
50000,sine_P(y_x),3,sudden,WEOB1,99.34588729222288,98.47238974711847
55000,sine_P(y_x),3,sudden,WEOB1,94.28718280380865,87.9251666299217
60000,sine_P(y_x),3,sudden,WEOB1,96.78527464868262,92.83062358672645
65000,sine_P(y_x),3,sudden,WEOB1,97.7144231309742,94.76823658410133
70000,sine_P(y_x),3,sudden,WEOB1,98.16178750015362,95.75767433387264
75000,sine_P(y_x),3,sudden,WEOB1,98.43709911555705,96.36022228781292
80000,sine_P(y_x),3,sudden,WEOB1,98.64298656695732,96.84371378746025
85000,sine_P(y_x),3,sudden,WEOB1,98.80734367348427,97.22191476909659
90000,sine_P(y_x),3,sudden,WEOB1,98.92251750905675,97.48156460583667
95000,sine_P(y_x),3,sudden,WEOB1,99.01585403273705,97.6963823946847
100000,sine_P(y_x),3,sudden,WEOB1,99.08817421905817,97.86436257093172
5000,sine_P(y_x),3,sudden,OOB,97.3688573966604,93.9423235951048
10000,sine_P(y_x),3,sudden,OOB,98.22122346409444,95.83826440609144
15000,sine_P(y_x),3,sudden,OOB,98.54620870712849,96.55050852440552
20000,sine_P(y_x),3,sudden,OOB,98.78741752697245,97.12288879980221
25000,sine_P(y_x),3,sudden,OOB,98.92185664262699,97.42859438931315
30000,sine_P(y_x),3,sudden,OOB,99.02850255981181,97.69212850132882
35000,sine_P(y_x),3,sudden,OOB,99.10091275675605,97.86576025449585
40000,sine_P(y_x),3,sudden,OOB,99.15691265883285,97.99497613526195
45000,sine_P(y_x),3,sudden,OOB,99.20690650827912,98.1148469362024
50000,sine_P(y_x),3,sudden,OOB,99.25467036818947,98.22958340001298
55000,sine_P(y_x),3,sudden,OOB,94.10280926094403,87.70059666133893
60000,sine_P(y_x),3,sudden,OOB,96.64916784855782,92.60962420297577
65000,sine_P(y_x),3,sudden,OOB,97.60543976149147,94.57086776395117
70000,sine_P(y_x),3,sudden,OOB,98.07439756618464,95.59374511087665
75000,sine_P(y_x),3,sudden,OOB,98.35708719287156,96.20447544821812
80000,sine_P(y_x),3,sudden,OOB,98.57027635134789,96.69860629618941
85000,sine_P(y_x),3,sudden,OOB,98.74511662615333,97.0954970789538
90000,sine_P(y_x),3,sudden,OOB,98.86655485682397,97.36677450801545
95000,sine_P(y_x),3,sudden,OOB,98.96318304784816,97.58685458923759
100000,sine_P(y_x),3,sudden,OOB,99.04440267393039,97.77380205297682
5000,sine_P(y_x),3,sudden,ESOS_ELM,81.71279867518334,0.0
10000,sine_P(y_x),3,sudden,ESOS_ELM,82.1032775288847,0.0
15000,sine_P(y_x),3,sudden,ESOS_ELM,87.08188826120964,48.372968303463956
20000,sine_P(y_x),3,sudden,ESOS_ELM,89.52110046021049,64.42158311587168
25000,sine_P(y_x),3,sudden,ESOS_ELM,91.1824388883585,72.40710908440417
30000,sine_P(y_x),3,sudden,ESOS_ELM,92.27183134564748,77.25900853083185
35000,sine_P(y_x),3,sudden,ESOS_ELM,93.14319298845821,80.59019652714656
40000,sine_P(y_x),3,sudden,ESOS_ELM,93.76026284592805,82.81508509008583
45000,sine_P(y_x),3,sudden,ESOS_ELM,94.23687557141689,84.47855355180462
50000,sine_P(y_x),3,sudden,ESOS_ELM,94.66181707237658,85.87463504151678
55000,sine_P(y_x),3,sudden,ESOS_ELM,73.68201244391915,60.30839135667522
60000,sine_P(y_x),3,sudden,ESOS_ELM,87.25994830226799,75.98721841208582
65000,sine_P(y_x),3,sudden,ESOS_ELM,91.10974913031451,81.78890128471798
70000,sine_P(y_x),3,sudden,ESOS_ELM,93.04493558574167,85.18013075275681
75000,sine_P(y_x),3,sudden,ESOS_ELM,94.22540721849285,87.33743451552051
80000,sine_P(y_x),3,sudden,ESOS_ELM,94.97133586002246,88.85813630181931
85000,sine_P(y_x),3,sudden,ESOS_ELM,95.52289865979319,89.97668166386391
90000,sine_P(y_x),3,sudden,ESOS_ELM,95.95671932746765,90.84322075424257
95000,sine_P(y_x),3,sudden,ESOS_ELM,96.3000748075942,91.55842104723365
100000,sine_P(y_x),3,sudden,ESOS_ELM,96.56293283430796,92.11695579206875
5000,sine_P(y_x),3,sudden,improved_UOB,96.79551820235591,93.12187846416174
10000,sine_P(y_x),3,sudden,improved_UOB,97.887931680681,95.29708879393147
15000,sine_P(y_x),3,sudden,improved_UOB,98.26998721979274,96.06524610008896
20000,sine_P(y_x),3,sudden,improved_UOB,98.47793160338904,96.52183135276391
25000,sine_P(y_x),3,sudden,improved_UOB,98.6319428331116,96.84793292068612
30000,sine_P(y_x),3,sudden,improved_UOB,98.78129900912809,97.1940407344553
35000,sine_P(y_x),3,sudden,improved_UOB,98.85989913258756,97.37200684395097
40000,sine_P(y_x),3,sudden,improved_UOB,98.93246008637408,97.53145467658095
45000,sine_P(y_x),3,sudden,improved_UOB,98.97675859065103,97.63258098337079
50000,sine_P(y_x),3,sudden,improved_UOB,99.03137905645318,97.75683864900692
55000,sine_P(y_x),3,sudden,improved_UOB,89.00832491250256,78.48222313670877
60000,sine_P(y_x),3,sudden,improved_UOB,94.08359410810274,87.38956083465953
65000,sine_P(y_x),3,sudden,improved_UOB,95.82138846436371,90.74306261133223
70000,sine_P(y_x),3,sudden,improved_UOB,96.6794478800384,92.53757469262771
75000,sine_P(y_x),3,sudden,improved_UOB,97.19582115763603,93.6198096805669
80000,sine_P(y_x),3,sudden,improved_UOB,97.57271295376339,94.47213401117293
85000,sine_P(y_x),3,sudden,improved_UOB,97.87562336339185,95.14239013703393
90000,sine_P(y_x),3,sudden,improved_UOB,98.09264224520192,95.61573238352791
95000,sine_P(y_x),3,sudden,improved_UOB,98.26184054124485,95.99373858933603
