ds,alg,avg_mem
shapeshift_sudden_4,improved_UOB,373879099.0769231
shapeshift_sudden_4,ESOS_ELM,5586487109.818182
shapeshift_sudden_4,WEOB1,527652454.4
shapeshift_sudden_4,improved_OOB,391542374.4
shapeshift_sudden_4,WEOB2,423010713.6
shapeshift_sudden_4,CSMOTE,1012668825.6
shapeshift_sudden_4,RebalanceStream,2580002816.0
shapeshift_sudden_4,OOB,548452352.0
shapeshift_sudden_4,UOB,470434201.6
