ds,alg,avg_mem
minority-share_sudden_1,improved_UOB,279407001.6
minority-share_sudden_1,ESOS_ELM,6074971818.666667
minority-share_sudden_1,WEOB1,504509440.0
minority-share_sudden_1,improved_OOB,577120665.6
minority-share_sudden_1,WEOB2,312100044.8
minority-share_sudden_1,UOB,297747017.14285713
minority-share_sudden_1,CSMOTE,1250833203.2
minority-share_sudden_1,RebalanceStream,2207407383.2727275
minority-share_sudden_1,OOB,585610035.2
