DRIFT DETECTED
DRIFT DETECTED
DRIFT DETECTED
DRIFT DETECTED
DRIFT DETECTED
DRIFT DETECTED
DRIFT DETECTED
DRIFT DETECTED
DRIFT DETECTED
DRIFT DETECTED
DRIFT DETECTED
DRIFT DETECTED
DRIFT DETECTED
DRIFT DETECTED
DRIFT DETECTED
DRIFT DETECTED
DRIFT DETECTED
DRIFT DETECTED
DRIFT DETECTED
DRIFT DETECTED
DRIFT DETECTED
DRIFT DETECTED
DRIFT DETECTED
DRIFT DETECTED
DRIFT DETECTED
DRIFT DETECTED
DRIFT DETECTED
DRIFT DETECTED
DRIFT DETECTED
DRIFT DETECTED
DRIFT DETECTED
DRIFT DETECTED
DRIFT DETECTED
DRIFT DETECTED
DRIFT DETECTED
DRIFT DETECTED
DRIFT DETECTED
DRIFT DETECTED
DRIFT DETECTED
DRIFT DETECTED
DRIFT DETECTED
DRIFT DETECTED
DRIFT DETECTED
DRIFT DETECTED
DRIFT DETECTED
DRIFT DETECTED
DRIFT DETECTED
DRIFT DETECTED
learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),F1 Score for class 0 (percent),F1 Score for class 1 (percent),Recall for class 0 (percent),Recall for class 1 (percent),GMean (percent),model training instances,model serialized size (bytes)
5000.0,4.876718985,3.5623949635040947E-6,5000.0,78.92,0.0,37.85377358490565,0.0,88.21819807735301,?,100.0,0.0,?,5000.0,2823880.0
10000.0,8.297734844,3.792308804173213E-6,10000.0,79.24,0.0,37.16707021791768,0.0,88.4177638919884,?,100.0,0.0,?,10000.0,259784.0
15000.0,19.186284092,4.540696281070453E-6,15000.0,82.28666666666666,28.10640922477658,45.54211928673908,12.970848345889276,89.72663650775239,35.77471597776166,97.12061605423956,24.238453979692107,55.08154637306665,15000.0,265680.0
20000.0,44.777093439,6.402076889823475E-6,20000.0,83.64,39.08534825950812,49.3184634448575,19.269676782630167,90.29943670323154,47.81499202551834,95.49758575280617,36.98494942018258,57.550528923066544,20000.0,281160.0
25000.0,68.514062666,8.191988796132374E-6,25000.0,84.516,44.7233311763771,51.79327521793277,23.072337042925295,90.71012023326695,53.5349897971432,94.6464342948718,44.31637519872814,58.94124394123354,25000.0,291480.0
30000.0,78.847867886,9.01260424148174E-6,30000.0,84.95666666666666,47.76776422235289,53.06780366056574,24.883488681757683,90.90139311707425,56.601596307337246,93.96465488496165,48.984687083888154,59.78071218395817,30000.0,306960.0
35000.0,105.200943332,1.1211021736750173E-5,35000.0,85.34857142857143,50.27166720092945,54.1241724816604,26.596049241339827,91.07832562023731,59.04807538731832,93.43542514457057,52.920125966218144,60.488749183378864,35000.0,322464.0
40000.0,121.015912001,1.2593666793818622E-5,40000.0,85.64500000000001,51.976077964654536,54.936430701616715,27.927701769800446,91.22045197394576,60.66584463625154,93.12271719788968,55.57926446592193,60.97171099448736,40000.0,337944.0
45000.0,141.48216426,1.4492364937814784E-5,45000.0,85.88888888888889,53.409739859944175,55.853726362625146,29.25579322638148,91.33484348134603,62.01698767795192,92.89917832556074,57.75401069518716,61.37043038401065,45000.0,358608.0
50000.0,155.881493538,1.5866664822038574E-5,50000.0,86.122,54.56116457528408,56.47892624184646,30.261306532663294,91.45559099136817,63.06881686092927,92.72409488139826,59.54773869346733,61.69923694318788,50000.0,368928.0
55000.0,175.495080417,1.7791231293588665E-5,55000.0,78.8,45.265982539641904,37.5,-0.5692599620493258,85.71428571428572,58.914728682170534,80.58793715154587,72.10626185958255,61.784747108636864,55000.0,379296.0
60000.0,194.222565859,1.9653849057561183E-5,60000.0,78.66,46.929216008734834,35.41162227602905,-2.793834296724483,85.38155911768735,60.49611255090708,78.64714790509844,78.70905587668592,62.72085055661003,60000.0,384456.0
65000.0,208.526973678,2.1133836434836065E-5,65000.0,78.72666666666667,47.39780866293307,34.597253535560576,-4.52014412053717,85.40589983992682,60.774431468961275,78.15351134175944,80.96953815918768,63.07199249685773,65000.0,399936.0
70000.0,225.785587252,2.2988592303054694E-5,70000.0,78.43,46.9428681074355,33.17843866171003,-6.439674315321987,85.170161567549,60.45829514207149,77.68232269392362,81.37182334073526,63.05833530046977,70000.0,415416.0
75000.0,243.919451077,2.5034537435867956E-5,75000.0,78.176,46.446312349606,32.05479452054796,-8.426073131955473,84.98541471737575,60.06441223832528,77.32872596153845,81.5381558028617,63.02120313124785,75000.0,436120.0
80000.0,265.286188373,2.7502274813392497E-5,80000.0,78.25999999999999,46.62705229704335,32.175540765391005,-8.55525965379494,85.051570020628,60.15882712278559,77.33411137045681,81.95739014647138,63.10536853488144,80000.0,446440.0
85000.0,279.585870099,2.9211072971187187E-5,85000.0,78.17428571428572,46.52027396181563,31.66040436571838,-9.347265960492393,84.98240509564157,60.07421732085925,77.15428000285571,82.26452905811624,63.13058075548093,85000.0,461920.0
90000.0,295.010683548,3.113668535138483E-5,90000.0,78.2325,46.55077255189235,31.66692826871764,-9.288314296472931,85.03926184298699,60.06146507040961,77.25158430368683,82.17647797163299,63.13241288659095,90000.0,482560.0
95000.0,310.44422111,3.3125193326116894E-5,95000.0,78.25555555555556,46.63273287791909,31.973025583982196,-9.012923351158635,85.05034146639574,60.13769503401637,77.2651565622918,82.23039215686273,63.14577355594643,95000.0,498040.0
100000.0,329.23177428,3.55960026015827E-5,100000.0,78.36999999999999,46.89156814884775,32.168840943301554,-8.693467336683467,85.13422495910709,60.31047010899482,77.32334581772784,82.58291457286433,63.22702357192536,100000.0,508360.0
