learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),F1 Score for class 0 (percent),F1 Score for class 1 (percent),Recall for class 0 (percent),Recall for class 1 (percent),GMean (percent),model training instances,model serialized size (bytes),ensemble size,size of class 0,size of class 1
5000.0,0.82487,7.626205815209282E-8,5000.0,75.5,30.09251755961826,-32.004310344827594,-134.6743295019156,84.5386848416004,41.02070293692827,74.78785171951763,81.60919540229885,62.52940250830334,5000.0,357376.0,10.0,0.9580210801349033,0.04197891986509665
10000.0,1.521538,1.7190139826801087E-7,10000.0,79.83,36.5289112225444,-12.05555555555552,-99.5054401582592,87.60523566644133,45.881405956533406,79.29691845589053,84.56973293768546,64.0052051386401,10000.0,530656.0,10.0,0.8990973910378615,0.10090260896213848
15000.0,2.306416,3.419683242506451E-7,15000.0,82.07333333333334,40.60597193368224,0.8480825958701748,-79.02796271637824,89.11996763099333,49.120151371807005,81.58986516520966,86.41810918774966,64.80894505254643,15000.0,837568.0,10.0,0.9281102333476355,0.07188976665236453
20000.0,3.039227,5.445551881587339E-7,20000.0,83.42,43.273170561889,8.042151968940692,-65.55167249126312,90.00964087731984,51.292596944770864,83.00272267600157,87.16924613080378,65.22498923089319,20000.0,1068616.0,10.0,0.9117299785176755,0.08827002148232457
25000.0,3.782587,7.902491254338787E-7,25000.0,84.50800000000001,45.25470063240507,14.047936085219714,-55.54216867469871,90.73112360895057,52.85453438831406,84.21146157263438,87.18875502008032,65.45995275600089,25000.0,1277608.0,10.0,0.9080585482664657,0.09194145173353444
30000.0,4.443494,1.038153629745874E-6,30000.0,85.21666666666667,46.993844640787245,18.534166054371763,-47.78407197600807,91.18132469030243,54.32073334019981,84.92166376532464,87.8707097634122,65.72525647130196,30000.0,1449928.0,10.0,0.9264830587911856,0.07351694120881433
35000.0,5.098729,1.31566416527662E-6,35000.0,85.59142857142858,47.83013191834136,19.952380952380988,-44.788975021533204,91.42303178733609,54.98527180219583,85.2777865913634,88.42951478610394,65.899032879373,35000.0,1637136.0,10.0,0.917595479515569,0.08240452048443103
40000.0,5.640864,1.5697793817209701E-6,40000.0,85.97,48.86195338991213,22.249930728733734,-40.51076614922383,91.6592354794602,55.86662472475621,85.64128200855413,88.93340010015022,66.06335635371252,40000.0,1811864.0,10.0,0.9129919196888747,0.08700808031112521
45000.0,6.212475,1.8582822491414845E-6,45000.0,86.22888888888889,49.32097982005089,23.323434793367966,-38.66636831505928,91.82981977349735,56.208041834499326,85.92435419802126,88.9908256880734,66.12775133899811,45000.0,1950976.0,10.0,0.9972967584626811,0.002703241537318972
50000.0,6.738472,2.0062195045604474E-6,50000.0,89.7,43.20988743427787,-18.119266055045774,-117.29957805907169,94.29236395877201,47.2876151484135,89.31345790468193,97.46835443037975,68.3340713581193,50000.0,1087168.0,10.0,0.9999999999999828,1.7126497537967334E-14
55000.0,7.253104,2.1093144392325646E-6,55000.0,81.78999999999999,28.09790246458749,-108.1142857142857,-282.56302521008433,89.4440901976697,33.757730083666786,81.00587988240235,97.47899159663865,66.79911516611597,55000.0,774360.0,10.0,0.8769694711016132,0.12303052889838677
60000.0,7.772789,2.2307938000228668E-6,60000.0,77.4,36.194759342442396,-25.975473801560746,-133.47107438016528,85.73232323232324,45.67307692307693,75.17714791851195,98.14049586776859,65.82507952640097,60000.0,903576.0,10.0,0.8983795947795128,0.10162040522048728
65000.0,8.273554,2.3604778302357428E-6,65000.0,79.46,39.47650179602154,-10.847274689692393,-99.80544747081714,87.15768413154933,48.726909635546676,77.68613464110567,94.94163424124513,65.69394357213434,65000.0,1001048.0,10.0,0.9238773953124767,0.07612260468752322
70000.0,8.733167,2.5067123312689364E-6,70000.0,81.35333333333334,41.43325820374106,-2.8687017285766725,-85.23178807947018,88.53735502643335,50.04465083050545,80.07412898443292,92.78145695364238,65.73727746455494,70000.0,1229872.0,10.0,0.7110023829568515,0.28899761704314847
75000.0,9.251673,2.702459192816168E-6,75000.0,82.685,43.48172793478021,4.731774415405746,-72.71820448877817,89.45461189439386,51.640832285993575,81.62267296471242,92.21945137157107,65.92460169320015,75000.0,1459296.0,10.0,0.9376389791822932,0.06236102081770671
80000.0,9.762649,2.9026580868930454E-6,80000.0,82.744,43.87854837049371,5.040721989874503,-71.80406212664286,89.4811274748854,52.00267022696929,81.59100004446618,93.0704898446834,66.0797794126822,80000.0,1514480.0,10.0,0.8704384396609101,0.12956156033908983
85000.0,10.260821,3.1179597283175426E-6,85000.0,83.07666666666667,44.69360745105034,7.201608481082067,-68.33554376657821,89.69534595790456,52.688472649333704,81.88556181440853,93.73342175066313,66.2606564193775,85000.0,1670592.0,10.0,0.9347132478645916,0.06528675213540833
90000.0,10.834575,3.3840470553375785E-6,90000.0,83.49142857142857,45.358833401825535,8.734797030484934,-65.46391752577311,89.97918834547347,53.176661264181526,82.33147137234988,93.95761741122566,66.38695067247319,90000.0,1792672.0,10.0,0.8937079317893923,0.10629206821060762
95000.0,11.46884,3.710395988511543E-6,95000.0,83.685,45.99693286410853,10.295532646048104,-62.25758329189455,90.09501259751693,53.762221907326065,82.49485796875868,94.33117851815017,66.48797569615668,95000.0,1988904.0,10.0,0.9467105325154472,0.05328946748455263
100000.0,12.081835,4.050868262329864E-6,100000.0,83.71777777777778,46.19332919675633,10.766045548654256,-61.28109178956631,90.11027575688043,53.95588512536919,82.50735348641768,94.49702839533349,66.52149687915764,100000.0,2146976.0,10.0,0.8540317974876209,0.14596820251237902
