learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),F1 Score for class 0 (percent),F1 Score for class 1 (percent),Recall for class 0 (percent),Recall for class 1 (percent),GMean (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
5000.0,0.438631,1.8918410854207145E-9,5000.0,83.67999999999999,66.99776749603649,65.71428571428571,59.179589794897446,85.50621669626997,81.32723112128146,80.50167224080268,88.40796019900498,64.98261929928026,5000.0,16672.0,9.0,5.0,5.0,4.0,0.0,0.0,1.0
10000.0,0.659098,3.7078345484203764E-9,10000.0,85.42999999999999,70.65048673861278,69.287521079258,62.95448766844647,87.02004454342985,83.3960113960114,80.64729194187582,92.7738336713996,65.84472750594298,10000.0,31840.0,17.0,9.0,9.0,6.0,0.0,0.0,1.0
15000.0,0.798569,5.099416099902657E-9,15000.0,86.18,72.15537841498904,70.88892009549221,64.82267096555235,87.70097893800059,84.22974515024724,81.25549692172383,93.76693766937669,66.14802237994355,15000.0,38568.0,21.0,11.0,11.0,7.0,0.0,0.0,1.0
20000.0,0.963841,7.4407338164746764E-9,20000.0,86.53999999999999,72.876037840426,71.7493965788645,65.94991145965088,88.00570308322936,84.66621098200045,81.73466854258048,93.87394214980422,66.2586995594512,20000.0,54760.0,25.0,13.0,13.0,8.0,0.0,0.0,1.0
25000.0,1.125447,9.971932410779927E-9,25000.0,86.912,73.67114316671245,72.57564328220602,67.10896662645759,88.27156068535379,85.19590987240974,81.86290805132637,94.53760417712623,66.4079272806441,25000.0,60544.0,27.0,14.0,14.0,9.0,0.0,0.0,1.0
30000.0,1.277532,1.2725103021495873E-8,30000.0,87.27666666666667,74.390406236011,73.43032159264932,67.93514784946237,88.6226117022862,85.56954368454878,82.20071882775781,94.98111624003357,66.55483360879798,30000.0,69976.0,31.0,16.0,16.0,11.0,0.0,0.0,1.0
35000.0,1.403708,1.5102472160425453E-8,35000.0,87.63428571428571,75.12948821780027,74.1981638249672,68.9102794339487,88.91620569555418,86.01705867149134,82.39984811087906,95.54981337927074,66.6988870765753,35000.0,72832.0,31.0,16.0,16.0,11.0,0.0,0.0,1.0
40000.0,1.512619,1.7205255149553222E-8,40000.0,87.8425,75.54919570957217,74.64810760087582,69.4535175879397,89.10007844895215,86.25688851208139,82.57925131912418,95.79436319126232,66.778292601411,40000.0,74632.0,31.0,16.0,16.0,11.0,0.0,0.0,1.0
45000.0,1.636078,1.9849543174107873E-8,45000.0,87.99777777777777,75.86085248458446,74.97915315482257,69.80657423971377,89.24424972617743,86.42453185874074,82.67960591860079,96.0500586624951,66.84490716971186,45000.0,82792.0,37.0,19.0,19.0,11.0,0.0,0.0,1.0
50000.0,1.779244,2.3469109435876215E-8,50000.0,88.42,76.5311575432994,76.18264088852324,71.71470444553005,89.71763452317528,86.74753948271916,85.71428571428571,92.30394544568924,66.71173644119432,50000.0,97728.0,45.0,23.0,23.0,12.0,0.0,0.0,1.0
