learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),F1 Score for class 0 (percent),F1 Score for class 1 (percent),Recall for class 0 (percent),Recall for class 1 (percent),GMean (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
5000.0,0.36934,1.5249544133742651E-9,5000.0,92.64,77.80334146567431,77.77777777777779,65.34839924670433,95.34295115160718,82.45948522402287,95.65769426104622,81.45009416195856,66.54092508054813,5000.0,15960.0,9.0,5.0,5.0,4.0,0.0,0.0,1.0
10000.0,0.546654,2.7895332707299127E-9,10000.0,93.2,80.03696097959809,78.97340754483614,67.07021791767556,95.65495207667732,84.36781609195401,94.3289224952741,88.86198547215496,67.67401790337063,10000.0,27568.0,13.0,7.0,7.0,4.0,0.0,0.0,1.0
15000.0,0.66532,3.905502557754517E-9,15000.0,93.52666666666667,80.97181320003544,79.78767693588678,68.04870023033894,95.86650206462049,85.08219388538946,94.13928601287517,91.11549851924975,68.05416675930374,15000.0,36352.0,17.0,9.0,9.0,6.0,0.0,0.0,1.0
20000.0,0.777542,5.139939441449113E-9,20000.0,93.67,81.2495259618012,80.16917293233082,68.48394324122478,95.96969311091303,85.25850023288311,94.3064506037665,91.1376649240727,68.08893366910647,20000.0,42520.0,19.0,10.0,10.0,6.0,0.0,0.0,1.0
25000.0,0.90783,6.705766738288932E-9,25000.0,93.772,81.55335105450096,80.53263315828957,69.03957049115132,96.03443445483025,85.49874266554903,94.40188272995844,91.27063034400477,68.13085077150498,25000.0,46456.0,21.0,11.0,11.0,7.0,0.0,0.0,1.0
30000.0,1.029941,8.418208464152284E-9,30000.0,93.74333333333334,81.37698401595568,80.47232625884313,68.7635213845898,96.02338933497172,85.33479178060786,94.46042265849694,90.88034614744551,68.06995827932144,30000.0,54208.0,25.0,13.0,13.0,8.0,0.0,0.0,1.0
35000.0,1.146735,1.0142379610074892E-8,35000.0,93.74285714285713,81.33486645387941,80.42195601644913,68.68744638261366,96.0262737697779,85.29016657710909,94.48332500178533,90.77780955104376,68.05533310344404,35000.0,57064.0,25.0,13.0,13.0,8.0,0.0,0.0,1.0
40000.0,1.247546,1.1800851198948092E-8,40000.0,93.895,81.69903855314486,80.86806643685364,69.37931034482756,96.1297071129707,85.55371509701844,94.69789227166277,90.67084639498432,68.07509431992128,40000.0,63592.0,29.0,15.0,15.0,10.0,0.0,0.0,1.0
45000.0,1.340337,1.3459507454600599E-8,45000.0,94.03111111111112,82.03398832295748,81.19311020865425,69.99553172475423,96.22147820949273,85.79887913714708,94.87350199733689,90.63896336014298,68.10148040929064,45000.0,69096.0,31.0,16.0,16.0,10.0,0.0,0.0,1.0
50000.0,1.497928,1.357366038693322E-8,50000.0,90.12,67.68728618991241,69.54377311960542,51.33004926108373,93.91625615763547,73.72340425531915,95.68381430363864,68.27586206896552,64.02337002466446,50000.0,2800.0,8.0,-14.0,-14.0,0.0,0.0,0.0,1.0
55000.0,1.566673,1.392223424795601E-8,55000.0,88.69,61.640721640113874,64.78829389788295,43.787276341948335,93.11247792460873,68.39899413243923,95.70605908863294,60.834990059642145,62.558182747797886,55000.0,19600.0,16.0,-10.0,-10.0,3.0,0.0,0.0,1.0
60000.0,1.652557,1.4445340778264733E-8,60000.0,84.28,39.72357507605106,48.89466840052015,16.115261472785487,90.72675790467201,48.4251968503937,94.6345065222742,39.38100320170758,57.88253400724215,60000.0,23544.0,22.0,-7.0,-7.0,3.0,0.0,0.0,1.0
65000.0,1.720676,1.490535679583748E-8,65000.0,84.25,41.89443188544343,50.221238938053105,18.05411030176902,90.62332559385605,50.82734935997502,94.21886605595444,42.35171696149844,58.431708647243255,65000.0,26104.0,22.0,-7.0,-7.0,3.0,0.0,0.0,1.0
70000.0,1.801381,1.575318853681286E-8,70000.0,84.10666666666667,45.7361760252896,50.580431177446094,19.432240621831696,90.33722438391698,55.25525525525525,92.55045262021426,49.746535991889154,59.64415072161381,70000.0,40608.0,30.0,-3.0,-3.0,5.0,0.0,0.0,1.0
75000.0,1.88738,1.691898388374183E-8,75000.0,84.53,49.867957807097476,51.79934569247548,21.769911504424797,90.44412872938416,59.406979795329306,91.2558429417264,57.24399494310999,60.93025477643196,75000.0,52400.0,36.0,0.0,0.0,6.0,0.0,0.0,1.0
80000.0,1.976414,1.8525961353960964E-8,80000.0,84.844,52.412202233767445,52.878995149856976,23.854501607717026,90.5423957267304,61.86977961155278,90.57630842988414,61.77652733118971,61.7156454558068,80000.0,69768.0,46.0,5.0,5.0,7.0,0.0,0.0,1.0
85000.0,2.065183,2.0481994445953105E-8,85000.0,85.55,54.37217822358406,55.05909185154469,27.471975907646012,90.99968857053878,63.371356147021544,91.22507596886317,62.74050527020244,62.04143398549585,85000.0,85176.0,54.0,9.0,9.0,9.0,0.0,0.0,1.0
90000.0,2.152157,2.2660197292764983E-8,90000.0,86.18285714285715,56.36801095176843,57.13145997695238,30.924153692329654,91.39409901412961,64.97175141242938,91.71398978534948,64.06227681759748,62.40518139604815,90000.0,96808.0,60.0,12.0,12.0,10.0,0.0,0.0,1.0
95000.0,2.236999,2.5032938052382734E-8,95000.0,86.745,57.91855088696457,58.790610912482535,33.60881542699727,91.75863462554793,66.15600663858037,92.19716374086337,64.8885549711996,62.66692084187299,95000.0,108104.0,64.0,14.0,14.0,10.0,0.0,0.0,1.0
100000.0,2.315024,2.732354584460457E-8,100000.0,87.21111111111111,59.039177004658015,60.02639438771964,35.6263982102908,92.07092765324259,66.96136402778575,92.65945646145313,65.23489932885906,62.82801043131801,100000.0,113480.0,64.0,14.0,14.0,10.0,0.0,0.0,1.0
