learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),F1 Score for class 0 (percent),F1 Score for class 1 (percent),Recall for class 0 (percent),Recall for class 1 (percent),GMean (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
5000.0,0.291318,2.2729835162560147E-10,5000.0,100.0,?,?,?,100.0,?,100.0,?,?,5000.0,3016.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
10000.0,0.411472,3.262695711519983E-10,10000.0,100.0,?,?,?,100.0,?,100.0,?,?,10000.0,3184.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
15000.0,0.514914,4.159708321094513E-10,15000.0,100.0,?,?,?,100.0,?,100.0,?,?,15000.0,3352.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
20000.0,0.59722,4.873436979121633E-10,20000.0,100.0,?,?,?,100.0,?,100.0,?,?,20000.0,3352.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
25000.0,0.682719,5.652013545234999E-10,25000.0,100.0,?,?,?,100.0,?,100.0,?,?,25000.0,3520.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
30000.0,0.760503,6.360335275530816E-10,30000.0,100.0,?,?,?,100.0,?,100.0,?,?,30000.0,3520.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
35000.0,0.829884,6.99213705956936E-10,35000.0,100.0,?,?,?,100.0,?,100.0,?,?,35000.0,3520.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
40000.0,0.892193,7.559539336297248E-10,40000.0,100.0,?,?,?,100.0,?,100.0,?,?,40000.0,3520.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
45000.0,0.949762,8.108798393772708E-10,45000.0,100.0,?,?,?,100.0,?,100.0,?,?,45000.0,3688.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
50000.0,0.994004,8.530906111829811E-10,50000.0,100.0,?,?,?,100.0,?,100.0,?,?,50000.0,3688.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
55000.0,1.177688,2.2281056663228406E-9,55000.0,79.94,60.17313844563582,57.57191201353638,51.049292337725724,81.24883155730043,78.43474521608256,73.63605557438156,89.0190336749634,63.76815217044967,55000.0,28936.0,17.0,9.0,9.0,4.0,0.0,0.0,1.0
60000.0,1.295857,3.4956769314077165E-9,60000.0,81.72,63.82706344341265,61.588569027106544,55.27281624663568,82.78719397363464,80.51172707889125,74.34466429900219,92.39050648397358,64.56298683901167,60000.0,41464.0,21.0,11.0,11.0,6.0,0.0,0.0,1.0
65000.0,1.414819,5.186855201092031E-9,65000.0,82.74000000000001,65.88447368004934,64.08157602663708,57.529527559055126,83.74662565132776,81.60045483618791,74.91015274034142,94.17650918635171,65.0166636191625,65000.0,54952.0,29.0,15.0,15.0,7.0,0.0,0.0,1.0
70000.0,1.53501,7.459665505836407E-9,70000.0,83.355,67.00248077113925,65.25777499478188,58.58937678815773,84.52275791529128,81.99664701746796,75.99699021820918,94.3027739768628,65.24947589733422,70000.0,73096.0,37.0,19.0,19.0,8.0,0.0,0.0,1.0
75000.0,1.648874,1.0000246814969513E-8,75000.0,84.17999999999999,68.59878588535513,66.94525699958211,60.60756972111553,85.3393631612114,82.82152629978717,76.9451871657754,94.9601593625498,65.55633961111718,75000.0,86248.0,43.0,22.0,22.0,9.0,0.0,0.0,1.0
80000.0,1.777829,1.3407313564999235E-8,80000.0,84.7,69.59954735514273,68.11835799124817,62.0253164556962,85.83595630438808,83.36594911937377,77.64193602411656,95.16008935219658,65.72709208848227,80000.0,102128.0,49.0,25.0,25.0,10.0,0.0,0.0,1.0
85000.0,1.899992,1.694237205096417E-8,85000.0,85.22857142857143,70.62362360231236,69.28652052515892,63.44481368875062,86.33720930232558,83.92412935323384,78.31902958239439,95.41822809870607,65.9047148694804,85000.0,111856.0,53.0,27.0,27.0,12.0,0.0,0.0,1.0
90000.0,2.009051,2.042054974991414E-8,90000.0,85.665,71.46780394454278,70.2098919368246,64.56556667902608,86.76117473217585,84.37091146969036,78.88571668486018,95.64330737856878,66.05471672474059,90000.0,123280.0,59.0,30.0,30.0,12.0,0.0,0.0,1.0
95000.0,2.118327,2.4263656634009545E-8,95000.0,86.02888888888889,72.15744077537352,70.97682577785984,65.48638559508126,87.13288716972637,84.7176645032694,79.4765531660693,95.66315327184893,66.17017954447422,95000.0,135944.0,65.0,33.0,33.0,13.0,0.0,0.0,1.0
100000.0,2.213298,2.774283287839757E-8,100000.0,86.358,72.78427011410417,71.66064231999668,66.19250594766058,87.48417402154166,85.00912067866642,79.93226931330472,95.85646312450436,66.29267162322866,100000.0,141608.0,67.0,34.0,34.0,13.0,0.0,0.0,1.0
