learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),F1 Score for class 0 (percent),F1 Score for class 1 (percent),Recall for class 0 (percent),Recall for class 1 (percent),GMean (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
5000.0,0.538817,4.020075179222557E-9,5000.0,96.41999999999999,92.58424545733247,92.6518883415435,91.25976562499999,96.98094113678529,95.60304593465978,97.45762711864407,94.92682926829268,69.35136198859702,5000.0,28840.0,15.0,8.0,8.0,4.0,0.0,0.0,1.0
10000.0,0.841424,7.891094419691297E-9,10000.0,97.16,94.10076777676508,94.13707679603634,92.98592244998765,97.61904761904762,96.48166501486621,97.86518742645823,96.12441372500618,69.64007487637136,10000.0,49448.0,27.0,14.0,14.0,5.0,0.0,0.0,1.0
15000.0,1.029086,1.1237431201669904E-8,15000.0,97.58666666666667,94.97694686878964,94.98267498267498,93.99070385126161,97.9850829344317,96.99185640684725,98.08335190550478,96.84699634915367,69.80872944243049,15000.0,68928.0,35.0,18.0,18.0,5.0,0.0,0.0,1.0
20000.0,1.221608,1.5008709650072785E-8,20000.0,97.935,95.69513267309247,95.68443051201673,94.83427141963729,98.28138654238275,97.4137391195441,98.38373739898358,97.26147305239465,69.93661602683143,20000.0,75720.0,37.0,19.0,19.0,5.0,0.0,0.0,1.0
25000.0,1.420419,1.9075995536728035E-8,25000.0,98.124,96.0887254925377,96.06939322829366,95.30530530530531,98.43900815443502,97.64971185166624,98.53411513859275,97.5080064051241,70.00752130016403,25000.0,79080.0,37.0,19.0,19.0,5.0,0.0,0.0,1.0
30000.0,1.628599,2.3652058899816538E-8,30000.0,98.23666666666668,96.32480889701009,96.30792853154664,95.59240126645561,98.5318198218201,97.79298260252827,98.63858635252278,97.63412195934688,70.04868098541715,30000.0,84968.0,45.0,23.0,23.0,6.0,0.0,0.0,1.0
35000.0,1.803489,2.8217376435382497E-8,35000.0,98.35142857142857,96.56190019246141,96.5469778575703,95.87237999856927,98.6290303419108,97.93286282377387,98.74399352966364,97.76124740719548,70.09016352828318,35000.0,100904.0,49.0,25.0,25.0,6.0,0.0,0.0,1.0
40000.0,1.980793,3.396013412003716E-8,40000.0,98.345,96.54634666224322,96.53946680606379,95.84666541188281,98.62535819593838,97.92098486275988,98.70734444490627,97.79813060661188,70.09020528068065,40000.0,125200.0,65.0,33.0,33.0,6.0,0.0,0.0,1.0
45000.0,2.24379,3.488544428307149E-8,45000.0,97.64666666666668,95.08583677338166,95.07120915945268,94.08445983688975,98.04781831253342,97.03801079629682,98.14732801889578,96.88896336014298,69.82769711565726,45000.0,13600.0,73.0,37.0,37.0,3.0,0.0,0.0,1.0
50000.0,2.392717,3.5797467769847976E-8,50000.0,69.88,36.19133988525965,38.25338253382534,25.66633761105626,75.75660012878302,60.242872228088686,79.1456441305079,56.2900838677849,58.18842840253825,50000.0,23672.0,75.0,38.0,38.0,3.0,0.0,0.0,1.0
