ds,alg,avg_mem
PAKDD,improved_OOB,538752465.4545455
PAKDD,WEOB1,432388915.2
PAKDD,improved_UOB,265074530.46153846
PAKDD,ESOS_ELM,4443461159.384615
PAKDD,OOB,538752465.4545455
PAKDD,UOB,265074530.46153846
PAKDD,WEOB2,432388915.2
