learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),F1 Score for class 0 (percent),F1 Score for class 1 (percent),Recall for class 0 (percent),Recall for class 1 (percent),GMean (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
5000.0,0.369749,1.5419478114280436E-9,5000.0,80.78,54.85514373257858,55.714285714285715,37.75906735751293,86.12675039699725,68.72762772534983,86.36363636363636,68.30530401034929,62.18298408205931,5000.0,16120.0,7.0,4.0,4.0,3.0,0.0,0.0,1.0
10000.0,0.5648,2.7283594095044666E-9,10000.0,81.36,55.41330336903203,56.22357914513856,38.56295319709954,86.73309608540926,68.67226890756302,87.49282021826536,67.29249011857708,62.206372329698354,10000.0,23512.0,11.0,6.0,6.0,4.0,0.0,0.0,1.0
15000.0,0.723356,4.558114914430512E-9,15000.0,81.92,56.06442199928266,57.08181674315558,39.666295884315915,87.278356318604,68.76295784381479,88.5746929448729,66.37758505670448,62.23991444434539,15000.0,44608.0,19.0,10.0,10.0,5.0,0.0,0.0,1.0
20000.0,0.873093,6.536184605211019E-9,20000.0,82.235,56.412583639259005,57.591310575316314,40.60514877967237,87.58517069079983,68.78130217028381,89.41923515981736,65.40775401069519,62.21474687935983,20000.0,51064.0,21.0,11.0,11.0,5.0,0.0,0.0,1.0
25000.0,1.02673,9.264986103193626E-9,25000.0,82.66,57.283293962358684,58.548479632816985,41.788639720692906,87.91502885339133,69.31842310142261,89.84103469887755,65.74036783460868,62.366137152601944,25000.0,68656.0,29.0,15.0,15.0,6.0,0.0,0.0,1.0
30000.0,1.155746,1.1822429450435769E-8,30000.0,82.91,57.8759731934645,59.32243732148523,42.75985262922852,88.0947405085336,69.72542072630647,90.15255928900717,65.90021207724077,62.460541817664364,30000.0,76624.0,31.0,16.0,16.0,6.0,0.0,0.0,1.0
35000.0,1.28049,1.4714201657722392E-8,35000.0,83.15428571428572,58.4902375600325,59.75975975975977,43.57354770791462,88.26246217550566,70.17401861594496,90.30103059187748,66.36685484642618,62.583521281225394,35000.0,89608.0,37.0,19.0,19.0,7.0,0.0,0.0,1.0
40000.0,1.405051,1.8095919189767702E-8,40000.0,83.42,59.105151655757936,60.34915700107618,44.37174970642512,88.45484297750853,70.597623692144,90.4900983046018,66.77289500167728,62.7022713516582,40000.0,104944.0,43.0,22.0,22.0,7.0,0.0,0.0,1.0
45000.0,1.519042,2.1516943280067707E-8,45000.0,83.55555555555556,59.391368662481646,60.705182667799505,44.776119402985096,88.55835240274598,70.77870794503237,90.63231850117096,66.8706163259215,62.75008661888294,45000.0,116008.0,47.0,24.0,24.0,7.0,0.0,0.0,1.0
50000.0,1.633551,2.5216570465515056E-8,50000.0,85.44,64.75430360604143,66.18671620993963,52.4183006535948,89.73201692524684,74.98281786941583,91.69789564716056,71.2606139777923,63.827601714492,50000.0,124888.0,51.0,26.0,26.0,8.0,0.0,0.0,1.0
