drift,unbalance,type,alg,Time,Mem
shapeshift,1,incremental,RebalanceStream,7.126017999999999,2536476262.4
shapeshift,1,sudden,improved_OOB,8.949840666666667,461954756.9230769
shapeshift,1,sudden,WEOB1,10.255997333333333,626874777.6
shapeshift,1,sudden,CSMOTE,244.05838466666663,1342644633.6
shapeshift,1,sudden,OOB,11.181007333333334,609245593.6
shapeshift,1,sudden,ESOS_ELM,301.50321670266663,5636286122.666667
shapeshift,1,sudden,improved_UOB,3.829739,300711253.3333333
shapeshift,1,sudden,WEOB2,11.099744999999999,626874777.6
shapeshift,1,sudden,UOB,4.970639333333334,327714816.0
shapeshift,1,sudden,RebalanceStream,5.944712,2598574899.2
shapeshift,1,periodic,improved_OOB,9.815271000000001,552034713.6
shapeshift,1,periodic,WEOB1,13.703599666666667,401899835.0769231
shapeshift,1,periodic,CSMOTE,242.9409653333333,1169184358.4
shapeshift,1,periodic,OOB,11.583432,565561753.6
shapeshift,1,periodic,ESOS_ELM,282.66746785400005,7334988185.6
shapeshift,1,periodic,improved_UOB,3.836320333333333,252947309.7142857
shapeshift,1,periodic,WEOB2,12.732099333333332,401899835.0769231
shapeshift,1,periodic,UOB,4.778885333333334,320875520.0
shapeshift,1,periodic,RebalanceStream,5.992387999999999,2685561651.2
shapeshift,2,incremental,improved_OOB,8.405537666666666,532719616.0
shapeshift,2,incremental,WEOB1,12.807772333333332,523036672.0
shapeshift,2,incremental,CSMOTE,360.2735146666667,864228556.8
shapeshift,2,incremental,OOB,9.915058,560932864.0
shapeshift,2,incremental,ESOS_ELM,270.546590562,6821158912.0
shapeshift,2,incremental,improved_UOB,5.5790180000000005,300725341.09090906
shapeshift,2,incremental,WEOB2,13.493117666666668,523036672.0
shapeshift,2,incremental,UOB,5.84912,367925657.6
shapeshift,2,incremental,RebalanceStream,33.19905133333333,2772165427.2
shapeshift,2,sudden,improved_OOB,8.366584999999999,384999424.0
shapeshift,2,sudden,WEOB1,12.294974000000002,501835776.0
shapeshift,2,sudden,CSMOTE,364.02240066666667,758519249.4545455
shapeshift,2,sudden,OOB,9.713292333333333,465119641.6
shapeshift,2,sudden,ESOS_ELM,268.6929228676667,6028054186.666667
shapeshift,2,sudden,improved_UOB,5.310691666666667,336075571.2
shapeshift,2,sudden,WEOB2,12.700585666666667,501835776.0
shapeshift,2,sudden,UOB,5.460604,364907724.8
shapeshift,2,sudden,RebalanceStream,32.95225,2712535040.0
shapeshift,2,periodic,improved_OOB,9.296611,484458123.6363636
shapeshift,2,periodic,WEOB1,12.983044666666666,527323545.6
shapeshift,2,periodic,CSMOTE,366.82538266666666,905587507.2
shapeshift,2,periodic,OOB,10.389851,536227430.4
shapeshift,2,periodic,ESOS_ELM,252.89762094766664,6514065408.0
shapeshift,2,periodic,improved_UOB,5.408436999999999,277118603.6363636
shapeshift,2,periodic,WEOB2,12.916736999999998,527323545.6
shapeshift,2,periodic,UOB,5.62039,295552614.4
shapeshift,2,periodic,RebalanceStream,32.32880766666667,2568869888.0
shapeshift,3,incremental,improved_OOB,9.158243666666666,521297100.8
shapeshift,3,incremental,WEOB1,14.503396666666667,537402982.4
shapeshift,3,incremental,CSMOTE,484.53859533333326,959022694.4
shapeshift,3,incremental,OOB,10.638481,567592550.4
shapeshift,3,incremental,ESOS_ELM,264.57205566700003,6805574860.8
shapeshift,3,incremental,improved_UOB,7.149320333333333,416587403.6363636
shapeshift,3,incremental,WEOB2,15.141343999999998,537402982.4
shapeshift,3,incremental,UOB,6.957670666666666,437484078.54545456
shapeshift,3,incremental,RebalanceStream,36.126321999999995,2837575270.4
shapeshift,3,sudden,improved_OOB,9.300053666666667,596400128.0
shapeshift,3,sudden,WEOB1,13.713963999999999,567760337.4545455
shapeshift,3,sudden,CSMOTE,509.3958043333334,997354700.8
shapeshift,3,sudden,OOB,10.545810333333334,537185484.8
shapeshift,3,sudden,ESOS_ELM,285.5924099586667,5167333691.076923
shapeshift,3,sudden,improved_UOB,6.770473,347764263.38461536
shapeshift,3,sudden,WEOB2,14.531026666666667,567760337.4545455
shapeshift,3,sudden,UOB,6.708449333333333,524323635.2
shapeshift,3,sudden,RebalanceStream,36.21139233333333,2549587968.0
shapeshift,3,periodic,improved_OOB,10.070326333333334,455097250.90909094
shapeshift,3,periodic,WEOB1,13.864381333333334,409958213.8181818
shapeshift,3,periodic,CSMOTE,518.9909573333333,723647767.2727273
shapeshift,3,periodic,OOB,10.652591333333334,437841100.8
shapeshift,3,periodic,ESOS_ELM,244.21015599266664,4004224512.0
shapeshift,3,periodic,improved_UOB,6.686041,282244332.3076923
shapeshift,3,periodic,WEOB2,14.737136999999999,409958213.8181818
shapeshift,3,periodic,UOB,6.726251666666666,366060748.8
shapeshift,3,periodic,RebalanceStream,36.810345000000005,2295532823.2727275
shapeshift,4,incremental,improved_OOB,8.157825,509494365.09090906
shapeshift,4,incremental,WEOB1,15.336616666666666,514308505.6
shapeshift,4,incremental,CSMOTE,607.5650776666666,925461299.2
shapeshift,4,incremental,OOB,9.268840666666668,528957030.4
shapeshift,4,incremental,ESOS_ELM,247.30963587333335,5331226624.0
shapeshift,4,incremental,improved_UOB,6.6360269999999995,350619175.38461536
shapeshift,4,incremental,WEOB2,16.028289,514308505.6
shapeshift,4,incremental,UOB,8.437879,409702809.6
shapeshift,4,incremental,RebalanceStream,29.019801666666666,2831098675.2
shapeshift,4,sudden,improved_OOB,8.078731666666666,391542374.4
shapeshift,4,sudden,WEOB1,14.493919666666669,527652454.4
shapeshift,4,sudden,CSMOTE,575.4272313333335,1012668825.6
shapeshift,4,sudden,OOB,8.822969333333333,548452352.0
shapeshift,4,sudden,ESOS_ELM,264.48120129666665,5586487109.818182
shapeshift,4,sudden,improved_UOB,6.405360666666667,373879099.0769231
shapeshift,4,sudden,WEOB2,14.181415000000001,527652454.4
shapeshift,4,sudden,UOB,8.212360333333335,470434201.6
shapeshift,4,sudden,RebalanceStream,28.305312999999998,2580002816.0
shapeshift,4,periodic,improved_OOB,8.158065333333333,442615125.3333333
shapeshift,4,periodic,WEOB1,14.986786333333333,565543731.2
shapeshift,4,periodic,CSMOTE,597.2912643333333,997303091.2
shapeshift,4,periodic,OOB,8.660349666666667,336942694.4
shapeshift,4,periodic,ESOS_ELM,254.10653600833336,7026784665.6
shapeshift,4,periodic,improved_UOB,6.748879333333334,343410688.0
shapeshift,4,periodic,WEOB2,15.304848333333334,565543731.2
shapeshift,4,periodic,UOB,8.667431666666666,447662080.0
shapeshift,4,periodic,RebalanceStream,29.031004666666664,2846076928.0
minority-share,1,incremental,improved_OOB,6.139114666666667,523134976.0
minority-share,1,incremental,WEOB1,9.238171,500576256.0
minority-share,1,incremental,CSMOTE,68.25562066666666,1182009753.6
minority-share,1,incremental,OOB,6.262324666666667,446629478.4
minority-share,1,incremental,ESOS_ELM,311.902960792,6642488934.4
minority-share,1,incremental,improved_UOB,2.2263486666666665,286048938.6666667
minority-share,1,incremental,WEOB2,17.512643666666666,500576256.0
minority-share,1,incremental,UOB,3.8402659999999997,313515008.0
minority-share,1,incremental,RebalanceStream,4.626520333333333,2513408819.2
minority-share,1,sudden,improved_OOB,6.666277,577120665.6
minority-share,1,sudden,WEOB1,6.953594666666667,504509440.0
minority-share,1,sudden,CSMOTE,67.89651733333334,1250833203.2
minority-share,1,sudden,OOB,7.390356000000001,585610035.2
minority-share,1,sudden,ESOS_ELM,288.04216636066667,6074971818.666667
minority-share,1,sudden,improved_UOB,2.1366146666666666,279407001.6
minority-share,1,sudden,WEOB2,7.097517666666666,504509440.0
minority-share,1,sudden,UOB,3.7400846666666667,297747017.14285713
minority-share,1,sudden,RebalanceStream,4.379477333333333,2207407383.2727275
minority-share,1,periodic,improved_OOB,4.884321,582180454.4
minority-share,1,periodic,WEOB1,6.291855333333334,581505024.0
minority-share,1,periodic,CSMOTE,23.731751333333335,1221750374.4
minority-share,1,periodic,OOB,6.043256666666667,456715543.27272725
minority-share,1,periodic,ESOS_ELM,262.1710551863333,4429910961.230769
minority-share,1,periodic,improved_UOB,1.475656,261000045.7142857
minority-share,1,periodic,WEOB2,6.416224,581505024.0
minority-share,1,periodic,UOB,3.0055520000000002,268750848.0
minority-share,1,periodic,RebalanceStream,3.4771013333333336,2650225459.2
minority-share,2,incremental,improved_OOB,6.352338333333333,525682278.4
minority-share,2,incremental,WEOB1,8.562556333333333,569113395.2
minority-share,2,incremental,CSMOTE,95.85874633333333,854683238.4
minority-share,2,incremental,OOB,7.244708,534798745.6
minority-share,2,incremental,ESOS_ELM,277.80188044966667,5583567778.909091
minority-share,2,incremental,improved_UOB,3.2728663333333334,318149017.6
minority-share,2,incremental,WEOB2,8.604418333333333,569113395.2
minority-share,2,incremental,UOB,4.419004,259734807.27272728
minority-share,2,incremental,RebalanceStream,16.930028666666665,1690064076.8
minority-share,2,sudden,improved_OOB,6.057708000000001,403130840.61538464
minority-share,2,sudden,WEOB1,8.389085666666666,498435686.4
minority-share,2,sudden,CSMOTE,99.61924800000001,915329433.6
minority-share,2,sudden,OOB,6.649822,580901683.2
minority-share,2,sudden,ESOS_ELM,265.0702161663333,5977104793.6
minority-share,2,sudden,improved_UOB,3.2906,277087697.45454544
minority-share,2,sudden,WEOB2,8.479169333333333,498435686.4
minority-share,2,sudden,UOB,4.368749666666667,334229504.0
minority-share,2,sudden,RebalanceStream,18.97799733333333,2631246233.6
minority-share,2,periodic,improved_OOB,4.741082666666667,350511981.71428573
minority-share,2,periodic,WEOB1,6.308549666666667,483504537.6
minority-share,2,periodic,CSMOTE,23.510788,1230228275.2
minority-share,2,periodic,OOB,5.74918,455798374.4
minority-share,2,periodic,ESOS_ELM,245.02933280933334,5910707882.666667
minority-share,2,periodic,improved_UOB,1.9265359999999998,261000045.7142857
minority-share,2,periodic,WEOB2,6.433555666666666,483504537.6
minority-share,2,periodic,UOB,3.1709096666666667,328373862.4
minority-share,2,periodic,RebalanceStream,15.862736666666668,1746896486.4
minority-share,3,incremental,improved_OOB,7.407396000000001,406095530.6666667
minority-share,3,incremental,WEOB1,9.543527666666668,442983082.6666667
minority-share,3,incremental,CSMOTE,125.62837033333334,835420979.2
minority-share,3,incremental,OOB,7.7254906666666665,552101478.4
minority-share,3,incremental,ESOS_ELM,259.295623768,4921074688.0
minority-share,3,incremental,improved_UOB,4.246728,387021619.2
minority-share,3,incremental,WEOB2,10.086438333333334,442983082.6666667
minority-share,3,incremental,UOB,5.166366333333333,370035916.8
minority-share,3,incremental,RebalanceStream,18.374788666666664,1639707443.2
minority-share,3,sudden,improved_OOB,6.582605999999999,567325081.6
minority-share,3,sudden,WEOB1,9.263675000000001,544670037.3333334
minority-share,3,sudden,CSMOTE,123.617599,963308748.8
minority-share,3,sudden,OOB,7.12021,566360883.2
minority-share,3,sudden,ESOS_ELM,248.68102595533333,6465939456.0
minority-share,3,sudden,improved_UOB,3.903948666666667,432384000.0
minority-share,3,sudden,WEOB2,9.249941,544670037.3333334
minority-share,3,sudden,UOB,5.085457333333333,486492569.6
minority-share,3,sudden,RebalanceStream,20.769476333333333,2315093829.818182
minority-share,3,periodic,improved_OOB,4.916195,465452236.8
minority-share,3,periodic,WEOB1,6.765287,484333909.3333333
minority-share,3,periodic,CSMOTE,18.785813,1126978355.2
minority-share,3,periodic,OOB,5.42092,534700441.6
minority-share,3,periodic,ESOS_ELM,245.47884373166667,5828039338.666667
minority-share,3,periodic,improved_UOB,2.0985693333333333,324818944.0
minority-share,3,periodic,WEOB2,6.6859693333333325,484333909.3333333
minority-share,3,periodic,UOB,3.293932,320863027.2
minority-share,3,periodic,RebalanceStream,17.472049666666667,1494763520.0
minority-share,4,incremental,improved_OOB,5.992992999999999,393911978.6666667
minority-share,4,incremental,WEOB1,9.806878,512511255.27272725
minority-share,4,incremental,CSMOTE,139.45881,1044647526.4
minority-share,4,incremental,OOB,7.320729666666666,461681868.8
minority-share,4,incremental,ESOS_ELM,260.726893608,5657865216.0
minority-share,4,incremental,improved_UOB,4.3394070000000005,351754240.0
minority-share,4,incremental,WEOB2,9.632801333333333,512511255.27272725
minority-share,4,incremental,UOB,5.481831,397126041.6
minority-share,4,incremental,RebalanceStream,14.524449666666667,3322642432.0
minority-share,4,sudden,improved_OOB,5.656348333333334,518246400.0
minority-share,4,sudden,WEOB1,9.407685,370652711.38461536
minority-share,4,sudden,CSMOTE,156.298239,1004733235.2
minority-share,4,sudden,OOB,6.645066,494492876.8
minority-share,4,sudden,ESOS_ELM,247.562412298,5889466368.0
minority-share,4,sudden,improved_UOB,4.344391000000001,319549124.9230769
minority-share,4,sudden,WEOB2,9.061098000000001,370652711.38461536
minority-share,4,sudden,UOB,5.499252666666666,582105497.6
minority-share,4,sudden,RebalanceStream,17.181981,2453195980.8
minority-share,4,periodic,improved_OOB,4.255312666666666,359910679.27272725
minority-share,4,periodic,WEOB1,6.849085333333332,595505971.2
minority-share,4,periodic,CSMOTE,22.082130333333335,1272762368.0
minority-share,4,periodic,OOB,5.4374503333333335,426676633.6
minority-share,4,periodic,ESOS_ELM,243.46654678466666,5923950592.0
minority-share,4,periodic,improved_UOB,1.9767953333333335,239215274.66666666
minority-share,4,periodic,WEOB2,6.552518666666667,595505971.2
minority-share,4,periodic,UOB,3.1992203333333333,359331430.4
minority-share,4,periodic,RebalanceStream,14.254535000000002,3108141056.0
splitting-clusters,1,incremental,improved_OOB,8.271323,419684352.0
splitting-clusters,1,incremental,WEOB1,11.666144666666666,574456627.2
splitting-clusters,1,incremental,CSMOTE,242.74992633333332,1326926233.6
splitting-clusters,1,incremental,OOB,8.461855333333334,554559488.0
splitting-clusters,1,incremental,ESOS_ELM,312.1734721776667,4778275446.153846
splitting-clusters,1,incremental,improved_UOB,3.334346,288697344.0
splitting-clusters,1,incremental,WEOB2,22.797901,574456627.2
splitting-clusters,1,incremental,UOB,4.579036666666666,286599168.0
splitting-clusters,1,incremental,RebalanceStream,7.142484666666667,2049535627.6363637
splitting-clusters,1,sudden,improved_OOB,16.085712666666666,419844505.6
splitting-clusters,1,sudden,WEOB1,10.124837333333334,569999360.0
splitting-clusters,1,sudden,CSMOTE,222.096641,1330518425.6
splitting-clusters,1,sudden,OOB,9.884291666666666,580974182.4
splitting-clusters,1,sudden,ESOS_ELM,305.44218323833337,5133915282.285714
splitting-clusters,1,sudden,improved_UOB,3.0415183333333338,285717299.2
splitting-clusters,1,sudden,WEOB2,10.194999666666668,569999360.0
splitting-clusters,1,sudden,UOB,4.279331333333333,309383168.0
splitting-clusters,1,sudden,RebalanceStream,5.787879,2648337203.2
splitting-clusters,1,periodic,improved_OOB,8.82867,469275033.6
splitting-clusters,1,periodic,WEOB1,10.921637666666667,449867093.3333333
splitting-clusters,1,periodic,CSMOTE,200.0626115,1277753753.6
splitting-clusters,1,periodic,OOB,9.679626666666666,529212620.8
splitting-clusters,1,periodic,ESOS_ELM,290.1535437223333,5440143018.666667
splitting-clusters,1,periodic,improved_UOB,3.4165609999999997,277579093.3333333
splitting-clusters,1,periodic,WEOB2,10.546223333333332,449867093.3333333
splitting-clusters,1,periodic,UOB,4.522357666666667,326209536.0
splitting-clusters,1,periodic,RebalanceStream,7.125113,2628473651.2
splitting-clusters,2,incremental,improved_OOB,7.924497,372517050.1818182
splitting-clusters,2,incremental,WEOB1,11.98503,511411814.4
splitting-clusters,2,incremental,CSMOTE,373.1243996666667,948544716.8
splitting-clusters,2,incremental,OOB,9.041078666666667,478145740.8
splitting-clusters,2,incremental,ESOS_ELM,320.01549055000004,5678987450.181818
splitting-clusters,2,incremental,improved_UOB,4.869956999999999,231138450.2857143
splitting-clusters,2,incremental,WEOB2,12.230412,511411814.4
splitting-clusters,2,incremental,UOB,5.329109333333333,258040180.36363637
splitting-clusters,2,incremental,RebalanceStream,36.46098466666667,2815945113.6
splitting-clusters,2,sudden,improved_OOB,7.667461,486978764.8
splitting-clusters,2,sudden,WEOB1,11.482537,603177779.2
splitting-clusters,2,sudden,CSMOTE,349.347511,885559296.0
splitting-clusters,2,sudden,OOB,8.551797333333333,546489958.4
splitting-clusters,2,sudden,ESOS_ELM,307.65292483933337,5652225732.923077
splitting-clusters,2,sudden,improved_UOB,4.762534666666666,287752533.3333333
splitting-clusters,2,sudden,WEOB2,10.923295666666668,603177779.2
splitting-clusters,2,sudden,UOB,5.000247333333333,334571929.6
splitting-clusters,2,sudden,RebalanceStream,34.63169333333334,2821433753.6
splitting-clusters,2,periodic,improved_OOB,8.237046,475880243.2
splitting-clusters,2,periodic,WEOB1,11.859827666666668,620447744.0
splitting-clusters,2,periodic,CSMOTE,367.1099483333333,1026011136.0
splitting-clusters,2,periodic,OOB,8.956802666666666,508914073.6
splitting-clusters,2,periodic,ESOS_ELM,291.08709133033335,5439892558.769231
splitting-clusters,2,periodic,improved_UOB,4.6810176666666665,321976320.0
splitting-clusters,2,periodic,WEOB2,11.273041999999998,620447744.0
splitting-clusters,2,periodic,UOB,5.313568333333333,292515840.0
splitting-clusters,2,periodic,RebalanceStream,34.07267366666667,2254250356.3636365
splitting-clusters,3,incremental,improved_OOB,8.650610333333333,488345190.4
splitting-clusters,3,incremental,WEOB1,13.829482333333333,552898150.4
splitting-clusters,3,incremental,CSMOTE,461.685518,969793126.4
splitting-clusters,3,incremental,OOB,9.752304333333333,544509542.4
splitting-clusters,3,incremental,ESOS_ELM,287.018731592,5031854395.076923
splitting-clusters,3,incremental,improved_UOB,6.7113966666666665,383059558.4
splitting-clusters,3,incremental,WEOB2,14.088626333333332,552898150.4
splitting-clusters,3,incremental,UOB,7.1714493333333325,427957862.4
splitting-clusters,3,incremental,RebalanceStream,34.26736733333333,2621003776.0
splitting-clusters,3,sudden,improved_OOB,8.785300666666666,426765312.0
splitting-clusters,3,sudden,WEOB1,13.240437666666667,459308425.84615386
splitting-clusters,3,sudden,CSMOTE,487.61070666666666,932567040.0
splitting-clusters,3,sudden,OOB,8.883769,523814502.4
splitting-clusters,3,sudden,ESOS_ELM,290.0193625566667,6474986700.8
splitting-clusters,3,sudden,improved_UOB,6.148653333333333,310792874.6666667
splitting-clusters,3,sudden,WEOB2,13.447779333333335,459308425.84615386
splitting-clusters,3,sudden,UOB,7.055783000000001,395432308.3636364
splitting-clusters,3,sudden,RebalanceStream,35.21885133333333,2835275366.4
splitting-clusters,3,periodic,improved_OOB,8.652476,416503335.38461536
splitting-clusters,3,periodic,WEOB1,13.729484333333332,579644211.2
splitting-clusters,3,periodic,CSMOTE,503.5017586666667,836655290.1818181
splitting-clusters,3,periodic,OOB,8.738066333333334,482211840.0
splitting-clusters,3,periodic,ESOS_ELM,259.34275967766666,6253678592.0
splitting-clusters,3,periodic,improved_UOB,6.383547,224695364.26666668
splitting-clusters,3,periodic,WEOB2,13.597965333333335,579644211.2
splitting-clusters,3,periodic,UOB,7.141996,444131328.0
splitting-clusters,3,periodic,RebalanceStream,34.677516000000004,2721279590.4
splitting-clusters,4,incremental,improved_OOB,7.919328666666666,419209960.72727275
splitting-clusters,4,incremental,WEOB1,13.863426666666667,591248588.8
splitting-clusters,4,incremental,CSMOTE,605.5578183333333,1045827584.0
splitting-clusters,4,incremental,OOB,8.844659,399996928.0
splitting-clusters,4,incremental,ESOS_ELM,292.5797933773333,5952736256.0
splitting-clusters,4,incremental,improved_UOB,6.118730666666667,408616960.0
splitting-clusters,4,incremental,WEOB2,12.892487666666668,591248588.8
splitting-clusters,4,incremental,UOB,7.753670666666667,405200486.4
splitting-clusters,4,incremental,RebalanceStream,30.593542333333335,2666338304.0
splitting-clusters,4,sudden,improved_OOB,7.443066999999999,400833194.6666667
splitting-clusters,4,sudden,WEOB1,13.186224000000001,575920947.2
splitting-clusters,4,sudden,CSMOTE,586.552765,1039593881.6
splitting-clusters,4,sudden,OOB,8.853905666666668,471656448.0
splitting-clusters,4,sudden,ESOS_ELM,281.005603778,4744501930.666667
splitting-clusters,4,sudden,improved_UOB,6.351355000000001,423276544.0
splitting-clusters,4,sudden,WEOB2,12.942766333333333,575920947.2
splitting-clusters,4,sudden,UOB,7.522436333333334,517235916.8
splitting-clusters,4,sudden,RebalanceStream,30.158447666666664,2715000422.4
splitting-clusters,4,periodic,improved_OOB,7.689191,425893546.6666667
splitting-clusters,4,periodic,WEOB1,13.493283666666665,426481322.6666667
splitting-clusters,4,periodic,CSMOTE,589.667681,916363673.6
splitting-clusters,4,periodic,OOB,8.86174,390055377.45454544
splitting-clusters,4,periodic,ESOS_ELM,248.1257922306667,6498941114.181818
splitting-clusters,4,periodic,improved_UOB,6.55161,416641024.0
splitting-clusters,4,periodic,WEOB2,12.988915333333333,426481322.6666667
splitting-clusters,4,periodic,UOB,7.1227100000000005,469409792.0
splitting-clusters,4,periodic,RebalanceStream,32.49604166666667,2230393651.2
clusters-movement,1,incremental,improved_OOB,10.212086666666666,552649113.6
clusters-movement,1,incremental,WEOB1,12.177743666666666,568921367.2727273
clusters-movement,1,incremental,CSMOTE,228.47472100000002,1147158528.0
clusters-movement,1,incremental,OOB,8.545736666666667,580859084.8
clusters-movement,1,incremental,ESOS_ELM,338.4524164333333,4957458773.333333
clusters-movement,1,incremental,improved_UOB,3.3590269999999998,257173913.6
clusters-movement,1,incremental,WEOB2,11.977694333333332,568921367.2727273
clusters-movement,1,incremental,UOB,4.722615333333334,335742976.0
clusters-movement,1,incremental,RebalanceStream,6.899351,2518104473.6
clusters-movement,1,sudden,improved_OOB,16.817905333333332,553711616.0
clusters-movement,1,sudden,WEOB1,12.221293000000001,563654656.0
clusters-movement,1,sudden,CSMOTE,239.03832633333332,1217688780.8
clusters-movement,1,sudden,OOB,8.43872,613301862.4
clusters-movement,1,sudden,ESOS_ELM,314.301902838,5005025280.0
clusters-movement,1,sudden,improved_UOB,3.2764046666666666,306760704.0
clusters-movement,1,sudden,WEOB2,10.370255666666665,563654656.0
clusters-movement,1,sudden,UOB,4.393420333333333,334161237.3333333
clusters-movement,1,sudden,RebalanceStream,5.751878333333333,2739504742.4
clusters-movement,1,periodic,improved_OOB,9.831618666666666,563970048.0
clusters-movement,1,periodic,WEOB1,11.596100333333334,503410005.3333333
clusters-movement,1,periodic,CSMOTE,212.5802173333333,1211031961.6
clusters-movement,1,periodic,OOB,10.234994666666667,565228748.8
clusters-movement,1,periodic,ESOS_ELM,323.5500112926666,5159487780.571428
clusters-movement,1,periodic,improved_UOB,6.880970333333333,276650666.6666667
clusters-movement,1,periodic,WEOB2,11.639071000000001,503410005.3333333
clusters-movement,1,periodic,UOB,4.701204,295138918.4
clusters-movement,1,periodic,RebalanceStream,6.180247333333333,2837787033.6
clusters-movement,2,incremental,improved_OOB,8.601761,477373781.3333333
clusters-movement,2,incremental,WEOB1,12.382068666666667,478614621.09090906
clusters-movement,2,incremental,CSMOTE,382.761313,1006095155.2
clusters-movement,2,incremental,OOB,9.325179,554070016.0
clusters-movement,2,incremental,ESOS_ELM,320.8069194853333,5713136640.0
clusters-movement,2,incremental,improved_UOB,5.226531333333333,271696244.3636364
clusters-movement,2,incremental,WEOB2,12.318443,478614621.09090906
clusters-movement,2,incremental,UOB,5.807337666666666,300120883.2
clusters-movement,2,incremental,RebalanceStream,35.161732666666666,2542999961.6
clusters-movement,2,sudden,improved_OOB,8.220657000000001,561711513.6
clusters-movement,2,sudden,WEOB1,11.953584333333334,615487078.4
clusters-movement,2,sudden,CSMOTE,396.21677999999997,1063803699.2
clusters-movement,2,sudden,OOB,9.275385666666667,403213963.6363636
clusters-movement,2,sudden,ESOS_ELM,319.6146452376667,5544938030.545455
clusters-movement,2,sudden,improved_UOB,4.953014,263313408.0
clusters-movement,2,sudden,WEOB2,12.085413333333333,615487078.4
clusters-movement,2,sudden,UOB,5.218936333333333,286081433.6
clusters-movement,2,sudden,RebalanceStream,36.31531533333333,2412660326.4
clusters-movement,2,periodic,improved_OOB,8.761102333333334,460987671.27272725
clusters-movement,2,periodic,WEOB1,13.200588333333334,492220043.6363636
clusters-movement,2,periodic,CSMOTE,400.092189,1033175040.0
clusters-movement,2,periodic,OOB,9.789926333333332,511034833.45454544
clusters-movement,2,periodic,ESOS_ELM,292.69682761666667,7090079334.4
clusters-movement,2,periodic,improved_UOB,5.085416666666666,315396096.0
clusters-movement,2,periodic,WEOB2,13.346951333333335,492220043.6363636
clusters-movement,2,periodic,UOB,5.435429666666667,317027942.4
clusters-movement,2,periodic,RebalanceStream,37.282128,2240426728.7272725
clusters-movement,3,incremental,improved_OOB,8.969664333333332,404784679.38461536
clusters-movement,3,incremental,WEOB1,14.030639666666666,418194353.2307692
clusters-movement,3,incremental,CSMOTE,481.2469616666667,938072064.0
clusters-movement,3,incremental,OOB,10.052602333333333,508388966.4
clusters-movement,3,incremental,ESOS_ELM,286.73304532133335,4690120411.428572
clusters-movement,3,incremental,improved_UOB,6.492605666666666,351894732.8
clusters-movement,3,incremental,WEOB2,13.717845333333335,418194353.2307692
clusters-movement,3,incremental,UOB,6.606589666666667,385520025.6
clusters-movement,3,incremental,RebalanceStream,34.11527,2837524889.6
clusters-movement,3,sudden,improved_OOB,8.441657666666666,498562252.8
clusters-movement,3,sudden,WEOB1,13.788099333333333,520281770.6666667
clusters-movement,3,sudden,CSMOTE,468.183459,786567912.7272727
clusters-movement,3,sudden,OOB,10.275670333333332,506980761.6
clusters-movement,3,sudden,ESOS_ELM,303.34650246033334,5080063317.333333
clusters-movement,3,sudden,improved_UOB,6.377522,360896921.6
clusters-movement,3,sudden,WEOB2,12.324005,520281770.6666667
clusters-movement,3,sudden,UOB,6.024266333333333,381426892.8
clusters-movement,3,sudden,RebalanceStream,34.27963466666667,2552972902.4
clusters-movement,3,periodic,improved_OOB,8.655790333333334,579681484.8
clusters-movement,3,periodic,WEOB1,14.614078999999998,703075532.8
clusters-movement,3,periodic,CSMOTE,456.24157,882696192.0
clusters-movement,3,periodic,OOB,10.379800333333334,582863257.6
clusters-movement,3,periodic,ESOS_ELM,289.35752436900003,5906189312.0
clusters-movement,3,periodic,improved_UOB,6.775212333333333,293606951.38461536
clusters-movement,3,periodic,WEOB2,14.144905666666666,703075532.8
clusters-movement,3,periodic,UOB,6.427875333333333,420144332.8
clusters-movement,3,periodic,RebalanceStream,34.990379999999995,2645662105.6
clusters-movement,4,incremental,improved_OOB,7.515632666666666,521077964.8
clusters-movement,4,incremental,WEOB1,14.232596000000001,521069363.2
clusters-movement,4,incremental,CSMOTE,525.134819,1127612825.6
clusters-movement,4,incremental,OOB,8.437569,471915724.8
clusters-movement,4,incremental,ESOS_ELM,300.17535396266663,5311381845.333333
clusters-movement,4,incremental,improved_UOB,6.169584666666666,370000281.6
clusters-movement,4,incremental,WEOB2,13.558107333333332,521069363.2
clusters-movement,4,incremental,UOB,7.251266666666666,422446694.4
clusters-movement,4,incremental,RebalanceStream,30.738903333333337,2735882649.6
clusters-movement,4,sudden,improved_OOB,7.470372333333334,550063718.4
clusters-movement,4,sudden,WEOB1,14.092434666666668,471970909.09090906
clusters-movement,4,sudden,CSMOTE,533.4499836666666,943232614.4
clusters-movement,4,sudden,OOB,8.919589333333334,535118233.6
clusters-movement,4,sudden,ESOS_ELM,306.04702083533334,4630865042.285714
clusters-movement,4,sudden,improved_UOB,5.854099000000001,343996974.54545456
clusters-movement,4,sudden,WEOB2,13.912589666666667,471970909.09090906
clusters-movement,4,sudden,UOB,6.651319,394493952.0
clusters-movement,4,sudden,RebalanceStream,31.182181999999997,2550612377.6
clusters-movement,4,periodic,improved_OOB,7.898764,486741085.09090906
clusters-movement,4,periodic,WEOB1,14.527030333333334,505962905.6
clusters-movement,4,periodic,CSMOTE,531.256002,959058329.6
clusters-movement,4,periodic,OOB,8.977908333333334,454996787.2
clusters-movement,4,periodic,ESOS_ELM,279.0022226703333,6863577907.2
clusters-movement,4,periodic,improved_UOB,6.645163,355958101.3333333
