drift,unbalance,type,alg,Time,Mem
jitter,1,periodic,UOB,4.953889666666666,305916586.6666667
jitter,1,periodic,RebalanceStream,6.349476333333334,2277977292.8
jitter,2,incremental,improved_OOB,9.937370666666666,541730406.4
jitter,2,incremental,WEOB1,14.691943333333333,600829132.8
jitter,2,incremental,CSMOTE,356.17316733333337,973451264.0
jitter,2,incremental,OOB,11.070897666666667,428581608.72727275
jitter,2,incremental,ESOS_ELM,302.405105237,5062232405.333333
jitter,2,incremental,improved_UOB,5.569773333333334,295438745.6
jitter,2,incremental,WEOB2,14.721832999999998,600829132.8
jitter,2,incremental,UOB,5.840951666666666,255954571.63636363
jitter,2,incremental,RebalanceStream,33.379586999999994,2832621568.0
jitter,2,sudden,improved_OOB,9.948546333333333,327940437.3333333
jitter,2,sudden,WEOB1,14.174206333333332,474263552.0
jitter,2,sudden,CSMOTE,383.53077333333334,1030250496.0
jitter,2,sudden,OOB,11.190249666666666,448901529.6
jitter,2,sudden,ESOS_ELM,286.14115569166665,5545022070.153846
jitter,2,sudden,improved_UOB,5.622951666666666,259348293.8181818
jitter,2,sudden,WEOB2,14.212545666666665,474263552.0
jitter,2,sudden,UOB,6.142959,319394611.2
jitter,2,sudden,RebalanceStream,34.45438166666667,2116368942.5454545
jitter,2,periodic,improved_OOB,10.297372666666666,493974732.8
jitter,2,periodic,WEOB1,14.247782333333333,380595346.28571427
jitter,2,periodic,CSMOTE,372.18027266666667,962518220.8
jitter,2,periodic,OOB,11.188715,536218419.2
jitter,2,periodic,ESOS_ELM,312.99900882066663,5273030997.333333
jitter,2,periodic,improved_UOB,5.557994,348397568.0
jitter,2,periodic,WEOB2,14.202558000000002,380595346.28571427
jitter,2,periodic,UOB,5.697691333333334,297659187.2
jitter,2,periodic,RebalanceStream,34.43628833333333,2836797440.0
jitter,3,incremental,improved_OOB,10.409146999999999,411147878.4
jitter,3,incremental,WEOB1,16.130629,546072985.6
jitter,3,incremental,CSMOTE,494.3833683333334,922028032.0
jitter,3,incremental,OOB,12.573229,562348441.6
jitter,3,incremental,ESOS_ELM,272.91843359700005,7134245273.6
jitter,3,incremental,improved_UOB,7.755890999999999,353644134.4
jitter,3,incremental,WEOB2,15.793728333333334,546072985.6
jitter,3,incremental,UOB,7.196510000000001,358287769.6
jitter,3,incremental,RebalanceStream,33.71725433333334,2112163467.6363637
jitter,3,sudden,improved_OOB,10.476497333333333,381162837.3333333
jitter,3,sudden,WEOB1,17.017264333333333,488137448.72727275
jitter,3,sudden,CSMOTE,506.90088466666674,822417966.5454545
jitter,3,sudden,OOB,12.386840666666666,489351168.0
jitter,3,sudden,ESOS_ELM,281.55292306766665,5458515180.307693
jitter,3,sudden,improved_UOB,7.233899,287063691.6363636
jitter,3,sudden,WEOB2,15.397631666666667,488137448.72727275
jitter,3,sudden,UOB,7.487184999999999,276612300.8
jitter,3,sudden,RebalanceStream,32.599234333333335,2156797952.0
jitter,3,periodic,improved_OOB,10.488796666666666,344757101.71428573
jitter,3,periodic,WEOB1,16.634131999999997,651346329.6
jitter,3,periodic,CSMOTE,507.3749383333333,935498137.6
jitter,3,periodic,OOB,12.141020333333335,338679621.8181818
jitter,3,periodic,ESOS_ELM,273.10187660566663,6558735564.8
jitter,3,periodic,improved_UOB,7.459959333333333,275915382.15384614
jitter,3,periodic,WEOB2,15.479286,651346329.6
jitter,3,periodic,UOB,6.877680333333333,340593459.2
jitter,3,periodic,RebalanceStream,32.720007333333335,2555074969.6
jitter,4,incremental,improved_OOB,8.963870666666667,355576595.6923077
jitter,4,incremental,WEOB1,17.57704,448141312.0
jitter,4,incremental,CSMOTE,544.927748,960474316.8
jitter,4,incremental,OOB,10.508458333333333,365168826.1818182
jitter,4,incremental,ESOS_ELM,299.00988876366665,6356140032.0
jitter,4,incremental,improved_UOB,6.955351333333334,383357672.72727275
jitter,4,incremental,WEOB2,16.98851833333333,448141312.0
jitter,4,incremental,UOB,9.179933666666667,494435532.8
jitter,4,incremental,RebalanceStream,31.50085633333333,2119814423.2727273
jitter,4,sudden,improved_OOB,9.338513666666666,352284330.6666667
jitter,4,sudden,WEOB1,17.139461666666666,556072550.4
jitter,4,sudden,CSMOTE,551.8797679999999,1096845312.0
jitter,4,sudden,OOB,11.333166333333333,424997273.6
jitter,4,sudden,ESOS_ELM,267.4492540986667,6716636774.4
jitter,4,sudden,improved_UOB,6.992673666666666,353647411.2
jitter,4,sudden,WEOB2,16.515833999999998,556072550.4
jitter,4,sudden,UOB,9.117008666666667,454745702.4
jitter,4,sudden,RebalanceStream,30.372404666666668,2312564363.6363635
jitter,4,periodic,improved_OOB,9.024906666666666,499694387.2
jitter,4,periodic,WEOB1,16.816064333333333,520464793.6
jitter,4,periodic,CSMOTE,536.6061970000001,961199308.8
jitter,4,periodic,OOB,11.150903666666666,463237120.0
jitter,4,periodic,ESOS_ELM,295.2676170363334,5216278370.461538
jitter,4,periodic,improved_UOB,6.973713666666668,364071321.6
jitter,4,periodic,WEOB2,17.049046999999998,520464793.6
jitter,4,periodic,UOB,9.912675666666667,546931916.8
jitter,4,periodic,RebalanceStream,31.435983000000004,2828077056.0
disappearing-minority,1,incremental,improved_OOB,7.0702153333333335,468642201.6
disappearing-minority,1,incremental,WEOB1,10.393379666666666,553205760.0
disappearing-minority,1,incremental,CSMOTE,205.34296766666668,1477150310.4
disappearing-minority,1,incremental,OOB,7.39046,454157107.2
disappearing-minority,1,incremental,ESOS_ELM,266.17106364433334,6030386176.0
disappearing-minority,1,incremental,improved_UOB,2.5690846666666665,232593115.42857143
disappearing-minority,1,incremental,WEOB2,9.858167333333334,553205760.0
disappearing-minority,1,incremental,UOB,3.5122370000000003,238960640.0
disappearing-minority,1,incremental,RebalanceStream,4.98666,1993419161.6
disappearing-minority,1,sudden,improved_OOB,11.587553999999999,357013913.6
disappearing-minority,1,sudden,WEOB1,8.964222666666666,449659997.09090906
disappearing-minority,1,sudden,CSMOTE,100.264947,1315088942.5454545
disappearing-minority,1,sudden,OOB,6.309744333333334,420079616.0
disappearing-minority,1,sudden,ESOS_ELM,259.11176274300004,4404941970.285714
disappearing-minority,1,sudden,improved_UOB,2.773714333333333,289203931.4285714
disappearing-minority,1,sudden,WEOB2,7.944169,449659997.09090906
disappearing-minority,1,sudden,UOB,3.614744333333333,251500836.57142857
disappearing-minority,1,sudden,RebalanceStream,5.249374333333333,3206060851.2
disappearing-minority,1,periodic,improved_OOB,9.112652333333335,432486400.0
disappearing-minority,1,periodic,WEOB1,11.265692999999999,493561669.8181818
disappearing-minority,1,periodic,CSMOTE,208.006454,1190167756.8
disappearing-minority,1,periodic,OOB,10.526292,512164659.2
disappearing-minority,1,periodic,ESOS_ELM,303.163332668,5626115623.384615
disappearing-minority,1,periodic,improved_UOB,6.2342276666666665,275046400.0
disappearing-minority,1,periodic,WEOB2,11.346939333333333,493561669.8181818
disappearing-minority,1,periodic,UOB,4.343183666666667,317476864.0
disappearing-minority,1,periodic,RebalanceStream,4.6417676666666665,1730982297.6
disappearing-minority,2,incremental,improved_OOB,6.745995000000001,366643386.1818182
disappearing-minority,2,incremental,WEOB1,9.958732333333334,391186274.46153843
disappearing-minority,2,incremental,CSMOTE,182.47394999999997,1166207795.2
disappearing-minority,2,incremental,OOB,7.724469666666667,466737152.0
disappearing-minority,2,incremental,ESOS_ELM,245.117358833,5865773242.181818
disappearing-minority,2,incremental,improved_UOB,3.7280926666666665,232593115.42857143
disappearing-minority,2,incremental,WEOB2,9.890696333333333,391186274.46153843
disappearing-minority,2,incremental,UOB,4.453746333333333,303492096.0
disappearing-minority,2,incremental,RebalanceStream,16.73241133333333,1620800307.2
disappearing-minority,2,sudden,improved_OOB,6.123207000000001,349241344.0
disappearing-minority,2,sudden,WEOB1,9.194997666666666,560604774.4
disappearing-minority,2,sudden,CSMOTE,96.88833066666666,1052760064.0
disappearing-minority,2,sudden,OOB,6.941568333333334,445519462.4
disappearing-minority,2,sudden,ESOS_ELM,249.35197514533334,6731005952.0
disappearing-minority,2,sudden,improved_UOB,3.7806193333333336,289203931.4285714
disappearing-minority,2,sudden,WEOB2,9.127799000000001,560604774.4
disappearing-minority,2,sudden,UOB,4.515500333333333,314950314.6666667
disappearing-minority,2,sudden,RebalanceStream,19.741099666666667,1928277606.4
disappearing-minority,2,periodic,improved_OOB,8.518931333333333,423959405.71428573
disappearing-minority,2,periodic,WEOB1,13.21663,416905216.0
disappearing-minority,2,periodic,CSMOTE,220.15874,854662348.8
disappearing-minority,2,periodic,OOB,9.495275,514333081.6
disappearing-minority,2,periodic,ESOS_ELM,269.34319954566666,6339111321.6
disappearing-minority,2,periodic,improved_UOB,5.049746,255764480.0
disappearing-minority,2,periodic,WEOB2,12.881118666666667,416905216.0
disappearing-minority,2,periodic,UOB,5.588013,286138368.0
disappearing-minority,2,periodic,RebalanceStream,16.788479666666667,1307067596.8
disappearing-minority,3,incremental,improved_OOB,7.729610000000001,372171496.72727275
disappearing-minority,3,incremental,WEOB1,11.147993333333332,600579276.8
disappearing-minority,3,incremental,CSMOTE,165.13981500000003,956608512.0
disappearing-minority,3,incremental,OOB,8.778819,502678323.2
disappearing-minority,3,incremental,ESOS_ELM,242.14444303733333,6474854400.0
disappearing-minority,3,incremental,improved_UOB,4.978400333333333,210144694.85714287
disappearing-minority,3,incremental,WEOB2,10.714115333333334,600579276.8
disappearing-minority,3,incremental,UOB,4.878899666666666,329573580.8
disappearing-minority,3,incremental,RebalanceStream,16.371895333333335,1490194432.0
disappearing-minority,3,sudden,improved_OOB,6.544156666666666,377389056.0
disappearing-minority,3,sudden,WEOB1,10.135262333333332,516751360.0
disappearing-minority,3,sudden,CSMOTE,136.12422333333333,976378042.1818181
disappearing-minority,3,sudden,OOB,7.7170596666666675,464688742.4
disappearing-minority,3,sudden,ESOS_ELM,244.27996462033332,4655113452.307693
disappearing-minority,3,sudden,improved_UOB,4.774458333333333,255776085.33333334
disappearing-minority,3,sudden,WEOB2,9.688022666666667,516751360.0
disappearing-minority,3,sudden,UOB,4.738010999999999,320496025.6
disappearing-minority,3,sudden,RebalanceStream,18.774114,1438652229.8181818
disappearing-minority,3,periodic,improved_OOB,9.139692,530097356.8
disappearing-minority,3,periodic,WEOB1,13.958621666666666,507484346.1818182
disappearing-minority,3,periodic,CSMOTE,246.997604,844599705.6
disappearing-minority,3,periodic,OOB,10.618002333333331,507778252.8
disappearing-minority,3,periodic,ESOS_ELM,251.70331357500004,5431616170.666667
disappearing-minority,3,periodic,improved_UOB,6.564806666666667,395261952.0
disappearing-minority,3,periodic,WEOB2,13.883927,507484346.1818182
disappearing-minority,3,periodic,UOB,6.538889,316827648.0
disappearing-minority,3,periodic,RebalanceStream,16.573674999999998,1491129548.8
disappearing-minority,4,incremental,improved_OOB,6.2833413333333334,308004864.0
disappearing-minority,4,incremental,WEOB1,11.32391,497711290.1818182
disappearing-minority,4,incremental,CSMOTE,134.26691466666668,1336001740.8
disappearing-minority,4,incremental,OOB,6.6146156666666664,434430361.6
disappearing-minority,4,incremental,ESOS_ELM,244.31506321999998,4501923072.0
disappearing-minority,4,incremental,improved_UOB,4.979008666666666,306994380.8
disappearing-minority,4,incremental,WEOB2,11.025107666666669,497711290.1818182
disappearing-minority,4,incremental,UOB,6.577613333333333,375244800.0
disappearing-minority,4,incremental,RebalanceStream,15.431401333333334,2544272588.8
disappearing-minority,4,sudden,improved_OOB,5.625184999999999,267286685.53846154
disappearing-minority,4,sudden,WEOB1,9.049982333333332,363252589.71428573
disappearing-minority,4,sudden,CSMOTE,143.66903333333332,1306483507.2
disappearing-minority,4,sudden,OOB,5.591889666666667,357149081.6
disappearing-minority,4,sudden,ESOS_ELM,245.68950505566667,7087842918.4
disappearing-minority,4,sudden,improved_UOB,4.588273,292206592.0
disappearing-minority,4,sudden,WEOB2,10.096758000000001,363252589.71428573
disappearing-minority,4,sudden,UOB,6.121123999999999,376752947.2
disappearing-minority,4,sudden,RebalanceStream,18.108731000000002,2436363059.2
disappearing-minority,4,periodic,improved_OOB,7.644400666666667,493944087.27272725
disappearing-minority,4,periodic,WEOB1,13.934308,434885290.6666667
disappearing-minority,4,periodic,CSMOTE,234.43007533333335,966599884.8
disappearing-minority,4,periodic,OOB,8.124081333333335,498943180.8
disappearing-minority,4,periodic,ESOS_ELM,251.89986352166667,6733762150.4
disappearing-minority,4,periodic,improved_UOB,6.708536666666666,429983744.0
disappearing-minority,4,periodic,WEOB2,14.679921333333333,434885290.6666667
disappearing-minority,4,periodic,UOB,7.917607,437329510.4
disappearing-minority,4,periodic,RebalanceStream,15.642054666666667,2554054656.0
appearing-minority,1,incremental,improved_OOB,6.549853,364068864.0
appearing-minority,1,incremental,WEOB1,8.953686,461452753.45454544
appearing-minority,1,incremental,CSMOTE,60.570399333333334,1831844249.6
appearing-minority,1,incremental,OOB,6.524565,392989900.8
appearing-minority,1,incremental,ESOS_ELM,252.0736107683333,5838787505.230769
appearing-minority,1,incremental,improved_UOB,2.5318850000000004,161181696.0
appearing-minority,1,incremental,WEOB2,8.395305666666667,461452753.45454544
appearing-minority,1,incremental,UOB,3.879609666666667,244259498.66666666
appearing-minority,1,incremental,RebalanceStream,4.709218333333332,1618176409.6
appearing-minority,1,sudden,improved_OOB,11.034092666666666,306372608.0
appearing-minority,1,sudden,WEOB1,8.554198,539853172.3636364
appearing-minority,1,sudden,CSMOTE,64.87166966666666,1845090304.0
appearing-minority,1,sudden,OOB,6.143041333333334,388322099.2
appearing-minority,1,sudden,ESOS_ELM,254.387427664,5831115093.333333
appearing-minority,1,sudden,improved_UOB,2.301643,73389397.33333333
appearing-minority,1,sudden,WEOB2,7.999515333333332,539853172.3636364
appearing-minority,1,sudden,UOB,3.7234806666666667,310444032.0
appearing-minority,1,sudden,RebalanceStream,4.809953,2504774860.8
appearing-minority,1,periodic,improved_OOB,4.706534,287190220.8
appearing-minority,1,periodic,WEOB1,6.1247766666666665,462058961.45454544
appearing-minority,1,periodic,CSMOTE,22.998137,1715063193.6
appearing-minority,1,periodic,OOB,6.167608333333334,336488448.0
appearing-minority,1,periodic,ESOS_ELM,243.8493408093333,7131859353.6
appearing-minority,1,periodic,improved_UOB,2.528432,0.0
appearing-minority,1,periodic,WEOB2,6.547732,462058961.45454544
appearing-minority,1,periodic,UOB,2.9500803333333336,268783030.85714287
appearing-minority,1,periodic,RebalanceStream,3.910918,2083621683.2
appearing-minority,2,incremental,improved_OOB,6.525488,398617804.8
appearing-minority,2,incremental,WEOB1,9.333840333333333,542322688.0
appearing-minority,2,incremental,CSMOTE,97.77736366666666,1502344806.4
appearing-minority,2,incremental,OOB,7.297842666666667,441015910.4
appearing-minority,2,incremental,ESOS_ELM,267.11847490433337,5712096597.333333
appearing-minority,2,incremental,improved_UOB,3.3129950000000004,161181696.0
appearing-minority,2,incremental,WEOB2,8.843128666666667,542322688.0
appearing-minority,2,incremental,UOB,4.862023333333333,333049400.8888889
appearing-minority,2,incremental,RebalanceStream,17.119888,2253676134.4
appearing-minority,2,sudden,improved_OOB,6.007813333333334,320725736.72727275
appearing-minority,2,sudden,WEOB1,8.053587333333333,510310586.1818182
appearing-minority,2,sudden,CSMOTE,95.88888066666665,1830988595.2
appearing-minority,2,sudden,OOB,6.714769,457193472.0
appearing-minority,2,sudden,ESOS_ELM,264.7255289643333,5442477056.0
appearing-minority,2,sudden,improved_UOB,3.327158666666667,265472000.0
appearing-minority,2,sudden,WEOB2,8.071792333333333,510310586.1818182
appearing-minority,2,sudden,UOB,4.398541000000001,292424908.8
appearing-minority,2,sudden,RebalanceStream,19.30295633333333,4312973312.0
appearing-minority,2,periodic,improved_OOB,5.331983,301496133.8181818
appearing-minority,2,periodic,WEOB1,6.700359,503640064.0
appearing-minority,2,periodic,CSMOTE,21.221539000000003,1755480473.6
appearing-minority,2,periodic,OOB,5.514326,279175168.0
appearing-minority,2,periodic,ESOS_ELM,246.316749103,5624571562.666667
appearing-minority,2,periodic,improved_UOB,1.9842009999999999,0.0
appearing-minority,2,periodic,WEOB2,6.568726000000001,503640064.0
appearing-minority,2,periodic,UOB,3.276814,172632064.0
appearing-minority,2,periodic,RebalanceStream,16.302622,1649036567.2727273
appearing-minority,3,incremental,improved_OOB,6.921774333333334,338424925.09090906
appearing-minority,3,incremental,WEOB1,10.396229,492009285.8181818
appearing-minority,3,incremental,CSMOTE,126.264072,1674727424.0
appearing-minority,3,incremental,OOB,7.8822123333333325,452157849.6
appearing-minority,3,incremental,ESOS_ELM,269.50736187833337,5249975149.714286
appearing-minority,3,incremental,improved_UOB,4.441871666666667,253577625.6
appearing-minority,3,incremental,WEOB2,9.558454333333332,492009285.8181818
appearing-minority,3,incremental,UOB,5.216875666666667,327306035.2
appearing-minority,3,incremental,RebalanceStream,17.2112,1887818956.8
appearing-minority,3,sudden,improved_OOB,6.411903,260122331.42857143
appearing-minority,3,sudden,WEOB1,9.329594,481433442.46153843
appearing-minority,3,sudden,CSMOTE,131.28640399999998,1547193139.2
appearing-minority,3,sudden,OOB,7.166349333333333,442669465.6
appearing-minority,3,sudden,ESOS_ELM,270.3847603763333,6117507754.666667
appearing-minority,3,sudden,improved_UOB,4.300037666666667,333215744.0
appearing-minority,3,sudden,WEOB2,9.116862,481433442.46153843
appearing-minority,3,sudden,UOB,5.037797333333334,361016115.2
appearing-minority,3,sudden,RebalanceStream,19.626926666666666,3523133849.6
appearing-minority,3,periodic,improved_OOB,5.824362333333333,280941288.72727275
appearing-minority,3,periodic,WEOB1,7.3108146666666665,420358616.61538464
appearing-minority,3,periodic,CSMOTE,22.76306466666667,1608875622.4
appearing-minority,3,periodic,OOB,6.182665666666666,309842292.3636364
appearing-minority,3,periodic,ESOS_ELM,242.845407345,4537975125.333333
appearing-minority,3,periodic,improved_UOB,2.3009296666666663,90264576.0
appearing-minority,3,periodic,WEOB2,6.987717,420358616.61538464
appearing-minority,3,periodic,UOB,3.3003029999999995,283668480.0
appearing-minority,3,periodic,RebalanceStream,16.359038666666667,3853584384.0
appearing-minority,4,incremental,improved_OOB,5.908592666666666,258296280.6153846
appearing-minority,4,incremental,WEOB1,9.67914,545447563.6363636
appearing-minority,4,incremental,CSMOTE,129.52129466666668,1826347827.2
appearing-minority,4,incremental,OOB,7.116460666666666,469476556.8
appearing-minority,4,incremental,ESOS_ELM,270.66236850533335,5691516770.461538
appearing-minority,4,incremental,improved_UOB,4.342707666666667,291761803.6363636
appearing-minority,4,incremental,WEOB2,10.027525666666667,545447563.6363636
appearing-minority,4,incremental,UOB,5.582098333333332,279404544.0
appearing-minority,4,incremental,RebalanceStream,16.144679,2308796006.4
appearing-minority,4,sudden,improved_OOB,5.3659083333333335,358528204.8
appearing-minority,4,sudden,WEOB1,9.137019,628471808.0
appearing-minority,4,sudden,CSMOTE,136.667417,1652318580.3636363
appearing-minority,4,sudden,OOB,6.655612333333333,413241344.0
appearing-minority,4,sudden,ESOS_ELM,278.622710979,6796768349.090909
appearing-minority,4,sudden,improved_UOB,4.154645333333333,221532160.0
appearing-minority,4,sudden,WEOB2,9.407449999999999,628471808.0
appearing-minority,4,sudden,UOB,5.260179666666667,327703347.2
appearing-minority,4,sudden,RebalanceStream,17.930668999999998,3887533260.8
appearing-minority,4,periodic,improved_OOB,5.071516,337726259.2
appearing-minority,4,periodic,WEOB1,7.125482666666666,579647897.6
appearing-minority,4,periodic,CSMOTE,19.020382,1759980748.8
appearing-minority,4,periodic,OOB,6.0643426666666675,373783756.8
appearing-minority,4,periodic,ESOS_ELM,248.296524836,5604462933.333333
appearing-minority,4,periodic,improved_UOB,2.087470666666667,90264576.0
appearing-minority,4,periodic,WEOB2,6.953676000000001,579647897.6
appearing-minority,4,periodic,UOB,3.090178333333333,210029056.0
appearing-minority,4,periodic,RebalanceStream,15.510840333333332,3672183603.2
appearing-clusters,1,incremental,improved_OOB,8.076707666666666,504768512.0
appearing-clusters,1,incremental,WEOB1,11.462070666666667,574939545.6
appearing-clusters,1,incremental,CSMOTE,220.878924,1356259328.0
appearing-clusters,1,incremental,OOB,7.901689999999999,584322252.8
appearing-clusters,1,incremental,ESOS_ELM,310.59121678133334,7219167641.6
appearing-clusters,1,incremental,improved_UOB,3.520980666666667,179892224.0
appearing-clusters,1,incremental,WEOB2,11.136242000000001,574939545.6
appearing-clusters,1,incremental,UOB,4.559537666666667,325744640.0
appearing-clusters,1,incremental,RebalanceStream,6.865095,2080136806.4
appearing-clusters,1,sudden,improved_OOB,15.901963333333333,484358144.0
appearing-clusters,1,sudden,WEOB1,11.421958333333334,632516608.0
appearing-clusters,1,sudden,CSMOTE,216.96452100000002,1341536665.6
appearing-clusters,1,sudden,OOB,8.554329666666666,528476160.0
appearing-clusters,1,sudden,ESOS_ELM,306.04236355766665,6333909550.545455
appearing-clusters,1,sudden,improved_UOB,3.5362120000000004,312578048.0
appearing-clusters,1,sudden,WEOB2,10.267033333333332,632516608.0
appearing-clusters,1,sudden,UOB,4.389745333333333,320552960.0
appearing-clusters,1,sudden,RebalanceStream,5.746952333333333,2824113766.4
appearing-clusters,1,periodic,improved_OOB,8.153927666666666,342189607.38461536
appearing-clusters,1,periodic,WEOB1,9.874625,602710016.0
appearing-clusters,1,periodic,CSMOTE,221.65293933333336,1205708390.4
appearing-clusters,1,periodic,OOB,9.565485333333333,501689139.2
appearing-clusters,1,periodic,ESOS_ELM,271.38707772566664,5377676209.230769
appearing-clusters,1,periodic,improved_UOB,3.6534600000000004,232750592.0
appearing-clusters,1,periodic,WEOB2,10.531647999999999,602710016.0
appearing-clusters,1,periodic,UOB,4.396993666666667,333589504.0
appearing-clusters,1,periodic,RebalanceStream,6.15393,2276620101.818182
appearing-clusters,2,incremental,improved_OOB,7.507571666666666,516119347.2
appearing-clusters,2,incremental,WEOB1,11.549216666666666,441570225.2307692
appearing-clusters,2,incremental,CSMOTE,380.022581,919370956.8
appearing-clusters,2,incremental,OOB,8.713289999999999,536763596.8
appearing-clusters,2,incremental,ESOS_ELM,297.1403629806667,6424318771.2
appearing-clusters,2,incremental,improved_UOB,4.948923333333334,283614859.6363636
appearing-clusters,2,incremental,WEOB2,11.865108666666666,441570225.2307692
appearing-clusters,2,incremental,UOB,5.669613666666667,307450265.6
appearing-clusters,2,incremental,RebalanceStream,35.456559,2828435865.6
appearing-clusters,2,sudden,improved_OOB,7.731309333333333,414305186.90909094
appearing-clusters,2,sudden,WEOB1,11.499623666666666,540856661.3333334
appearing-clusters,2,sudden,CSMOTE,396.78624833333333,1012930150.4
appearing-clusters,2,sudden,OOB,8.908867666666668,574015488.0
appearing-clusters,2,sudden,ESOS_ELM,303.60077364,5634643558.4
appearing-clusters,2,sudden,improved_UOB,5.160055666666667,349822566.4
appearing-clusters,2,sudden,WEOB2,11.370866999999999,540856661.3333334
appearing-clusters,2,sudden,UOB,5.388366333333333,333617152.0
appearing-clusters,2,sudden,RebalanceStream,35.884223666666664,2831753625.6
appearing-clusters,2,periodic,improved_OOB,7.659563000000001,447063505.45454544
appearing-clusters,2,periodic,WEOB1,11.613414666666666,601393152.0
appearing-clusters,2,periodic,CSMOTE,351.73667099999994,969909862.4
appearing-clusters,2,periodic,OOB,8.855948333333334,551249100.8
appearing-clusters,2,periodic,ESOS_ELM,250.52479364,5964277077.333333
appearing-clusters,2,periodic,improved_UOB,4.966887666666667,265641984.0
appearing-clusters,2,periodic,WEOB2,11.424501666666666,601393152.0
appearing-clusters,2,periodic,UOB,5.445792666666667,342526771.2
appearing-clusters,2,periodic,RebalanceStream,35.413783333333335,2601474048.0
appearing-clusters,3,incremental,improved_OOB,8.613842666666665,541595648.0
appearing-clusters,3,incremental,WEOB1,12.939084666666666,459748072.72727275
appearing-clusters,3,incremental,CSMOTE,443.79700599999995,865012121.6
appearing-clusters,3,incremental,OOB,8.733882333333334,497425612.8
appearing-clusters,3,incremental,ESOS_ELM,284.43905736799996,4689166921.142858
appearing-clusters,3,incremental,improved_UOB,6.290747333333333,283588765.53846157
appearing-clusters,3,incremental,WEOB2,13.34614,459748072.72727275
appearing-clusters,3,incremental,UOB,6.854876999999999,389596364.8
appearing-clusters,3,incremental,RebalanceStream,34.30823233333333,2648493670.4
appearing-clusters,3,sudden,improved_OOB,8.033046333333333,389249210.1818182
appearing-clusters,3,sudden,WEOB1,13.248821,525007406.54545456
appearing-clusters,3,sudden,CSMOTE,455.36978266666665,894243635.2
appearing-clusters,3,sudden,OOB,8.970072666666667,543366758.4
appearing-clusters,3,sudden,ESOS_ELM,286.902645097,5907509930.666667
appearing-clusters,3,sudden,improved_UOB,6.556501666666667,287974636.3076923
appearing-clusters,3,sudden,WEOB2,13.292806333333333,525007406.54545456
appearing-clusters,3,sudden,UOB,6.877342666666666,505624166.4
appearing-clusters,3,sudden,RebalanceStream,34.212258999999996,2607049113.6
appearing-clusters,3,periodic,improved_OOB,8.526753999999999,464753757.09090906
appearing-clusters,3,periodic,WEOB1,13.551700333333335,470973440.0
appearing-clusters,3,periodic,CSMOTE,477.0259096666667,898076262.4
appearing-clusters,3,periodic,OOB,8.800504333333333,367445606.4
appearing-clusters,3,periodic,ESOS_ELM,237.483054376,6464776601.6
appearing-clusters,3,periodic,improved_UOB,6.557779333333333,345435415.27272725
appearing-clusters,3,periodic,WEOB2,14.306595333333334,470973440.0
appearing-clusters,3,periodic,UOB,7.444058000000001,449642905.6
appearing-clusters,3,periodic,RebalanceStream,33.587875333333336,2532620697.6
appearing-clusters,4,incremental,improved_OOB,7.480577666666666,457358677.3333333
appearing-clusters,4,incremental,WEOB1,14.385005,541880320.0
appearing-clusters,4,incremental,CSMOTE,546.3703733333333,844379340.8
appearing-clusters,4,incremental,OOB,9.156633,486183321.6
appearing-clusters,4,incremental,ESOS_ELM,275.71418996166665,7125251686.4
appearing-clusters,4,incremental,improved_UOB,6.042065000000001,311243776.0
appearing-clusters,4,incremental,WEOB2,12.902547333333333,541880320.0
appearing-clusters,4,incremental,UOB,6.860046666666666,519784038.4
appearing-clusters,4,incremental,RebalanceStream,31.04902,2524764979.2
appearing-clusters,4,sudden,improved_OOB,7.219192,504164724.3636364
appearing-clusters,4,sudden,WEOB1,13.474963333333333,557514379.6363636
appearing-clusters,4,sudden,CSMOTE,604.0544816666667,936641331.2
appearing-clusters,4,sudden,OOB,8.804492666666667,503518822.4
appearing-clusters,4,sudden,ESOS_ELM,283.97995987766666,6443874117.818182
appearing-clusters,4,sudden,improved_UOB,6.108577666666666,284980460.3076923
appearing-clusters,4,sudden,WEOB2,13.092680333333334,557514379.6363636
appearing-clusters,4,sudden,UOB,6.738714666666667,508594176.0
appearing-clusters,4,sudden,RebalanceStream,30.32254766666667,2699436441.6
appearing-clusters,4,periodic,improved_OOB,7.583863333333333,510204313.6
appearing-clusters,4,periodic,WEOB1,14.747130333333336,566598190.5454545
appearing-clusters,4,periodic,CSMOTE,600.6242743333333,914083840.0
appearing-clusters,4,periodic,OOB,9.012860666666667,443573862.4
appearing-clusters,4,periodic,ESOS_ELM,231.53318968099998,4949566385.230769
appearing-clusters,4,periodic,improved_UOB,6.487292333333333,415525050.1818182
appearing-clusters,4,periodic,WEOB2,13.857709333333334,566598190.5454545
appearing-clusters,4,periodic,UOB,6.827125333333332,450777088.0
appearing-clusters,4,periodic,RebalanceStream,29.748919666666666,2496596787.2
shapeshift,1,incremental,improved_OOB,9.544933333333333,528849454.54545456
shapeshift,1,incremental,WEOB1,13.465089999999998,485530158.54545456
shapeshift,1,incremental,CSMOTE,210.40165633333334,1307477196.8
shapeshift,1,incremental,OOB,9.597452666666667,524923289.6
shapeshift,1,incremental,ESOS_ELM,297.395461522,5257894229.333333
shapeshift,1,incremental,improved_UOB,3.9884996666666663,258574336.0
shapeshift,1,incremental,WEOB2,26.053521666666665,485530158.54545456
shapeshift,1,incremental,UOB,5.072477333333333,336527360.0
