learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),F1 Score for class 0 (percent),F1 Score for class 1 (percent),Recall for class 0 (percent),Recall for class 1 (percent),GMean (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
5000.0,0.273108,2.1309015651543935E-10,5000.0,100.0,?,?,?,100.0,?,100.0,?,?,5000.0,3016.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
10000.0,0.409651,3.255610457724995E-10,10000.0,100.0,?,?,?,100.0,?,100.0,?,?,10000.0,3184.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
15000.0,0.491709,3.9671885470549265E-10,15000.0,100.0,?,?,?,100.0,?,100.0,?,?,15000.0,3352.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
20000.0,0.564773,4.600773834519916E-10,20000.0,100.0,?,?,?,100.0,?,100.0,?,?,20000.0,3352.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
25000.0,0.635839,5.247919675376681E-10,25000.0,100.0,?,?,?,100.0,?,100.0,?,?,25000.0,3520.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
30000.0,0.713717,5.957097394598856E-10,30000.0,100.0,?,?,?,100.0,?,100.0,?,?,30000.0,3520.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
35000.0,0.789453,6.646769493818284E-10,35000.0,100.0,?,?,?,100.0,?,100.0,?,?,35000.0,3520.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
40000.0,0.853555,7.230499304003186E-10,40000.0,100.0,?,?,?,100.0,?,100.0,?,?,40000.0,3520.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
45000.0,0.919118,7.856028175188436E-10,45000.0,100.0,?,?,?,100.0,?,100.0,?,?,45000.0,3688.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
50000.0,1.104843,1.4171350871523221E-9,50000.0,94.56,63.989306942438,69.77777777777779,46.87500000000002,97.03768242213025,66.74816625916871,99.26470588235294,53.3203125,61.762654246387626,50000.0,13144.0,15.0,8.0,8.0,2.0,0.0,0.0,1.0
55000.0,1.229673,1.7648726825912792E-9,55000.0,91.84,45.04730780295906,54.002254791431795,21.387283236994218,95.56473529731491,49.06367041198503,98.091943762553,37.861271676300575,58.29948872821562,55000.0,10768.0,23.0,12.0,12.0,2.0,0.0,0.0,1.0
60000.0,1.314553,2.0900343979398407E-9,60000.0,100.0,?,?,?,100.0,?,100.0,?,?,60000.0,14808.0,25.0,13.0,13.0,3.0,0.0,0.0,1.0
65000.0,1.434541,2.725257041553656E-9,65000.0,100.0,?,?,?,100.0,?,100.0,?,?,65000.0,20464.0,27.0,14.0,14.0,4.0,0.0,0.0,1.0
70000.0,1.507279,3.135626303652922E-9,70000.0,100.0,?,?,?,100.0,?,100.0,?,?,70000.0,21808.0,27.0,14.0,14.0,4.0,0.0,0.0,1.0
75000.0,1.577387,3.5524868758188354E-9,75000.0,100.0,?,?,?,100.0,?,100.0,?,?,75000.0,22984.0,27.0,14.0,14.0,4.0,0.0,0.0,1.0
80000.0,1.642973,3.945310219294495E-9,80000.0,100.0,?,?,?,100.0,?,100.0,?,?,80000.0,23152.0,27.0,14.0,14.0,4.0,0.0,0.0,1.0
85000.0,1.706021,4.331152890291479E-9,85000.0,100.0,?,?,?,100.0,?,100.0,?,?,85000.0,23656.0,27.0,14.0,14.0,4.0,0.0,0.0,1.0
90000.0,1.76877,4.723347272309992E-9,90000.0,100.0,?,?,?,100.0,?,100.0,?,?,90000.0,24160.0,27.0,14.0,14.0,4.0,0.0,0.0,1.0
95000.0,1.835758,5.144947705169519E-9,95000.0,100.0,?,?,?,100.0,?,100.0,?,?,95000.0,24328.0,27.0,14.0,14.0,4.0,0.0,0.0,1.0
100000.0,1.896074,5.529799639350838E-9,100000.0,100.0,?,?,?,100.0,?,100.0,?,?,100000.0,24664.0,27.0,14.0,14.0,4.0,0.0,0.0,1.0
