learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),F1 Score for class 0 (percent),F1 Score for class 1 (percent),Recall for class 0 (percent),Recall for class 1 (percent),GMean (percent),model training instances,model serialized size (bytes),GMean/Time
5000.0,0.405671205,5.110780362678381e-07,5000.0,78.9,57.818303481753205,58.06836248012719,56.88598283612587,79.26901159363331,78.51761352066791,81.46203554119549,76.38668779714739,62.8189309321527,5000.0,4869848.0,88.64571456964869
10000.0,0.810774058,1.5267129440941558e-06,10000.0,80.28999999999998,60.59359048251437,60.90836969456564,60.20593579648696,81.15858904502437,79.33745675647344,85.20674427940587,75.40852929453965,63.36704063903126,10000.0,9691136.0,44.74092585448833
15000.0,1.4811955630000002,4.051082893422713e-06,15000.0,81.32000000000002,62.638716764458465,62.69471441885236,62.28802153432033,82.45240480961924,80.03135689851767,87.74993335110636,74.88663643638304,63.76452183375357,15000.0,14554840.0,24.6438235707755
20000.0,2.041610754,6.857394457949051e-06,20000.0,81.77,63.525354700419314,63.411941796287,62.71221108611168,83.01183487093466,80.33229043046714,88.8312724371759,74.6690734055355,63.93362688028723,20000.0,19356568.0,17.92659403535791
25000.0,2.73789099,1.1228771432975132e-05,25000.0,82.24799999999998,64.47183220544929,64.42770118627766,63.655720252231596,83.5349113304148,80.74286210188319,89.6623128384836,74.76695596271296,64.11498826350913,25000.0,24268144.0,13.40555505598273
30000.0,3.940787238,2.025493794427872e-05,30000.0,82.36,64.70611146270626,64.56408196062678,64.07088057573495,83.65051903114187,80.84829183555297,90.02526931772844,74.65579467985562,64.16406003316499,30000.0,29005312.0,9.320736585719576
35000.0,5.176545077,3.10842500705229e-05,35000.0,82.68285714285716,65.33901701017622,65.21264994547438,64.72881750465551,84.01845748187209,81.10366328916601,90.61024853551727,74.67991043233623,64.28261020055375,35000.0,33874264.0,7.108776969896418
40000.0,6.233183982999999,4.167723485256633e-05,40000.0,82.86,65.69291112262242,65.60650145480082,65.15020586590758,84.22239609702214,81.24008099381601,91.06698516970242,74.57550487290264,64.35108585770038,40000.0,38752000.0,5.909997805740648
45000.0,7.882969032,6.024667900579539e-05,45000.0,83.02222222222224,66.00877692531982,66.00213599145603,65.47828837377435,84.42151625137637,81.34674544655502,91.45166990634388,74.49025219102128,64.40922334909908,45000.0,43508480.0,4.677347407151774
50000.0,9.631043437999999,8.211903108966695e-05,50000.0,83.148,66.26477915962748,66.17015296904485,65.79524234797435,84.53434161741492,81.48864185596906,91.62455735487207,74.58076969477621,64.46032249563453,50000.0,48365752.0,3.831426673983021
55000.0,11.801350644000001,8.612220963565908e-05,55000.0,84.78,67.79544819764538,68.74743326488706,62.841796875,87.74754467879568,79.91554499868042,92.3728813559322,73.85365853658539,64.46443591091868,55000.0,7129944.0,3.1270142363518683
60000.0,12.537944167000001,8.839453649398699e-05,60000.0,83.91999999999999,65.91882363987386,66.7974396035515,60.28649049147937,87.06771754865692,78.74702616970659,90.99008236678436,73.53739817329055,64.13413298316172,60000.0,11924640.0,2.9282239102387657
65000.0,14.183983135999998,9.551231613577652e-05,65000.0,83.82666666666667,65.59602583140007,66.37094538397561,59.72775564409031,87.06547238217104,78.42404838135894,90.98506797414757,73.16627945569199,64.06078118276415,65000.0,16715016.0,2.585445635075178
70000.0,15.989451900999999,0.00010556237678794822,70000.0,84.14500000000002,66.2512200008361,66.86174103877104,60.337711069418404,87.32563251928534,78.8331887056939,91.0105806881613,73.84019007127672,64.19711262187693,70000.0,21516968.0,2.2983877830470347
75000.0,17.840449195,0.00011815888494727228,75000.0,84.348,66.67541378149957,67.19758571548327,60.82690960056062,87.49240850247723,79.09163772375098,91.18528882670398,74.07666900210191,64.27712614702175,75000.0,26305512.0,2.062490952482116
80000.0,20.033602783,0.0001357902469853073,80000.0,84.60666666666667,67.221986406962,67.76265270506107,61.519873343887994,87.70435060439856,79.42251136262367,91.51525254209037,74.24810464050654,64.37455964560009,80000.0,31075576.0,1.8394864742878554
85000.0,23.032590455999998,0.000163514724737889,85000.0,84.60857142857144,67.17488362661017,67.7560304064165,61.460867076835044,87.73814672341975,79.33402386158745,91.68886774500477,73.96280400572246,64.35286935147631,85000.0,35734776.0,1.5994347098165183
90000.0,25.503768636,0.00018945692439983888,90000.0,84.4375,66.83218445614861,67.46118864669907,60.94730238393977,87.58203834108002,79.1603896756051,91.24615512511429,74.16258938652615,64.30566547973056,90000.0,40579352.0,1.4433985448681101
95000.0,28.573737414,0.00022557334297816485,95000.0,84.45777777777778,66.8592565792368,67.48035523317989,60.93828539514101,87.60632265381344,79.16468064823641,91.2375890451408,74.20003350645,64.31127866704075,95000.0,45475040.0,1.2884319367057617
100000.0,31.919572091,0.000269067021750102,100000.0,84.602,67.15016694234812,67.77582454378036,61.31155778894473,87.7332186160636,79.32432795337971,91.47451657917469,74.20862224902021,64.35898127460435,100000.0,50248608.0,1.1542329993804672
