learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),F1 Score for class 0 (percent),F1 Score for class 1 (percent),Recall for class 0 (percent),Recall for class 1 (percent),GMean (percent),model training instances,model serialized size (bytes),tree size (nodes),tree size (leaves),active learning leaves,tree depth,active leaf byte size estimate,inactive leaf byte size estimate,byte size estimate overhead
5000.0,0.346575,9.762093735237917E-10,5000.0,90.53999999999999,1.7994166926872601,45.0,0.6302521008402671,95.02994641168435,2.0703933747412013,99.95579133510168,1.050420168067227,50.25092325101323,5000.0,10888.0,5.0,3.0,3.0,2.0,0.0,0.0,1.0
10000.0,0.53576,1.890842978739076E-9,10000.0,90.16999999999999,0.81066845335277,44.40045248868773,0.0,94.82822118166992,1.0070493454179255,99.94454918487303,0.508646998982706,50.11317096928105,10000.0,18688.0,9.0,5.0,5.0,4.0,0.0,0.0,1.0
15000.0,0.669595,2.7165372959441608E-9,15000.0,89.97333333333334,0.5156517190552602,44.86803519061585,-0.06653359946772391,94.72021343818017,0.6605019815059445,99.95554567681707,0.332667997338656,50.072001576269074,15000.0,23848.0,11.0,6.0,6.0,5.0,0.0,0.0,1.0
20000.0,0.79314,3.7840407031277816E-9,20000.0,89.875,0.37255253490611895,45.09219088937096,-0.09886307464161051,94.66613986566576,0.49140049140049147,99.96106135617734,0.2471576866040534,50.052027691888114,20000.0,33400.0,15.0,8.0,8.0,6.0,0.0,0.0,1.0
25000.0,0.929941,5.252322453177637E-9,25000.0,90.024,4.062290362256136,45.71179799738793,1.305896319746724,94.7363977881896,4.736440030557676,99.87095625862146,2.453502176493866,50.57777635363069,25000.0,41488.0,19.0,10.0,10.0,7.0,0.0,0.0,1.0
30000.0,1.079824,7.270475288646088E-9,30000.0,90.42666666666666,12.36342894155042,47.45700695206733,4.90066225165564,94.9309894454446,14.063435068821065,99.67753891771682,7.781456953642383,51.831215466974925,30000.0,52048.0,25.0,13.0,13.0,8.0,0.0,0.0,1.0
35000.0,1.219581,9.350992180407047E-9,35000.0,90.90285714285714,19.984531108562418,49.74747474747473,9.158345221112626,95.16858365451732,22.30356271351879,99.56818542625814,13.03851640513552,53.058152491250965,35000.0,57544.0,27.0,14.0,14.0,8.0,0.0,0.0,1.0
40000.0,1.314721,1.0844692939685451E-8,40000.0,91.28500000000001,25.57122404175019,51.63706992230858,12.915313514863925,95.3610305272403,28.182941903584673,99.53607245048198,17.087184611541346,53.996124180820445,40000.0,60688.0,27.0,14.0,14.0,8.0,0.0,0.0,1.0
45000.0,1.420069,1.2846633597380585E-8,45000.0,91.46888888888888,29.226430195149984,52.77401894451963,14.934633281630827,95.44856367149987,32.08915620024765,99.42450663175835,20.097496122313316,54.66305945381937,45000.0,73456.0,35.0,18.0,18.0,10.0,0.0,0.0,1.0
50000.0,1.517259,1.4826302491128444E-8,50000.0,95.76,66.57772979544939,68.96046852122988,43.766578249336895,97.72532188841203,68.8235294117647,98.50746268656717,62.06896551724138,63.35937740457378,50000.0,78736.0,37.0,19.0,19.0,11.0,0.0,0.0,1.0
55000.0,1.611077,1.681068176610602E-8,55000.0,96.45,64.355425606259,61.20218579234976,28.427419354838722,98.1265502137316,66.22264509990485,97.8219696969697,70.16129032258065,64.80417810981602,55000.0,81760.0,37.0,19.0,19.0,11.0,0.0,0.0,1.0
60000.0,1.707775,1.8906809178491432E-8,60000.0,98.42,0.0,-Infinity,-Infinity,99.20370930349763,?,98.42,?,?,60000.0,83792.0,39.0,20.0,20.0,11.0,0.0,0.0,1.0
65000.0,1.799976,2.0925490965859756E-8,65000.0,98.99,0.0,-Infinity,-Infinity,99.49243680586964,?,98.99,?,?,65000.0,84632.0,39.0,20.0,20.0,11.0,0.0,0.0,1.0
70000.0,1.891876,2.3005482796579596E-8,70000.0,99.28,0.0,-Infinity,-Infinity,99.63869931754317,?,99.28,?,?,70000.0,87488.0,39.0,20.0,20.0,11.0,0.0,0.0,1.0
75000.0,1.979106,2.5025271535333658E-8,75000.0,99.445,0.0,-Infinity,-Infinity,99.72172779463008,?,99.445,?,?,75000.0,89504.0,39.0,20.0,20.0,11.0,0.0,0.0,1.0
80000.0,2.073363,2.7248734407540823E-8,80000.0,99.556,0.0,-Infinity,-Infinity,99.77750606346089,?,99.556,?,?,80000.0,91184.0,39.0,20.0,20.0,11.0,0.0,0.0,1.0
85000.0,2.15813,2.9318683337834145E-8,85000.0,99.63,0.0,-Infinity,-Infinity,99.81465711566398,?,99.63,?,?,85000.0,94392.0,41.0,21.0,21.0,11.0,0.0,0.0,1.0
90000.0,2.242669,3.148629248763124E-8,90000.0,99.68285714285715,0.0,-Infinity,-Infinity,99.84117672308946,?,99.68285714285715,?,?,90000.0,99112.0,43.0,22.0,22.0,11.0,0.0,0.0,1.0
95000.0,2.322549,3.3600736630873547E-8,95000.0,99.7225,0.0,-Infinity,-Infinity,99.86105721688844,?,99.7225,?,?,95000.0,102320.0,45.0,23.0,23.0,11.0,0.0,0.0,1.0
100000.0,2.398672,3.5756104253232477E-8,100000.0,99.75333333333334,0.0,-Infinity,-Infinity,99.87651436772019,?,99.75333333333334,?,?,100000.0,109448.0,51.0,26.0,26.0,12.0,0.0,0.0,1.0
