instances,drift,unbalance,type,alg,Kappa
15000,shapeshift,2,periodic,CSMOTE,2.9829087391164077
20000,shapeshift,2,periodic,CSMOTE,6.096663395485754
25000,shapeshift,2,periodic,CSMOTE,6.980454726765037
30000,shapeshift,2,periodic,CSMOTE,8.385813722240652
35000,shapeshift,2,periodic,CSMOTE,9.357304643261603
40000,shapeshift,2,periodic,CSMOTE,9.814191295672776
45000,shapeshift,2,periodic,CSMOTE,10.123621784163047
50000,shapeshift,2,periodic,CSMOTE,12.612612612612612
55000,shapeshift,2,periodic,CSMOTE,10.990399191510862
60000,shapeshift,2,periodic,CSMOTE,-7.897334649555782
65000,shapeshift,2,periodic,CSMOTE,-6.08478802992518
70000,shapeshift,2,periodic,CSMOTE,-3.7043134672374096
75000,shapeshift,2,periodic,CSMOTE,-1.5278462296697841
80000,shapeshift,2,periodic,CSMOTE,0.5990964447063439
85000,shapeshift,2,periodic,CSMOTE,-0.3216229589312417
90000,shapeshift,2,periodic,CSMOTE,0.15618344455487573
95000,shapeshift,2,periodic,CSMOTE,-0.031218781218763918
100000,shapeshift,2,periodic,CSMOTE,-0.42935206869633
5000,shapeshift,2,periodic,OOB,-8.452722063037244
10000,shapeshift,2,periodic,OOB,-0.8161305808929329
15000,shapeshift,2,periodic,OOB,3.934214769429213
20000,shapeshift,2,periodic,OOB,6.795878312070643
25000,shapeshift,2,periodic,OOB,7.528919026725172
30000,shapeshift,2,periodic,OOB,8.974146503148829
35000,shapeshift,2,periodic,OOB,9.930634201585502
40000,shapeshift,2,periodic,OOB,10.275595460780623
45000,shapeshift,2,periodic,OOB,10.658202472435677
50000,shapeshift,2,periodic,OOB,10.760760760760745
55000,shapeshift,2,periodic,OOB,9.247094492167752
60000,shapeshift,2,periodic,OOB,11.697926949654489
65000,shapeshift,2,periodic,OOB,12.768079800498755
70000,shapeshift,2,periodic,OOB,14.109318406322036
75000,shapeshift,2,periodic,OOB,14.871858058156736
80000,shapeshift,2,periodic,OOB,15.586328815556886
85000,shapeshift,2,periodic,OOB,15.710044532409707
90000,shapeshift,2,periodic,OOB,15.511855743291203
95000,shapeshift,2,periodic,OOB,15.42832167832168
100000,shapeshift,2,periodic,OOB,15.56819449091112
5000,shapeshift,2,periodic,ESOS_ELM,0.0
10000,shapeshift,2,periodic,ESOS_ELM,0.0
15000,shapeshift,2,periodic,ESOS_ELM,-0.801354401805875
20000,shapeshift,2,periodic,ESOS_ELM,-1.3837095191364193
25000,shapeshift,2,periodic,ESOS_ELM,-3.540087754288005
30000,shapeshift,2,periodic,ESOS_ELM,-3.5639708319522527
35000,shapeshift,2,periodic,ESOS_ELM,-3.8625424688561614
40000,shapeshift,2,periodic,ESOS_ELM,-4.79361516398555
45000,shapeshift,2,periodic,ESOS_ELM,-5.34135204365742
50000,shapeshift,2,periodic,ESOS_ELM,-8.008008008008014
55000,shapeshift,2,periodic,ESOS_ELM,-9.742294087923208
60000,shapeshift,2,periodic,ESOS_ELM,-15.626850937808495
65000,shapeshift,2,periodic,ESOS_ELM,-15.438902743142146
70000,shapeshift,2,periodic,ESOS_ELM,-14.88310833058939
75000,shapeshift,2,periodic,ESOS_ELM,-14.674716609167083
80000,shapeshift,2,periodic,ESOS_ELM,-14.770182675309357
85000,shapeshift,2,periodic,ESOS_ELM,-15.358733300346382
90000,shapeshift,2,periodic,ESOS_ELM,-15.55871077665768
95000,shapeshift,2,periodic,ESOS_ELM,-16.225024975024954
100000,shapeshift,2,periodic,ESOS_ELM,-16.214452994312467
5000,shapeshift,2,periodic,improved_UOB,-2.38777459407832
10000,shapeshift,2,periodic,improved_UOB,-8.977436389822369
15000,shapeshift,2,periodic,improved_UOB,-11.51241534988713
20000,shapeshift,2,periodic,improved_UOB,-10.181550539744846
25000,shapeshift,2,periodic,improved_UOB,-10.041882728360617
30000,shapeshift,2,periodic,improved_UOB,-8.145508783559814
35000,shapeshift,2,periodic,improved_UOB,-6.214609286523211
40000,shapeshift,2,periodic,improved_UOB,-5.405910961466518
45000,shapeshift,2,periodic,improved_UOB,-4.276645506181091
50000,shapeshift,2,periodic,improved_UOB,5.655655655655644
55000,shapeshift,2,periodic,improved_UOB,3.7392622536634486
60000,shapeshift,2,periodic,improved_UOB,3.7512339585389904
65000,shapeshift,2,periodic,improved_UOB,5.785536159600996
70000,shapeshift,2,periodic,improved_UOB,7.573263088574265
75000,shapeshift,2,periodic,improved_UOB,8.871365204534237
80000,shapeshift,2,periodic,improved_UOB,9.958750736593998
85000,shapeshift,2,periodic,improved_UOB,10.564077189510135
90000,shapeshift,2,periodic,improved_UOB,10.549481754933979
95000,shapeshift,2,periodic,improved_UOB,10.676823176823191
100000,shapeshift,2,periodic,improved_UOB,11.012601762016303
5000,shapeshift,2,periodic,WEOB2,-2.05348615090734
10000,shapeshift,2,periodic,WEOB2,-4.944791166586641
15000,shapeshift,2,periodic,WEOB2,-8.25540148339246
20000,shapeshift,2,periodic,WEOB2,-10.046614327772335
25000,shapeshift,2,periodic,WEOB2,-10.809732748304766
30000,shapeshift,2,periodic,WEOB2,-9.264169705004944
35000,shapeshift,2,periodic,WEOB2,-8.302661381653452
40000,shapeshift,2,periodic,WEOB2,-7.775283701209643
45000,shapeshift,2,periodic,WEOB2,-6.81033522663993
50000,shapeshift,2,periodic,WEOB2,1.501501501501503
55000,shapeshift,2,periodic,WEOB2,0.02526528549772334
60000,shapeshift,2,periodic,WEOB2,2.9121421520237005
65000,shapeshift,2,periodic,WEOB2,4.763092269326685
70000,shapeshift,2,periodic,WEOB2,6.07507408626936
75000,shapeshift,2,periodic,WEOB2,7.19566288812223
80000,shapeshift,2,periodic,WEOB2,8.357886466313117
85000,shapeshift,2,periodic,WEOB2,9.12914398812468
90000,shapeshift,2,periodic,WEOB2,9.491693880448677
95000,shapeshift,2,periodic,WEOB2,9.852647352647375
100000,shapeshift,2,periodic,WEOB2,10.30444964871195
5000,shapeshift,2,periodic,UOB,-6.0171919770773625
10000,shapeshift,2,periodic,UOB,-12.866058569371091
15000,shapeshift,2,periodic,UOB,-16.252821670428908
20000,shapeshift,2,periodic,UOB,-15.419528949950948
25000,shapeshift,2,periodic,UOB,-15.586358197048273
30000,shapeshift,2,periodic,UOB,-13.90454093470333
35000,shapeshift,2,periodic,UOB,-12.075311438278577
40000,shapeshift,2,periodic,UOB,-11.148522259633392
45000,shapeshift,2,periodic,UOB,-9.555629802873375
50000,shapeshift,2,periodic,UOB,3.2532532532532565
55000,shapeshift,2,periodic,UOB,1.5664477008590156
60000,shapeshift,2,periodic,UOB,2.615992102665363
65000,shapeshift,2,periodic,UOB,4.413965087281809
70000,shapeshift,2,periodic,UOB,5.861047085940085
75000,shapeshift,2,periodic,UOB,7.318876293740748
80000,shapeshift,2,periodic,UOB,8.171282655666884
85000,shapeshift,2,periodic,UOB,8.642586178459494
90000,shapeshift,2,periodic,UOB,8.732074400113587
95000,shapeshift,2,periodic,UOB,8.93481518481518
100000,shapeshift,2,periodic,UOB,9.36768149882904
5000,shapeshift,2,periodic,RebalanceStream,3.199617956064966
10000,shapeshift,2,periodic,RebalanceStream,5.400864138262138
15000,shapeshift,2,periodic,RebalanceStream,7.69106739761366
20000,shapeshift,2,periodic,RebalanceStream,9.249263984298322
25000,shapeshift,2,periodic,RebalanceStream,9.882329477463106
30000,shapeshift,2,periodic,RebalanceStream,11.02088167053364
35000,shapeshift,2,periodic,RebalanceStream,12.464609286523226
40000,shapeshift,2,periodic,RebalanceStream,13.64259882778401
45000,shapeshift,2,periodic,RebalanceStream,14.539481011248458
50000,shapeshift,2,periodic,RebalanceStream,22.572572572572565
55000,shapeshift,2,periodic,RebalanceStream,21.82920667003535
60000,shapeshift,2,periodic,RebalanceStream,22.70483711747284
65000,shapeshift,2,periodic,RebalanceStream,22.693266832917693
70000,shapeshift,2,periodic,RebalanceStream,23.460651959170228
75000,shapeshift,2,periodic,RebalanceStream,23.275012321340544
80000,shapeshift,2,periodic,RebalanceStream,23.276370064820266
85000,shapeshift,2,periodic,RebalanceStream,23.379515091538824
90000,shapeshift,2,periodic,RebalanceStream,23.228737753798097
95000,shapeshift,2,periodic,RebalanceStream,23.183066933066936
100000,shapeshift,2,periodic,RebalanceStream,23.352291736366688
5000,shapeshift,3,incremental,improved_OOB,16.289592760180994
10000,shapeshift,3,incremental,improved_OOB,19.00813008130081
15000,shapeshift,3,incremental,improved_OOB,21.69085312225155
20000,shapeshift,3,incremental,improved_OOB,23.221757322175726
25000,shapeshift,3,incremental,improved_OOB,24.15129644480086
30000,shapeshift,3,incremental,improved_OOB,25.212448957068748
35000,shapeshift,3,incremental,improved_OOB,25.610103503940756
40000,shapeshift,3,incremental,improved_OOB,26.216731614293998
45000,shapeshift,3,incremental,improved_OOB,26.747865763909324
50000,shapeshift,3,incremental,improved_OOB,25.93856655290103
55000,shapeshift,3,incremental,improved_OOB,26.407145264577004
60000,shapeshift,3,incremental,improved_OOB,23.377483443708602
65000,shapeshift,3,incremental,improved_OOB,25.08333333333334
70000,shapeshift,3,incremental,improved_OOB,26.05199383124036
75000,shapeshift,3,incremental,improved_OOB,27.126341866226262
80000,shapeshift,3,incremental,improved_OOB,27.87504974134501
85000,shapeshift,3,incremental,improved_OOB,28.205553711693774
90000,shapeshift,3,incremental,improved_OOB,29.080524874917394
95000,shapeshift,3,incremental,improved_OOB,29.285595751742456
100000,shapeshift,3,incremental,improved_OOB,29.841853622655385
5000,shapeshift,3,incremental,WEOB1,14.899806076276672
10000,shapeshift,3,incremental,WEOB1,17.93495934959349
15000,shapeshift,3,incremental,WEOB1,19.63500439753738
20000,shapeshift,3,incremental,WEOB1,20.845188284518823
25000,shapeshift,3,incremental,WEOB1,22.039561614541576
30000,shapeshift,3,incremental,WEOB1,23.281094801898245
35000,shapeshift,3,incremental,WEOB1,23.83914158199601
40000,shapeshift,3,incremental,WEOB1,24.53776635436532
45000,shapeshift,3,incremental,WEOB1,25.169267000294383
50000,shapeshift,3,incremental,WEOB1,25.358361774744033
55000,shapeshift,3,incremental,WEOB1,25.749915739804514
60000,shapeshift,3,incremental,WEOB1,21.78807947019868
65000,shapeshift,3,incremental,WEOB1,23.5
70000,shapeshift,3,incremental,WEOB1,25.512227362855253
75000,shapeshift,3,incremental,WEOB1,26.862097440132125
80000,shapeshift,3,incremental,WEOB1,27.68934871998939
85000,shapeshift,3,incremental,WEOB1,28.045137736475276
90000,shapeshift,3,incremental,WEOB1,28.934201831398106
95000,shapeshift,3,incremental,WEOB1,29.09890474610024
100000,shapeshift,3,incremental,WEOB1,29.672673777123926
5000,shapeshift,3,incremental,CSMOTE,11.05365223012282
10000,shapeshift,3,incremental,CSMOTE,17.577235772357714
15000,shapeshift,3,incremental,CSMOTE,20.36059806508356
20000,shapeshift,3,incremental,CSMOTE,21.790794979079497
25000,shapeshift,3,incremental,CSMOTE,22.714514835605453
30000,shapeshift,3,incremental,CSMOTE,23.8605010484494
35000,shapeshift,3,incremental,CSMOTE,24.31393030101605
40000,shapeshift,3,incremental,CSMOTE,25.01865516955478
45000,shapeshift,3,incremental,CSMOTE,25.562996761848687
50000,shapeshift,3,incremental,CSMOTE,24.095563139931734
55000,shapeshift,3,incremental,CSMOTE,25.244354566902587
60000,shapeshift,3,incremental,CSMOTE,20.827814569536425
65000,shapeshift,3,incremental,CSMOTE,20.56666666666667
70000,shapeshift,3,incremental,CSMOTE,21.535580524344567
75000,shapeshift,3,incremental,CSMOTE,21.4450867052023
80000,shapeshift,3,incremental,CSMOTE,21.574479373922266
85000,shapeshift,3,incremental,CSMOTE,21.595309215621196
90000,shapeshift,3,incremental,CSMOTE,22.425186443878037
95000,shapeshift,3,incremental,CSMOTE,22.543976103551277
100000,shapeshift,3,incremental,CSMOTE,23.16292754689223
5000,shapeshift,3,incremental,OOB,12.184873949579837
10000,shapeshift,3,incremental,OOB,17.056910569105693
15000,shapeshift,3,incremental,OOB,20.118733509234826
20000,shapeshift,3,incremental,OOB,21.84937238493723
25000,shapeshift,3,incremental,OOB,23.06201550387596
30000,shapeshift,3,incremental,OOB,24.241253724754447
35000,shapeshift,3,incremental,OOB,24.774475358465477
40000,shapeshift,3,incremental,OOB,25.416632120056388
45000,shapeshift,3,incremental,OOB,26.00088313217544
50000,shapeshift,3,incremental,OOB,24.982935153583632
55000,shapeshift,3,incremental,OOB,25.68250758341759
60000,shapeshift,3,incremental,OOB,21.986754966887418
65000,shapeshift,3,incremental,OOB,23.349999999999994
70000,shapeshift,3,incremental,OOB,25.88675919806124
75000,shapeshift,3,incremental,OOB,27.19240297274979
80000,shapeshift,3,incremental,OOB,27.855153203342617
85000,shapeshift,3,incremental,OOB,28.03407456577056
90000,shapeshift,3,incremental,OOB,28.806759180590937
95000,shapeshift,3,incremental,OOB,28.970295386657817
100000,shapeshift,3,incremental,OOB,29.444648767929387
5000,shapeshift,3,incremental,ESOS_ELM,0.0
10000,shapeshift,3,incremental,ESOS_ELM,0.0
15000,shapeshift,3,incremental,ESOS_ELM,4.591029023746705
20000,shapeshift,3,incremental,ESOS_ELM,6.530543933054389
25000,shapeshift,3,incremental,ESOS_ELM,7.894947874899759
30000,shapeshift,3,incremental,ESOS_ELM,9.410109259463638
35000,shapeshift,3,incremental,ESOS_ELM,10.086886335580672
40000,shapeshift,3,incremental,ESOS_ELM,10.783931680623503
45000,shapeshift,3,incremental,ESOS_ELM,11.400868413305854
50000,shapeshift,3,incremental,ESOS_ELM,11.955631399317408
55000,shapeshift,3,incremental,ESOS_ELM,14.43377148634984
60000,shapeshift,3,incremental,ESOS_ELM,14.337748344370869
65000,shapeshift,3,incremental,ESOS_ELM,14.390000000000006
70000,shapeshift,3,incremental,ESOS_ELM,14.736726151134604
75000,shapeshift,3,incremental,ESOS_ELM,14.664739884393061
80000,shapeshift,3,incremental,ESOS_ELM,14.216076402705932
85000,shapeshift,3,incremental,ESOS_ELM,13.890917136851424
90000,shapeshift,3,incremental,ESOS_ELM,14.292457283111483
95000,shapeshift,3,incremental,ESOS_ELM,14.093511450381683
100000,shapeshift,3,incremental,ESOS_ELM,14.218094887826405
5000,shapeshift,3,incremental,improved_UOB,12.895927601809948
10000,shapeshift,3,incremental,improved_UOB,13.788617886178859
15000,shapeshift,3,incremental,improved_UOB,15.490325417766048
20000,shapeshift,3,incremental,improved_UOB,16.125523012552293
25000,shapeshift,3,incremental,improved_UOB,17.435177759957234
30000,shapeshift,3,incremental,improved_UOB,19.0762608983556
35000,shapeshift,3,incremental,improved_UOB,20.026588168265132
40000,shapeshift,3,incremental,improved_UOB,21.117651935992054
45000,shapeshift,3,incremental,improved_UOB,22.04886664704151
50000,shapeshift,3,incremental,improved_UOB,24.709897610921505
55000,shapeshift,3,incremental,improved_UOB,24.97472194135491
60000,shapeshift,3,incremental,improved_UOB,20.761589403973517
65000,shapeshift,3,incremental,improved_UOB,21.66666666666666
70000,shapeshift,3,incremental,improved_UOB,24.025115664243227
75000,shapeshift,3,incremental,improved_UOB,25.34269199009083
80000,shapeshift,3,incremental,improved_UOB,26.263430163151618
85000,shapeshift,3,incremental,improved_UOB,26.717557251908403
90000,shapeshift,3,incremental,improved_UOB,27.725856697819317
95000,shapeshift,3,incremental,improved_UOB,27.916528377032854
100000,shapeshift,3,incremental,improved_UOB,28.536226553880105
5000,shapeshift,3,incremental,WEOB2,13.477698771816424
10000,shapeshift,3,incremental,WEOB2,12.32520325203252
15000,shapeshift,3,incremental,WEOB2,13.19261213720318
20000,shapeshift,3,incremental,WEOB2,14.01673640167364
25000,shapeshift,3,incremental,WEOB2,15.062817428495062
30000,shapeshift,3,incremental,WEOB2,16.670345436486034
35000,shapeshift,3,incremental,WEOB2,17.59092203969234
40000,shapeshift,3,incremental,WEOB2,18.617859215653763
45000,shapeshift,3,incremental,WEOB2,19.679128642920226
50000,shapeshift,3,incremental,WEOB2,23.344709897610922
55000,shapeshift,3,incremental,WEOB2,23.879339400067405
60000,shapeshift,3,incremental,WEOB2,21.05960264900664
65000,shapeshift,3,incremental,WEOB2,21.53333333333335
70000,shapeshift,3,incremental,WEOB2,23.573474333553637
75000,shapeshift,3,incremental,WEOB2,24.979355904211396
80000,shapeshift,3,incremental,WEOB2,25.766016713091936
85000,shapeshift,3,incremental,WEOB2,26.142272375262742
90000,shapeshift,3,incremental,WEOB2,27.079203247427536
95000,shapeshift,3,incremental,WEOB2,27.24858944573515
100000,shapeshift,3,incremental,WEOB2,27.881574108127985
5000,shapeshift,3,incremental,UOB,8.080155138978677
10000,shapeshift,3,incremental,UOB,7.414634146341458
15000,shapeshift,3,incremental,UOB,9.421723834652598
20000,shapeshift,3,incremental,UOB,10.259414225941411
25000,shapeshift,3,incremental,UOB,11.87516706762898
30000,shapeshift,3,incremental,UOB,13.85608652466615
35000,shapeshift,3,incremental,UOB,15.18374323426075
40000,shapeshift,3,incremental,UOB,16.536771411989065
45000,shapeshift,3,incremental,UOB,17.842949661465987
50000,shapeshift,3,incremental,UOB,23.856655290102392
55000,shapeshift,3,incremental,UOB,24.28378833838895
60000,shapeshift,3,incremental,UOB,20.62913907284769
65000,shapeshift,3,incremental,UOB,21.716666666666676
70000,shapeshift,3,incremental,UOB,23.650583829037235
75000,shapeshift,3,incremental,UOB,25.01238645747316
80000,shapeshift,3,incremental,UOB,25.73285581642127
85000,shapeshift,3,incremental,UOB,26.086956521739133
90000,shapeshift,3,incremental,UOB,26.99424148022279
95000,shapeshift,3,incremental,UOB,27.169764354463986
100000,shapeshift,3,incremental,UOB,27.771239426259648
5000,shapeshift,3,incremental,RebalanceStream,16.386554621848745
10000,shapeshift,3,incremental,RebalanceStream,18.601626016260152
15000,shapeshift,3,incremental,RebalanceStream,19.624010554089704
20000,shapeshift,3,incremental,RebalanceStream,20.652719665271967
25000,shapeshift,3,incremental,RebalanceStream,21.638599304998657
30000,shapeshift,3,incremental,RebalanceStream,22.773424566824865
35000,shapeshift,3,incremental,RebalanceStream,23.445066945209373
40000,shapeshift,3,incremental,RebalanceStream,24.106624657988558
45000,shapeshift,3,incremental,RebalanceStream,24.694583455990585
50000,shapeshift,3,incremental,RebalanceStream,27.610921501706493
55000,shapeshift,3,incremental,RebalanceStream,26.811594202898554
60000,shapeshift,3,incremental,RebalanceStream,25.099337748344375
65000,shapeshift,3,incremental,RebalanceStream,26.48333333333334
70000,shapeshift,3,incremental,RebalanceStream,27.46199603436881
75000,shapeshift,3,incremental,RebalanceStream,27.91081750619322
80000,shapeshift,3,incremental,RebalanceStream,28.20665870805147
85000,shapeshift,3,incremental,RebalanceStream,28.509790906073697
90000,shapeshift,3,incremental,RebalanceStream,29.00500330406873
95000,shapeshift,3,incremental,RebalanceStream,29.10305343511451
100000,shapeshift,3,incremental,RebalanceStream,29.470393527032
5000,shapeshift,3,sudden,improved_OOB,16.289592760180994
10000,shapeshift,3,sudden,improved_OOB,19.00813008130081
15000,shapeshift,3,sudden,improved_OOB,21.69085312225155
20000,shapeshift,3,sudden,improved_OOB,23.221757322175726
25000,shapeshift,3,sudden,improved_OOB,24.15129644480086
30000,shapeshift,3,sudden,improved_OOB,25.212448957068748
35000,shapeshift,3,sudden,improved_OOB,25.610103503940756
40000,shapeshift,3,sudden,improved_OOB,26.216731614293998
45000,shapeshift,3,sudden,improved_OOB,26.747865763909324
50000,shapeshift,3,sudden,improved_OOB,27.020570670205707
55000,shapeshift,3,sudden,improved_OOB,22.67247153382451
60000,shapeshift,3,sudden,improved_OOB,23.96666666666667
65000,shapeshift,3,sudden,improved_OOB,26.00801960347517
70000,shapeshift,3,sudden,improved_OOB,27.58048456687687
75000,shapeshift,3,sudden,improved_OOB,28.50708703139488
80000,shapeshift,3,sudden,improved_OOB,28.940081958134904
85000,shapeshift,3,sudden,improved_OOB,29.13658814589666
90000,shapeshift,3,sudden,improved_OOB,29.832037067681632
95000,shapeshift,3,sudden,improved_OOB,29.9527431145241
100000,shapeshift,3,sudden,improved_OOB,30.388516873301075
5000,shapeshift,3,sudden,WEOB1,14.899806076276672
10000,shapeshift,3,sudden,WEOB1,17.93495934959349
15000,shapeshift,3,sudden,WEOB1,19.63500439753738
20000,shapeshift,3,sudden,WEOB1,20.845188284518823
25000,shapeshift,3,sudden,WEOB1,22.039561614541576
30000,shapeshift,3,sudden,WEOB1,23.281094801898245
35000,shapeshift,3,sudden,WEOB1,23.83914158199601
40000,shapeshift,3,sudden,WEOB1,24.53776635436532
45000,shapeshift,3,sudden,WEOB1,25.169267000294383
50000,shapeshift,3,sudden,WEOB1,25.50763105507631
55000,shapeshift,3,sudden,WEOB1,21.835231078365698
60000,shapeshift,3,sudden,WEOB1,23.150000000000002
65000,shapeshift,3,sudden,WEOB1,24.938739140120287
70000,shapeshift,3,sudden,WEOB1,26.634583471622967
75000,shapeshift,3,sudden,WEOB1,27.672539409193284
80000,shapeshift,3,sudden,WEOB1,28.220179421862888
85000,shapeshift,3,sudden,WEOB1,28.443199088145896
90000,shapeshift,3,sudden,WEOB1,29.199073307959615
95000,shapeshift,3,sudden,WEOB1,29.339880381008633
100000,shapeshift,3,sudden,WEOB1,29.818338526818273
5000,shapeshift,3,sudden,CSMOTE,11.05365223012282
10000,shapeshift,3,sudden,CSMOTE,17.577235772357714
15000,shapeshift,3,sudden,CSMOTE,20.36059806508356
20000,shapeshift,3,sudden,CSMOTE,21.790794979079497
25000,shapeshift,3,sudden,CSMOTE,22.714514835605453
30000,shapeshift,3,sudden,CSMOTE,23.8605010484494
35000,shapeshift,3,sudden,CSMOTE,24.31393030101605
40000,shapeshift,3,sudden,CSMOTE,25.01865516955478
45000,shapeshift,3,sudden,CSMOTE,25.562996761848687
50000,shapeshift,3,sudden,CSMOTE,25.783012607830123
55000,shapeshift,3,sudden,CSMOTE,21.198928332217005
60000,shapeshift,3,sudden,CSMOTE,20.983333333333327
65000,shapeshift,3,sudden,CSMOTE,20.96235241701939
70000,shapeshift,3,sudden,CSMOTE,22.23697311649519
75000,shapeshift,3,sudden,CSMOTE,22.731487614253535
80000,shapeshift,3,sudden,CSMOTE,22.494185402591658
85000,shapeshift,3,sudden,CSMOTE,22.349924012158056
90000,shapeshift,3,sudden,CSMOTE,22.84047658447792
95000,shapeshift,3,sudden,CSMOTE,22.956508897585458
100000,shapeshift,3,sudden,CSMOTE,23.523171782801832
5000,shapeshift,3,sudden,OOB,12.184873949579837
10000,shapeshift,3,sudden,OOB,17.056910569105693
15000,shapeshift,3,sudden,OOB,20.118733509234826
20000,shapeshift,3,sudden,OOB,21.84937238493723
25000,shapeshift,3,sudden,OOB,23.06201550387596
30000,shapeshift,3,sudden,OOB,24.241253724754447
35000,shapeshift,3,sudden,OOB,24.774475358465477
40000,shapeshift,3,sudden,OOB,25.416632120056388
45000,shapeshift,3,sudden,OOB,26.00088313217544
50000,shapeshift,3,sudden,OOB,26.244193762441938
55000,shapeshift,3,sudden,OOB,21.902210314802414
60000,shapeshift,3,sudden,OOB,23.43333333333334
65000,shapeshift,3,sudden,OOB,24.415237246602803
70000,shapeshift,3,sudden,OOB,25.8131430467972
75000,shapeshift,3,sudden,OOB,26.970459663531592
80000,shapeshift,3,sudden,OOB,27.527965444678266
85000,shapeshift,3,sudden,OOB,27.825797872340438
90000,shapeshift,3,sudden,OOB,28.603342710574225
95000,shapeshift,3,sudden,OOB,28.7602451450934
100000,shapeshift,3,sudden,OOB,29.274680103427706
5000,shapeshift,3,sudden,ESOS_ELM,0.0
10000,shapeshift,3,sudden,ESOS_ELM,0.0
15000,shapeshift,3,sudden,ESOS_ELM,4.494283201407213
20000,shapeshift,3,sudden,ESOS_ELM,6.650209205020917
25000,shapeshift,3,sudden,ESOS_ELM,7.937717187917667
30000,shapeshift,3,sudden,ESOS_ELM,9.32954420041939
35000,shapeshift,3,sudden,ESOS_ELM,10.004273098471185
40000,shapeshift,3,sudden,ESOS_ELM,10.647541663212008
45000,shapeshift,3,sudden,ESOS_ELM,11.385045628495732
50000,shapeshift,3,sudden,ESOS_ELM,11.785335102853352
55000,shapeshift,3,sudden,ESOS_ELM,13.389149363697253
60000,shapeshift,3,sudden,ESOS_ELM,14.308333333333337
65000,shapeshift,3,sudden,ESOS_ELM,14.079973267988416
70000,shapeshift,3,sudden,ESOS_ELM,14.394291403916364
75000,shapeshift,3,sudden,ESOS_ELM,14.489998675321237
80000,shapeshift,3,sudden,ESOS_ELM,14.080186067117072
85000,shapeshift,3,sudden,ESOS_ELM,13.808415653495434
90000,shapeshift,3,sudden,ESOS_ELM,14.209002151249383
95000,shapeshift,3,sudden,ESOS_ELM,14.085874621575721
100000,shapeshift,3,sudden,ESOS_ELM,14.301863024597235
5000,shapeshift,3,sudden,improved_UOB,12.895927601809948
10000,shapeshift,3,sudden,improved_UOB,13.788617886178859
15000,shapeshift,3,sudden,improved_UOB,15.490325417766048
20000,shapeshift,3,sudden,improved_UOB,16.125523012552293
25000,shapeshift,3,sudden,improved_UOB,17.435177759957234
30000,shapeshift,3,sudden,improved_UOB,19.0762608983556
35000,shapeshift,3,sudden,improved_UOB,20.026588168265132
40000,shapeshift,3,sudden,improved_UOB,21.117651935992054
45000,shapeshift,3,sudden,improved_UOB,22.04886664704151
50000,shapeshift,3,sudden,improved_UOB,22.604512276045135
55000,shapeshift,3,sudden,improved_UOB,20.964501004688543
60000,shapeshift,3,sudden,improved_UOB,21.95
65000,shapeshift,3,sudden,improved_UOB,23.35709512140789
70000,shapeshift,3,sudden,improved_UOB,25.165947560570864
75000,shapeshift,3,sudden,improved_UOB,26.22201616108095
80000,shapeshift,3,sudden,improved_UOB,26.724997231144094
85000,shapeshift,3,sudden,improved_UOB,26.96618541033434
90000,shapeshift,3,sudden,improved_UOB,27.800761211318893
95000,shapeshift,3,sudden,improved_UOB,27.98124492357676
100000,shapeshift,3,sudden,improved_UOB,28.538752237618503
5000,shapeshift,3,sudden,WEOB2,13.477698771816424
10000,shapeshift,3,sudden,WEOB2,12.32520325203252
15000,shapeshift,3,sudden,WEOB2,13.19261213720318
20000,shapeshift,3,sudden,WEOB2,14.01673640167364
25000,shapeshift,3,sudden,WEOB2,15.062817428495062
30000,shapeshift,3,sudden,WEOB2,16.670345436486034
35000,shapeshift,3,sudden,WEOB2,17.59092203969234
40000,shapeshift,3,sudden,WEOB2,18.617859215653763
45000,shapeshift,3,sudden,WEOB2,19.679128642920226
50000,shapeshift,3,sudden,WEOB2,20.278699402786994
55000,shapeshift,3,sudden,WEOB2,21.902210314802414
60000,shapeshift,3,sudden,WEOB2,23.266666666666676
65000,shapeshift,3,sudden,WEOB2,24.749387391401203
70000,shapeshift,3,sudden,WEOB2,26.369067374709594
75000,shapeshift,3,sudden,WEOB2,27.23539541661146
80000,shapeshift,3,sudden,WEOB2,27.655332816480247
85000,shapeshift,3,sudden,WEOB2,27.787803951367778
90000,shapeshift,3,sudden,WEOB2,28.46682111534006
95000,shapeshift,3,sudden,WEOB2,28.579339880381006
100000,shapeshift,3,sudden,WEOB2,29.04263077637075
5000,shapeshift,3,sudden,UOB,8.080155138978677
10000,shapeshift,3,sudden,UOB,7.414634146341458
15000,shapeshift,3,sudden,UOB,9.421723834652598
20000,shapeshift,3,sudden,UOB,10.259414225941411
25000,shapeshift,3,sudden,UOB,11.87516706762898
30000,shapeshift,3,sudden,UOB,13.85608652466615
35000,shapeshift,3,sudden,UOB,15.18374323426075
40000,shapeshift,3,sudden,UOB,16.536771411989065
45000,shapeshift,3,sudden,UOB,17.842949661465987
50000,shapeshift,3,sudden,UOB,18.626410086264112
55000,shapeshift,3,sudden,UOB,19.825853985264562
60000,shapeshift,3,sudden,UOB,21.233333333333345
65000,shapeshift,3,sudden,UOB,22.72220984629093
70000,shapeshift,3,sudden,UOB,24.327912379688026
75000,shapeshift,3,sudden,UOB,25.4404556894953
80000,shapeshift,3,sudden,UOB,25.98848155941966
