instances,drift,unbalance,type,alg,Kappa
100000,sea_P(y_x),4,incremental,UOB,53.12377430380455
5000,sea_P(y_x),4,incremental,CSMOTE,50.9765625
10000,sea_P(y_x),4,incremental,CSMOTE,55.96443566312671
15000,sea_P(y_x),4,incremental,CSMOTE,57.3207171314741
20000,sea_P(y_x),4,incremental,CSMOTE,58.73671044402751
25000,sea_P(y_x),4,incremental,CSMOTE,59.759759759759746
30000,sea_P(y_x),4,incremental,CSMOTE,60.52324612564571
35000,sea_P(y_x),4,incremental,CSMOTE,61.04156234351528
40000,sea_P(y_x),4,incremental,CSMOTE,61.40284835937008
45000,sea_P(y_x),4,incremental,CSMOTE,61.45682046698694
50000,sea_P(y_x),4,incremental,CSMOTE,52.36920039486675
55000,sea_P(y_x),4,incremental,CSMOTE,44.70501110836831
60000,sea_P(y_x),4,incremental,CSMOTE,45.59118236472948
65000,sea_P(y_x),4,incremental,CSMOTE,47.532729103726076
70000,sea_P(y_x),4,incremental,CSMOTE,49.06612821807169
75000,sea_P(y_x),4,incremental,CSMOTE,49.60302457466919
80000,sea_P(y_x),4,incremental,CSMOTE,50.070365902694014
85000,sea_P(y_x),4,incremental,CSMOTE,50.75890985324946
90000,sea_P(y_x),4,incremental,CSMOTE,51.32137970764022
95000,sea_P(y_x),4,incremental,CSMOTE,51.7756891440106
100000,sea_P(y_x),4,incremental,CSMOTE,52.00313778226034
5000,sea_P(y_x),4,incremental,RebalanceStream,46.19140624999999
10000,sea_P(y_x),4,incremental,RebalanceStream,54.30970610027167
15000,sea_P(y_x),4,incremental,RebalanceStream,56.15869853917661
20000,sea_P(y_x),4,incremental,RebalanceStream,58.53658536585367
25000,sea_P(y_x),4,incremental,RebalanceStream,59.70970970970971
30000,sea_P(y_x),4,incremental,RebalanceStream,60.84819196800537
35000,sea_P(y_x),4,incremental,RebalanceStream,61.578081407826026
40000,sea_P(y_x),4,incremental,RebalanceStream,61.87339230817493
45000,sea_P(y_x),4,incremental,RebalanceStream,61.909283878896204
50000,sea_P(y_x),4,incremental,RebalanceStream,52.418558736426476
55000,sea_P(y_x),4,incremental,RebalanceStream,45.39619846951371
60000,sea_P(y_x),4,incremental,RebalanceStream,44.088176352705425
65000,sea_P(y_x),4,incremental,RebalanceStream,46.953675730110774
70000,sea_P(y_x),4,incremental,RebalanceStream,48.32576139996634
75000,sea_P(y_x),4,incremental,RebalanceStream,48.72085696282294
80000,sea_P(y_x),4,incremental,RebalanceStream,49.23602734217935
85000,sea_P(y_x),4,incremental,RebalanceStream,49.75262054507336
90000,sea_P(y_x),4,incremental,RebalanceStream,50.32044358032693
95000,sea_P(y_x),4,incremental,RebalanceStream,50.98719485270926
100000,sea_P(y_x),4,incremental,RebalanceStream,51.241104947610225
5000,sea_P(y_x),4,sudden,improved_OOB,55.517578124999986
10000,sea_P(y_x),4,sudden,improved_OOB,59.05161768337863
15000,sea_P(y_x),4,sudden,improved_OOB,59.51195219123507
20000,sea_P(y_x),4,sudden,improved_OOB,60.90056285178237
25000,sea_P(y_x),4,sudden,improved_OOB,61.81799979977974
30000,sea_P(y_x),4,sudden,improved_OOB,62.728105991167396
35000,sea_P(y_x),4,sudden,improved_OOB,63.27800829875518
40000,sea_P(y_x),4,sudden,improved_OOB,63.575909661229616
45000,sea_P(y_x),4,sudden,improved_OOB,63.84250209438703
50000,sea_P(y_x),4,sudden,improved_OOB,64.05025125628141
55000,sea_P(y_x),4,sudden,improved_OOB,41.11328125
60000,sea_P(y_x),4,sudden,improved_OOB,47.44381328723142
65000,sea_P(y_x),4,sudden,improved_OOB,50.0
70000,sea_P(y_x),4,sudden,improved_OOB,51.33208255159475
75000,sea_P(y_x),4,sudden,improved_OOB,51.947141856041654
80000,sea_P(y_x),4,sudden,improved_OOB,52.32063994667112
85000,sea_P(y_x),4,sudden,improved_OOB,52.61124624409787
90000,sea_P(y_x),4,sudden,improved_OOB,53.00501882057716
95000,sea_P(y_x),4,sudden,improved_OOB,53.37056688075957
100000,sea_P(y_x),4,sudden,improved_OOB,53.52261306532664
5000,sea_P(y_x),4,sudden,WEOB1,55.029296874999986
10000,sea_P(y_x),4,sudden,WEOB1,58.187206717708065
15000,sea_P(y_x),4,sudden,WEOB1,58.681938911022556
20000,sea_P(y_x),4,sudden,WEOB1,60.10006253908695
25000,sea_P(y_x),4,sudden,WEOB1,60.9770747822605
30000,sea_P(y_x),4,sudden,WEOB1,61.928172652278974
35000,sea_P(y_x),4,sudden,WEOB1,62.50536557447417
40000,sea_P(y_x),4,sudden,WEOB1,62.77917189460477
45000,sea_P(y_x),4,sudden,WEOB1,63.077352694777986
50000,sea_P(y_x),4,sudden,WEOB1,63.36180904522614
55000,sea_P(y_x),4,sudden,WEOB1,41.89453125
60000,sea_P(y_x),4,sudden,WEOB1,47.715485305013594
65000,sea_P(y_x),4,sudden,WEOB1,49.983399734395746
70000,sea_P(y_x),4,sudden,WEOB1,51.282051282051285
75000,sea_P(y_x),4,sudden,WEOB1,51.88707578336171
80000,sea_P(y_x),4,sudden,WEOB1,52.3039746687776
85000,sea_P(y_x),4,sudden,WEOB1,52.61124624409787
90000,sea_P(y_x),4,sudden,WEOB1,52.97992471769136
95000,sea_P(y_x),4,sudden,WEOB1,53.35381178441776
100000,sea_P(y_x),4,sudden,WEOB1,53.51758793969849
5000,sea_P(y_x),4,sudden,OOB,56.054687499999986
10000,sea_P(y_x),4,sudden,OOB,57.66856013830576
15000,sea_P(y_x),4,sudden,OOB,58.13413014608231
20000,sea_P(y_x),4,sudden,OOB,59.13696060037525
25000,sea_P(y_x),4,sudden,OOB,59.80578636500151
30000,sea_P(y_x),4,sudden,OOB,60.73660528289308
35000,sea_P(y_x),4,sudden,OOB,61.41794248104164
40000,sea_P(y_x),4,sudden,OOB,61.8569636135508
45000,sea_P(y_x),4,sudden,OOB,62.13906729963696
50000,sea_P(y_x),4,sudden,OOB,62.41708542713567
55000,sea_P(y_x),4,sudden,OOB,47.46093750000001
60000,sea_P(y_x),4,sudden,OOB,51.14843171153372
65000,sea_P(y_x),4,sudden,OOB,52.656042496679916
70000,sea_P(y_x),4,sudden,OOB,53.55847404627893
75000,sea_P(y_x),4,sudden,OOB,53.72910201221343
80000,sea_P(y_x),4,sudden,OOB,53.91217398550121
85000,sea_P(y_x),4,sudden,OOB,54.06352840177421
90000,sea_P(y_x),4,sudden,OOB,54.215809284818064
95000,sea_P(y_x),4,sudden,OOB,54.49874336777437
100000,sea_P(y_x),4,sudden,OOB,54.68844221105529
5000,sea_P(y_x),4,sudden,ESOS_ELM,-0.09765625000001633
10000,sea_P(y_x),4,sudden,ESOS_ELM,-0.049394912324025174
15000,sea_P(y_x),4,sudden,ESOS_ELM,19.63313413014607
20000,sea_P(y_x),4,sudden,ESOS_ELM,30.305190744215146
25000,sea_P(y_x),4,sudden,ESOS_ELM,36.26789468415256
30000,sea_P(y_x),4,sudden,ESOS_ELM,40.635780351637365
35000,sea_P(y_x),4,sudden,ESOS_ELM,43.556302761482335
40000,sea_P(y_x),4,sudden,ESOS_ELM,45.95859473023839
45000,sea_P(y_x),4,sudden,ESOS_ELM,47.63697291259424
50000,sea_P(y_x),4,sudden,ESOS_ELM,49.11859296482413
55000,sea_P(y_x),4,sudden,ESOS_ELM,43.798828125
60000,sea_P(y_x),4,sudden,ESOS_ELM,46.532477154853055
65000,sea_P(y_x),4,sudden,ESOS_ELM,47.699203187251
70000,sea_P(y_x),4,sudden,ESOS_ELM,48.38273921200751
75000,sea_P(y_x),4,sudden,ESOS_ELM,48.28611472619882
80000,sea_P(y_x),4,sudden,ESOS_ELM,48.1718190150821
85000,sea_P(y_x),4,sudden,ESOS_ELM,48.162111890113046
90000,sea_P(y_x),4,sudden,ESOS_ELM,48.368255959849435
95000,sea_P(y_x),4,sudden,ESOS_ELM,48.45015358838313
100000,sea_P(y_x),4,sudden,ESOS_ELM,48.43869346733669
5000,sea_P(y_x),4,sudden,improved_UOB,51.07421874999999
10000,sea_P(y_x),4,sudden,improved_UOB,54.63077303037788
15000,sea_P(y_x),4,sudden,improved_UOB,55.82669322709164
20000,sea_P(y_x),4,sudden,improved_UOB,57.898686679174475
25000,sea_P(y_x),4,sudden,improved_UOB,59.01491640804885
30000,sea_P(y_x),4,sudden,improved_UOB,60.094992083993006
35000,sea_P(y_x),4,sudden,improved_UOB,60.752611246244086
40000,sea_P(y_x),4,sudden,improved_UOB,61.16060225846924
45000,sea_P(y_x),4,sudden,improved_UOB,61.54146886344597
50000,sea_P(y_x),4,sudden,improved_UOB,61.90452261306534
55000,sea_P(y_x),4,sudden,improved_UOB,40.91796874999999
60000,sea_P(y_x),4,sudden,improved_UOB,46.92516670782909
65000,sea_P(y_x),4,sudden,improved_UOB,49.33598937583001
70000,sea_P(y_x),4,sudden,improved_UOB,50.84427767354596
75000,sea_P(y_x),4,sudden,improved_UOB,51.52667934728201
80000,sea_P(y_x),4,sudden,improved_UOB,51.937338555120405
85000,sea_P(y_x),4,sudden,improved_UOB,52.275003577049645
90000,sea_P(y_x),4,sudden,improved_UOB,52.7164366373902
95000,sea_P(y_x),4,sudden,improved_UOB,53.10807037140465
100000,sea_P(y_x),4,sudden,improved_UOB,53.351758793969836
5000,sea_P(y_x),4,sudden,WEOB2,46.09374999999999
10000,sea_P(y_x),4,sudden,WEOB2,51.617683378612014
15000,sea_P(y_x),4,sudden,WEOB2,53.45285524568395
20000,sea_P(y_x),4,sudden,WEOB2,55.57223264540339
25000,sea_P(y_x),4,sudden,WEOB2,57.11282410651718
30000,sea_P(y_x),4,sudden,WEOB2,58.420131655695364
35000,sea_P(y_x),4,sudden,WEOB2,59.16440120188868
40000,sea_P(y_x),4,sudden,WEOB2,59.65495608531994
45000,sea_P(y_x),4,sudden,WEOB2,59.95531974308851
50000,sea_P(y_x),4,sudden,WEOB2,60.35678391959799
55000,sea_P(y_x),4,sudden,WEOB2,22.509765624999993
60000,sea_P(y_x),4,sudden,WEOB2,23.388490985428497
65000,sea_P(y_x),4,sudden,WEOB2,25.83001328021249
70000,sea_P(y_x),4,sudden,WEOB2,29.78111319574736
75000,sea_P(y_x),4,sudden,WEOB2,32.77605365902495
80000,sea_P(y_x),4,sudden,WEOB2,35.62203149737524
85000,sea_P(y_x),4,sudden,WEOB2,38.10273286593219
90000,sea_P(y_x),4,sudden,WEOB2,40.06900878293602
95000,sea_P(y_x),4,sudden,WEOB2,41.82630550125662
100000,sea_P(y_x),4,sudden,WEOB2,43.14070351758796
5000,sea_P(y_x),4,sudden,UOB,55.17578125
10000,sea_P(y_x),4,sudden,UOB,53.519387503087174
15000,sea_P(y_x),4,sudden,UOB,52.07503320053121
20000,sea_P(y_x),4,sudden,UOB,53.03314571607255
25000,sea_P(y_x),4,sudden,UOB,54.11953148463307
30000,sea_P(y_x),4,sudden,UOB,55.30372468960921
35000,sea_P(y_x),4,sudden,UOB,56.02375160967233
40000,sea_P(y_x),4,sudden,UOB,56.67503136762862
45000,sea_P(y_x),4,sudden,UOB,57.04551801172856
50000,sea_P(y_x),4,sudden,UOB,57.47236180904524
55000,sea_P(y_x),4,sudden,UOB,47.265625
60000,sea_P(y_x),4,sudden,UOB,46.258335391454686
65000,sea_P(y_x),4,sudden,UOB,49.03718459495351
70000,sea_P(y_x),4,sudden,UOB,50.30644152595374
75000,sea_P(y_x),4,sudden,UOB,50.6657323055361
80000,sea_P(y_x),4,sudden,UOB,51.0624114657112
85000,sea_P(y_x),4,sudden,UOB,51.57390184575762
90000,sea_P(y_x),4,sudden,UOB,51.98870765370138
95000,sea_P(y_x),4,sudden,UOB,52.42669645350462
100000,sea_P(y_x),4,sudden,UOB,52.79899497487436
5000,sea_P(y_x),4,sudden,CSMOTE,50.9765625
10000,sea_P(y_x),4,sudden,CSMOTE,55.96443566312671
15000,sea_P(y_x),4,sudden,CSMOTE,57.3207171314741
20000,sea_P(y_x),4,sudden,CSMOTE,58.73671044402751
25000,sea_P(y_x),4,sudden,CSMOTE,59.76574231654821
30000,sea_P(y_x),4,sudden,CSMOTE,60.74493792183985
35000,sea_P(y_x),4,sudden,CSMOTE,61.39648018314493
40000,sea_P(y_x),4,sudden,CSMOTE,61.744040150564615
45000,sea_P(y_x),4,sudden,CSMOTE,62.01061156101646
50000,sea_P(y_x),4,sudden,CSMOTE,62.28643216080401
55000,sea_P(y_x),4,sudden,CSMOTE,43.94531249999999
60000,sea_P(y_x),4,sudden,CSMOTE,47.7648802173376
65000,sea_P(y_x),4,sudden,CSMOTE,49.61819389110224
70000,sea_P(y_x),4,sudden,CSMOTE,50.20637898686681
75000,sea_P(y_x),4,sudden,CSMOTE,50.745820402442696
80000,sea_P(y_x),4,sudden,CSMOTE,50.98741771519042
85000,sea_P(y_x),4,sudden,CSMOTE,51.337816568893984
90000,sea_P(y_x),4,sudden,CSMOTE,51.63739021329987
95000,sea_P(y_x),4,sudden,CSMOTE,51.661547053895546
100000,sea_P(y_x),4,sudden,CSMOTE,51.64321608040201
5000,sea_P(y_x),4,sudden,RebalanceStream,46.19140624999999
10000,sea_P(y_x),4,sudden,RebalanceStream,54.30970610027167
15000,sea_P(y_x),4,sudden,RebalanceStream,56.15869853917661
20000,sea_P(y_x),4,sudden,RebalanceStream,58.53658536585367
25000,sea_P(y_x),4,sudden,RebalanceStream,59.71568725598159
30000,sea_P(y_x),4,sudden,RebalanceStream,60.85326222814766
35000,sea_P(y_x),4,sudden,RebalanceStream,61.58248676491629
40000,sea_P(y_x),4,sudden,RebalanceStream,61.93224592220828
45000,sea_P(y_x),4,sudden,RebalanceStream,62.25635297402961
50000,sea_P(y_x),4,sudden,RebalanceStream,62.60301507537689
55000,sea_P(y_x),4,sudden,RebalanceStream,42.67578124999999
60000,sea_P(y_x),4,sudden,RebalanceStream,46.258335391454686
65000,sea_P(y_x),4,sudden,RebalanceStream,47.626162018592275
70000,sea_P(y_x),4,sudden,RebalanceStream,48.99312070043778
75000,sea_P(y_x),4,sudden,RebalanceStream,49.404344779257194
80000,sea_P(y_x),4,sudden,RebalanceStream,49.77918506791103
85000,sea_P(y_x),4,sudden,RebalanceStream,50.25039347546146
90000,sea_P(y_x),4,sudden,RebalanceStream,50.79046424090337
95000,sea_P(y_x),4,sudden,RebalanceStream,51.225914549008635
100000,sea_P(y_x),4,sudden,RebalanceStream,51.50251256281409
5000,sea_P(x_y),1,sudden,improved_OOB,-42.943548387096875
10000,sea_P(x_y),1,sudden,improved_OOB,-45.64777327935225
15000,sea_P(x_y),1,sudden,improved_OOB,-42.333785617367816
20000,sea_P(x_y),1,sudden,improved_OOB,-38.51626016260155
25000,sea_P(x_y),1,sudden,improved_OOB,-36.7447595561036
30000,sea_P(x_y),1,sudden,improved_OOB,-33.58516483516492
35000,sea_P(x_y),1,sudden,improved_OOB,-31.43279172821267
40000,sea_P(x_y),1,sudden,improved_OOB,-27.98259088581662
45000,sea_P(x_y),1,sudden,improved_OOB,-25.598194130925503
50000,sea_P(x_y),1,sudden,improved_OOB,-24.258431531897624
55000,sea_P(x_y),1,sudden,improved_OOB,45.16129032258062
60000,sea_P(x_y),1,sudden,improved_OOB,44.028340080971645
65000,sea_P(x_y),1,sudden,improved_OOB,44.50474898236091
70000,sea_P(x_y),1,sudden,improved_OOB,46.59552845528459
75000,sea_P(x_y),1,sudden,improved_OOB,46.650226058364176
80000,sea_P(x_y),1,sudden,improved_OOB,47.115384615384585
85000,sea_P(x_y),1,sudden,improved_OOB,48.094534711964556
90000,sea_P(x_y),1,sudden,improved_OOB,48.54070660522273
95000,sea_P(x_y),1,sudden,improved_OOB,49.23250564334085
100000,sea_P(x_y),1,sudden,improved_OOB,49.59366111336853
5000,sea_P(x_y),1,sudden,WEOB1,-79.23387096774196
10000,sea_P(x_y),1,sudden,WEOB1,-82.69230769230771
15000,sea_P(x_y),1,sudden,WEOB1,-80.5291723202172
20000,sea_P(x_y),1,sudden,WEOB1,-75.71138211382113
25000,sea_P(x_y),1,sudden,WEOB1,-74.92807233867654
30000,sea_P(x_y),1,sudden,WEOB1,-72.184065934066
35000,sea_P(x_y),1,sudden,WEOB1,-70.4283604135893
40000,sea_P(x_y),1,sudden,WEOB1,-67.74193548387088
45000,sea_P(x_y),1,sudden,WEOB1,-65.91422121896163
50000,sea_P(x_y),1,sudden,WEOB1,-65.78626574563191
55000,sea_P(x_y),1,sudden,WEOB1,14.717741935483824
60000,sea_P(x_y),1,sudden,WEOB1,17.004048582995985
65000,sea_P(x_y),1,sudden,WEOB1,18.317503392130167
70000,sea_P(x_y),1,sudden,WEOB1,22.357723577235785
75000,sea_P(x_y),1,sudden,WEOB1,24.003288121660443
80000,sea_P(x_y),1,sudden,WEOB1,25.618131868131798
85000,sea_P(x_y),1,sudden,WEOB1,27.2082717872969
90000,sea_P(x_y),1,sudden,WEOB1,27.444956477214582
95000,sea_P(x_y),1,sudden,WEOB1,27.58465011286686
100000,sea_P(x_y),1,sudden,WEOB1,27.996749288906877
5000,sea_P(x_y),1,sudden,OOB,-63.10483870967754
10000,sea_P(x_y),1,sudden,OOB,-59.61538461538457
15000,sea_P(x_y),1,sudden,OOB,-53.32428765264591
20000,sea_P(x_y),1,sudden,OOB,-47.662601626016176
25000,sea_P(x_y),1,sudden,OOB,-46.362515413070355
30000,sea_P(x_y),1,sudden,OOB,-44.98626373626383
35000,sea_P(x_y),1,sudden,OOB,-45.67208271787291
40000,sea_P(x_y),1,sudden,OOB,-42.85714285714278
45000,sea_P(x_y),1,sudden,OOB,-40.925507900677246
50000,sea_P(x_y),1,sudden,OOB,-39.98374644453481
55000,sea_P(x_y),1,sudden,OOB,20.96774193548381
60000,sea_P(x_y),1,sudden,OOB,27.834008097165963
65000,sea_P(x_y),1,sudden,OOB,30.32564450474893
70000,sea_P(x_y),1,sudden,OOB,33.13008130081307
75000,sea_P(x_y),1,sudden,OOB,34.443074393752575
80000,sea_P(x_y),1,sudden,OOB,36.22939560439563
85000,sea_P(x_y),1,sudden,OOB,38.13884785819794
90000,sea_P(x_y),1,sudden,OOB,39.631336405530014
95000,sea_P(x_y),1,sudden,OOB,41.015801354401766
100000,sea_P(x_y),1,sudden,OOB,42.03575782202354
5000,sea_P(x_y),1,sudden,ESOS_ELM,0.0
10000,sea_P(x_y),1,sudden,ESOS_ELM,0.0
15000,sea_P(x_y),1,sudden,ESOS_ELM,-22.591587516960722
20000,sea_P(x_y),1,sudden,ESOS_ELM,-36.12804878048775
25000,sea_P(x_y),1,sudden,ESOS_ELM,-43.53473078503911
30000,sea_P(x_y),1,sudden,ESOS_ELM,-48.38942307692314
35000,sea_P(x_y),1,sudden,ESOS_ELM,-52.76514032496301
40000,sea_P(x_y),1,sudden,ESOS_ELM,-54.18074756784432
45000,sea_P(x_y),1,sudden,ESOS_ELM,-54.433408577878104
50000,sea_P(x_y),1,sudden,ESOS_ELM,-57.2409589597725
55000,sea_P(x_y),1,sudden,ESOS_ELM,-86.04838709677429
60000,sea_P(x_y),1,sudden,ESOS_ELM,-37.95546558704454
65000,sea_P(x_y),1,sudden,ESOS_ELM,-28.521031207598448
70000,sea_P(x_y),1,sudden,ESOS_ELM,-19.385162601625975
75000,sea_P(x_y),1,sudden,ESOS_ELM,-15.441841348129918
80000,sea_P(x_y),1,sudden,ESOS_ELM,-12.053571428571468
85000,sea_P(x_y),1,sudden,ESOS_ELM,-8.83604135893644
90000,sea_P(x_y),1,sudden,ESOS_ELM,-7.224782386072697
95000,sea_P(x_y),1,sudden,ESOS_ELM,-5.4063205417607065
100000,sea_P(x_y),1,sudden,ESOS_ELM,-4.928890694839521
5000,sea_P(x_y),1,sudden,improved_UOB,-148.5887096774195
10000,sea_P(x_y),1,sudden,improved_UOB,-148.98785425101212
15000,sea_P(x_y),1,sudden,improved_UOB,-147.4898236092267
20000,sea_P(x_y),1,sudden,improved_UOB,-145.98577235772342
25000,sea_P(x_y),1,sudden,improved_UOB,-148.37648993012752
30000,sea_P(x_y),1,sudden,improved_UOB,-143.40659340659343
35000,sea_P(x_y),1,sudden,improved_UOB,-141.62481536189057
40000,sea_P(x_y),1,sudden,improved_UOB,-134.3830005120328
45000,sea_P(x_y),1,sudden,improved_UOB,-128.8487584650113
50000,sea_P(x_y),1,sudden,improved_UOB,-125.90410402275506
55000,sea_P(x_y),1,sudden,improved_UOB,-187.7016129032259
60000,sea_P(x_y),1,sudden,improved_UOB,-97.67206477732796
65000,sea_P(x_y),1,sudden,improved_UOB,-69.7421981004071
70000,sea_P(x_y),1,sudden,improved_UOB,-54.928861788617795
75000,sea_P(x_y),1,sudden,improved_UOB,-47.43115495273337
80000,sea_P(x_y),1,sudden,improved_UOB,-40.41895604395607
85000,sea_P(x_y),1,sudden,improved_UOB,-34.03249630723776
90000,sea_P(x_y),1,sudden,improved_UOB,-30.0819252432156
95000,sea_P(x_y),1,sudden,improved_UOB,-27.11060948081262
100000,sea_P(x_y),1,sudden,improved_UOB,-24.278748476229218
5000,sea_P(x_y),1,sudden,WEOB2,-142.94354838709685
10000,sea_P(x_y),1,sudden,WEOB2,-145.74898785425103
15000,sea_P(x_y),1,sudden,WEOB2,-143.28358208955234
20000,sea_P(x_y),1,sudden,WEOB2,-143.08943089430883
25000,sea_P(x_y),1,sudden,WEOB2,-144.92396218660105
30000,sea_P(x_y),1,sudden,WEOB2,-145.60439560439565
35000,sea_P(x_y),1,sudden,WEOB2,-146.9128508124076
40000,sea_P(x_y),1,sudden,WEOB2,-145.39170506912436
45000,sea_P(x_y),1,sudden,WEOB2,-143.76975169300223
50000,sea_P(x_y),1,sudden,WEOB2,-141.40593254774487
55000,sea_P(x_y),1,sudden,WEOB2,-370.1612903225809
60000,sea_P(x_y),1,sudden,WEOB2,-171.1538461538462
65000,sea_P(x_y),1,sudden,WEOB2,-108.27679782903672
70000,sea_P(x_y),1,sudden,WEOB2,-70.63008130081299
75000,sea_P(x_y),1,sudden,WEOB2,-51.171393341553724
80000,sea_P(x_y),1,sudden,WEOB2,-38.25549450549454
85000,sea_P(x_y),1,sudden,WEOB2,-27.799113737075324
90000,sea_P(x_y),1,sudden,WEOB2,-18.945212493599545
95000,sea_P(x_y),1,sudden,WEOB2,-11.73814898419863
100000,sea_P(x_y),1,sudden,WEOB2,-6.887444128403098
5000,sea_P(x_y),1,sudden,UOB,-148.99193548387112
10000,sea_P(x_y),1,sudden,UOB,-162.95546558704453
15000,sea_P(x_y),1,sudden,UOB,-162.00814111261886
20000,sea_P(x_y),1,sudden,UOB,-161.58536585365843
25000,sea_P(x_y),1,sudden,UOB,-161.77558569667082
30000,sea_P(x_y),1,sudden,UOB,-157.52060439560452
35000,sea_P(x_y),1,sudden,UOB,-156.72082717872965
40000,sea_P(x_y),1,sudden,UOB,-150.84485407066046
45000,sea_P(x_y),1,sudden,UOB,-146.36568848758472
50000,sea_P(x_y),1,sudden,UOB,-144.59569280780175
55000,sea_P(x_y),1,sudden,UOB,-236.69354838709688
60000,sea_P(x_y),1,sudden,UOB,-122.2672064777328
65000,sea_P(x_y),1,sudden,UOB,-89.8236092265944
70000,sea_P(x_y),1,sudden,UOB,-71.8495934959349
75000,sea_P(x_y),1,sudden,UOB,-63.62515413070297
80000,sea_P(x_y),1,sudden,UOB,-56.353021978022085
85000,sea_P(x_y),1,sudden,UOB,-51.048744460856646
90000,sea_P(x_y),1,sudden,UOB,-46.87660010240655
95000,sea_P(x_y),1,sudden,UOB,-43.11512415349882
100000,sea_P(x_y),1,sudden,UOB,-40.18691588785053
5000,sea_P(x_y),1,sudden,CSMOTE,-122.78225806451618
10000,sea_P(x_y),1,sudden,CSMOTE,-121.25506072874495
15000,sea_P(x_y),1,sudden,CSMOTE,-122.72727272727283
20000,sea_P(x_y),1,sudden,CSMOTE,-118.39430894308933
25000,sea_P(x_y),1,sudden,CSMOTE,-119.56432387998363
30000,sea_P(x_y),1,sudden,CSMOTE,-118.33791208791214
35000,sea_P(x_y),1,sudden,CSMOTE,-118.463810930576
40000,sea_P(x_y),1,sudden,CSMOTE,-116.56426011264713
45000,sea_P(x_y),1,sudden,CSMOTE,-117.765237020316
50000,sea_P(x_y),1,sudden,CSMOTE,-115.60341324664776
55000,sea_P(x_y),1,sudden,CSMOTE,1.4112903225806022
60000,sea_P(x_y),1,sudden,CSMOTE,-0.4048582995950971
65000,sea_P(x_y),1,sudden,CSMOTE,-1.5603799185889289
70000,sea_P(x_y),1,sudden,CSMOTE,0.965447154471551
75000,sea_P(x_y),1,sudden,CSMOTE,-2.096177558569711
80000,sea_P(x_y),1,sudden,CSMOTE,-3.159340659340657
85000,sea_P(x_y),1,sudden,CSMOTE,-3.220088626292373
90000,sea_P(x_y),1,sudden,CSMOTE,-5.14592933947767
95000,sea_P(x_y),1,sudden,CSMOTE,-3.7246049661399967
100000,sea_P(x_y),1,sudden,CSMOTE,-4.347826086956586
5000,sea_P(x_y),1,sudden,RebalanceStream,-6.451612903225881
10000,sea_P(x_y),1,sudden,RebalanceStream,-3.8461538461538725
15000,sea_P(x_y),1,sudden,RebalanceStream,-2.1031207598372856
20000,sea_P(x_y),1,sudden,RebalanceStream,-2.235772357723555
25000,sea_P(x_y),1,sudden,RebalanceStream,-1.109741060419319
30000,sea_P(x_y),1,sudden,RebalanceStream,-0.8241758241758481
35000,sea_P(x_y),1,sudden,RebalanceStream,-0.4431314623338424
40000,sea_P(x_y),1,sudden,RebalanceStream,0.05120327700972298
45000,sea_P(x_y),1,sudden,RebalanceStream,0.24830699774271153
50000,sea_P(x_y),1,sudden,RebalanceStream,0.8736286062575906
55000,sea_P(x_y),1,sudden,RebalanceStream,41.93548387096774
60000,sea_P(x_y),1,sudden,RebalanceStream,46.65991902834012
65000,sea_P(x_y),1,sudden,RebalanceStream,47.69335142469469
70000,sea_P(x_y),1,sudden,RebalanceStream,50.050813008130085
75000,sea_P(x_y),1,sudden,RebalanceStream,50.39046444718453
80000,sea_P(x_y),1,sudden,RebalanceStream,50.34340659340655
85000,sea_P(x_y),1,sudden,RebalanceStream,51.314623338257036
90000,sea_P(x_y),1,sudden,RebalanceStream,52.45775729646694
95000,sea_P(x_y),1,sudden,RebalanceStream,53.36343115124153
100000,sea_P(x_y),1,sudden,RebalanceStream,53.718000812677715
5000,sea_P(x_y),1,incremental,improved_OOB,-42.943548387096875
10000,sea_P(x_y),1,incremental,improved_OOB,-45.64777327935225
15000,sea_P(x_y),1,incremental,improved_OOB,-42.333785617367816
20000,sea_P(x_y),1,incremental,improved_OOB,-38.51626016260155
25000,sea_P(x_y),1,incremental,improved_OOB,-36.7447595561036
30000,sea_P(x_y),1,incremental,improved_OOB,-33.550824175824275
35000,sea_P(x_y),1,incremental,improved_OOB,-31.078286558345553
40000,sea_P(x_y),1,incremental,improved_OOB,-27.649769585253473
45000,sea_P(x_y),1,incremental,improved_OOB,-25.43522496043412
50000,sea_P(x_y),1,incremental,improved_OOB,16.533864541832717
55000,sea_P(x_y),1,incremental,improved_OOB,25.783619817997952
60000,sea_P(x_y),1,incremental,improved_OOB,56.56565656565651
65000,sea_P(x_y),1,incremental,improved_OOB,57.723577235772396
70000,sea_P(x_y),1,incremental,improved_OOB,58.32205683355885
75000,sea_P(x_y),1,incremental,improved_OOB,58.29042224510814
80000,sea_P(x_y),1,incremental,improved_OOB,57.20776538620404
85000,sea_P(x_y),1,incremental,improved_OOB,56.56530753282651
90000,sea_P(x_y),1,incremental,improved_OOB,57.13030746705707
95000,sea_P(x_y),1,incremental,improved_OOB,56.56257933485655
100000,sea_P(x_y),1,incremental,improved_OOB,57.52312203925105
5000,sea_P(x_y),1,incremental,WEOB1,-79.23387096774196
10000,sea_P(x_y),1,incremental,WEOB1,-82.69230769230771
15000,sea_P(x_y),1,incremental,WEOB1,-80.5291723202172
20000,sea_P(x_y),1,incremental,WEOB1,-75.71138211382113
