instances,drift,unbalance,type,alg,Fscore_min
80000,sea_P(y),3,incremental,improved_UOB,78.97399358745994
85000,sea_P(y),3,incremental,improved_UOB,79.17408330366678
90000,sea_P(y),3,incremental,improved_UOB,79.21972089232963
95000,sea_P(y),3,incremental,improved_UOB,79.28313494717132
100000,sea_P(y),3,incremental,improved_UOB,79.31691818903892
5000,sea_P(y),3,incremental,WEOB2,78.32669322709161
10000,sea_P(y),3,incremental,WEOB2,78.79674117401294
15000,sea_P(y),3,incremental,WEOB2,79.6067058074556
20000,sea_P(y),3,incremental,WEOB2,80.10062085206594
25000,sea_P(y),3,incremental,WEOB2,80.48917021917927
30000,sea_P(y),3,incremental,WEOB2,80.63565111095133
35000,sea_P(y),3,incremental,WEOB2,80.9019389208945
40000,sea_P(y),3,incremental,WEOB2,81.04756465693073
45000,sea_P(y),3,incremental,WEOB2,81.16428362999707
50000,sea_P(y),3,incremental,WEOB2,82.62865426431506
55000,sea_P(y),3,incremental,WEOB2,81.90069407367858
60000,sea_P(y),3,incremental,WEOB2,79.21944539541254
65000,sea_P(y),3,incremental,WEOB2,79.05110762253618
70000,sea_P(y),3,incremental,WEOB2,78.49348820837734
75000,sea_P(y),3,incremental,WEOB2,78.88790820829654
80000,sea_P(y),3,incremental,WEOB2,78.85471898197241
85000,sea_P(y),3,incremental,WEOB2,79.02760609806344
90000,sea_P(y),3,incremental,WEOB2,79.03356247472708
95000,sea_P(y),3,incremental,WEOB2,79.03910812245621
100000,sea_P(y),3,incremental,WEOB2,79.05418719211822
5000,sea_P(y),3,incremental,UOB,79.33678756476684
10000,sea_P(y),3,incremental,UOB,80.30511706748597
15000,sea_P(y),3,incremental,UOB,80.9135166093929
20000,sea_P(y),3,incremental,UOB,81.1310553633218
25000,sea_P(y),3,incremental,UOB,81.38908205841447
30000,sea_P(y),3,incremental,UOB,81.42670726402785
35000,sea_P(y),3,incremental,UOB,81.59290930653516
40000,sea_P(y),3,incremental,UOB,81.67771628951836
45000,sea_P(y),3,incremental,UOB,81.73091051574669
50000,sea_P(y),3,incremental,UOB,82.47223563495895
55000,sea_P(y),3,incremental,UOB,81.87399893219434
60000,sea_P(y),3,incremental,UOB,79.28791509756932
65000,sea_P(y),3,incremental,UOB,78.96846140442587
70000,sea_P(y),3,incremental,UOB,78.40656121851202
75000,sea_P(y),3,incremental,UOB,78.74625814403943
80000,sea_P(y),3,incremental,UOB,78.77461706783369
85000,sea_P(y),3,incremental,UOB,78.97460018814674
90000,sea_P(y),3,incremental,UOB,78.98667743237787
95000,sea_P(y),3,incremental,UOB,78.98662664960057
100000,sea_P(y),3,incremental,UOB,78.95460797799174
5000,sea_P(y),3,incremental,CSMOTE,78.51761352066792
10000,sea_P(y),3,incremental,CSMOTE,79.33745675647344
15000,sea_P(y),3,incremental,CSMOTE,80.03135689851766
20000,sea_P(y),3,incremental,CSMOTE,80.33229043046713
25000,sea_P(y),3,incremental,CSMOTE,80.7393587017833
30000,sea_P(y),3,incremental,CSMOTE,80.83535415686414
35000,sea_P(y),3,incremental,CSMOTE,81.08647519256556
40000,sea_P(y),3,incremental,CSMOTE,81.19028716909851
45000,sea_P(y),3,incremental,CSMOTE,81.24434001517487
50000,sea_P(y),3,incremental,CSMOTE,82.26744186046513
55000,sea_P(y),3,incremental,CSMOTE,81.76706827309236
60000,sea_P(y),3,incremental,CSMOTE,79.03780068728521
65000,sea_P(y),3,incremental,CSMOTE,72.3850766155896
70000,sea_P(y),3,incremental,CSMOTE,69.73319103521881
75000,sea_P(y),3,incremental,CSMOTE,68.96227155070984
80000,sea_P(y),3,incremental,CSMOTE,67.92522218817041
85000,sea_P(y),3,incremental,CSMOTE,67.7293659227772
90000,sea_P(y),3,incremental,CSMOTE,67.29763602575737
95000,sea_P(y),3,incremental,CSMOTE,67.43494143787895
100000,sea_P(y),3,incremental,CSMOTE,67.44793410567203
5000,sea_P(y),3,incremental,RebalanceStream,75.55555555555556
10000,sea_P(y),3,incremental,RebalanceStream,77.66769865841071
15000,sea_P(y),3,incremental,RebalanceStream,78.84357107513962
20000,sea_P(y),3,incremental,RebalanceStream,79.54387279832967
25000,sea_P(y),3,incremental,RebalanceStream,80.14655172413792
30000,sea_P(y),3,incremental,RebalanceStream,80.36871669307219
35000,sea_P(y),3,incremental,RebalanceStream,80.67821874417736
40000,sea_P(y),3,incremental,RebalanceStream,80.84270276170723
45000,sea_P(y),3,incremental,RebalanceStream,80.9824629869021
50000,sea_P(y),3,incremental,RebalanceStream,82.66666666666666
55000,sea_P(y),3,incremental,RebalanceStream,82.0711800909821
60000,sea_P(y),3,incremental,RebalanceStream,79.47568126940324
65000,sea_P(y),3,incremental,RebalanceStream,79.24394983218511
70000,sea_P(y),3,incremental,RebalanceStream,78.91286208129694
75000,sea_P(y),3,incremental,RebalanceStream,79.33602512337372
80000,sea_P(y),3,incremental,RebalanceStream,79.34563274718938
85000,sea_P(y),3,incremental,RebalanceStream,79.53848927348118
90000,sea_P(y),3,incremental,RebalanceStream,79.56800330715171
95000,sea_P(y),3,incremental,RebalanceStream,79.60005429127268
100000,sea_P(y),3,incremental,RebalanceStream,79.57760670670267
5000,sea_P(y),3,sudden,improved_OOB,78.4105397365066
10000,sea_P(y),3,sudden,improved_OOB,79.51050465670347
15000,sea_P(y),3,sudden,improved_OOB,80.30865545606754
20000,sea_P(y),3,sudden,improved_OOB,80.70367731681918
25000,sea_P(y),3,sudden,improved_OOB,81.06373626373626
30000,sea_P(y),3,sudden,improved_OOB,81.14478114478116
35000,sea_P(y),3,sudden,improved_OOB,81.39981730557216
40000,sea_P(y),3,sudden,improved_OOB,81.49703079685126
45000,sea_P(y),3,sudden,improved_OOB,81.64521131267384
50000,sea_P(y),3,sudden,improved_OOB,81.81234644414441
55000,sea_P(y),3,sudden,improved_OOB,80.0278357689631
60000,sea_P(y),3,sudden,improved_OOB,80.1345609065156
65000,sea_P(y),3,sudden,improved_OOB,80.10964128232631
70000,sea_P(y),3,sudden,improved_OOB,79.71939922654916
75000,sea_P(y),3,sudden,improved_OOB,80.01440922190203
80000,sea_P(y),3,sudden,improved_OOB,79.95189416716777
85000,sea_P(y),3,sudden,improved_OOB,80.09268795056643
90000,sea_P(y),3,sudden,improved_OOB,80.1299990972285
95000,sea_P(y),3,sudden,improved_OOB,80.13478818998716
100000,sea_P(y),3,sudden,improved_OOB,80.13599537037035
5000,sea_P(y),3,sudden,WEOB1,79.08633696563287
10000,sea_P(y),3,sudden,WEOB1,80.21813515825491
15000,sea_P(y),3,sudden,WEOB1,80.82438567413705
20000,sea_P(y),3,sudden,WEOB1,81.07490616330304
25000,sea_P(y),3,sudden,WEOB1,81.35622842661772
30000,sea_P(y),3,sudden,WEOB1,81.39162112932605
35000,sea_P(y),3,sudden,WEOB1,81.59132233995864
40000,sea_P(y),3,sudden,WEOB1,81.66767504537702
45000,sea_P(y),3,sudden,WEOB1,81.78697528442525
50000,sea_P(y),3,sudden,WEOB1,81.937276697102
55000,sea_P(y),3,sudden,WEOB1,79.87508674531577
60000,sea_P(y),3,sudden,WEOB1,80.02822865208188
65000,sea_P(y),3,sudden,WEOB1,80.0
70000,sea_P(y),3,sudden,WEOB1,79.58415486646349
75000,sea_P(y),3,sudden,WEOB1,79.85647649802654
80000,sea_P(y),3,sudden,WEOB1,79.81321839080462
85000,sea_P(y),3,sudden,WEOB1,79.94463242079361
90000,sea_P(y),3,sudden,WEOB1,79.95866840379175
95000,sea_P(y),3,sudden,WEOB1,79.96007187063287
100000,sea_P(y),3,sudden,WEOB1,79.95968177400196
5000,sea_P(y),3,sudden,OOB,79.33678756476684
10000,sea_P(y),3,sudden,OOB,80.30511706748597
15000,sea_P(y),3,sudden,OOB,80.9135166093929
20000,sea_P(y),3,sudden,OOB,81.1310553633218
25000,sea_P(y),3,sudden,OOB,81.39261963750162
30000,sea_P(y),3,sudden,OOB,81.43235112899133
35000,sea_P(y),3,sudden,OOB,81.603744149766
40000,sea_P(y),3,sudden,OOB,81.68597485826966
45000,sea_P(y),3,sudden,OOB,81.7961935940974
50000,sea_P(y),3,sudden,OOB,81.93104660616582
55000,sea_P(y),3,sudden,OOB,79.36834878132508
60000,sea_P(y),3,sudden,OOB,79.64416535845109
65000,sea_P(y),3,sudden,OOB,79.45527119042028
70000,sea_P(y),3,sudden,OOB,79.07801418439716
75000,sea_P(y),3,sudden,OOB,79.37748720864126
80000,sea_P(y),3,sudden,OOB,79.32384341637011
85000,sea_P(y),3,sudden,OOB,79.48144382308082
90000,sea_P(y),3,sudden,OOB,79.49552119078389
95000,sea_P(y),3,sudden,OOB,79.48829656620066
100000,sea_P(y),3,sudden,OOB,79.5
5000,sea_P(y),3,sudden,ESOS_ELM,0.0
10000,sea_P(y),3,sudden,ESOS_ELM,0.0
15000,sea_P(y),3,sudden,ESOS_ELM,39.14012380347807
20000,sea_P(y),3,sudden,ESOS_ELM,52.68951685491537
25000,sea_P(y),3,sudden,ESOS_ELM,59.77748493294628
30000,sea_P(y),3,sudden,ESOS_ELM,63.94064057542015
35000,sea_P(y),3,sudden,ESOS_ELM,66.80617641844066
40000,sea_P(y),3,sudden,ESOS_ELM,68.78791065461772
45000,sea_P(y),3,sudden,ESOS_ELM,70.34927318249353
50000,sea_P(y),3,sudden,ESOS_ELM,71.66978084783321
55000,sea_P(y),3,sudden,ESOS_ELM,76.34721958840642
60000,sea_P(y),3,sudden,ESOS_ELM,76.51767307931081
65000,sea_P(y),3,sudden,ESOS_ELM,76.4889230114688
70000,sea_P(y),3,sudden,ESOS_ELM,76.18020860400713
75000,sea_P(y),3,sudden,ESOS_ELM,76.40574366706025
80000,sea_P(y),3,sudden,ESOS_ELM,76.34618574800162
85000,sea_P(y),3,sudden,ESOS_ELM,76.55556622276666
90000,sea_P(y),3,sudden,ESOS_ELM,76.63152601165413
95000,sea_P(y),3,sudden,ESOS_ELM,76.61321872620245
100000,sea_P(y),3,sudden,ESOS_ELM,76.63732136491794
5000,sea_P(y),3,sudden,improved_UOB,79.11405506106395
10000,sea_P(y),3,sudden,improved_UOB,80.13118916631402
15000,sea_P(y),3,sudden,improved_UOB,80.76840676997787
20000,sea_P(y),3,sudden,improved_UOB,80.99432585787623
25000,sea_P(y),3,sudden,improved_UOB,81.26548172613097
30000,sea_P(y),3,sudden,improved_UOB,81.30529369108048
35000,sea_P(y),3,sudden,improved_UOB,81.50298037012767
40000,sea_P(y),3,sudden,improved_UOB,81.56302198855393
45000,sea_P(y),3,sudden,improved_UOB,81.68897137833348
50000,sea_P(y),3,sudden,improved_UOB,81.82437331107062
55000,sea_P(y),3,sudden,improved_UOB,79.79202772963605
60000,sea_P(y),3,sudden,improved_UOB,79.84523390784383
65000,sea_P(y),3,sudden,improved_UOB,79.67806841046276
70000,sea_P(y),3,sudden,improved_UOB,79.2294657986266
75000,sea_P(y),3,sudden,improved_UOB,79.46594316721405
80000,sea_P(y),3,sudden,improved_UOB,79.39758318947555
85000,sea_P(y),3,sudden,improved_UOB,79.52482920363009
90000,sea_P(y),3,sudden,improved_UOB,79.52840300107184
95000,sea_P(y),3,sudden,improved_UOB,79.53156014291383
100000,sea_P(y),3,sudden,improved_UOB,79.51755484771482
5000,sea_P(y),3,sudden,WEOB2,78.32669322709161
10000,sea_P(y),3,sudden,WEOB2,78.79674117401294
15000,sea_P(y),3,sudden,WEOB2,79.6067058074556
20000,sea_P(y),3,sudden,WEOB2,80.10062085206594
25000,sea_P(y),3,sudden,WEOB2,80.48748977218897
30000,sea_P(y),3,sudden,WEOB2,80.62996655999426
35000,sea_P(y),3,sudden,WEOB2,80.90562765199617
40000,sea_P(y),3,sudden,WEOB2,81.0550645819171
45000,sea_P(y),3,sudden,WEOB2,81.21300339640949
50000,sea_P(y),3,sudden,WEOB2,81.38057502128495
55000,sea_P(y),3,sudden,WEOB2,79.01403628894215
60000,sea_P(y),3,sudden,WEOB2,78.99305555555556
65000,sea_P(y),3,sudden,WEOB2,78.89329908942331
70000,sea_P(y),3,sudden,WEOB2,78.46763540290623
75000,sea_P(y),3,sudden,WEOB2,78.77248677248677
80000,sea_P(y),3,sudden,WEOB2,78.74507033963152
85000,sea_P(y),3,sudden,WEOB2,78.90648643195802
90000,sea_P(y),3,sudden,WEOB2,78.95993632263198
95000,sea_P(y),3,sudden,WEOB2,78.96681868218273
100000,sea_P(y),3,sudden,WEOB2,78.98468519568917
5000,sea_P(y),3,sudden,UOB,79.33678756476684
10000,sea_P(y),3,sudden,UOB,80.30511706748597
15000,sea_P(y),3,sudden,UOB,80.9135166093929
20000,sea_P(y),3,sudden,UOB,81.1310553633218
25000,sea_P(y),3,sudden,UOB,81.39261963750162
30000,sea_P(y),3,sudden,UOB,81.43235112899133
35000,sea_P(y),3,sudden,UOB,81.603744149766
40000,sea_P(y),3,sudden,UOB,81.68597485826966
45000,sea_P(y),3,sudden,UOB,81.7961935940974
50000,sea_P(y),3,sudden,UOB,81.92326286643517
55000,sea_P(y),3,sudden,UOB,79.47838023335622
60000,sea_P(y),3,sudden,UOB,79.36011128499395
65000,sea_P(y),3,sudden,UOB,79.1583869082408
70000,sea_P(y),3,sudden,UOB,78.65386309576249
75000,sea_P(y),3,sudden,UOB,78.91876632084129
80000,sea_P(y),3,sudden,UOB,78.84887005649718
85000,sea_P(y),3,sudden,UOB,78.969654199012
90000,sea_P(y),3,sudden,UOB,78.97897897897896
95000,sea_P(y),3,sudden,UOB,78.99984298948029
100000,sea_P(y),3,sudden,UOB,78.99897348766413
5000,sea_P(y),3,sudden,CSMOTE,78.51761352066792
10000,sea_P(y),3,sudden,CSMOTE,79.33745675647344
15000,sea_P(y),3,sudden,CSMOTE,80.03135689851766
20000,sea_P(y),3,sudden,CSMOTE,80.33229043046713
25000,sea_P(y),3,sudden,CSMOTE,80.7428621018832
30000,sea_P(y),3,sudden,CSMOTE,80.84829183555298
35000,sea_P(y),3,sudden,CSMOTE,81.103663289166
40000,sea_P(y),3,sudden,CSMOTE,81.24008099381602
45000,sea_P(y),3,sudden,CSMOTE,81.34674544655502
50000,sea_P(y),3,sudden,CSMOTE,81.48864185596905
55000,sea_P(y),3,sudden,CSMOTE,77.7548209366391
60000,sea_P(y),3,sudden,CSMOTE,78.07337854286209
65000,sea_P(y),3,sudden,CSMOTE,78.35462322746982
70000,sea_P(y),3,sudden,CSMOTE,78.2061508464061
75000,sea_P(y),3,sudden,CSMOTE,77.79902273210114
80000,sea_P(y),3,sudden,CSMOTE,77.41935483870972
85000,sea_P(y),3,sudden,CSMOTE,77.65438922667202
90000,sea_P(y),3,sudden,CSMOTE,77.74060051069827
95000,sea_P(y),3,sudden,CSMOTE,77.85129791315923
100000,sea_P(y),3,sudden,CSMOTE,77.8527282359174
5000,sea_P(y),3,sudden,RebalanceStream,75.55555555555556
10000,sea_P(y),3,sudden,RebalanceStream,77.66769865841071
15000,sea_P(y),3,sudden,RebalanceStream,78.84357107513962
20000,sea_P(y),3,sudden,RebalanceStream,79.54387279832967
25000,sea_P(y),3,sudden,RebalanceStream,80.15000646579595
30000,sea_P(y),3,sudden,RebalanceStream,80.36871669307216
35000,sea_P(y),3,sudden,RebalanceStream,80.68442953853797
40000,sea_P(y),3,sudden,RebalanceStream,80.84897424705368
45000,sea_P(y),3,sudden,RebalanceStream,81.03754531960972
50000,sea_P(y),3,sudden,RebalanceStream,81.24931554854676
55000,sea_P(y),3,sudden,RebalanceStream,79.66919365954514
60000,sea_P(y),3,sudden,RebalanceStream,79.8174798174798
65000,sea_P(y),3,sudden,RebalanceStream,79.65439697005561
70000,sea_P(y),3,sudden,RebalanceStream,79.30263746088511
75000,sea_P(y),3,sudden,RebalanceStream,79.53551716722815
80000,sea_P(y),3,sudden,RebalanceStream,79.47321161328944
85000,sea_P(y),3,sudden,RebalanceStream,79.57916345907108
90000,sea_P(y),3,sudden,RebalanceStream,79.61269984237786
95000,sea_P(y),3,sudden,RebalanceStream,79.66027002123313
100000,sea_P(y),3,sudden,RebalanceStream,79.62126413935165
5000,sea_P(y),2,sudden,improved_OOB,78.4105397365066
10000,sea_P(y),2,sudden,improved_OOB,79.51050465670347
15000,sea_P(y),2,sudden,improved_OOB,80.30865545606754
20000,sea_P(y),2,sudden,improved_OOB,80.70367731681918
25000,sea_P(y),2,sudden,improved_OOB,81.06373626373626
30000,sea_P(y),2,sudden,improved_OOB,81.14478114478116
35000,sea_P(y),2,sudden,improved_OOB,81.39981730557216
40000,sea_P(y),2,sudden,improved_OOB,81.49703079685126
45000,sea_P(y),2,sudden,improved_OOB,81.64521131267384
50000,sea_P(y),2,sudden,improved_OOB,81.81234644414441
55000,sea_P(y),2,sudden,improved_OOB,76.89301416707374
60000,sea_P(y),2,sudden,improved_OOB,76.95370831259332
65000,sea_P(y),2,sudden,improved_OOB,76.7335920364434
70000,sea_P(y),2,sudden,improved_OOB,76.80386178861791
75000,sea_P(y),2,sudden,improved_OOB,76.78259977428954
80000,sea_P(y),2,sudden,improved_OOB,76.51469447556666
85000,sea_P(y),2,sudden,improved_OOB,76.76812560171813
90000,sea_P(y),2,sudden,improved_OOB,76.71428571428574
95000,sea_P(y),2,sudden,improved_OOB,76.81820807578995
100000,sea_P(y),2,sudden,improved_OOB,76.89583333333336
5000,sea_P(y),2,sudden,WEOB1,79.08633696563287
10000,sea_P(y),2,sudden,WEOB1,80.21813515825491
15000,sea_P(y),2,sudden,WEOB1,80.82438567413705
20000,sea_P(y),2,sudden,WEOB1,81.07490616330304
25000,sea_P(y),2,sudden,WEOB1,81.35622842661772
30000,sea_P(y),2,sudden,WEOB1,81.39162112932605
35000,sea_P(y),2,sudden,WEOB1,81.59132233995864
40000,sea_P(y),2,sudden,WEOB1,81.66767504537702
45000,sea_P(y),2,sudden,WEOB1,81.78697528442525
50000,sea_P(y),2,sudden,WEOB1,81.937276697102
55000,sea_P(y),2,sudden,WEOB1,76.71366067087992
60000,sea_P(y),2,sudden,WEOB1,76.61469933184856
65000,sea_P(y),2,sudden,WEOB1,76.47157471071611
70000,sea_P(y),2,sudden,WEOB1,76.45946286722985
75000,sea_P(y),2,sudden,WEOB1,76.37659033078879
80000,sea_P(y),2,sudden,WEOB1,76.15627938787723
85000,sea_P(y),2,sudden,WEOB1,76.39970609845703
90000,sea_P(y),2,sudden,WEOB1,76.34630249935584
95000,sea_P(y),2,sudden,WEOB1,76.47800183318056
100000,sea_P(y),2,sudden,WEOB1,76.53619745946504
5000,sea_P(y),2,sudden,OOB,79.33678756476684
10000,sea_P(y),2,sudden,OOB,80.30511706748597
15000,sea_P(y),2,sudden,OOB,80.9135166093929
20000,sea_P(y),2,sudden,OOB,81.1310553633218
25000,sea_P(y),2,sudden,OOB,81.39261963750162
30000,sea_P(y),2,sudden,OOB,81.43235112899133
35000,sea_P(y),2,sudden,OOB,81.603744149766
40000,sea_P(y),2,sudden,OOB,81.68597485826966
45000,sea_P(y),2,sudden,OOB,81.7961935940974
50000,sea_P(y),2,sudden,OOB,81.93104660616582
55000,sea_P(y),2,sudden,OOB,76.52173913043477
60000,sea_P(y),2,sudden,OOB,75.97164507455388
65000,sea_P(y),2,sudden,OOB,75.83347155415491
70000,sea_P(y),2,sudden,OOB,75.84486843746103
75000,sea_P(y),2,sudden,OOB,75.83148558758316
80000,sea_P(y),2,sudden,OOB,75.69262052020672
85000,sea_P(y),2,sudden,OOB,75.90273733255677
90000,sea_P(y),2,sudden,OOB,75.86515132167028
95000,sea_P(y),2,sudden,OOB,76.0136286201022
100000,sea_P(y),2,sudden,OOB,76.14166367690021
5000,sea_P(y),2,sudden,ESOS_ELM,0.0
10000,sea_P(y),2,sudden,ESOS_ELM,0.0
15000,sea_P(y),2,sudden,ESOS_ELM,39.134282429264495
20000,sea_P(y),2,sudden,ESOS_ELM,52.72479782553624
25000,sea_P(y),2,sudden,ESOS_ELM,59.82199807570815
30000,sea_P(y),2,sudden,ESOS_ELM,63.972577512121305
35000,sea_P(y),2,sudden,ESOS_ELM,66.83175299361146
40000,sea_P(y),2,sudden,ESOS_ELM,68.79872050281058
45000,sea_P(y),2,sudden,ESOS_ELM,70.34161558872094
50000,sea_P(y),2,sudden,ESOS_ELM,71.65304089568932
55000,sea_P(y),2,sudden,ESOS_ELM,70.65245709961847
60000,sea_P(y),2,sudden,ESOS_ELM,70.60359634729983
65000,sea_P(y),2,sudden,ESOS_ELM,70.00828964006504
70000,sea_P(y),2,sudden,ESOS_ELM,70.4379763757548
75000,sea_P(y),2,sudden,ESOS_ELM,70.44704907492364
80000,sea_P(y),2,sudden,ESOS_ELM,70.29516797790396
85000,sea_P(y),2,sudden,ESOS_ELM,70.48312051074441
90000,sea_P(y),2,sudden,ESOS_ELM,70.53676864809829
95000,sea_P(y),2,sudden,ESOS_ELM,70.58722135880944
100000,sea_P(y),2,sudden,ESOS_ELM,70.72922784565431
5000,sea_P(y),2,sudden,improved_UOB,79.11405506106395
10000,sea_P(y),2,sudden,improved_UOB,80.13118916631402
15000,sea_P(y),2,sudden,improved_UOB,80.76840676997787
20000,sea_P(y),2,sudden,improved_UOB,80.99432585787623
25000,sea_P(y),2,sudden,improved_UOB,81.26548172613097
30000,sea_P(y),2,sudden,improved_UOB,81.30529369108048
35000,sea_P(y),2,sudden,improved_UOB,81.50298037012767
40000,sea_P(y),2,sudden,improved_UOB,81.56302198855393
45000,sea_P(y),2,sudden,improved_UOB,81.68897137833348
50000,sea_P(y),2,sudden,improved_UOB,81.82437331107062
55000,sea_P(y),2,sudden,improved_UOB,76.38821825205217
60000,sea_P(y),2,sudden,improved_UOB,76.07361963190182
65000,sea_P(y),2,sudden,improved_UOB,75.80136190001659
70000,sea_P(y),2,sudden,improved_UOB,75.68647029455815
75000,sea_P(y),2,sudden,improved_UOB,75.53095118268745
80000,sea_P(y),2,sudden,improved_UOB,75.36770921386304
85000,sea_P(y),2,sudden,improved_UOB,75.5390982356785
90000,sea_P(y),2,sudden,improved_UOB,75.43424317617864
95000,sea_P(y),2,sudden,improved_UOB,75.53720877629497
100000,sea_P(y),2,sudden,improved_UOB,75.55917868242727
5000,sea_P(y),2,sudden,WEOB2,78.32669322709161
10000,sea_P(y),2,sudden,WEOB2,78.79674117401294
15000,sea_P(y),2,sudden,WEOB2,79.6067058074556
20000,sea_P(y),2,sudden,WEOB2,80.10062085206594
25000,sea_P(y),2,sudden,WEOB2,80.48748977218897
30000,sea_P(y),2,sudden,WEOB2,80.62996655999426
35000,sea_P(y),2,sudden,WEOB2,80.90562765199617
40000,sea_P(y),2,sudden,WEOB2,81.0550645819171
45000,sea_P(y),2,sudden,WEOB2,81.21300339640949
50000,sea_P(y),2,sudden,WEOB2,81.38057502128495
55000,sea_P(y),2,sudden,WEOB2,75.64469914040114
60000,sea_P(y),2,sudden,WEOB2,75.18142235123366
65000,sea_P(y),2,sudden,WEOB2,74.82837528604118
70000,sea_P(y),2,sudden,WEOB2,74.9846191706657
75000,sea_P(y),2,sudden,WEOB2,74.86588515795746
80000,sea_P(y),2,sudden,WEOB2,74.68692603105694
85000,sea_P(y),2,sudden,WEOB2,74.87988526353534
90000,sea_P(y),2,sudden,WEOB2,74.84122492611458
95000,sea_P(y),2,sudden,WEOB2,75.00139844492922
100000,sea_P(y),2,sudden,WEOB2,75.02016129032258
5000,sea_P(y),2,sudden,UOB,79.33678756476684
10000,sea_P(y),2,sudden,UOB,80.30511706748597
15000,sea_P(y),2,sudden,UOB,80.9135166093929
20000,sea_P(y),2,sudden,UOB,81.1310553633218
25000,sea_P(y),2,sudden,UOB,81.39261963750162
30000,sea_P(y),2,sudden,UOB,81.43235112899133
35000,sea_P(y),2,sudden,UOB,81.603744149766
40000,sea_P(y),2,sudden,UOB,81.68597485826966
45000,sea_P(y),2,sudden,UOB,81.7961935940974
50000,sea_P(y),2,sudden,UOB,81.92326286643517
55000,sea_P(y),2,sudden,UOB,76.04017216642752
60000,sea_P(y),2,sudden,UOB,75.6612472700801
65000,sea_P(y),2,sudden,UOB,75.19659239842726
70000,sea_P(y),2,sudden,UOB,75.06458358961741
75000,sea_P(y),2,sudden,UOB,74.88584474885843
80000,sea_P(y),2,sudden,UOB,74.69779074614425
85000,sea_P(y),2,sudden,UOB,74.80861415182085
90000,sea_P(y),2,sudden,UOB,74.69909729187565
95000,sea_P(y),2,sudden,UOB,74.79239814969627
100000,sea_P(y),2,sudden,UOB,74.84674907044517
