instances,drift,unbalance,type,alg,Recall_min
50000,sine_P(x_y),3,incremental,RebalanceStream,98.04049640757674
55000,sine_P(x_y),3,incremental,RebalanceStream,98.02631578947367
60000,sine_P(x_y),3,incremental,RebalanceStream,98.4625668449198
65000,sine_P(x_y),3,incremental,RebalanceStream,98.10682893847193
70000,sine_P(x_y),3,incremental,RebalanceStream,97.07536557930258
75000,sine_P(x_y),3,incremental,RebalanceStream,97.3082783138649
80000,sine_P(x_y),3,incremental,RebalanceStream,97.29000943777807
85000,sine_P(x_y),3,incremental,RebalanceStream,97.4074074074074
90000,sine_P(x_y),3,incremental,RebalanceStream,97.39046701974003
95000,sine_P(x_y),3,incremental,RebalanceStream,97.49831536388139
100000,sine_P(x_y),3,incremental,RebalanceStream,97.57521329142344
5000,sine_P(x_y),1,sudden,improved_OOB,88.70967741935485
10000,sine_P(x_y),1,sudden,improved_OOB,92.40890688259108
15000,sine_P(x_y),1,sudden,improved_OOB,94.36906377204886
20000,sine_P(x_y),1,sudden,improved_OOB,95.52845528455283
25000,sine_P(x_y),1,sudden,improved_OOB,95.84874640361693
30000,sine_P(x_y),1,sudden,improved_OOB,96.29120879120877
35000,sine_P(x_y),1,sudden,improved_OOB,96.5731166912851
40000,sine_P(x_y),1,sudden,improved_OOB,96.97900665642601
45000,sine_P(x_y),1,sudden,improved_OOB,97.1331828442438
50000,sine_P(x_y),1,sudden,improved_OOB,97.27752945956927
55000,sine_P(x_y),1,sudden,improved_OOB,97.98387096774194
60000,sine_P(x_y),1,sudden,improved_OOB,98.38056680161944
65000,sine_P(x_y),1,sudden,improved_OOB,98.50746268656715
70000,sine_P(x_y),1,sudden,improved_OOB,98.6280487804878
75000,sine_P(x_y),1,sudden,improved_OOB,98.56144677353062
80000,sine_P(x_y),1,sudden,improved_OOB,98.489010989011
85000,sine_P(x_y),1,sudden,improved_OOB,98.46381093057607
90000,sine_P(x_y),1,sudden,improved_OOB,98.43830005120326
95000,sine_P(x_y),1,sudden,improved_OOB,98.57787810383748
100000,sine_P(x_y),1,sudden,improved_OOB,98.55749695245835
5000,sine_P(x_y),1,sudden,WEOB1,91.33064516129033
10000,sine_P(x_y),1,sudden,WEOB1,94.12955465587042
15000,sine_P(x_y),1,sudden,WEOB1,95.45454545454547
20000,sine_P(x_y),1,sudden,WEOB1,96.34146341463416
25000,sine_P(x_y),1,sudden,WEOB1,96.5063707357172
30000,sine_P(x_y),1,sudden,WEOB1,96.94368131868133
35000,sine_P(x_y),1,sudden,WEOB1,97.16395864106353
40000,sine_P(x_y),1,sudden,WEOB1,97.46543778801843
45000,sine_P(x_y),1,sudden,WEOB1,97.62979683972912
50000,sine_P(x_y),1,sudden,WEOB1,97.80577001219015
55000,sine_P(x_y),1,sudden,WEOB1,99.39516129032258
60000,sine_P(x_y),1,sudden,WEOB1,99.59514170040485
65000,sine_P(x_y),1,sudden,WEOB1,99.25373134328358
70000,sine_P(x_y),1,sudden,WEOB1,99.18699186991871
75000,sine_P(x_y),1,sudden,WEOB1,99.05466502260583
80000,sine_P(x_y),1,sudden,WEOB1,98.90109890109889
85000,sine_P(x_y),1,sudden,WEOB1,98.87740029542098
90000,sine_P(x_y),1,sudden,WEOB1,98.87352790578598
95000,sine_P(x_y),1,sudden,WEOB1,98.9841986455982
100000,sine_P(x_y),1,sudden,WEOB1,98.94351889475821
5000,sine_P(x_y),1,sudden,OOB,88.70967741935485
10000,sine_P(x_y),1,sudden,OOB,92.40890688259108
15000,sine_P(x_y),1,sudden,OOB,94.43690637720489
20000,sine_P(x_y),1,sudden,OOB,95.68089430894307
25000,sine_P(x_y),1,sudden,OOB,95.97205096588574
30000,sine_P(x_y),1,sudden,OOB,96.35989010989012
35000,sine_P(x_y),1,sudden,OOB,96.63220088626292
40000,sine_P(x_y),1,sudden,OOB,96.97900665642601
45000,sine_P(x_y),1,sudden,OOB,97.1331828442438
50000,sine_P(x_y),1,sudden,OOB,97.31816334823243
55000,sine_P(x_y),1,sudden,OOB,99.19354838709678
60000,sine_P(x_y),1,sudden,OOB,98.88663967611338
65000,sine_P(x_y),1,sudden,OOB,98.64314789687923
70000,sine_P(x_y),1,sudden,OOB,98.67886178861791
75000,sine_P(x_y),1,sudden,OOB,98.60254829428688
80000,sine_P(x_y),1,sudden,OOB,98.62637362637362
85000,sine_P(x_y),1,sudden,OOB,98.61152141802066
90000,sine_P(x_y),1,sudden,OOB,98.66871479774706
95000,sine_P(x_y),1,sudden,OOB,98.73589164785552
100000,sine_P(x_y),1,sudden,OOB,98.78098334010565
5000,sine_P(x_y),1,sudden,ESOS_ELM,0.0
10000,sine_P(x_y),1,sudden,ESOS_ELM,0.0
15000,sine_P(x_y),1,sudden,ESOS_ELM,32.645861601085485
20000,sine_P(x_y),1,sudden,ESOS_ELM,49.34959349593497
25000,sine_P(x_y),1,sudden,ESOS_ELM,58.9108096999589
30000,sine_P(x_y),1,sudden,ESOS_ELM,65.64217032967032
35000,sine_P(x_y),1,sudden,ESOS_ELM,70.30428360413589
40000,sine_P(x_y),1,sudden,ESOS_ELM,74.1321044546851
45000,sine_P(x_y),1,sudden,ESOS_ELM,77.02483069977427
50000,sine_P(x_y),1,sudden,ESOS_ELM,79.21779764323446
55000,sine_P(x_y),1,sudden,ESOS_ELM,92.58064516129032
60000,sine_P(x_y),1,sudden,ESOS_ELM,93.82591093117409
65000,sine_P(x_y),1,sudden,ESOS_ELM,93.51424694708277
70000,sine_P(x_y),1,sudden,ESOS_ELM,93.07926829268293
75000,sine_P(x_y),1,sudden,ESOS_ELM,92.86066584463626
80000,sine_P(x_y),1,sudden,ESOS_ELM,92.75412087912088
85000,sine_P(x_y),1,sudden,ESOS_ELM,92.44903988183162
90000,sine_P(x_y),1,sudden,ESOS_ELM,92.72657450076805
95000,sine_P(x_y),1,sudden,ESOS_ELM,92.87810383747177
100000,sine_P(x_y),1,sudden,ESOS_ELM,92.67370987403493
5000,sine_P(x_y),1,sudden,improved_UOB,93.14516129032258
10000,sine_P(x_y),1,sudden,improved_UOB,95.44534412955466
15000,sine_P(x_y),1,sudden,improved_UOB,95.86160108548167
20000,sine_P(x_y),1,sudden,improved_UOB,96.64634146341463
25000,sine_P(x_y),1,sudden,improved_UOB,96.83518290176735
30000,sine_P(x_y),1,sudden,improved_UOB,97.2184065934066
35000,sine_P(x_y),1,sudden,improved_UOB,97.48892171344166
40000,sine_P(x_y),1,sudden,improved_UOB,97.74705581157194
45000,sine_P(x_y),1,sudden,improved_UOB,97.83295711060946
50000,sine_P(x_y),1,sudden,improved_UOB,97.94798862251118
55000,sine_P(x_y),1,sudden,improved_UOB,99.19354838709678
60000,sine_P(x_y),1,sudden,improved_UOB,99.29149797570848
65000,sine_P(x_y),1,sudden,improved_UOB,99.11804613297149
70000,sine_P(x_y),1,sudden,improved_UOB,99.13617886178862
75000,sine_P(x_y),1,sudden,improved_UOB,99.17796958487463
80000,sine_P(x_y),1,sudden,improved_UOB,99.00412087912086
85000,sine_P(x_y),1,sudden,improved_UOB,98.87740029542098
90000,sine_P(x_y),1,sudden,improved_UOB,98.8479262672811
95000,sine_P(x_y),1,sudden,improved_UOB,98.91647855530474
100000,sine_P(x_y),1,sudden,improved_UOB,98.7403494514425
5000,sine_P(x_y),1,sudden,WEOB2,93.54838709677418
10000,sine_P(x_y),1,sudden,WEOB2,95.24291497975709
15000,sine_P(x_y),1,sudden,WEOB2,95.86160108548167
20000,sine_P(x_y),1,sudden,WEOB2,96.64634146341463
25000,sine_P(x_y),1,sudden,WEOB2,96.9173859432799
30000,sine_P(x_y),1,sudden,WEOB2,97.32142857142857
35000,sine_P(x_y),1,sudden,WEOB2,97.54800590841951
40000,sine_P(x_y),1,sudden,WEOB2,97.77265745007682
45000,sine_P(x_y),1,sudden,WEOB2,97.81038374717834
50000,sine_P(x_y),1,sudden,WEOB2,97.92767167817962
55000,sine_P(x_y),1,sudden,WEOB2,99.19354838709678
60000,sine_P(x_y),1,sudden,WEOB2,99.29149797570848
65000,sine_P(x_y),1,sudden,WEOB2,98.98236092265941
70000,sine_P(x_y),1,sudden,WEOB2,99.03455284552844
75000,sine_P(x_y),1,sudden,WEOB2,98.93136046033703
80000,sine_P(x_y),1,sudden,WEOB2,98.72939560439559
85000,sine_P(x_y),1,sudden,WEOB2,98.61152141802066
90000,sine_P(x_y),1,sudden,WEOB2,98.61751152073734
95000,sine_P(x_y),1,sudden,WEOB2,98.69074492099323
100000,sine_P(x_y),1,sudden,WEOB2,98.59813084112149
5000,sine_P(x_y),1,sudden,UOB,94.75806451612904
10000,sine_P(x_y),1,sudden,UOB,96.55870445344131
15000,sine_P(x_y),1,sudden,UOB,96.67571234735415
20000,sine_P(x_y),1,sudden,UOB,97.2560975609756
25000,sine_P(x_y),1,sudden,UOB,97.53390875462391
30000,sine_P(x_y),1,sudden,UOB,97.80219780219781
35000,sine_P(x_y),1,sudden,UOB,97.99113737075332
40000,sine_P(x_y),1,sudden,UOB,98.18228366615462
45000,sine_P(x_y),1,sudden,UOB,98.1941309255079
50000,sine_P(x_y),1,sudden,UOB,98.2933766761479
55000,sine_P(x_y),1,sudden,UOB,98.38709677419355
60000,sine_P(x_y),1,sudden,UOB,98.78542510121456
65000,sine_P(x_y),1,sudden,UOB,98.9145183175034
70000,sine_P(x_y),1,sudden,UOB,98.8821138211382
75000,sine_P(x_y),1,sudden,UOB,98.97246198109328
80000,sine_P(x_y),1,sudden,UOB,98.90109890109889
85000,sine_P(x_y),1,sudden,UOB,98.87740029542098
90000,sine_P(x_y),1,sudden,UOB,98.87352790578598
95000,sine_P(x_y),1,sudden,UOB,98.96162528216703
100000,sine_P(x_y),1,sudden,UOB,98.88256806176352
5000,sine_P(x_y),1,sudden,CSMOTE,84.27419354838709
10000,sine_P(x_y),1,sudden,CSMOTE,86.8421052631579
15000,sine_P(x_y),1,sudden,CSMOTE,87.58480325644506
20000,sine_P(x_y),1,sudden,CSMOTE,88.51626016260163
25000,sine_P(x_y),1,sudden,CSMOTE,89.35470612412658
30000,sine_P(x_y),1,sudden,CSMOTE,90.48763736263736
35000,sine_P(x_y),1,sudden,CSMOTE,91.5509601181684
40000,sine_P(x_y),1,sudden,CSMOTE,92.49871991807477
45000,sine_P(x_y),1,sudden,CSMOTE,93.2731376975169
50000,sine_P(x_y),1,sudden,CSMOTE,93.11255587159691
55000,sine_P(x_y),1,sudden,CSMOTE,89.71774193548389
60000,sine_P(x_y),1,sudden,CSMOTE,91.59919028340083
65000,sine_P(x_y),1,sudden,CSMOTE,92.87652645861601
70000,sine_P(x_y),1,sudden,CSMOTE,93.90243902439023
75000,sine_P(x_y),1,sudden,CSMOTE,94.53349773941635
80000,sine_P(x_y),1,sudden,CSMOTE,93.5782967032967
85000,sine_P(x_y),1,sudden,CSMOTE,92.9098966026588
90000,sine_P(x_y),1,sudden,CSMOTE,92.8827444956477
95000,sine_P(x_y),1,sudden,CSMOTE,92.97968397291194
100000,sine_P(x_y),1,sudden,CSMOTE,92.76716781796019
5000,sine_P(x_y),1,sudden,RebalanceStream,80.44354838709678
10000,sine_P(x_y),1,sudden,RebalanceStream,84.21052631578947
15000,sine_P(x_y),1,sudden,RebalanceStream,86.22795115332428
20000,sine_P(x_y),1,sudden,RebalanceStream,87.14430894308943
25000,sine_P(x_y),1,sudden,RebalanceStream,87.2996300863132
30000,sine_P(x_y),1,sudden,RebalanceStream,87.94642857142857
35000,sine_P(x_y),1,sudden,RebalanceStream,88.71491875923189
40000,sine_P(x_y),1,sudden,RebalanceStream,89.63133640552995
45000,sine_P(x_y),1,sudden,RebalanceStream,90.24830699774269
50000,sine_P(x_y),1,sudden,RebalanceStream,90.73547338480294
55000,sine_P(x_y),1,sudden,RebalanceStream,95.16129032258064
60000,sine_P(x_y),1,sudden,RebalanceStream,94.83805668016193
65000,sine_P(x_y),1,sudden,RebalanceStream,94.3012211668928
70000,sine_P(x_y),1,sudden,RebalanceStream,94.46138211382114
75000,sine_P(x_y),1,sudden,RebalanceStream,94.53349773941636
80000,sine_P(x_y),1,sudden,RebalanceStream,94.74587912087914
85000,sine_P(x_y),1,sudden,RebalanceStream,94.88921713441654
90000,sine_P(x_y),1,sudden,RebalanceStream,94.905273937532
95000,sine_P(x_y),1,sudden,RebalanceStream,95.14672686230246
100000,sine_P(x_y),1,sudden,RebalanceStream,95.103616416091
5000,sine_P(x_y),1,incremental,improved_OOB,88.70967741935485
10000,sine_P(x_y),1,incremental,improved_OOB,92.40890688259108
15000,sine_P(x_y),1,incremental,improved_OOB,94.36906377204886
20000,sine_P(x_y),1,incremental,improved_OOB,95.52845528455283
25000,sine_P(x_y),1,incremental,improved_OOB,95.80764488286069
30000,sine_P(x_y),1,incremental,improved_OOB,96.22252747252746
35000,sine_P(x_y),1,incremental,improved_OOB,96.51403249630722
40000,sine_P(x_y),1,incremental,improved_OOB,96.90220174091142
45000,sine_P(x_y),1,incremental,improved_OOB,97.10603662672395
50000,sine_P(x_y),1,incremental,improved_OOB,98.80478087649404
55000,sine_P(x_y),1,incremental,improved_OOB,98.38220424671385
60000,sine_P(x_y),1,incremental,improved_OOB,97.97979797979797
65000,sine_P(x_y),1,incremental,improved_OOB,98.3739837398374
70000,sine_P(x_y),1,incremental,improved_OOB,98.24086603518266
75000,sine_P(x_y),1,incremental,improved_OOB,98.55818743563337
80000,sine_P(x_y),1,incremental,improved_OOB,98.55431639818256
85000,sine_P(x_y),1,incremental,improved_OOB,98.61782999308913
90000,sine_P(x_y),1,incremental,improved_OOB,98.56515373352855
95000,sine_P(x_y),1,incremental,improved_OOB,98.50215790809851
100000,sine_P(x_y),1,incremental,improved_OOB,98.57884051432438
5000,sine_P(x_y),1,incremental,WEOB1,91.33064516129033
10000,sine_P(x_y),1,incremental,WEOB1,94.12955465587042
15000,sine_P(x_y),1,incremental,WEOB1,95.45454545454547
20000,sine_P(x_y),1,incremental,WEOB1,96.34146341463416
25000,sine_P(x_y),1,incremental,WEOB1,96.5063707357172
30000,sine_P(x_y),1,incremental,WEOB1,96.97802197802197
35000,sine_P(x_y),1,incremental,WEOB1,97.19350073855243
40000,sine_P(x_y),1,incremental,WEOB1,97.51664106502815
45000,sine_P(x_y),1,incremental,WEOB1,97.67126384806693
50000,sine_P(x_y),1,incremental,WEOB1,99.20318725099604
55000,sine_P(x_y),1,incremental,WEOB1,99.08998988877656
60000,sine_P(x_y),1,incremental,WEOB1,98.78787878787878
65000,sine_P(x_y),1,incremental,WEOB1,98.78048780487804
70000,sine_P(x_y),1,incremental,WEOB1,98.7144790257104
75000,sine_P(x_y),1,incremental,WEOB1,98.86714727085477
80000,sine_P(x_y),1,incremental,WEOB1,98.84345311854604
85000,sine_P(x_y),1,incremental,WEOB1,98.89426399447132
90000,sine_P(x_y),1,incremental,WEOB1,98.82869692532941
95000,sine_P(x_y),1,incremental,WEOB1,98.8068037572988
100000,sine_P(x_y),1,incremental,WEOB1,98.84953755921497
5000,sine_P(x_y),1,incremental,OOB,88.70967741935485
10000,sine_P(x_y),1,incremental,OOB,92.40890688259108
15000,sine_P(x_y),1,incremental,OOB,94.43690637720489
20000,sine_P(x_y),1,incremental,OOB,95.68089430894307
25000,sine_P(x_y),1,incremental,OOB,95.97205096588574
30000,sine_P(x_y),1,incremental,OOB,96.42857142857143
35000,sine_P(x_y),1,incremental,OOB,96.72082717872968
40000,sine_P(x_y),1,incremental,OOB,97.0558115719406
45000,sine_P(x_y),1,incremental,OOB,97.2643002487
50000,sine_P(x_y),1,incremental,OOB,99.20318725099604
55000,sine_P(x_y),1,incremental,OOB,98.7866531850354
60000,sine_P(x_y),1,incremental,OOB,98.58585858585857
65000,sine_P(x_y),1,incremental,OOB,98.78048780487804
70000,sine_P(x_y),1,incremental,OOB,98.78213802435722
75000,sine_P(x_y),1,incremental,OOB,99.02162718846549
80000,sine_P(x_y),1,incremental,OOB,99.09128459314333
85000,sine_P(x_y),1,incremental,OOB,99.06703524533519
90000,sine_P(x_y),1,incremental,OOB,99.03367496339679
95000,sine_P(x_y),1,incremental,OOB,98.93373952779893
100000,sine_P(x_y),1,incremental,OOB,98.96232799458606
5000,sine_P(x_y),1,incremental,ESOS_ELM,0.0
10000,sine_P(x_y),1,incremental,ESOS_ELM,0.0
15000,sine_P(x_y),1,incremental,ESOS_ELM,32.64586160108549
20000,sine_P(x_y),1,incremental,ESOS_ELM,49.390243902439025
25000,sine_P(x_y),1,incremental,ESOS_ELM,58.81216605014386
30000,sine_P(x_y),1,incremental,ESOS_ELM,65.54601648351647
35000,sine_P(x_y),1,incremental,ESOS_ELM,70.2215657311669
40000,sine_P(x_y),1,incremental,ESOS_ELM,74.0552995391705
45000,sine_P(x_y),1,incremental,ESOS_ELM,76.86411937598913
50000,sine_P(x_y),1,incremental,ESOS_ELM,99.20318725099602
55000,sine_P(x_y),1,incremental,ESOS_ELM,96.81496461071791
60000,sine_P(x_y),1,incremental,ESOS_ELM,93.43434343434346
65000,sine_P(x_y),1,incremental,ESOS_ELM,93.41463414634146
70000,sine_P(x_y),1,incremental,ESOS_ELM,92.30717185385654
75000,sine_P(x_y),1,incremental,ESOS_ELM,92.53861997940268
80000,sine_P(x_y),1,incremental,ESOS_ELM,92.92441140024782
85000,sine_P(x_y),1,incremental,ESOS_ELM,92.88873531444368
90000,sine_P(x_y),1,incremental,ESOS_ELM,92.68228404099561
95000,sine_P(x_y),1,incremental,ESOS_ELM,92.80020309723281
100000,sine_P(x_y),1,incremental,ESOS_ELM,92.94834198060003
5000,sine_P(x_y),1,incremental,improved_UOB,93.14516129032258
10000,sine_P(x_y),1,incremental,improved_UOB,95.44534412955466
15000,sine_P(x_y),1,incremental,improved_UOB,95.86160108548167
20000,sine_P(x_y),1,incremental,improved_UOB,96.64634146341463
25000,sine_P(x_y),1,incremental,improved_UOB,96.83518290176735
30000,sine_P(x_y),1,incremental,improved_UOB,97.25274725274724
35000,sine_P(x_y),1,incremental,improved_UOB,97.51846381093058
40000,sine_P(x_y),1,incremental,improved_UOB,97.72145417306707
45000,sine_P(x_y),1,incremental,improved_UOB,97.76170020348182
50000,sine_P(x_y),1,incremental,improved_UOB,98.80478087649404
55000,sine_P(x_y),1,incremental,improved_UOB,99.08998988877656
60000,sine_P(x_y),1,incremental,improved_UOB,98.78787878787878
65000,sine_P(x_y),1,incremental,improved_UOB,98.78048780487804
70000,sine_P(x_y),1,incremental,improved_UOB,98.64682002706358
75000,sine_P(x_y),1,incremental,improved_UOB,98.76416065911431
80000,sine_P(x_y),1,incremental,improved_UOB,98.84345311854604
85000,sine_P(x_y),1,incremental,improved_UOB,98.790601243953
90000,sine_P(x_y),1,incremental,improved_UOB,98.74084919472912
95000,sine_P(x_y),1,incremental,improved_UOB,98.75602944909875
100000,sine_P(x_y),1,incremental,improved_UOB,98.80442138506656
5000,sine_P(x_y),1,incremental,WEOB2,93.54838709677418
10000,sine_P(x_y),1,incremental,WEOB2,95.24291497975709
15000,sine_P(x_y),1,incremental,WEOB2,95.86160108548167
20000,sine_P(x_y),1,incremental,WEOB2,96.64634146341463
25000,sine_P(x_y),1,incremental,WEOB2,96.9173859432799
30000,sine_P(x_y),1,incremental,WEOB2,97.32142857142857
35000,sine_P(x_y),1,incremental,WEOB2,97.54800590841951
40000,sine_P(x_y),1,incremental,WEOB2,97.77265745007682
45000,sine_P(x_y),1,incremental,WEOB2,97.80691838118923
50000,sine_P(x_y),1,incremental,WEOB2,98.80478087649404
55000,sine_P(x_y),1,incremental,WEOB2,98.98887765419614
60000,sine_P(x_y),1,incremental,WEOB2,97.77777777777779
65000,sine_P(x_y),1,incremental,WEOB2,98.06910569105693
70000,sine_P(x_y),1,incremental,WEOB2,97.6995940460081
75000,sine_P(x_y),1,incremental,WEOB2,97.83728115345004
80000,sine_P(x_y),1,incremental,WEOB2,97.9347377116894
85000,sine_P(x_y),1,incremental,WEOB2,98.09951624049758
90000,sine_P(x_y),1,incremental,WEOB2,98.09663250366032
95000,sine_P(x_y),1,incremental,WEOB2,98.14673775069812
100000,sine_P(x_y),1,incremental,WEOB2,98.24046920821115
5000,sine_P(x_y),1,incremental,UOB,94.75806451612904
10000,sine_P(x_y),1,incremental,UOB,96.55870445344131
15000,sine_P(x_y),1,incremental,UOB,96.67571234735415
20000,sine_P(x_y),1,incremental,UOB,97.2560975609756
25000,sine_P(x_y),1,incremental,UOB,97.53390875462391
30000,sine_P(x_y),1,incremental,UOB,97.80219780219781
35000,sine_P(x_y),1,incremental,UOB,97.99113737075332
40000,sine_P(x_y),1,incremental,UOB,98.15668202764978
45000,sine_P(x_y),1,incremental,UOB,98.21388198055617
50000,sine_P(x_y),1,incremental,UOB,99.20318725099604
55000,sine_P(x_y),1,incremental,UOB,99.08998988877656
60000,sine_P(x_y),1,incremental,UOB,98.58585858585857
65000,sine_P(x_y),1,incremental,UOB,98.47560975609757
70000,sine_P(x_y),1,incremental,UOB,98.10554803788905
75000,sine_P(x_y),1,incremental,UOB,98.3522142121524
80000,sine_P(x_y),1,incremental,UOB,98.38909541511772
85000,sine_P(x_y),1,incremental,UOB,98.54872149274362
90000,sine_P(x_y),1,incremental,UOB,98.59443631039531
95000,sine_P(x_y),1,incremental,UOB,98.60370652449862
100000,sine_P(x_y),1,incremental,UOB,98.64651477554705
5000,sine_P(x_y),1,incremental,CSMOTE,84.27419354838709
10000,sine_P(x_y),1,incremental,CSMOTE,86.8421052631579
15000,sine_P(x_y),1,incremental,CSMOTE,87.58480325644506
20000,sine_P(x_y),1,incremental,CSMOTE,88.51626016260163
25000,sine_P(x_y),1,incremental,CSMOTE,89.35470612412658
30000,sine_P(x_y),1,incremental,CSMOTE,90.52197802197806
35000,sine_P(x_y),1,incremental,CSMOTE,91.52141802067943
40000,sine_P(x_y),1,incremental,CSMOTE,92.47311827956989
45000,sine_P(x_y),1,incremental,CSMOTE,93.12683698846935
50000,sine_P(x_y),1,incremental,CSMOTE,97.80876494023904
55000,sine_P(x_y),1,incremental,CSMOTE,95.75328614762387
60000,sine_P(x_y),1,incremental,CSMOTE,93.3333333333333
65000,sine_P(x_y),1,incremental,CSMOTE,93.90243902439023
70000,sine_P(x_y),1,incremental,CSMOTE,93.36941813261163
75000,sine_P(x_y),1,incremental,CSMOTE,92.32749742533471
80000,sine_P(x_y),1,incremental,CSMOTE,91.28459314332919
85000,sine_P(x_y),1,incremental,CSMOTE,91.74153420870768
90000,sine_P(x_y),1,incremental,CSMOTE,91.3323572474378
95000,sine_P(x_y),1,incremental,CSMOTE,90.73368875349072
100000,sine_P(x_y),1,incremental,CSMOTE,91.11211369275884
5000,sine_P(x_y),1,incremental,RebalanceStream,80.44354838709678
10000,sine_P(x_y),1,incremental,RebalanceStream,84.21052631578947
15000,sine_P(x_y),1,incremental,RebalanceStream,86.22795115332428
20000,sine_P(x_y),1,incremental,RebalanceStream,87.14430894308943
25000,sine_P(x_y),1,incremental,RebalanceStream,87.2996300863132
30000,sine_P(x_y),1,incremental,RebalanceStream,87.94642857142857
35000,sine_P(x_y),1,incremental,RebalanceStream,88.685376661743
40000,sine_P(x_y),1,incremental,RebalanceStream,89.50332821300562
45000,sine_P(x_y),1,incremental,RebalanceStream,90.16504634863215
50000,sine_P(x_y),1,incremental,RebalanceStream,94.42231075697212
55000,sine_P(x_y),1,incremental,RebalanceStream,94.23660262891808
60000,sine_P(x_y),1,incremental,RebalanceStream,94.34343434343432
65000,sine_P(x_y),1,incremental,RebalanceStream,95.02032520325203
70000,sine_P(x_y),1,incremental,RebalanceStream,94.51962110960757
75000,sine_P(x_y),1,incremental,RebalanceStream,94.85066941297633
80000,sine_P(x_y),1,incremental,RebalanceStream,94.96076001652209
85000,sine_P(x_y),1,incremental,RebalanceStream,95.05874222529371
90000,sine_P(x_y),1,incremental,RebalanceStream,95.19765739385066
95000,sine_P(x_y),1,incremental,RebalanceStream,95.17644072099517
100000,sine_P(x_y),1,incremental,RebalanceStream,95.39815023685992
5000,sine_P(x_y),2,incremental,improved_OOB,94.11764705882352
10000,sine_P(x_y),2,incremental,improved_OOB,96.19460500963393
15000,sine_P(x_y),2,incremental,improved_OOB,96.85555191614807
20000,sine_P(x_y),2,incremental,improved_OOB,97.50801875154207
25000,sine_P(x_y),2,incremental,improved_OOB,97.83386327503976
30000,sine_P(x_y),2,incremental,improved_OOB,98.11917443408788
35000,sine_P(x_y),2,incremental,improved_OOB,98.29659318637276
40000,sine_P(x_y),2,incremental,improved_OOB,98.40552416823606
45000,sine_P(x_y),2,incremental,improved_OOB,98.5044642857143
50000,sine_P(x_y),2,incremental,improved_OOB,99.41002949852508
55000,sine_P(x_y),2,incremental,improved_OOB,99.31540342298287
60000,sine_P(x_y),2,incremental,improved_OOB,99.21645445641526
65000,sine_P(x_y),2,incremental,improved_OOB,99.29999999999998
70000,sine_P(x_y),2,incremental,improved_OOB,99.33333333333334
75000,sine_P(x_y),2,incremental,improved_OOB,99.3965300477747
80000,sine_P(x_y),2,incremental,improved_OOB,99.47506561679789
85000,sine_P(x_y),2,incremental,improved_OOB,99.44350758853287
90000,sine_P(x_y),2,incremental,improved_OOB,99.40682870370371
95000,sine_P(x_y),2,incremental,improved_OOB,99.40664057568488
100000,sine_P(x_y),2,incremental,improved_OOB,99.38181409463866
5000,sine_P(x_y),2,incremental,WEOB1,95.92030360531308
10000,sine_P(x_y),2,incremental,WEOB1,97.0616570327553
15000,sine_P(x_y),2,incremental,WEOB1,97.67441860465114
20000,sine_P(x_y),2,incremental,WEOB1,98.12484579323959
25000,sine_P(x_y),2,incremental,WEOB1,98.29093799682036
30000,sine_P(x_y),2,incremental,WEOB1,98.51864181091877
35000,sine_P(x_y),2,incremental,WEOB1,98.66876610363583
40000,sine_P(x_y),2,incremental,WEOB1,98.71939736346518
45000,sine_P(x_y),2,incremental,WEOB1,98.81696428571426
50000,sine_P(x_y),2,incremental,WEOB1,99.31170108161258
55000,sine_P(x_y),2,incremental,WEOB1,99.41320293398532
60000,sine_P(x_y),2,incremental,WEOB1,99.41234084231145
65000,sine_P(x_y),2,incremental,WEOB1,99.39999999999999
70000,sine_P(x_y),2,incremental,WEOB1,99.33333333333334
75000,sine_P(x_y),2,incremental,WEOB1,99.29595172240383
80000,sine_P(x_y),2,incremental,WEOB1,99.39430648092068
85000,sine_P(x_y),2,incremental,WEOB1,99.3929173693086
90000,sine_P(x_y),2,incremental,WEOB1,99.3778935185185
95000,sine_P(x_y),2,incremental,WEOB1,99.39401590708245
100000,sine_P(x_y),2,incremental,WEOB1,99.35933460717094
5000,sine_P(x_y),2,incremental,OOB,95.06641366223907
10000,sine_P(x_y),2,incremental,OOB,96.96531791907513
15000,sine_P(x_y),2,incremental,OOB,97.54339993449068
20000,sine_P(x_y),2,incremental,OOB,98.10017271157166
25000,sine_P(x_y),2,incremental,OOB,98.35055643879174
30000,sine_P(x_y),2,incremental,OOB,98.56857523302266
35000,sine_P(x_y),2,incremental,OOB,98.71170913255082
40000,sine_P(x_y),2,incremental,OOB,98.73195229127431
45000,sine_P(x_y),2,incremental,OOB,98.75
50000,sine_P(x_y),2,incremental,OOB,99.21337266470007
55000,sine_P(x_y),2,incremental,OOB,99.26650366748164
60000,sine_P(x_y),2,incremental,OOB,99.51028403525956
65000,sine_P(x_y),2,incremental,OOB,99.55
70000,sine_P(x_y),2,incremental,OOB,99.53333333333332
75000,sine_P(x_y),2,incremental,OOB,99.59768669851645
80000,sine_P(x_y),2,incremental,OOB,99.61639410458307
85000,sine_P(x_y),2,incremental,OOB,99.59527824620572
90000,sine_P(x_y),2,incremental,OOB,99.5659722222222
95000,sine_P(x_y),2,incremental,OOB,99.53288726170936
100000,sine_P(x_y),2,incremental,OOB,99.50545127571091
5000,sine_P(x_y),2,incremental,ESOS_ELM,0.0
